# Date  Box_count   Full_image_count     Error
2024-06-01T07:08:09.224 -1422679.780176432 -4186805.104929971 537550.6193371967
2024-06-01T07:09:34.278 -529361.5509521116 -1882627.7245199862 706678.9065713322
2024-06-01T07:10:59.337 254526.40671709453 659096.8346831901 709697.3467893982
2024-06-01T07:12:24.391 1647966.5286530782 3616010.4327454492 688866.6308516465
2024-06-01T07:13:49.447 1888883.3730313312 4222129.2196976 790968.6993194136
2024-06-01T07:15:14.503 1309085.312841164 1915058.36411988 776166.0376209915
2024-06-01T07:16:39.559 1286998.0149572645 2572997.4418362 715883.0155888788
2024-06-01T07:18:04.615 1940247.515164503 4364948.086214207 635656.4275949338
2024-06-01T07:19:29.672 1197620.8466091712 2495245.3574223625 611575.5064242709
2024-06-01T07:20:54.728 1003868.0672511171 1618048.687910402 779863.7248053876
2024-06-01T07:22:19.784 783361.7362829493 1730169.6240750556 588227.2977640951
2024-06-01T07:23:44.840 824068.056043144 2689171.856894567 681264.3059865494
2024-06-01T07:25:09.896 1100143.0410359846 2580884.0539845987 688765.0668092566
2024-06-01T07:26:34.953 -78974.74839890495 -442783.3488855836 699992.7192056281
2024-06-01T07:28:00.884 17557.017892981567 419476.7142883434 599827.2099510198
2024-06-01T07:29:25.651 -653353.2753250307 -809555.315947599 534610.9965886184
2024-06-01T07:30:50.253 -1030714.1853295278 -2321215.4931608257 594714.6016444713
2024-06-01T07:32:14.795 -1638967.30379223 -3782309.377235228 672906.1652975291
2024-06-01T07:33:39.563 -2221751.527769731 -5143240.426022034 798790.0575866506
2024-06-01T07:35:04.330 -1968582.4650089634 -4309012.002170885 674046.2900080594
2024-06-01T07:36:29.991 -841602.24957786 -2388022.9356286447 551563.9246879602
2024-06-01T07:37:53.867 -194681.21149742542 -159375.20462725594 438102.6787456436
2024-06-01T07:39:18.635 285323.4574481049 1238503.49535919 484039.6517006672
2024-06-01T07:40:43.404 876835.5885209771 2419923.7154648434 653324.2880076375
2024-06-01T07:42:08.176 615790.3796045753 1404700.0270666615 602989.4140841303
2024-06-01T07:43:32.972 1655160.493957513 4177804.934319581 577562.593943661
2024-06-01T07:44:57.739 1540549.6750188773 4112114.798398137 678969.592645393
2024-06-01T07:46:22.509 813497.4348530119 966653.7546191985 704741.031303383
2024-06-01T07:47:47.277 1010709.0680948378 1975145.6584151117 677033.8476936487
2024-06-01T07:49:12.440 1715953.6549253426 3605037.4721817714 579821.4330331541
2024-06-01T07:50:36.813 1812637.3123132777 4142919.557329263 615646.2032178184
2024-06-01T07:52:01.581 -102229.5905116671 -741430.6593393509 694090.8238999374
2024-06-01T07:53:26.350 -842516.7614359284 -2973459.959963987 600777.4063285629
2024-06-01T07:54:51.117 -244408.4671289547 -39730.007052116045 747396.2003954327
2024-06-01T07:56:15.886 -1099983.95554636 -2681609.292876699 590394.0752799063
2024-06-01T07:57:40.654 -2279674.354905424 -5504401.830669807 647549.9977973263
2024-06-01T07:59:05.421 -2766592.8982653744 -6521764.217258384 720191.4880054874
2024-06-01T08:00:30.197 -1623619.964719021 -3881860.5690020057 619745.0066425109
2024-06-01T08:01:54.798 -1550355.0501277272 -2931766.675962236 629853.0368428908
2024-06-01T08:03:19.373 -691236.3302260588 -1929756.9575924142 732206.0874029299
2024-06-01T08:04:43.981 -592570.6942877909 -1548063.3114747526 604258.0982044998
