file,region_id,x0_pix,y0_pix,width_pix,height_pix,top_left_hpc_Tx,top_left_hpc_Ty,bottom_right_hpc_Tx,bottom_right_hpc_Ty,Centre_hpc_Tx,Centre_hpc_Ty,max_intensity,area_pix
aia.lev1_euv_12s.2024-11-01T110008Z.131.image_lev1.fits,1,2954,1222,841,814,548,-3,1052,-494,800,-249,1305.2376470968024,186799
aia.lev1_euv_12s.2024-11-01T110008Z.131.image_lev1.fits,2,2482,1359,525,498,264,-110,579,-410,421,-260,556.1177233285166,49355
aia.lev1_euv_12s.2024-11-01T110008Z.131.image_lev1.fits,3,310,2220,323,413,-1039,358,-845,109,-942,234,283.65302555777305,26398
aia.lev1_euv_12s.2024-11-01T110008Z.131.image_lev1.fits,4,1338,2228,513,306,-421,297,-113,113,-267,205,277.1527344723065,25792
aia.lev1_euv_12s.2024-11-01T110008Z.131.image_lev1.fits,5,2850,2576,466,341,487,525,766,319,626,422,276.56079635842946,30052
aia.lev1_euv_12s.2024-11-01T110008Z.131.image_lev1.fits,6,295,1504,345,545,-1048,7,-842,-320,-945,-156,276.1130449607294,35592
aia.lev1_euv_12s.2024-11-01T110008Z.131.image_lev1.fits,7,656,1454,295,264,-832,-191,-655,-350,-744,-271,227.72460363532744,11151
aia.lev1_euv_12s.2024-11-01T110008Z.131.image_lev1.fits,8,3213,2507,343,363,705,496,910,278,807,387,190.71161178203005,22643
aia.lev1_euv_12s.2024-11-01T110008Z.131.image_lev1.fits,9,767,2127,331,242,-764,199,-566,53,-665,126,160.14473446735244,10716
