filter2_file,mean_counts_under_contours,qs_mean_counts
2024-10-08T23:31:11.349,3993.1637508747376,3550.2753831417626
2024-10-08T23:32:48.310,4010.773734546303,3559.8263409961687
2024-10-08T23:34:25.270,3994.875398491564,3549.5749042145594
2024-10-08T23:36:02.230,3999.7818598864783,3560.170498084291
2024-10-08T23:37:39.190,4011.372132804603,3568.527514367816
2024-10-08T23:39:16.151,4001.9954513645907,3550.223898467433
2024-10-08T23:40:53.111,4007.977839981339,3564.1678400383144
2024-10-08T23:42:30.701,4006.873687893632,3572.2833812260537
2024-10-08T23:44:07.314,3992.7347795661303,3554.9991618773947
2024-10-08T23:45:44.236,4003.7136692325635,3571.7122605363984
2024-10-08T23:47:20.983,3998.5332789052172,3561.7208333333333
2024-10-08T23:48:57.944,4003.6433792084595,3559.599664750958
2024-10-08T23:50:34.936,3990.5386439623667,3556.062332375479
2024-10-08T23:52:11.928,3999.110255812145,3564.1136733716476
2024-10-08T23:53:48.889,4002.0104190964935,3564.2922653256705
2024-10-08T23:55:25.881,3996.687388227976,3565.5005507662836
2024-10-08T23:57:02.873,3997.36116942695,3568.05004789272
2024-10-08T23:58:39.866,3991.802581447788,3566.484003831418
2024-10-09T00:00:16.823,4000.713902495918,3561.113553639847
2024-10-09T00:01:53.783,3991.5732835704844,3573.44533045977
2024-10-09T00:03:30.743,3993.5556721872326,3560.9101053639847
2024-10-09T00:05:07.704,3998.202744732136,3560.3703304597702
2024-10-09T00:06:44.664,4003.7516134048674,3571.3327586206897
2024-10-09T00:08:21.624,4003.5901951636733,3570.3030651340996
2024-10-09T00:09:58.585,3998.789635331623,3567.6202346743294
2024-10-09T00:11:35.614,3999.2224166083506,3570.666714559387
2024-10-09T00:13:12.704,3995.926638675064,3555.060177203065
2024-10-09T00:14:49.790,3993.13019982894,3570.387188697318
2024-10-09T00:16:26.879,3987.121141435347,3553.597533524904
2024-10-09T00:18:03.967,3993.36416297333,3555.101077586207
2024-10-09T00:19:41.549,3988.0246092838815,3557.885632183908
2024-10-09T00:21:18.143,4001.6276728092685,3554.3272270114944
2024-10-09T00:22:55.232,4004.4035844802115,3558.2338840996167
2024-10-09T00:24:32.320,3989.181789907472,3558.4566810344827
2024-10-09T00:26:09.408,4006.2302309307206,3563.333093869732
2024-10-09T00:27:46.496,3994.2133582147576,3558.9049090038316
2024-10-09T00:29:23.584,3989.4655159007852,3554.4383381226053
2024-10-09T00:31:00.709,3985.647927843869,3566.6920737547894
2024-10-09T00:32:37.793,3991.042920457196,3549.940469348659
2024-10-09T00:34:14.881,4000.5111188865562,3559.181728927203
2024-10-09T00:35:51.970,3997.1108000933054,3555.6133620689657
2024-10-09T00:37:29.580,4001.3974807557734,3558.2727250957855
2024-10-09T00:39:06.145,4006.536078065469,3565.6411398467435
2024-10-09T00:40:43.199,4004.756434180857,3556.0118295019156
2024-10-09T00:42:20.224,4010.6427960500737,3567.4103448275864
2024-10-09T00:43:57.248,4000.9289713086073,3554.305603448276
2024-10-09T00:45:34.240,4010.5944327812767,3562.2302681992337
2024-10-09T00:47:11.296,4014.1024026125497,3565.7241379310344
2024-10-09T00:48:48.353,4008.079620558277,3565.8001915708815
2024-10-09T00:50:25.345,4016.0571106445846,3569.989224137931
2024-10-09T00:52:02.401,4012.524842547236,3564.2425766283527
2024-10-09T00:53:39.457,3995.416763859731,3560.631920498084
2024-10-09T00:55:16.482,4001.8401368478344,3556.1353927203063
2024-10-09T00:56:53.538,4010.799354638053,3553.8013170498084
2024-10-09T00:58:30.594,4000.2408832905685,3558.945641762452
2024-10-09T01:05:31.555,4035.850828084908,3591.0982519157087
2024-10-09T01:07:08.613,4029.512946116165,3578.1191091954024
2024-10-09T01:08:45.636,4014.405878236529,3564.8703544061304
2024-10-09T01:10:22.695,4011.682645206438,3557.3433908045977
2024-10-09T01:11:59.718,4013.4730580825753,3572.567528735632
2024-10-09T01:13:36.740,4008.1846279449496,3554.3028735632183
2024-10-09T01:15:13.732,4013.2444988725606,3569.6819683908047
2024-10-09T01:16:50.722,4005.6421351372364,3564.088577586207
2024-10-09T01:18:27.718,3998.4865484799006,3568.468318965517
2024-10-09T01:20:04.739,4000.2240105746055,3571.320737547893
2024-10-09T01:21:41.703,3992.7842313972474,3564.9587164750956
2024-10-09T01:23:18.693,4004.1680662467925,3572.1457136015324
2024-10-09T01:24:55.651,4000.356232019283,3565.986230842912
2024-10-09T01:26:32.676,4009.104463105513,3561.890325670498
2024-10-09T01:28:09.668,3995.41023248581,3557.059219348659
2024-10-09T01:29:46.693,4015.455524453775,3566.9399185823754
2024-10-09T01:31:23.720,4011.044475546225,3554.2280651341
2024-10-09T01:40:07.774,4395.315086955395,3707.639176245211
2024-10-09T01:41:52.531,5079.576393748542,4319.316858237548
2024-10-09T01:43:31.153,5409.561464893865,4551.779501915709
2024-10-09T01:45:08.857,5356.446699323536,4342.7283524904215
2024-10-09T01:46:47.186,5595.949615115465,4564.692911877395
2024-10-09T01:48:24.118,5504.086385195553,4348.475383141763
2024-10-09T01:50:03.218,5667.545291967966,4572.2274904214555
2024-10-09T01:51:40.151,5450.393126506492,4367.014703065134
2024-10-09T01:53:19.251,5605.766425627868,4572.761111111111
2024-10-09T01:54:56.183,5496.966254568074,4364.18433908046
2024-10-09T01:56:41.278,4866.7601793536005,3724.5636973180076
2024-10-09T01:58:25.528,5431.1293834072,4357.0216475095785
2024-10-09T02:00:10.618,4793.160251924422,3729.552362707535
2024-10-09T02:01:54.867,5348.70671020916,4356.609961685824
2024-10-09T02:03:39.965,4725.697690692791,3728.4142720306513
