TIME,COUNTS
2024-11-01 02:00:00.004,0
2024-11-01 02:00:30.004,2
2024-11-01 02:01:00.004,0
2024-11-01 02:01:30.004,1
2024-11-01 02:02:00.004,0
2024-11-01 02:02:30.004,0
2024-11-01 02:03:00.004,2
2024-11-01 02:03:30.004,1
2024-11-01 02:04:00.004,1
2024-11-01 02:04:30.004,1
2024-11-01 02:05:00.004,1
2024-11-01 02:05:30.004,2
2024-11-01 02:06:00.004,0
2024-11-01 02:06:30.004,0
2024-11-01 02:07:00.004,1
2024-11-01 02:07:30.004,0
2024-11-01 02:08:00.004,2
2024-11-01 02:08:30.004,1
2024-11-01 02:09:00.004,0
2024-11-01 02:09:30.004,0
2024-11-01 02:10:00.004,2
2024-11-01 02:10:30.004,2
2024-11-01 02:11:00.004,2
2024-11-01 02:11:30.004,2
2024-11-01 02:12:00.004,0
2024-11-01 02:12:30.004,2
2024-11-01 02:13:00.004,9
2024-11-01 02:13:30.004,41
2024-11-01 02:14:00.004,25
2024-11-01 02:14:30.004,13
2024-11-01 02:15:00.004,29
2024-11-01 02:15:30.004,42
2024-11-01 02:16:00.004,18
2024-11-01 02:16:30.004,1
2024-11-01 02:17:00.004,0
2024-11-01 02:17:30.004,2
2024-11-01 02:18:00.004,1
2024-11-01 02:18:30.004,0
2024-11-01 02:19:00.004,2
2024-11-01 02:19:30.004,0
2024-11-01 02:20:00.004,1
2024-11-01 02:20:30.004,1
2024-11-01 02:21:00.004,0
2024-11-01 02:21:30.004,2
2024-11-01 02:22:00.004,1
2024-11-01 02:22:30.004,0
2024-11-01 02:23:00.004,1
2024-11-01 02:23:30.004,1
2024-11-01 02:24:00.004,0
2024-11-01 02:24:30.004,0
2024-11-01 02:25:00.004,1
2024-11-01 02:25:30.004,0
2024-11-01 02:26:00.004,2
2024-11-01 02:26:30.004,0
2024-11-01 02:27:00.004,0
2024-11-01 02:27:30.004,0
2024-11-01 02:28:00.004,2
2024-11-01 02:28:30.004,0
2024-11-01 02:29:00.004,2
2024-11-01 02:29:30.004,1
2024-11-01 02:30:00.004,1
