Peak time,Peak total count
2024-07-10 13:42:07.116,2.2898330230195114
2024-07-10 13:54:53.644,1.1285427344804189
2024-07-10 14:04:01.165,0.40284054802082553
2024-07-10 14:07:40.174,0.47946474280757667
2024-07-10 14:13:08.687,1.2524774050870113
2024-07-10 14:22:16.207,1.697380412419944
2024-07-10 14:29:34.222,0.8318995610621768
2024-07-10 14:35:02.735,0.9212819097228305
2024-07-10 14:38:41.744,1.0541281031195302
2024-07-10 14:45:59.762,0.44928899202434097
2024-07-10 14:49:38.767,0.5994217543799425
2024-07-10 14:56:56.785,0.6885304733107463
2024-07-10 15:00:35.791,0.6497367459900764
2024-07-10 15:07:53.809,1.5655306866900838
2024-07-10 15:11:32.851,1.3691744225656661
2024-07-10 15:14:20.583,1.1596201940400772
2024-07-10 15:20:49.415,1.0694091908425922
