time,reg1,reg2,reg3,reg4,reg5,reg6
2024-11-13 15:07:55.200000,495014.1837525437,929495.5678755481,1314357.407597573,303816.04591970384,1522271.5783083886,266001.90732657403,1951373.1077870396,9382818.01365191
2024-11-13 15:10:10.200000,495188.4066896301,927349.5857038889,1315123.4658476387,304011.1240884402,1516015.5747522728,264415.41953494394,1949505.7257120968,9377524.008057225
2024-11-13 15:11:40.200000,493634.4294460417,928772.1241769035,1309861.8677364006,307123.1794111582,1512109.1450400162,262734.02769191813,1947825.1139020757,9361052.926307637
2024-11-13 15:13:10.200000,497745.20031680644,928463.8836915059,1304356.2252489312,307691.23383127654,1511182.4888208334,261460.18408467923,1952009.339445021,9352832.15697553
2024-11-13 15:14:40.200000,497876.21949124325,926517.6052758569,1307084.2767798016,308462.71229821566,1513387.8926886432,264831.78371947573,1950237.1523743998,9352774.742096297
2024-11-13 15:16:10.200000,497460.09587012697,920728.174879395,1313128.4246790088,308442.7838100192,1510184.7893977533,265256.92500308226,1948615.239659552,9351946.206764502
2024-11-13 15:17:40.200000,497535.0723989836,921035.1884029086,1308676.2758157877,306084.1772967993,1511182.0389256221,264943.1216666249,1952348.9158562487,9347201.210778415
2024-11-13 15:19:10.200000,499637.08546000114,922874.2109316752,1305638.5585357442,300576.1158407492,1508076.8834624104,267367.20291981054,1950429.4635536796,9354304.568817379
2024-11-13 15:21:25.200000,495590.07528526464,925482.0662677673,1312340.8773882375,302436.718021801,1518837.872929947,266110.33837855665,1950326.6827810565,9360245.880947053
2024-11-13 15:22:55.200000,498904.0132947292,923432.3884519346,1308839.7860902664,305800.73365029437,1512174.3930619573,267444.2833382017,1955993.3435142674,9341681.344536748
2024-11-13 15:24:25.200000,504189.7881884358,924039.3565766277,1310515.314241898,305908.02700615296,1514602.0827530646,269912.0512135768,1950904.488898144,9350027.40091441
2024-11-13 15:25:55.200000,503335.8414443686,922856.3830487072,1304533.2513952234,305345.5238572585,1512840.8379602386,269714.6006879498,1952044.2128315603,9347781.395259988
