Time,xrsa,xrsb,xrsa_quality,xrsb_quality,xrsa_primary_chan,xrsb_primary_chan
2024-07-10 04:00:00.719421,9.066091e-08,2.6686093e-06,0,0,1,1
2024-07-10 04:00:01.719426,8.5267246e-08,2.6563896e-06,0,0,1,1
2024-07-10 04:00:02.719429,7.235356e-08,2.6679916e-06,0,0,1,1
2024-07-10 04:00:03.719428,7.341673e-08,2.6576886e-06,0,0,1,1
2024-07-10 04:00:04.719428,8.853459e-08,2.6647758e-06,0,0,1,1
2024-07-10 04:00:05.719435,8.2046604e-08,2.6737673e-06,0,0,1,1
2024-07-10 04:00:06.719437,7.125926e-08,2.6654063e-06,0,0,1,1
2024-07-10 04:00:07.719440,7.773167e-08,2.6416099e-06,0,0,1,1
2024-07-10 04:00:08.719442,7.6684046e-08,2.6577138e-06,0,0,1,1
2024-07-10 04:00:09.719445,8.096787e-08,2.6634768e-06,0,0,1,1
2024-07-10 04:00:10.719448,7.449547e-08,2.6519e-06,0,0,1,1
2024-07-10 04:00:11.719450,7.882597e-08,2.6634896e-06,0,0,1,1
2024-07-10 04:00:12.719453,6.6959885e-08,2.665419e-06,0,0,1,1
2024-07-10 04:00:13.719459,7.449547e-08,2.6699083e-06,0,0,1,1
2024-07-10 04:00:14.719458,7.66685e-08,2.6602738e-06,0,0,1,1
2024-07-10 04:00:15.719463,7.449547e-08,2.6525433e-06,0,0,1,1
2024-07-10 04:00:16.719464,7.990471e-08,2.6776388e-06,0,0,1,1
2024-07-10 04:00:17.719466,8.5267246e-08,2.6557464e-06,0,0,1,1
2024-07-10 04:00:18.719472,8.096787e-08,2.6660496e-06,0,0,1,1
2024-07-10 04:00:19.719472,7.125926e-08,2.6634768e-06,0,0,1,1
2024-07-10 04:00:20.719475,7.882597e-08,2.6551286e-06,0,0,1,1
2024-07-10 04:00:21.719478,7.773167e-08,2.6499706e-06,0,0,1,1
2024-07-10 04:00:22.719482,7.451103e-08,2.6731368e-06,0,0,1,1
2024-07-10 04:00:23.719485,8.744028e-08,2.6699083e-06,0,0,1,1
2024-07-10 04:00:24.719489,7.55742e-08,2.6782693e-06,0,0,1,1
2024-07-10 04:00:25.719488,8.5282814e-08,2.6628338e-06,0,0,1,1
2024-07-10 04:00:26.719493,7.55742e-08,2.6782693e-06,0,0,1,1
2024-07-10 04:00:27.719494,7.34323e-08,2.682141e-06,0,0,1,1
2024-07-10 04:00:28.719499,7.990471e-08,2.6602738e-06,0,0,1,1
2024-07-10 04:00:29.719504,7.773167e-08,2.6699083e-06,0,0,1,1
2024-07-10 04:00:30.719506,8.4188514e-08,2.6660368e-06,0,0,1,1
2024-07-10 04:00:31.719508,7.447991e-08,2.6467424e-06,0,0,1,1
2024-07-10 04:00:32.719509,7.66685e-08,2.6686348e-06,0,0,1,1
2024-07-10 04:00:33.719511,8.634598e-08,2.6666798e-06,0,0,1,1
2024-07-10 04:00:34.719512,7.235356e-08,2.6551286e-06,0,0,1,1
2024-07-10 04:00:35.719521,7.882597e-08,2.669921e-06,0,0,1,1
2024-07-10 04:00:36.719519,7.558977e-08,2.6634896e-06,0,0,1,1
2024-07-10 04:00:37.719524,8.312534e-08,2.6834146e-06,0,0,1,1
2024-07-10 04:00:38.719526,7.773167e-08,2.66412e-06,0,0,1,1
2024-07-10 04:00:39.719526,8.6361545e-08,2.6763398e-06,0,0,1,1
2024-07-10 04:00:40.719532,8.5267246e-08,2.6531739e-06,0,0,1,1
2024-07-10 04:00:41.719533,7.663737e-08,2.680186e-06,0,0,1,1
2024-07-10 04:00:42.719539,6.9117355e-08,2.6795683e-06,0,0,1,1
2024-07-10 04:00:43.719538,8.958218e-08,2.6692526e-06,0,0,1,1
2024-07-10 04:00:44.719538,7.558977e-08,2.6686348e-06,0,0,1,1
2024-07-10 04:00:45.719548,8.3109775e-08,2.667323e-06,0,0,1,1
2024-07-10 04:00:46.719546,7.774724e-08,2.669278e-06,0,0,1,1
2024-07-10 04:00:47.719549,7.560531e-08,2.6506393e-06,0,0,1,1
2024-07-10 04:00:48.719552,7.019609e-08,2.6660623e-06,0,0,1,1
2024-07-10 04:00:49.719554,7.773167e-08,2.6673358e-06,0,0,1,1
2024-07-10 04:00:50.719560,8.5282814e-08,2.681485e-06,0,0,1,1
2024-07-10 04:00:51.719560,7.125926e-08,2.6506139e-06,0,0,1,1
2024-07-10 04:00:52.719566,8.958218e-08,2.6653936e-06,0,0,1,1
2024-07-10 04:00:53.719569,7.2338e-08,2.660261e-06,0,0,1,1
