image_index,image datetime,area_px,intensity_sum,mean_intensity,centroid_row,centroid_col,w_centroid_row,w_centroid_col,peak_intensity,peak thresh
9,2024-11-01 00:33:55.122370,27.0,40120.17431640625,1485.9323820891204,181.88888888888889,365.4074074074074,182.21686179961503,365.3005156127799,2271.84765625,835.766046207901
11,2024-11-01 00:36:54.678150,752.0,829070.7880859375,1102.4877501142787,290.85771276595744,171.42021276595744,290.4792365022731,171.38291475417273,2060.1552734375,757.8887707185875
29,2024-11-01 01:03:43.959175,565.0,777687.7631835938,1376.4385189090156,306.57345132743365,180.45663716814158,306.30483584061665,179.82886989562348,2355.2900390625,866.4627833669771
54,2024-11-01 01:40:53.979270,535.0,881633.3217773438,1647.9127509856892,307.7588785046729,178.2448598130841,307.3283932276127,178.14154284451502,2896.705078125,1065.6382453791043
55,2024-11-01 01:42:23.684300,525.0,832087.9169921875,1584.9293656994048,308.59238095238095,175.39809523809524,308.2836469757241,175.68335715884288,2825.5693359375,1039.4688682958508
57,2024-11-01 01:45:21.243990,1019.0,2547241.6328125,2499.7464502576054,308.95485770363103,178.17369970559372,307.88156996124474,178.1299783859105,5205.32421875,1914.9317647099247
58,2024-11-01 01:46:50.333150,1131.0,1844700.95703125,1631.0353289400973,319.61450044208664,173.86206896551724,316.37756055380504,174.78776466632587,3313.087890625,1218.8169217549978
64,2024-11-01 01:55:44.861600,1332.0,3695950.6801757812,2774.7377478797157,289.52552552552555,167.76126126126127,289.1694771328718,167.99122738474455,5988.3154296875,2202.978133831763
65,2024-11-01 01:57:13.947760,742.0,1183523.1750488281,1595.0447103083936,287.09838274932616,168.71698113207546,287.00625708184117,168.76825688301537,2613.447265625,961.433519609159
74,2024-11-01 02:10:33.951055,2440.0,3925908.1025390625,1608.9787305487962,302.03934426229506,203.56598360655738,304.77641982161555,202.01045055136933,3815.474609375,1403.6346671007022
75,2024-11-01 02:12:02.751340,3419.0,6294172.3828125,1840.9395679474992,299.65896460953496,207.68294823047674,301.36382601515515,206.39943186347605,3995.359375,1469.810574154083
76,2024-11-01 02:13:31.551500,4867.0,21139038.504882812,4343.34055986908,301.1031436203,205.40230121224573,299.6301210159982,204.03153973911196,16169.0888671875,5948.275376712327
77,2024-11-01 02:14:05.663560,5373.0,25992233.23876953,4837.564347435237,301.927787083566,204.11148334263913,299.85817999550466,202.96507599166736,17417.2041015625,6407.431311651766
78,2024-11-01 02:14:24.127590,6208.0,32439443.48779297,5225.42581955428,304.4705219072165,202.38901417525773,300.6718371700592,202.69379284438992,19232.033203125,7075.069627356249
79,2024-11-01 02:14:42.591630,6741.0,39117932.212646484,5802.986532064454,304.90031152647975,202.30989467438064,301.2934944849658,202.61939592209023,19942.33251953125,7336.374142940238
80,2024-11-01 02:15:02.461785,6947.0,40322389.94238281,5804.28817365522,305.60918382035413,201.68043759896358,302.8495105543039,201.72400986426666,19694.0224609375,7245.025977347521
81,2024-11-01 02:16:33.998945,6533.0,39582241.86352539,6058.815530923832,306.2296035512016,200.75983468544314,304.5380856555152,199.2708544101361,24947.785481770836,9177.777381498878
82,2024-11-01 02:18:10.724250,5493.0,20151723.21875,3668.6188273711996,309.0888403422538,200.79100673584563,307.45342014753555,199.79703271989334,12987.71484375,4777.913278812796
83,2024-11-01 02:19:47.396545,4796.0,14460047.176757812,3015.0223471138056,302.8465387823186,204.76230191826522,303.54810054309036,201.69496216582266,9132.2431640625,3359.564511837037
84,2024-11-01 02:21:24.998400,4363.0,10597645.586669922,2428.981340057282,304.0584460233784,207.977079990832,305.2140325034394,204.9343964362936,6890.845703125,2535.0004664642597
85,2024-11-01 02:23:00.805010,3987.0,8637290.942138672,2166.3634166387437,304.18359668924,206.63355906696765,305.8858104984402,204.21664960805435,5458.041015625,2007.9010787189366
86,2024-11-01 02:24:37.509305,1976.0,3826604.8793945312,1936.5409308676778,318.6320850202429,196.39777327935224,318.0872356895101,196.32246717067002,3521.986328125,1295.666362204085
87,2024-11-01 02:26:14.212610,1600.0,2558893.6049804688,1599.308503112793,318.98875,197.144375,319.09731951141146,197.42594004101966,2892.4873046875,1064.086613243929
89,2024-11-01 02:29:27.622200,1422.0,2308854.7758789062,1623.6672122917767,316.7791842475387,195.45710267229254,315.56340744523783,194.97182189984707,3158.607421875,1161.9867332393453
90,2024-11-01 02:31:04.325370,2383.0,7231462.4072265625,3034.604451207118,316.34452370960975,190.82123373898446,312.2146598919147,190.3116756799618,8835.5703125,3250.424668993486
