Time	Temperature (MK)	Temperature_ERR	EM (10^46 cm^-3)	EM_ERR
2024-11-01T01:59:25	4.631372468112255	0.26723598957666234	864.9427360778043	289.2968081921295
2024-11-01T02:00:01	5.861971435425547	0.3192877921476904	266.2467233806227	76.10282656826718
2024-11-01T02:00:37	5.663050604053399	0.8399238270135072	328.9077372365402	254.4357754058138
2024-11-01T02:01:13	5.524851644183894	0.7222889176264139	371.9730670951397	252.36689708540675
2024-11-01T02:01:49	6.171644643671557	0.7400404373250447	205.15212089313937	119.30002610478027
2024-11-01T02:02:25	5.743927884780963	0.8145283575855128	285.44694676163215	212.81465416971463
2024-11-01T02:03:01	7.048370926980403	0.6394071734483798	431.80215078221465	260.07055137036673
2024-11-01T02:03:37	4.409133234288069	0.24869739411071964	1439.65454395427	681.612771221295
2024-11-01T02:04:13	5.768959179776113	0.30452878836367153	242.3887086658564	64.14962017189366
2024-11-01T02:04:49	5.388940932782746	0.30106699068291237	348.5614514731817	99.3379701141259
2024-11-01T02:05:25	4.832367410237876	0.29611546720223575	946.4718991370398	392.06409816789153
2024-11-01T02:06:01	5.438064263290226	0.27757936100992564	382.4127445924912	114.25652997582753
2024-11-01T02:06:37	5.764664979452968	0.31008892058644844	298.8402911676864	90.56325729179252
2024-11-01T02:07:12.500000	7.0240660611390835	0.7393452001819477	139.75744435565187	66.92211449871105
2024-11-01T02:07:47.500000	5.531633577628757	0.7448904454318238	505.532969237049	368.5806945638322
2024-11-01T02:08:22	6.3543248373246595	0.6885430263540439	242.93600813467717	130.30007453992542
2024-11-01T02:08:55	7.136655710014769	0.34805239497672835	150.55161341469412	29.633747076741546
2024-11-01T02:09:27	8.832407210703238	0.6639988803462386	94.16019005525186	24.438759812484925
2024-11-01T02:09:58	10.191982833794336	0.8520690655966816	77.08940241333099	17.229453925726855
2024-11-01T02:10:28	10.834885191191715	0.6803532250761777	87.68956312942295	13.051496832841513
2024-11-01T02:10:58	11.278944455422657	0.5985681643476208	84.6193290586852	11.489838732826298
2024-11-01T02:11:28	11.152613316356675	0.5852670476195087	110.92919613215567	13.185980397677136
2024-11-01T02:11:58	10.190804028002974	0.531866622245919	169.54496334534434	16.757809731920485
2024-11-01T02:12:28	10.727320617589736	0.556415943115438	140.28451236567997	16.790170784110597
2024-11-01T02:12:58	11.476354058803363	0.5545762837296699	148.04417636010592	11.991544690732011
2024-11-01T02:13:28	13.147185706059307	0.4811154896149358	179.79609546763734	13.326420655042243
2024-11-01T02:13:58	14.857348428357922	0.3920071314647858	227.17273762626203	12.023623373365059
2024-11-01T02:14:28	16.121229644254107	0.36002596975662404	286.09531411787333	13.138576123664604
2024-11-01T02:14:58	15.485813342858107	0.32771447959224564	355.30781352854933	15.916828266148956
2024-11-01T02:15:28	15.89094820080491	0.3295709118198144	381.7406754065223	17.146692231916756
2024-11-01T02:15:58	16.152532802581007	0.30480283553459786	438.03398953384243	18.171271604376557
2024-11-01T02:16:28	15.789721323118483	0.29180802629830555	456.18960757380955	18.66047276412501
2024-11-01T02:16:58	13.725424827308496	0.26834125353113797	529.8165014324557	23.157580666115006
2024-11-01T02:17:28	12.432606013222555	0.2755327535109338	548.857040539584	26.29853015140286
2024-11-01T02:17:58	12.005016266020094	0.3015968414974132	497.16929775227834	27.40414621931652
2024-11-01T02:18:28	10.973567184321496	0.28770475759077474	475.9885580630134	28.486004455244355
2024-11-01T02:18:58	9.643906226532481	0.32767208552917576	528.3996137678952	41.306070240381516
2024-11-01T02:19:28	9.024667928488737	0.3626175911405548	452.5917179967267	56.18163084995323
2024-11-01T02:19:58	9.15884964008735	0.388348817996595	404.3251225429507	57.04258011547497
2024-11-01T02:20:28	9.254894547970155	0.42345556337461665	328.35942269045887	51.45702686657215
2024-11-01T02:20:58	9.362406753322079	0.42929914338977926	305.01177462361414	33.52038676187624
2024-11-01T02:21:28	8.534837176175357	0.4706051587569917	332.08503222722277	82.94837185196897
2024-11-01T02:21:58	8.149920735017458	0.39509321554499033	372.9084303936422	114.70624119667866
2024-11-01T02:22:28	8.710658297422288	0.5333081108840189	257.7054631283819	68.13798469098673
2024-11-01T02:22:58	8.315779360353146	0.6085727408443707	299.1824863011952	96.48086199985208
2024-11-01T02:23:28	8.288249340651864	0.4798770402686661	243.92058526023405	53.28887282558393
2024-11-01T02:23:58	8.208421613526125	0.44631367034732566	240.7167166853079	49.16040641382376
2024-11-01T02:24:28	7.417807952192571	0.41235019599112566	275.5417004150631	61.07859977193263
2024-11-01T02:24:58	7.505076007224413	0.4464407804108313	266.01757715113666	64.17269285217485
2024-11-01T02:25:28	7.316821839777811	0.5455965204422925	280.59185320961154	92.9156246721821
2024-11-01T02:25:58	6.507226620890823	0.541286716902601	362.5451329359293	147.89276346058463
2024-11-01T02:26:28.500000	6.935830675765865	0.2947345052352453	258.84359289779917	50.64855897061013
2024-11-01T02:26:59.500000	6.375213918378144	0.5307222347707485	345.3782939939148	142.74255665240372
2024-11-01T02:27:31	6.000039859261998	0.23728886236474736	402.188374720956	80.60530984769298
2024-11-01T02:28:03.500000	5.896868942245537	0.24154776683870938	381.18632731162984	76.10974179539888
2024-11-01T02:28:36	6.141931591700097	0.26885190733405095	337.5919800575925	76.04751501345915
2024-11-01T02:29:26.500000	5.899665184589422	0.1755032743190942	454.1577744352903	75.54884076430042
