Flare_ID,NOAA_Region,GOES_Class,Start_Time_UTC,Peak_Time_UTC,End_Time_UTC,Preflare_Intensity,Flare_Peak_Intensity,Quiet_Sun_Intensity,Intensity_Ratio,Peak_Ratio,Flare_Contrast,Enhancement_QS,Fluence,FWHM,Box_Area
20240710_152500.000,13738,M1.0,2024-07-10T15:25:00,2024-07-10T15:37:00,2024-07-10T15:46:00,181180114.152891,248332652.1359775,4207.981977506153,1.3706396714510236,2.8460004959991045,0.3706396714510237,1.8460004959991043,39006009227.206635,9003.276999950409,20736
