time,exposure,region_1,region_2,region_3,region_4,region_5,region_6,region_7,region_8
2024-06-01 07:04:06.615,2.90081,2.9476292e+07,3.469281e+06,1.3686067e+07,7.327992e+06,2.089259e+06,3.957697e+06,1.585523e+06,4.932809e+06
2024-06-01 07:04:18.622,2.900808,2.9050544e+07,3.47898e+06,1.3661304e+07,7.334918e+06,2.089712e+06,3.959014e+06,1.582051e+06,4.933767e+06
2024-06-01 07:04:30.630,2.9008109999999996,2.8633316e+07,3.47703e+06,1.3648123e+07,7.337805e+06,2.092719e+06,3.962017e+06,1.585877e+06,4.931958e+06
2024-06-01 07:04:42.622,2.90081,2.8227492e+07,3.480868e+06,1.3660621e+07,7.339077e+06,2.091449e+06,3.954414e+06,1.583982e+06,4.928454e+06
2024-06-01 07:04:54.615,2.9008109999999996,2.7858712e+07,3.486721e+06,1.3645055e+07,7.333915e+06,2.096816e+06,3.961138e+06,1.588887e+06,4.93905e+06
2024-06-01 07:05:06.622,2.90081,2.7456874e+07,3.495001e+06,1.3604963e+07,7.334938e+06,2.099843e+06,3.96507e+06,1.586996e+06,4.940889e+06
2024-06-01 07:05:18.646,2.9008109999999996,2.7100476e+07,3.504069e+06,1.3569933e+07,7.335338e+06,2.097894e+06,3.961126e+06,1.58878e+06,4.939139e+06
2024-06-01 07:05:30.630,2.90081,2.6755034e+07,3.517642e+06,1.3537437e+07,7.33078e+06,2.095774e+06,3.966873e+06,1.589879e+06,4.937776e+06
2024-06-01 07:05:42.622,2.90081,2.6477756e+07,3.53384e+06,1.3515949e+07,7.333554e+06,2.093286e+06,3.970124e+06,1.58642e+06,4.93748e+06
2024-06-01 07:05:54.622,2.9008109999999996,2.6152816e+07,3.535409e+06,1.3499492e+07,7.335378e+06,2.101839e+06,3.971716e+06,1.588296e+06,4.931139e+06
2024-06-01 07:06:06.615,2.90081,2.5883808e+07,3.546068e+06,1.3465712e+07,7.343861e+06,2.10258e+06,3.973072e+06,1.586454e+06,4.929538e+06
2024-06-01 07:06:18.622,2.9008109999999996,2.5628944e+07,3.550523e+06,1.3436835e+07,7.341741e+06,2.10117e+06,3.970691e+06,1.587794e+06,4.930062e+06
2024-06-01 07:06:30.616,2.900813,2.5401872e+07,3.551238e+06,1.3412649e+07,7.33602e+06,2.100305e+06,3.973401e+06,1.591157e+06,4.922565e+06
2024-06-01 07:06:42.622,2.90081,2.5202948e+07,3.551902e+06,1.3378206e+07,7.332742e+06,2.100682e+06,3.973952e+06,1.587526e+06,4.928433e+06
2024-06-01 07:06:54.615,2.900813,2.5010028e+07,3.555094e+06,1.3351349e+07,7.333834e+06,2.106638e+06,3.97107e+06,1.585872e+06,4.926762e+06
2024-06-01 07:07:06.622,2.900807,2.4852124e+07,3.569504e+06,1.3336918e+07,7.336158e+06,2.102727e+06,3.970697e+06,1.58751e+06,4.927647e+06
2024-06-01 07:07:18.622,2.900809,2.4677404e+07,3.564207e+06,1.3329417e+07,7.327505e+06,2.104799e+06,3.972544e+06,1.58422e+06,4.923509e+06
2024-06-01 07:07:30.622,2.90081,2.451926e+07,3.565173e+06,1.3313825e+07,7.329675e+06,2.09754e+06,3.969011e+06,1.586046e+06,4.927123e+06
2024-06-01 07:07:42.622,2.900808,2.4385394e+07,3.565616e+06,1.3319322e+07,7.329925e+06,2.097365e+06,3.97156e+06,1.593626e+06,4.921367e+06
2024-06-01 07:07:54.622,2.9008109999999996,2.4270618e+07,3.5847e+06,1.3308847e+07,7.331465e+06,2.102193e+06,3.970305e+06,1.599721e+06,4.920657e+06
2024-06-01 07:08:06.615,2.90081,2.4158414e+07,3.598486e+06,1.3286131e+07,7.329121e+06,2.106928e+06,3.970225e+06,1.601467e+06,4.919124e+06
2024-06-01 07:08:18.622,2.90081,2.4053672e+07,3.595492e+06,1.3301654e+07,7.328166e+06,2.103951e+06,3.972608e+06,1.59995e+06,4.92914e+06
2024-06-01 07:08:30.615,2.900811,2.3977988e+07,3.588299e+06,1.3312803e+07,7.34367e+06,2.102645e+06,3.972516e+06,1.59725e+06,4.921789e+06
2024-06-01 07:08:42.630,2.9008109999999996,2.3904052e+07,3.591435e+06,1.3331091e+07,7.341382e+06,2.105714e+06,3.976535e+06,1.597233e+06,4.925139e+06
2024-06-01 07:08:54.622,2.90081,2.3820504e+07,3.582882e+06,1.3336248e+07,7.338968e+06,2.108617e+06,3.974631e+06,1.60544e+06,4.932154e+06
2024-06-01 07:09:06.622,2.9008119999999997,2.3737382e+07,3.570277e+06,1.3352112e+07,7.339801e+06,2.110516e+06,3.976081e+06,1.614111e+06,4.930689e+06
2024-06-01 07:09:18.622,2.90081,2.366905e+07,3.561556e+06,1.3381176e+07,7.351893e+06,2.111469e+06,3.980878e+06,1.621591e+06,4.9349e+06
2024-06-01 07:09:30.622,2.90081,2.3537196e+07,3.553479e+06,1.3385794e+07,7.336876e+06,2.108975e+06,3.985516e+06,1.626687e+06,4.925847e+06
2024-06-01 07:09:42.622,2.900813,2.344711e+07,3.546257e+06,1.3404877e+07,7.343752e+06,2.113501e+06,3.975756e+06,1.632817e+06,4.919376e+06
2024-06-01 07:09:54.622,2.900814,2.3361616e+07,3.531151e+06,1.3427508e+07,7.345453e+06,2.111452e+06,3.974523e+06,1.649373e+06,4.921581e+06
2024-06-01 07:10:06.616,2.900808,2.32949e+07,3.523392e+06,1.3443643e+07,7.347516e+06,2.112623e+06,3.975166e+06,1.651108e+06,4.92492e+06
2024-06-01 07:10:18.622,2.900813,2.3240792e+07,3.514274e+06,1.3452366e+07,7.34473e+06,2.110046e+06,3.986326e+06,1.651893e+06,4.921396e+06
2024-06-01 07:10:30.616,2.900813,2.3180044e+07,3.503699e+06,1.3483468e+07,7.351624e+06,2.105978e+06,3.987199e+06,1.648365e+06,4.92042e+06
2024-06-01 07:10:42.622,2.9008089999999997,2.3148812e+07,3.511556e+06,1.3525518e+07,7.340531e+06,2.107232e+06,3.988372e+06,1.653817e+06,4.930324e+06
2024-06-01 07:10:54.638,2.9008119999999997,2.307543e+07,3.502812e+06,1.3557778e+07,7.350135e+06,2.109847e+06,3.989841e+06,1.664657e+06,4.927609e+06
2024-06-01 07:11:06.622,2.9008109999999996,2.2996376e+07,3.494641e+06,1.3571557e+07,7.347661e+06,2.102501e+06,3.987948e+06,1.669059e+06,4.919843e+06
2024-06-01 07:11:18.646,2.9008089999999997,2.2938152e+07,3.481699e+06,1.3595672e+07,7.346686e+06,2.103241e+06,3.993853e+06,1.661616e+06,4.928257e+06
2024-06-01 07:11:30.622,2.9008089999999997,2.28835e+07,3.47563e+06,1.3633493e+07,7.347431e+06,2.104212e+06,3.995226e+06,1.659291e+06,4.925426e+06
2024-06-01 07:11:42.622,2.9008089999999997,2.2825688e+07,3.47195e+06,1.3688211e+07,7.347836e+06,2.102866e+06,3.995753e+06,1.665022e+06,4.926122e+06
2024-06-01 07:11:54.622,2.900809,2.2774472e+07,3.465254e+06,1.3706328e+07,7.351472e+06,2.105174e+06,3.99082e+06,1.660223e+06,4.930429e+06
2024-06-01 07:12:06.616,2.9008109999999996,2.2715768e+07,3.458536e+06,1.3698367e+07,7.35364e+06,2.1067e+06,3.993837e+06,1.666401e+06,4.928387e+06
2024-06-01 07:12:18.622,2.9008109999999996,2.2665718e+07,3.452914e+06,1.3653544e+07,7.353465e+06,2.106079e+06,3.993158e+06,1.667542e+06,4.927162e+06
2024-06-01 07:12:30.617,2.90081,2.2615496e+07,3.440863e+06,1.3633302e+07,7.347639e+06,2.110588e+06,3.993031e+06,1.668925e+06,4.925708e+06
2024-06-01 07:12:42.622,2.900807,2.254158e+07,3.436762e+06,1.3609303e+07,7.362777e+06,2.110246e+06,3.99276e+06,1.654481e+06,4.925023e+06
2024-06-01 07:12:54.631,2.9008109999999996,2.2464016e+07,3.430444e+06,1.3573746e+07,7.352737e+06,2.1094e+06,3.993126e+06,1.661315e+06,4.920421e+06
2024-06-01 07:13:06.622,2.9008109999999996,2.2392056e+07,3.429697e+06,1.3562571e+07,7.354951e+06,2.107674e+06,3.997543e+06,1.666824e+06,4.930717e+06
2024-06-01 07:13:18.623,2.900814,2.2314156e+07,3.429323e+06,1.3523524e+07,7.358266e+06,2.112486e+06,3.996533e+06,1.67634e+06,4.926981e+06
2024-06-01 07:13:30.622,2.900813,2.2239768e+07,3.428845e+06,1.348907e+07,7.366302e+06,2.115904e+06,3.993883e+06,1.676506e+06,4.930686e+06
2024-06-01 07:13:42.622,2.9008119999999997,2.2196586e+07,3.426422e+06,1.3442665e+07,7.357119e+06,2.118106e+06,3.993809e+06,1.662193e+06,4.92841e+06
2024-06-01 07:13:54.622,2.900813,2.2128482e+07,3.423138e+06,1.3410286e+07,7.359489e+06,2.124585e+06,3.998318e+06,1.665772e+06,4.927801e+06
2024-06-01 07:14:06.616,2.9008119999999997,2.209262e+07,3.430404e+06,1.3377027e+07,7.368772e+06,2.125091e+06,4.000183e+06,1.659907e+06,4.931538e+06
2024-06-01 07:14:18.622,2.9008109999999996,2.2038644e+07,3.431637e+06,1.3359101e+07,7.362721e+06,2.128161e+06,4.000226e+06,1.659952e+06,4.929761e+06
2024-06-01 07:14:30.616,2.90081,2.2009288e+07,3.437028e+06,1.3330704e+07,7.362145e+06,2.123899e+06,3.992687e+06,1.653458e+06,4.935926e+06
2024-06-01 07:14:42.622,2.9008089999999997,2.197487e+07,3.438074e+06,1.3311565e+07,7.363636e+06,2.125765e+06,4.000247e+06,1.654602e+06,4.931742e+06
2024-06-01 07:14:54.622,2.900811,2.1929782e+07,3.438348e+06,1.3305354e+07,7.369082e+06,2.125063e+06,3.998558e+06,1.655336e+06,4.92831e+06
2024-06-01 07:15:06.622,2.900813,2.1887382e+07,3.435092e+06,1.3278882e+07,7.367947e+06,2.125478e+06,3.997874e+06,1.66011e+06,4.926612e+06
2024-06-01 07:15:18.622,2.9008119999999997,2.1848304e+07,3.448651e+06,1.3278465e+07,7.368042e+06,2.126297e+06,3.998941e+06,1.662089e+06,4.929985e+06
2024-06-01 07:15:30.622,2.90081,2.18139e+07,3.445121e+06,1.3264246e+07,7.374047e+06,2.130648e+06,4.001714e+06,1.661733e+06,4.923581e+06
2024-06-01 07:15:42.622,2.900814,2.1785852e+07,3.449535e+06,1.3261133e+07,7.370932e+06,2.130234e+06,3.998595e+06,1.670434e+06,4.924784e+06
2024-06-01 07:15:54.622,2.900813,2.1738572e+07,3.452623e+06,1.3248576e+07,7.35957e+06,2.131142e+06,4.003019e+06,1.664541e+06,4.92739e+06
2024-06-01 07:16:06.616,2.900814,2.170273e+07,3.456437e+06,1.3243363e+07,7.365335e+06,2.133249e+06,4.004006e+06,1.655517e+06,4.918171e+06
2024-06-01 07:16:18.622,2.900813,2.1663346e+07,3.455719e+06,1.3253585e+07,7.361131e+06,2.13329e+06,3.999365e+06,1.641484e+06,4.923744e+06
2024-06-01 07:16:30.622,2.900815,2.1633292e+07,3.450722e+06,1.3257746e+07,7.366244e+06,2.137309e+06,3.995996e+06,1.63797e+06,4.914757e+06
2024-06-01 07:16:42.622,2.900814,2.1604908e+07,3.449239e+06,1.3264863e+07,7.365354e+06,2.140711e+06,4.002632e+06,1.636652e+06,4.918951e+06
2024-06-01 07:16:54.622,2.900813,2.156119e+07,3.454942e+06,1.3252017e+07,7.366185e+06,2.129072e+06,4.001706e+06,1.634512e+06,4.920063e+06
2024-06-01 07:17:06.622,2.900813,2.1544392e+07,3.460247e+06,1.3245503e+07,7.365427e+06,2.134516e+06,3.993594e+06,1.634635e+06,4.91865e+06
2024-06-01 07:17:18.622,2.900813,2.1521382e+07,3.466078e+06,1.3250336e+07,7.374786e+06,2.135132e+06,3.998896e+06,1.633243e+06,4.916886e+06
2024-06-01 07:17:30.622,2.9008109999999996,2.1509104e+07,3.463991e+06,1.3265635e+07,7.367814e+06,2.130867e+06,3.997883e+06,1.634656e+06,4.920854e+06
2024-06-01 07:17:42.622,2.900813,2.150054e+07,3.485453e+06,1.3269455e+07,7.364887e+06,2.133227e+06,4.003351e+06,1.632898e+06,4.911762e+06
2024-06-01 07:17:54.622,2.900815,2.1481868e+07,3.47066e+06,1.3253647e+07,7.370064e+06,2.135475e+06,3.99725e+06,1.628817e+06,4.915839e+06
2024-06-01 07:18:06.616,2.9008109999999996,2.1445512e+07,3.480483e+06,1.3247063e+07,7.364902e+06,2.136651e+06,4.003926e+06,1.627851e+06,4.913072e+06
2024-06-01 07:18:18.622,2.9008109999999996,2.1423296e+07,3.481764e+06,1.3252031e+07,7.38167e+06,2.137343e+06,3.99751e+06,1.630062e+06,4.911169e+06
2024-06-01 07:18:30.616,2.900814,2.1399504e+07,3.478079e+06,1.3240406e+07,7.374736e+06,2.135731e+06,3.995586e+06,1.624073e+06,4.911975e+06
2024-06-01 07:18:42.622,2.9008109999999996,2.1383718e+07,3.466805e+06,1.3246174e+07,7.372097e+06,2.142016e+06,3.997796e+06,1.622564e+06,4.906709e+06
2024-06-01 07:18:54.616,2.9008109999999996,2.1374804e+07,3.463142e+06,1.3228564e+07,7.383654e+06,2.14012e+06,4.002076e+06,1.624718e+06,4.907529e+06
2024-06-01 07:19:06.622,2.9008099999999994,2.134712e+07,3.45532e+06,1.3215451e+07,7.380489e+06,2.143639e+06,3.993337e+06,1.625211e+06,4.907331e+06
2024-06-01 07:19:18.639,2.9008089999999997,2.1342688e+07,3.445809e+06,1.3212632e+07,7.377584e+06,2.147065e+06,3.992417e+06,1.622238e+06,4.905101e+06
2024-06-01 07:19:30.622,2.9008119999999997,2.133358e+07,3.441593e+06,1.321351e+07,7.378817e+06,2.142248e+06,3.999125e+06,1.618814e+06,4.90248e+06
2024-06-01 07:19:42.630,2.9008089999999997,2.13007e+07,3.451043e+06,1.3211367e+07,7.386453e+06,2.144052e+06,3.994426e+06,1.617552e+06,4.907226e+06
2024-06-01 07:19:54.622,2.9008119999999997,2.1274888e+07,3.450151e+06,1.3191187e+07,7.379849e+06,2.144303e+06,4.002112e+06,1.614963e+06,4.90057e+06
2024-06-01 07:20:06.633,2.9008089999999997,2.1251058e+07,3.451978e+06,1.3196791e+07,7.381673e+06,2.141293e+06,4.002525e+06,1.616492e+06,4.899876e+06
2024-06-01 07:20:18.622,2.9008109999999996,2.123567e+07,3.44838e+06,1.3191522e+07,7.383546e+06,2.142476e+06,4.00199e+06,1.618793e+06,4.897986e+06
2024-06-01 07:20:30.616,2.9008109999999996,2.1224628e+07,3.445999e+06,1.3189715e+07,7.386481e+06,2.14479e+06,4.002493e+06,1.616262e+06,4.893856e+06
2024-06-01 07:20:42.622,2.9008089999999997,2.1201884e+07,3.438355e+06,1.3195009e+07,7.385499e+06,2.141235e+06,4.001294e+06,1.617996e+06,4.892399e+06
2024-06-01 07:20:54.622,2.9008109999999996,2.1201624e+07,3.437459e+06,1.3181625e+07,7.390534e+06,2.145957e+06,3.996927e+06,1.607867e+06,4.88705e+06
2024-06-01 07:21:06.622,2.900808,2.1191248e+07,3.433776e+06,1.3191784e+07,7.390044e+06,2.15443e+06,3.997344e+06,1.612603e+06,4.902002e+06
2024-06-01 07:21:18.623,2.900813,2.117864e+07,3.434212e+06,1.3186824e+07,7.396525e+06,2.154898e+06,4.000168e+06,1.61086e+06,4.901255e+06
2024-06-01 07:21:30.630,2.9008109999999996,2.1143132e+07,3.426824e+06,1.3187874e+07,7.387291e+06,2.155711e+06,4.00077e+06,1.606223e+06,4.895728e+06
2024-06-01 07:21:42.622,2.90081,2.111755e+07,3.43229e+06,1.3173423e+07,7.387915e+06,2.158281e+06,3.999627e+06,1.599817e+06,4.895072e+06
2024-06-01 07:21:54.622,2.9008099999999994,2.1090094e+07,3.428904e+06,1.3172439e+07,7.392508e+06,2.15952e+06,3.991028e+06,1.596006e+06,4.896117e+06
2024-06-01 07:22:06.616,2.900811,2.1059008e+07,3.426437e+06,1.3186741e+07,7.38772e+06,2.156467e+06,3.996558e+06,1.591165e+06,4.896852e+06
2024-06-01 07:22:18.622,2.9008099999999994,2.1049648e+07,3.420896e+06,1.318903e+07,7.388057e+06,2.161305e+06,4.0006e+06,1.58855e+06,4.898923e+06
2024-06-01 07:22:30.616,2.9008109999999996,2.10529e+07,3.411479e+06,1.3191768e+07,7.393777e+06,2.161693e+06,3.992428e+06,1.587906e+06,4.893805e+06
2024-06-01 07:22:42.622,2.900808,2.1040142e+07,3.404101e+06,1.3196263e+07,7.398845e+06,2.161529e+06,3.996276e+06,1.585931e+06,4.895732e+06
2024-06-01 07:22:54.622,2.9008119999999997,2.1014152e+07,3.396932e+06,1.3195687e+07,7.398062e+06,2.158332e+06,3.99717e+06,1.58736e+06,4.892235e+06
2024-06-01 07:23:06.622,2.9008109999999996,2.0996142e+07,3.390364e+06,1.3196802e+07,7.396248e+06,2.159544e+06,3.994398e+06,1.591643e+06,4.894256e+06
2024-06-01 07:23:18.622,2.90081,2.0955528e+07,3.380591e+06,1.3180988e+07,7.396855e+06,2.157615e+06,3.99339e+06,1.592293e+06,4.891204e+06
2024-06-01 07:23:30.622,2.900808,2.0936596e+07,3.375732e+06,1.3182175e+07,7.400468e+06,2.162663e+06,3.988083e+06,1.597103e+06,4.891804e+06
2024-06-01 07:23:42.630,2.9008089999999997,2.0913808e+07,3.377051e+06,1.3194192e+07,7.406778e+06,2.163071e+06,3.994485e+06,1.58863e+06,4.889922e+06
2024-06-01 07:23:54.616,2.9008089999999997,2.0906504e+07,3.36848e+06,1.3187697e+07,7.399173e+06,2.160227e+06,3.99252e+06,1.590402e+06,4.888968e+06
2024-06-01 07:24:06.622,2.9008089999999997,2.0882352e+07,3.365735e+06,1.3188008e+07,7.399807e+06,2.157983e+06,3.988297e+06,1.590639e+06,4.886072e+06
2024-06-01 07:24:18.622,2.900807,2.0862178e+07,3.372115e+06,1.3209194e+07,7.407244e+06,2.162839e+06,3.995875e+06,1.593351e+06,4.884768e+06
2024-06-01 07:24:30.630,2.900808,2.084877e+07,3.37404e+06,1.3206709e+07,7.39846e+06,2.161374e+06,3.993268e+06,1.592483e+06,4.887233e+06
2024-06-01 07:24:42.622,2.900808,2.0826892e+07,3.36895e+06,1.3207836e+07,7.398423e+06,2.163297e+06,4.002757e+06,1.584191e+06,4.883729e+06
2024-06-01 07:24:54.622,2.900808,2.0813028e+07,3.358867e+06,1.3201126e+07,7.397259e+06,2.165921e+06,4.001743e+06,1.579742e+06,4.879894e+06
2024-06-01 07:25:06.622,2.900807,2.0811232e+07,3.361693e+06,1.3187209e+07,7.398201e+06,2.167562e+06,3.999608e+06,1.575491e+06,4.882106e+06
2024-06-01 07:25:18.622,2.900807,2.0780238e+07,3.360284e+06,1.318556e+07,7.400751e+06,2.165651e+06,3.994954e+06,1.576215e+06,4.877892e+06
2024-06-01 07:25:30.616,2.9008099999999994,2.0779332e+07,3.357385e+06,1.317809e+07,7.403106e+06,2.160933e+06,3.998616e+06,1.575529e+06,4.883076e+06
2024-06-01 07:25:42.622,2.900807,2.0764536e+07,3.365799e+06,1.3165414e+07,7.416845e+06,2.154934e+06,3.995941e+06,1.572928e+06,4.873714e+06
2024-06-01 07:25:54.616,2.900807,2.075473e+07,3.363346e+06,1.3159124e+07,7.407288e+06,2.155899e+06,3.996257e+06,1.569018e+06,4.876079e+06
2024-06-01 07:26:06.622,2.900808,2.0758088e+07,3.372406e+06,1.3167583e+07,7.410977e+06,2.157222e+06,4.002339e+06,1.571358e+06,4.870312e+06
2024-06-01 07:26:18.622,2.900808,2.07463e+07,3.374609e+06,1.315185e+07,7.401034e+06,2.156802e+06,3.999973e+06,1.573161e+06,4.87262e+06
2024-06-01 07:26:30.616,2.900809,2.0726164e+07,3.398696e+06,1.3142778e+07,7.409467e+06,2.157956e+06,3.998137e+06,1.569907e+06,4.871758e+06
2024-06-01 07:26:42.622,2.90081,2.0720036e+07,3.416671e+06,1.3135364e+07,7.414605e+06,2.157576e+06,3.997957e+06,1.568767e+06,4.872199e+06
2024-06-01 07:26:54.630,2.9008089999999997,2.0700556e+07,3.444974e+06,1.3144662e+07,7.407805e+06,2.159791e+06,3.994749e+06,1.56836e+06,4.872591e+06
2024-06-01 07:27:06.622,2.9008109999999996,2.0707124e+07,3.485295e+06,1.3119524e+07,7.405628e+06,2.160051e+06,3.992165e+06,1.56855e+06,4.874883e+06
2024-06-01 07:27:18.622,2.900808,2.0689722e+07,3.469637e+06,1.3136683e+07,7.415281e+06,2.160698e+06,4.001314e+06,1.570108e+06,4.876334e+06
2024-06-01 07:27:30.622,2.9008099999999994,2.0680666e+07,3.44853e+06,1.3140141e+07,7.399265e+06,2.160848e+06,4.004942e+06,1.574822e+06,4.867058e+06
2024-06-01 07:27:42.630,2.90081,2.0661362e+07,3.424017e+06,1.3130745e+07,7.403359e+06,2.15747e+06,4.002351e+06,1.574193e+06,4.872574e+06
2024-06-01 07:27:54.616,2.900806,2.0662886e+07,3.422241e+06,1.312248e+07,7.400011e+06,2.158368e+06,4.003379e+06,1.580882e+06,4.869732e+06
2024-06-01 07:28:06.622,2.900807,2.0658264e+07,3.412283e+06,1.3120309e+07,7.409234e+06,2.149372e+06,4.005012e+06,1.583624e+06,4.864907e+06
2024-06-01 07:28:18.623,2.900806,2.0634916e+07,3.39664e+06,1.3113155e+07,7.404737e+06,2.153377e+06,4.001759e+06,1.589397e+06,4.867734e+06
2024-06-01 07:28:30.616,2.900807,2.0635276e+07,3.390268e+06,1.3109433e+07,7.406378e+06,2.151018e+06,4.003541e+06,1.589051e+06,4.865239e+06
2024-06-01 07:28:42.622,2.9008059999999998,2.0622336e+07,3.384342e+06,1.310971e+07,7.407749e+06,2.155834e+06,3.997309e+06,1.585577e+06,4.872044e+06
2024-06-01 07:28:54.622,2.900809,2.0593848e+07,3.378785e+06,1.3097592e+07,7.411791e+06,2.162201e+06,3.99761e+06,1.586966e+06,4.870522e+06
2024-06-01 07:29:06.646,2.900806,2.05906e+07,3.370433e+06,1.3097404e+07,7.405573e+06,2.161456e+06,4.000052e+06,1.582635e+06,4.871639e+06
2024-06-01 07:29:18.622,2.9008059999999998,2.0600724e+07,3.358575e+06,1.3102421e+07,7.400676e+06,2.160508e+06,4.004905e+06,1.582276e+06,4.867349e+06
2024-06-01 07:29:30.622,2.900805,2.0588176e+07,3.356355e+06,1.3090528e+07,7.409192e+06,2.152847e+06,4.010423e+06,1.5847e+06,4.874009e+06
2024-06-01 07:29:42.622,2.9008059999999998,2.057656e+07,3.351821e+06,1.3094556e+07,7.409147e+06,2.148977e+06,4.007703e+06,1.582709e+06,4.88143e+06
2024-06-01 07:29:54.622,2.900805,2.0562322e+07,3.354898e+06,1.3085838e+07,7.414112e+06,2.148302e+06,4.008757e+06,1.581679e+06,4.876351e+06
2024-06-01 07:30:06.616,2.900808,2.0564812e+07,3.350663e+06,1.3088054e+07,7.415893e+06,2.145078e+06,4.004661e+06,1.583688e+06,4.875671e+06
2024-06-01 07:30:18.622,2.9008069999999995,2.0564744e+07,3.352041e+06,1.3089514e+07,7.414787e+06,2.140913e+06,4.008944e+06,1.57719e+06,4.872473e+06
2024-06-01 07:30:30.622,2.900806,2.0566676e+07,3.351453e+06,1.3085839e+07,7.419391e+06,2.139078e+06,4.006076e+06,1.58088e+06,4.87132e+06
2024-06-01 07:30:42.622,2.9008059999999998,2.0554548e+07,3.361977e+06,1.3077404e+07,7.414755e+06,2.140397e+06,4.002645e+06,1.577928e+06,4.870086e+06
2024-06-01 07:30:54.622,2.900808,2.055702e+07,3.373692e+06,1.3078876e+07,7.423705e+06,2.137946e+06,4.01147e+06,1.578762e+06,4.870791e+06
2024-06-01 07:31:06.633,2.900808,2.0531324e+07,3.382493e+06,1.3066746e+07,7.423613e+06,2.134092e+06,4.011164e+06,1.580574e+06,4.870754e+06
2024-06-01 07:31:18.622,2.900805,2.0540808e+07,3.371398e+06,1.3066799e+07,7.426549e+06,2.137291e+06,4.006396e+06,1.582418e+06,4.870435e+06
2024-06-01 07:31:30.622,2.900808,2.0532738e+07,3.365015e+06,1.3066605e+07,7.43139e+06,2.133671e+06,4.005999e+06,1.587334e+06,4.869185e+06
2024-06-01 07:31:42.622,2.90081,2.0534218e+07,3.357275e+06,1.3070087e+07,7.420772e+06,2.133041e+06,4.002962e+06,1.582251e+06,4.87354e+06
