file,region_id,x0_pix,y0_pix,width_pix,height_pix,top_left_hpc_Tx,top_left_hpc_Ty,bottom_right_hpc_Tx,bottom_right_hpc_Ty,Centre_hpc_Tx,Centre_hpc_Ty,max_intensity,area_pix
aia.lev1_euv_12s.2024-06-01T070008Z.131.image_lev1.fits,1,851,1221,785,615,-714,-124,-244,-495,-479,-309,12144.06461483159,162479
aia.lev1_euv_12s.2024-06-01T070008Z.131.image_lev1.fits,2,1366,2538,402,287,-404,468,-163,295,-283,382,298.00307927571066,22193
aia.lev1_euv_12s.2024-06-01T070008Z.131.image_lev1.fits,3,2098,2485,736,492,35,559,477,262,256,410,263.66580150985783,105671
aia.lev1_euv_12s.2024-06-01T070008Z.131.image_lev1.fits,4,352,2260,452,757,-1012,585,-742,130,-877,357,242.30444494937183,41318
aia.lev1_euv_12s.2024-06-01T070008Z.131.image_lev1.fits,5,2796,2048,348,265,454,159,662,0,558,79,194.3226387895986,16380
aia.lev1_euv_12s.2024-06-01T070008Z.131.image_lev1.fits,6,1956,2701,292,343,-49,599,125,393,38,496,189.87163122802178,14907
aia.lev1_euv_12s.2024-06-01T070008Z.131.image_lev1.fits,7,2142,2028,272,252,61,140,224,-11,142,64,179.85798814508547,12609
aia.lev1_euv_12s.2024-06-01T070008Z.131.image_lev1.fits,8,3391,1434,321,592,811,-14,1003,-370,907,-192,148.54991541731604,36147
