Date,img_mode,QS_mode,QS_median,QS_mean,QS_std,AR_mode,AR mean,Ar_sigma,ARmode_200G,ARmean200G,AR_sigma200G
2024-11-13 15:08:12.416425,4416,3956,4365.0,4445.731376995483,529.0868378733521,4674,5858.160854983231,1593.2359248809566,5517,6479.443412615008,1629.7004089362035
2024-11-13 15:09:49.407720,4346,4346,4342.0,4430.672381242115,520.7563000431909,4625,5855.476526653735,1589.6629962132852,4664,6475.829874136097,1626.5384204302457
2024-11-13 15:11:26.400015,4326,4343,4351.0,4435.36019459864,513.7536624946831,4560,5866.180566069335,1610.29958551502,5031,6485.086836218062,1651.0486328758277
2024-11-13 15:13:03.392310,4317,4036,4359.0,4442.697275958069,519.8293804215886,4591,5850.264448025893,1578.6644710295373,5113,6463.133261110903,1615.2012374249257
2024-11-13 15:14:40.384490,4351,4344,4345.0,4430.696160222472,510.5010024506233,4507,5854.782157294189,1583.5514615967556,5249,6470.898768097263,1618.8104675722798
2024-11-13 15:16:17.344785,4399,3979,4359.0,4442.531646468052,520.4008684078105,4838,5865.130739062023,1593.260220023737,4838,6486.6489673772885,1625.9004050482506
2024-11-13 15:17:54.369080,4477,3984,4340.0,4439.4779003079975,527.4472873172252,4588,5862.071556416706,1592.2619162690921,4873,6485.845013839973,1626.4774453361745
2024-11-13 15:19:31.361375,4271,4271,4349.0,4440.6498063177105,529.6443356533986,4341,5855.1496488294315,1594.767770775909,4695,6477.119517597038,1633.793487324288
2024-11-13 15:21:08.385680,4477,3982,4346.0,4440.976569120643,537.9207376075776,4675,5858.895527564622,1603.9996815441762,4675,6478.545932601839,1643.732088105131
2024-11-13 15:22:45.409975,4126,4008,4357.0,4440.081814905642,511.742200695979,4677,5884.302169609308,1598.4572181175197,5000,6477.979639780736,1638.2916376532755
2024-11-13 15:24:22.402270,4305,4333,4346.0,4434.87126927007,510.6480533631404,4434,5884.038704247643,1613.7291417259112,5771,6519.215791063128,1651.9212329013465
2024-11-13 15:25:59.425565,4344,3956,4364.0,4440.07153776697,510.6920224280773,4623,5879.540508624265,1605.7940470617646,4965,6508.631491760251,1644.8679644693257
