filter2_file,mean_counts_under_contours,QS_mean_counts
2024-07-10T11:20:34.162,59932176.0,4360.0605
2024-07-10T11:22:09.394,59366756.0,4380.3325
2024-07-10T11:23:44.625,58792424.0,4364.3057
2024-07-10T11:25:19.858,60148380.0,4372.2065
2024-07-10T11:26:55.908,61012532.0,4359.297
2024-07-10T11:28:30.322,61042280.0,4384.1973
2024-07-10T11:30:05.555,61563970.0,4362.8354
2024-07-10T11:31:40.979,60547868.0,4367.2603
2024-07-10T11:33:16.466,61137404.0,4378.0
2024-07-10T11:34:51.955,60531708.0,4361.8174
2024-07-10T11:36:27.475,59622684.0,4383.326
2024-07-10T11:38:02.995,59832024.0,4350.8257
2024-07-10T11:39:38.516,61140800.0,4370.1245
2024-07-10T11:41:14.363,61539280.0,4346.442
2024-07-10T11:42:49.556,60845784.0,4367.885
2024-07-10T11:44:25.769,60411690.0,4340.782
2024-07-10T11:46:00.597,60283044.0,4369.3354
2024-07-10T11:47:36.116,62430436.0,4372.6865
2024-07-10T11:49:11.636,62740460.0,4338.7075
2024-07-10T11:50:47.156,67205120.0,4374.7383
2024-07-10T11:52:22.643,66075744.0,4342.73
2024-07-10T11:53:58.132,65413760.0,4375.1533
2024-07-10T11:55:33.621,66834884.0,4347.378
2024-07-10T11:57:09.108,69753590.0,4348.703
2024-07-10T12:11:46.694,66231184.0,4369.584
2024-07-10T12:12:03.638,65999584.0,4378.548
2024-07-10T12:13:39.227,65285636.0,4374.527
2024-07-10T12:15:14.840,64637028.0,4367.213
2024-07-10T12:16:50.391,64763790.0,4358.0615
2024-07-10T12:18:25.976,64319530.0,4376.8604
2024-07-10T12:20:01.527,64766944.0,4371.6504
2024-07-10T12:21:37.110,63272216.0,4369.0312
2024-07-10T12:23:12.662,63526988.0,4379.614
2024-07-10T12:24:48.218,63729080.0,4385.5854
2024-07-10T12:26:23.767,64178876.0,4370.278
2024-07-10T12:27:59.319,64580524.0,4388.634
2024-07-10T12:29:34.872,66814868.0,4401.9653
2024-07-10T12:31:10.487,67533810.0,4377.6187
2024-07-10T12:32:46.295,67757440.0,4367.4404
2024-07-10T12:34:22.104,68106160.0,4401.4395
2024-07-10T12:35:57.912,65201384.0,4369.1133
2024-07-10T12:37:33.720,64386864.0,4347.605
2024-07-10T12:39:09.529,62177800.0,4391.4526
2024-07-10T12:40:45.338,62094404.0,4359.4
2024-07-10T12:42:21.145,62278470.0,4390.3413
2024-07-10T12:43:56.954,62634150.0,4373.9487
2024-07-10T12:45:32.762,61820084.0,4339.239
2024-07-10T12:47:08.569,61387588.0,4368.692
2024-07-10T12:48:44.379,61755284.0,4411.2876
2024-07-10T12:50:20.219,61938510.0,4358.267
2024-07-10T12:51:56.263,62436870.0,4359.6465
2024-07-10T12:53:31.866,64206948.0,4415.8354
2024-07-10T12:55:07.674,65217920.0,4374.6685
2024-07-10T12:56:43.615,66882740.0,4398.604
2024-07-10T12:58:15.176,68943520.0,4416.1953
2024-07-10T12:58:33.120,69613740.0,4409.141
2024-07-10T13:00:04.678,77683620.0,4402.689
2024-07-10T13:00:22.621,79271040.0,4406.1836
2024-07-10T13:01:54.180,87498264.0,4406.477
2024-07-10T13:02:12.126,91795970.0,4408.6714
2024-07-10T13:03:43.685,88339520.0,4398.4697
2024-07-10T13:04:01.631,85625530.0,4397.809
2024-07-10T13:05:33.189,78045000.0,4401.518
2024-07-10T13:05:51.136,77012150.0,4401.3735
2024-07-10T13:07:22.694,76378190.0,4400.4365
2024-07-10T13:07:40.140,77182910.0,4490.5137
2024-07-10T13:09:07.571,76181480.0,4497.409
2024-07-10T13:09:25.249,75020450.0,4398.953
