time,reg1,reg2,reg3,reg4,reg5,reg6,reg7,reg8
2024-11-12 23:41:40.300000,288701.2161078192,742569.7871594507,847875.0070466748,1963384.891123564,1799015.8454512157,364602.0421297614,1024678.9218262204,8556729.589989353
2024-11-12 23:43:10.300000,290635.0142274591,743906.6687014669,844553.8438567615,1981400.7453274154,1801507.7213346406,359793.70760515705,1016763.9300930479,8570482.609426232
2024-11-12 23:44:40.300000,289511.67271512636,739259.6193482075,850642.2247717788,1978980.0868861862,1800604.544382477,356639.83833006554,1014148.4222027459,8574187.613145243
2024-11-12 23:46:10.300000,290698.3069142713,737902.0307154304,848348.1034059678,1981739.559029976,1798099.2660407377,355780.3198694092,1015700.5350133379,8568443.845785305
2024-11-12 23:47:40.300000,293865.3630153442,739145.6578762287,838962.1458294562,1974697.9260075924,1806979.8037519658,355718.05694685376,1018688.0142645732,8538917.501125352
2024-11-12 23:49:10.300000,293946.94819050375,739385.9045008225,837603.3034497767,1978665.7627260946,1810568.2779031575,358178.20584968146,1016083.9206544718,8545417.457632696
2024-11-12 23:51:25.300000,290274.19074999884,741077.5862172,844067.6948834322,1978541.8271998302,1809375.722354547,361461.06579391623,1012168.7368467494,8578859.365485907
2024-11-12 23:52:55.300000,293045.6991104025,740025.5918934854,835540.8356069729,1973708.7334710723,1800221.788781133,355300.77124520735,1007947.2491742698,8544095.186399845
2024-11-12 23:54:25.300000,296981.48106049094,741833.7839322976,834415.7194584568,1983231.4827855437,1803609.7424373785,357815.4375036721,1005304.8637290752,8555689.9163212
2024-11-12 23:55:55.300000,299104.98793092626,740535.7086529371,843600.8112441766,1978291.6989299515,1802125.3303050338,358677.09269570874,1011015.7032762854,8565626.192179443
2024-11-12 23:57:25.300000,300357.49021479103,740573.8416781279,840320.730151609,1984726.8790665865,1803832.4274243407,355794.2260648407,1012881.6134619901,8550430.993548056
2024-11-12 23:58:55.300000,297510.9283029813,739817.6627037366,837453.1568878934,1978224.3920996839,1797019.498522374,358502.437598411,1014737.098417599,8540202.6032645
2024-11-13 00:01:10.300000,296771.13217810506,742245.2356874322,838357.1406468819,1983958.1390877604,1795634.0611625365,357174.6210774062,1013403.6479786222,8552347.667134525
2024-11-13 00:02:40.300000,296612.3817896538,742857.3139761565,839896.6709848911,1984609.7002207644,1798581.998133645,356068.6973074888,1011489.1340793627,8550644.968499359
2024-11-13 00:04:10.300000,295739.24066541425,745758.9613167129,834954.1378607077,1986314.7816507574,1796164.248693305,360267.4131989501,1006255.7165712073,8543231.461841203
2024-11-13 00:05:40.300000,297612.207269453,743215.5323110742,835092.0285235847,1987702.242625515,1792885.3820888416,358645.94935957005,1009291.078603315,8540413.970911646
2024-11-13 00:07:10.300000,299150.36096957774,744158.719598802,834647.9552664318,1986708.6265493594,1793018.8931243164,358534.4071280213,1007945.2564000066,8549387.608361581
2024-11-13 00:08:40.300000,301697.76866658754,741675.137242876,834784.7865637098,1979736.2475721529,1786278.6687969903,361189.57702359173,1011443.6974406345,8548038.071908316
2024-11-13 00:10:55.300000,303507.75768686715,743148.9895408018,829875.9598617783,1976378.9272682425,1784449.862045894,359162.5919682458,1010840.6658620769,8537192.941232719
2024-11-13 00:12:25.300000,300032.4270844611,745952.3340401554,832400.4412406818,1977224.745950994,1788974.1172562598,364316.05547032447,1007453.0965697153,8546337.467745675
2024-11-13 00:13:55.300000,303141.25510413595,745481.3915113665,825488.857563783,1984366.694660874,1786602.44329286,366451.5639462252,1005949.699281615,8540883.191092664
2024-11-13 00:15:25.300000,301066.433492651,745928.3203801279,827463.712543007,1982827.64408657,1787604.0687353406,365811.5759011243,1009080.6712259565,8534184.634408755
2024-11-13 00:16:55.300000,301229.5510825424,747994.4960674259,829350.9050660944,1988318.435177329,1780981.6516960682,362144.5312930346,1012547.0949751157,8544558.695917562
2024-11-13 00:18:25.300000,300910.3923891908,748136.3275256138,822978.3492993994,1979579.1589211652,1778412.3554879958,360131.78190339636,1011592.8716479974,8504529.615618763
2024-11-13 00:19:10.300000,303859.44138613663,749269.1283646207,825951.6826662797,1982449.153580889,1784279.4881516306,361777.6420110543,1013465.4628270087,8499252.703583417
2024-11-13 00:19:55.300000,306027.4991272143,750133.7504946063,826937.65700884,1983293.379184912,1782968.3032198611,360256.70818810747,1013982.4340629794,8505226.257937178
2024-11-13 00:19:55.300000,306027.4991272143,750133.7504946063,826937.65700884,1983293.379184912,1782968.3032198611,360256.70818810747,1013982.4340629794,8505226.257937178
2024-11-13 00:19:55.300000,306027.4991272143,750133.7504946063,826937.65700884,1983293.379184912,1782968.3032198611,360256.70818810747,1013982.4340629794,8505226.257937178
2024-11-13 00:20:40.300000,308046.65707833867,750425.0855321183,827533.4101281466,1985891.6263267556,1781156.8432980732,360398.41900925327,1014119.5551288686,8514928.310559409
2024-11-13 00:20:40.300000,308046.65707833867,750425.0855321183,827533.4101281466,1985891.6263267556,1781156.8432980732,360398.41900925327,1014119.5551288686,8514928.310559409
2024-11-13 00:21:25.300000,308339.3485254771,752495.6851410482,824764.1006359248,1988242.4911776385,1777628.892790671,361076.2484998892,1011863.4696432906,8517855.477708751
2024-11-13 00:21:25.300000,308339.3485254771,752495.6851410482,824764.1006359248,1988242.4911776385,1777628.892790671,361076.2484998892,1011863.4696432906,8517855.477708751
2024-11-13 00:22:10.300000,307019.1810586045,753637.5038760724,819482.01105669,1991538.2821794273,1776597.1057471856,361090.4651084292,1013430.4963170942,8518134.25878965
2024-11-13 00:22:10.300000,307019.1810586045,753637.5038760724,819482.01105669,1991538.2821794273,1776597.1057471856,361090.4651084292,1013430.4963170942,8518134.25878965
2024-11-13 00:22:55.300000,305942.06028738816,755238.6814396877,816866.2226769321,1992782.9836956502,1776899.2153278138,357784.8253964649,1012228.9982326187,8518762.24764617
2024-11-13 00:22:55.300000,305942.06028738816,755238.6814396877,816866.2226769321,1992782.9836956502,1776899.2153278138,357784.8253964649,1012228.9982326187,8518762.24764617
2024-11-13 00:23:40.300000,305331.0587674995,754057.6425888314,815386.4194781766,1992241.0211384008,1785852.073460739,358869.03144120594,1016251.6305778373,8520835.31474255
2024-11-13 00:23:40.300000,305331.0587674995,754057.6425888314,815386.4194781766,1992241.0211384008,1785852.073460739,358869.03144120594,1016251.6305778373,8520835.31474255
2024-11-13 00:24:25.300000,303890.8582963394,752649.1261318696,812548.3925388101,1989072.2369486978,1793706.2861409034,360108.3061649274,1018918.0419664853,8518837.701849697
2024-11-13 00:24:25.300000,303890.8582963394,752649.1261318696,812548.3925388101,1989072.2369486978,1793706.2861409034,360108.3061649274,1018918.0419664853,8518837.701849697
2024-11-13 00:24:25.300000,303890.8582963394,752649.1261318696,812548.3925388101,1989072.2369486978,1793706.2861409034,360108.3061649274,1018918.0419664853,8518837.701849697
2024-11-13 00:25:10.300000,302871.4340128512,755375.9013371512,812884.7625059274,1988067.4820810661,1797144.1183050033,361831.05402726535,1019551.601908823,8526960.941382414
2024-11-13 00:25:10.300000,302871.4340128512,755375.9013371512,812884.7625059274,1988067.4820810661,1797144.1183050033,361831.05402726535,1019551.601908823,8526960.941382414
2024-11-13 00:25:55.300000,303208.15541029745,756912.4003299773,811814.2802607834,1991150.2807632086,1799575.3326480316,363141.6213755882,1022023.5521634554,8533284.48240795
2024-11-13 00:25:55.300000,303208.15541029745,756912.4003299773,811814.2802607834,1991150.2807632086,1799575.3326480316,363141.6213755882,1022023.5521634554,8533284.48240795
2024-11-13 00:26:40.300000,301288.39872084174,755682.1058636155,810478.3648529672,1993502.138977912,1798428.0167596582,363409.0664182514,1021109.0379975844,8515152.569118463
2024-11-13 00:26:40.300000,301288.39872084174,755682.1058636155,810478.3648529672,1993502.138977912,1798428.0167596582,363409.0664182514,1021109.0379975844,8515152.569118463
2024-11-13 00:27:25.300000,299769.86180189607,754793.0300796833,811873.412195347,2000097.003118059,1796170.3507894115,363768.11867282586,1022344.4220301036,8528349.90989618
2024-11-13 00:27:25.300000,299769.86180189607,754793.0300796833,811873.412195347,2000097.003118059,1796170.3507894115,363768.11867282586,1022344.4220301036,8528349.90989618
2024-11-13 00:28:10.300000,300284.5193638629,755296.658456506,813420.6033764472,2004230.2717715157,1798902.9680275929,364869.2081460932,1022135.3767186834,8529622.216593832
2024-11-13 00:28:10.300000,300284.5193638629,755296.658456506,813420.6033764472,2004230.2717715157,1798902.9680275929,364869.2081460932,1022135.3767186834,8529622.216593832
2024-11-13 00:28:55.300000,299868.5307819663,753930.2783533152,813485.2126622177,2000184.0428242749,1797058.5094120125,364970.9616785665,1020904.9076293721,8535519.511875927
2024-11-13 00:28:55.300000,299868.5307819663,753930.2783533152,813485.2126622177,2000184.0428242749,1797058.5094120125,364970.9616785665,1020904.9076293721,8535519.511875927
2024-11-13 00:28:55.300000,299868.5307819663,753930.2783533152,813485.2126622177,2000184.0428242749,1797058.5094120125,364970.9616785665,1020904.9076293721,8535519.511875927
2024-11-13 00:29:40.300000,300238.57970276417,751065.9065910329,813530.5346462687,1992885.5438179174,1796414.9872531753,366270.18253916263,1020454.0737552743,8528196.182377884
2024-11-13 00:29:40.300000,300238.57970276417,751065.9065910329,813530.5346462687,1992885.5438179174,1796414.9872531753,366270.18253916263,1020454.0737552743,8528196.182377884
2024-11-13 00:30:25.300000,300207.74813930196,748067.0716279377,815009.57016924,1984442.1881087278,1797267.222214349,365865.20278449473,1017993.330625615,8512028.993217928
2024-11-13 00:30:25.300000,300207.74813930196,748067.0716279377,815009.57016924,1984442.1881087278,1797267.222214349,365865.20278449473,1017993.330625615,8512028.993217928
2024-11-13 00:31:10.300000,298617.1213284059,746605.9552713825,817265.3441665692,1986358.5910382832,1806840.499452481,364987.32882412977,1021434.1001255183,8507770.141167773
2024-11-13 00:31:10.300000,298617.1213284059,746605.9552713825,817265.3441665692,1986358.5910382832,1806840.499452481,364987.32882412977,1021434.1001255183,8507770.141167773
2024-11-13 00:31:55.300000,297691.31611554447,745832.8052965233,815355.2883654934,1984821.000996307,1807488.8051600324,364300.6332976838,1023488.8702591249,8505317.864112291
2024-11-13 00:31:55.300000,297691.31611554447,745832.8052965233,815355.2883654934,1984821.000996307,1807488.8051600324,364300.6332976838,1023488.8702591249,8505317.864112291
2024-11-13 00:32:40.300000,297821.8086842216,747790.2690452298,814763.7974651257,1985837.5034572845,1800939.2662548258,364622.37250115856,1021343.7947765955,8508079.706186797
2024-11-13 00:32:40.300000,297821.8086842216,747790.2690452298,814763.7974651257,1985837.5034572845,1800939.2662548258,364622.37250115856,1021343.7947765955,8508079.706186797
2024-11-13 00:33:25.300000,295800.16488757567,749867.3854123551,814677.8471756512,1989868.6498194323,1797272.7382239376,363133.28086901165,1018955.4545287832,8516396.141102891
2024-11-13 00:34:55.300000,298264.40414859407,747344.2815671612,816837.2584476988,1986660.0100923982,1793422.1324318082,363030.5472476872,1016100.6757568688,8520865.431363925
2024-11-13 00:36:25.300000,296768.8279626345,743867.0513065981,805777.5504138758,1984419.5173281527,1805042.219311412,359596.055369323,1024893.7320486777,8512239.89676807
2024-11-13 00:37:55.300000,293983.72274559987,744322.4891491883,805979.4736483161,1994259.1666256436,1802015.477360797,356465.51249717094,1026244.8209690527,8509364.803477146
