peak_time,peak_value
2024-11-01T12:51:23.314580,21521477.222860184
2024-11-01T13:02:38.345300,36017826.76254442
2024-11-01T13:13:40.179460,61210948.68208844
2024-11-01T13:19:18.484435,27416713.2186443
2024-11-01T14:14:29.112700,29792810.514068544
