# Da e,FullDiskIn ensi y,ROI_In ensi y,Ou sideROI_In ensi y
2024-11-12 23:32:06.622000,45710427.4403531,5613233.20390833,40102411.1109464
2024-11-12 23:32:18.622000,45713294.8471065,5610653.07307212,40107786.2559631
2024-11-12 23:32:30.622000,45711518.7718605,5609003.86034367,40107571.1412594
2024-11-12 23:32:42.622000,45733212.2623655,5608013.09166024,40130356.7525678
2024-11-12 23:32:54.622000,45729777.9181233,5608037.08799401,40126870.8349522
2024-11-12 23:33:06.622000,45723036.0851841,5604800.09652593,40123390.4732356
2024-11-12 23:33:18.623000,45737908.9333965,5608870.10312406,40134215.0278305
2024-11-12 23:33:30.622000,45735523.7824374,5607854.45268937,40132712.1200369
2024-11-12 23:33:42.622000,45719413.7984409,5605328.15862784,40119159.7975301
2024-11-12 23:33:54.622000,45698864.821391,5606449.23756635,40097579.3726991
2024-11-12 23:34:06.638000,45721937.2602582,5609252.62438305,40117932.5401436
2024-11-12 23:34:18.622000,45698526.7730176,5606594.78932354,40097027.8632435
2024-11-12 23:34:30.622000,45717562.4729383,5608341.00944023,40114399.733037
2024-11-12 23:34:42.639000,45703199.4197415,5606018.87219144,40102270.564842
2024-11-12 23:34:54.616000,45712328.8001801,5607670.97918937,40109868.4938553
2024-11-12 23:35:06.622000,45711878.4766559,5611438.80120354,40105566.2346903
2024-11-12 23:35:18.622000,45702838.1371054,5607857.00102317,40100017.3746611
2024-11-12 23:35:30.630000,45700590.0828708,5603622.68204507,40102000.1868464
2024-11-12 23:35:42.615000,45686956.2879187,5594887.8524616,40097165.690434
2024-11-12 23:35:54.622000,45690393.4048038,5584784.84048073,40110687.5465823
2024-11-12 23:36:06.622000,45676350.630435,5582637.39862623,40098817.7297446
2024-11-12 23:36:18.647000,45700431.2982349,5589123.190097,40116476.3785703
2024-11-12 23:36:30.622000,45678006.16111,5576441.95897925,40106674.9035431
2024-11-12 23:36:42.622000,45650614.0600357,5558412.14847756,40097389.1460041
2024-11-12 23:36:54.642000,45634941.8224641,5550336.5306387,40089755.2930664
2024-11-12 23:37:06.622000,45631985.3721901,5539370.49948014,40097857.9524927
2024-11-12 23:37:18.622000,45633534.4864735,5526301.07471279,40112400.3068146
2024-11-12 23:37:30.622000,45629052.9255113,5522375.22730994,40111845.9721971
2024-11-12 23:37:42.615000,45605385.5933723,5515069.41590802,40095433.7735833
2024-11-12 23:37:54.622000,45623710.6045344,5512756.57771812,40116073.6878175
2024-11-12 23:38:06.622000,45643310.0510656,5507280.98023392,40141220.0937887
2024-11-12 23:38:18.622000,45603477.9646971,5497728.3672616,40110836.5103557
2024-11-12 23:38:30.622000,45600349.6995287,5492561.64557346,40112918.7500172
2024-11-12 23:38:42.622000,45606119.1901753,5494977.20609933,40116371.6191805
2024-11-12 23:38:54.622000,45604354.9710991,5494387.88297067,40115022.9748788
2024-11-12 23:39:06.615000,45604207.1515371,5489030.6900742,40120282.3383406
2024-11-12 23:39:18.622000,45575566.5296343,5485581.26707518,40095127.6813955
2024-11-12 23:39:30.622000,45582764.6060105,5487589.00638622,40100240.7977179
2024-11-12 23:39:42.616000,45589819.2724358,5489267.17859882,40105635.2181745
2024-11-12 23:39:54.622000,45589537.1373296,5486143.00872802,40108473.1178644
2024-11-12 23:40:06.622000,45607953.182183,5486231.27052899,40126749.5318494
2024-11-12 23:40:18.622000,45619415.2386278,5481031.43541394,40143418.3233228
2024-11-12 23:40:30.622000,45589410.0098008,5477263.50560557,40117204.4593569
2024-11-12 23:40:42.624000,45593748.9873406,5477036.1606438,40121788.01687
2024-11-12 23:40:54.622000,45570590.4699918,5467261.84114998,40108478.6336336
2024-11-12 23:41:06.622000,45585277.8704733,5470205.55878841,40120174.739449
2024-11-12 23:41:18.616000,45595751.4802079,5464712.70608717,40136140.1694375
2024-11-12 23:41:30.622000,45579492.6669648,5460871.00111453,40123729.6076189
2024-11-12 23:41:42.622000,45576642.9396824,5461402.05241632,40120348.4860603
2024-11-12 23:41:54.622000,45577859.1659611,5458645.89337474,40124399.8157734
2024-11-12 23:42:06.622000,45579077.0613953,5458891.71801496,40125262.9466991
2024-11-12 23:42:18.622000,45593343.8477648,5461549.75825426,40136893.0716791
2024-11-12 23:42:30.622000,45581688.1977017,5456843.58726326,40129868.7867445
2024-11-12 23:42:42.622000,45611522.170125,5461036.7650278,40155553.019833
2024-11-12 23:42:54.623000,45595771.0568083,5458010.83297826,40142767.5115452
2024-11-12 23:43:06.622000,45611276.7183092,5456736.1872163,40159676.0587609
2024-11-12 23:43:18.622000,45621098.3689181,5455384.66629941,40170784.7629633
2024-11-12 23:43:30.622000,45619770.7096308,5450408.78716592,40174380.9242768
2024-11-12 23:43:42.622000,45598739.9238204,5444223.39255999,40159502.0920257
2024-11-12 23:43:54.622000,45629788.9738546,5442130.35261575,40192643.4908152
2024-11-12 23:44:06.622000,45642094.3187369,5434943.55485643,40212196.6463515
2024-11-12 23:44:18.622000,45660703.2049355,5438752.59585711,40226968.231949
2024-11-12 23:44:30.622000,45645941.0702719,5433667.94482996,40217359.6936269
2024-11-12 23:44:42.622000,45675906.6111643,5429322.50863993,40251667.9163327
2024-11-12 23:44:54.647000,45696798.3739524,5428662.88193228,40273228.9566654
2024-11-12 23:45:06.622000,45705441.5783914,5427443.20830012,40283146.3029203
2024-11-12 23:45:18.622000,45689393.4588538,5423910.36053801,40270589.662904
2024-11-12 23:45:30.622000,45727177.2356165,5428057.72384434,40304177.8116691
2024-11-12 23:45:42.615000,45713078.9440209,5422167.57785931,40296075.1550361
2024-11-12 23:45:54.622000,45725800.2686178,5428633.5794284,40302203.2725036
2024-11-12 23:46:06.622000,45737864.8073034,5432177.50548301,40310851.778385
2024-11-12 23:46:18.646000,45708699.427774,5424306.31517004,40289461.7545575
2024-11-12 23:46:30.622000,45727643.3176352,5427054.88908661,40305686.3729959
2024-11-12 23:46:42.623000,45750330.4285954,5428401.62190971,40327046.0545412
2024-11-12 23:46:54.622000,45737164.305576,5432255.07088099,40310024.4141399
2024-11-12 23:47:06.622000,45746037.6120045,5433614.66035296,40317564.6792445
2024-11-12 23:47:18.615000,45756887.8958982,5446221.8226358,40315846.4094275
2024-11-12 23:47:30.622000,45771701.7004077,5461440.82184933,40315421.9131094
2024-11-12 23:47:42.622000,45779525.8163767,5462130.63750205,40322545.5266265
2024-11-12 23:47:54.622000,45762079.4442864,5456385.62108402,40310791.4264291
2024-11-12 23:48:06.622000,45762030.5738878,5459639.76535934,40307479.1021437
2024-11-12 23:48:18.622000,45747367.6880367,5462380.59664704,40290054.6991375
2024-11-12 23:48:30.630000,45751038.4286693,5457581.5376363,40298612.4062622
2024-11-12 23:48:42.630000,45729381.5659109,5452370.01935343,40282092.5972274
2024-11-12 23:48:54.622000,45705100.7765514,5442730.11272164,40267412.7663858
2024-11-12 23:49:06.622000,45708587.5326421,5446839.89623463,40266825.2449776
2024-11-12 23:49:18.616000,45697523.6971073,5447028.65715933,40255559.2020894
2024-11-12 23:49:30.622000,45697175.4100197,5454039.69628806,40248292.2667218
2024-11-12 23:49:42.622000,45694029.4597032,5457979.51996293,40241187.8752444
2024-11-12 23:49:54.622000,45667624.6865062,5451604.82974378,40221151.933535
2024-11-12 23:50:06.622000,45659433.7720092,5455497.23780714,40209066.8872974
2024-11-12 23:50:18.622000,45675274.6080266,5464359.99256749,40216085.999205
2024-11-12 23:50:30.623000,45696005.2730754,5466267.27900898,40234930.4013343
2024-11-12 23:50:42.622000,45670356.9461116,5466824.37170217,40208664.3082157
2024-11-12 23:50:54.623000,45673043.5765853,5468381.58590557,40209841.6355888
2024-11-12 23:51:06.622000,45674999.6207906,5469559.82752178,40210517.7518261
2024-11-12 23:51:18.622000,45678529.3585335,5469272.86673389,40214411.6658479
2024-11-12 23:51:30.622000,45654778.1319356,5468277.82063984,40191636.8643171
2024-11-12 23:51:42.615000,45666164.1569333,5470294.64215228,40200862.3218708
2024-11-12 23:51:54.622000,45642313.64297,5471019.47892564,40176383.1471303
2024-11-12 23:52:06.622000,45632539.7066164,5470926.05564856,40166791.2310361
2024-11-12 23:52:18.622000,45670052.7755877,5475753.1871677,40199362.0321204
2024-11-12 23:52:30.622000,45660899.3533793,5481973.59807196,40184047.4935474
2024-11-12 23:52:42.622000,45655384.390511,5478072.05938829,40182456.1306741
2024-11-12 23:52:54.622000,45676501.5130445,5486725.95658952,40194863.8535784
2024-11-12 23:53:06.622000,45671271.411512,5495570.15088376,40180850.9171339
2024-11-12 23:53:18.622000,45668881.4778401,5507843.4238586,40166151.5168021
2024-11-12 23:53:30.622000,45708206.9446958,5518785.1522438,40194552.1455473
2024-11-12 23:53:42.647000,45707348.4525165,5528825.41004573,40183586.8633682
2024-11-12 23:53:54.622000,45734684.6048675,5549003.12813063,40190773.9106873
2024-11-12 23:54:06.622000,45738512.5487198,5564011.88096694,40179643.0883619
2024-11-12 23:54:18.622000,45782665.517088,5606989.92992558,40180743.546634
2024-11-12 23:54:30.622000,45823860.0538546,5652919.75621671,40176052.3832785
2024-11-12 23:54:42.622000,45891611.724453,5744924.71839422,40151782.8856082
2024-11-12 23:54:54.622000,45923166.7134358,5763700.30895202,40164565.7331457
2024-11-12 23:55:06.622000,45899812.9464757,5747095.08565645,40157693.0846733
2024-11-12 23:55:18.622000,45916680.8870043,5744658.92735562,40177111.2892244
2024-11-12 23:55:30.630000,45943814.9955839,5769855.90742333,40179097.0272072
2024-11-12 23:55:42.630000,45936581.77556,5757826.0981979,40183890.1672829
2024-11-12 23:55:54.622000,45901218.0205821,5745141.63815702,40161079.8780463
2024-11-12 23:56:06.623000,45886361.4425933,5731199.85824483,40160153.0073332
2024-11-12 23:56:18.622000,45922533.11615,5764268.85918418,40163470.7965975
2024-11-12 23:56:30.622000,45932436.6764054,5764490.86881954,40173070.9896493
2024-11-12 23:56:42.622000,45908338.2889056,5762558.62657393,40150930.6995544
2024-11-12 23:56:54.622000,45898038.3180225,5755176.89059755,40147974.1972493
2024-11-12 23:57:06.622000,45921097.5832993,5745934.96285301,40180349.1689974
2024-11-12 23:57:18.630000,45951830.75402,5769076.99053907,40187903.0823519
2024-11-12 23:57:30.622000,45921138.2349251,5754098.56410638,40172147.276656
2024-11-12 23:57:42.622000,45953029.793762,5760401.6168093,40197734.7433014
2024-11-12 23:57:54.622000,45953641.3384841,5754290.06189383,40204538.5128245
2024-11-12 23:58:06.622000,45929334.0572778,5731881.3075816,40202561.0397221
2024-11-12 23:58:18.622000,45848342.5458171,5692827.1557867,40160735.0314089
2024-11-12 23:58:30.622000,45847617.9641648,5668823.6764313,40184017.0299317
2024-11-12 23:58:42.622000,45826027.2423655,5657349.27481474,40173790.7373751
2024-11-12 23:58:54.622000,45829898.5615913,5656528.68629935,40178553.6623833
2024-11-12 23:59:06.622000,45852711.0350548,5675047.76311426,40182847.7502901
2024-11-12 23:59:18.622000,45822949.2011092,5670586.6576208,40157527.7202069
2024-11-12 23:59:30.622000,45839491.7492682,5665802.18445221,40178898.5211873
2024-11-12 23:59:42.622000,45785963.9482304,5651361.89560507,40139706.2093449
2024-11-12 23:59:54.622000,45785243.3765908,5640047.54596363,40150357.2152517
2024-11-13 00:00:06.622000,45767539.3493198,5622678.83226022,40149994.3635247
2024-11-13 00:00:18.622000,45757294.5161207,5616641.41479432,40145806.5516974
2024-11-13 00:00:30.630000,45743246.2806453,5617578.35500343,40130781.7367239
2024-11-13 00:00:42.639000,45746941.8485838,5621032.9526071,40131052.009603
2024-11-13 00:00:54.622000,45768201.6263952,5620793.91996128,40152552.5455129
2024-11-13 00:01:06.622000,45729141.2567818,5602742.57836012,40131622.8013627
2024-11-13 00:01:18.622000,45710910.0611837,5597963.57659271,40118109.2481588
2024-11-13 00:01:30.622000,45719356.2821509,5599195.93873911,40125323.7928911
2024-11-13 00:01:42.622000,45689389.9044221,5602846.48068189,40091680.3268092
2024-11-13 00:01:54.630000,45714210.8574433,5607082.24526204,40112226.5601434
2024-11-13 00:02:06.622000,45705166.9657822,5601934.86290211,40108304.8869026
2024-11-13 00:02:18.622000,45725622.196007,5607274.12752596,40123481.5259651
2024-11-13 00:02:30.622000,45700520.7229103,5609026.89798416,40096721.7381562
2024-11-13 00:02:42.630000,45761918.7154877,5629701.24525385,40137400.5696411
2024-11-13 00:02:54.622000,45738160.319225,5632842.25767252,40110444.9672932
2024-11-13 00:03:06.630000,45730664.3914126,5637896.76896691,40097946.2385052
2024-11-13 00:03:18.622000,45745744.9258335,5636677.40863467,40114184.775639
2024-11-13 00:03:30.622000,45754911.7046307,5652387.72397032,40107665.0205549
2024-11-13 00:03:42.622000,45752719.1871138,5650596.47852729,40107375.4427696
2024-11-13 00:03:54.622000,45762674.3758735,5659577.06460414,40108161.4769024
2024-11-13 00:04:06.622000,45786024.9167723,5690037.18658828,40101192.1978146
2024-11-13 00:04:18.622000,45860362.1445993,5775736.13947997,40089799.4501469
2024-11-13 00:04:30.638000,45956555.073539,5881745.43639357,40080003.4197746
2024-11-13 00:04:42.630000,46046769.5218317,5949052.97820102,40102995.8169843
2024-11-13 00:04:54.622000,46052306.0036349,5977694.24457456,40079752.4524472
2024-11-13 00:05:06.622000,46078288.6792056,5964718.41854786,40118770.9362009
2024-11-13 00:05:18.622000,46069338.0217356,5944727.18497643,40129838.4052538
2024-11-13 00:05:30.622000,46029625.1761598,5914125.73738889,40120729.0738754
2024-11-13 00:05:42.622000,45962161.1465901,5863939.80918892,40103478.5531453
2024-11-13 00:05:54.630000,45931859.5657573,5830449.39040408,40106639.1245923
2024-11-13 00:06:06.622000,45891883.301451,5794633.36152122,40102375.4702626
2024-11-13 00:06:18.622000,45870561.5325003,5758622.17558336,40117121.7632799
2024-11-13 00:06:30.622000,45819218.7817264,5734876.55204106,40089553.9367556
2024-11-13 00:06:42.622000,45781067.4733476,5716451.63792435,40069815.8250812
2024-11-13 00:06:54.622000,45764060.3755685,5698499.29811885,40070681.7761868
2024-11-13 00:07:06.622000,45738192.9951206,5688525.97475574,40054834.9442805
2024-11-13 00:07:18.622000,45752203.8045642,5669151.97607264,40088235.6084348
2024-11-13 00:07:30.622000,45727403.3819215,5655827.04220283,40076696.6919553
2024-11-13 00:07:42.647000,45710311.9992719,5649349.00178435,40066084.3856954
2024-11-13 00:07:54.622000,45717553.4124501,5649701.54527669,40073119.7697167
2024-11-13 00:08:06.622000,45699430.9802405,5643391.18677817,40061153.2492318
2024-11-13 00:08:18.630000,45710717.4080315,5641324.25254484,40074559.3592887
2024-11-13 00:08:30.622000,45668725.0820901,5638789.2890693,40035085.7960373
2024-11-13 00:08:42.622000,45654405.3414709,5637274.39641971,40022280.949843
2024-11-13 00:08:54.622000,45650586.481199,5626085.44268342,40029677.5861623
2024-11-13 00:09:06.622000,45648214.7012436,5623240.68567883,40030146.4263861
2024-11-13 00:09:18.622000,45646086.7499801,5632655.15778036,40018659.85377
2024-11-13 00:09:30.622000,45660519.2332951,5629912.26143892,40035731.1161803
2024-11-13 00:09:42.622000,45675639.8977377,5630340.29514861,40050524.4113989
2024-11-13 00:09:54.646000,45658749.8168593,5624155.26885057,40039804.534995
2024-11-13 00:10:06.622000,45653162.3445459,5623236.20411787,40035055.4593169
2024-11-13 00:10:18.622000,45663369.2720049,5618723.96169989,40049818.4105972
2024-11-13 00:10:30.638000,45656719.5411151,5618876.84343232,40042984.4341384
2024-11-13 00:10:42.622000,45653729.6597391,5620102.77257036,40038803.4366
2024-11-13 00:10:54.622000,45654679.9890788,5613778.17521932,40046122.8305805
2024-11-13 00:11:06.622000,45644788.5978018,5616424.09922317,40033618.6135149
2024-11-13 00:11:18.630000,45650409.9766442,5609538.1406693,40046202.8251071
2024-11-13 00:11:30.624000,45606053.2830387,5605659.25013781,40005675.7285041
2024-11-13 00:11:42.622000,45607641.0003958,5602619.23377639,40010212.4537882
2024-11-13 00:11:54.622000,45611164.7558528,5598165.45325364,40018218.6046399
2024-11-13 00:12:06.622000,45607905.7575018,5591802.11336844,40021326.7364688
2024-11-13 00:12:18.622000,45597543.2763807,5593039.30606107,40009616.7436691
2024-11-13 00:12:30.622000,45618756.9248759,5594164.52298593,40029914.7744705
2024-11-13 00:12:42.622000,45599118.0284986,5589300.30398783,40015063.5657931
2024-11-13 00:12:54.622000,45611532.9139513,5595990.86589244,40020863.3827638
2024-11-13 00:13:06.622000,45582282.8098412,5595697.49611828,39991955.2561108
2024-11-13 00:13:18.623000,45580050.8484802,5597704.06184554,39987570.2183037
2024-11-13 00:13:30.622000,45602062.6226182,5597016.03675986,40010344.828775
2024-11-13 00:13:42.622000,45606755.7188224,5611191.77929186,40000860.4605946
2024-11-13 00:13:54.622000,45612361.6790157,5615795.93839017,40001798.1426317
2024-11-13 00:14:06.622000,45602187.5540804,5623946.57425915,39983510.6078585
2024-11-13 00:14:18.622000,45610517.1893718,5636484.04305746,39979277.262111
2024-11-13 00:14:30.622000,45623720.8168708,5642254.4718191,39986704.2519987
2024-11-13 00:14:42.646000,45616542.3435263,5653597.28127734,39968207.1061034
2024-11-13 00:14:54.622000,45651221.6041501,5668542.14182688,39988008.7259409
2024-11-13 00:15:06.622000,45676129.1986208,5690875.26294706,39990579.0661389
2024-11-13 00:15:18.622000,45699763.4768388,5716557.96575602,39988469.2804297
2024-11-13 00:15:30.622000,45748936.5765608,5752533.20408043,40001679.5523124
2024-11-13 00:15:42.622000,45768140.9528708,5788641.70939381,39984773.7032672
2024-11-13 00:15:54.622000,45806305.3559535,5818128.41547009,39993386.5881221
2024-11-13 00:16:06.622000,45892315.5628915,5893111.21315291,40004453.9867318
2024-11-13 00:16:18.622000,45921999.3043224,5921300.17936623,40005879.8201442
2024-11-13 00:16:30.622000,45925046.7720801,5949831.23440715,39980399.6802227
2024-11-13 00:16:42.630000,45993046.6762113,5985211.51790334,40013102.7233794
2024-11-13 00:16:54.630000,46035165.1336834,6013420.56991055,40026914.2238391
2024-11-13 00:17:06.622000,46056222.9447116,6055591.38891599,40005868.780494
2024-11-13 00:17:18.622000,46083230.2573246,6091920.35775304,39996519.5472102
2024-11-13 00:17:30.622000,46128843.7652223,6142724.22243895,39991365.0483717
2024-11-13 00:17:42.622000,46247109.7309402,6241417.44531104,40010940.5509162
2024-11-13 00:17:54.622000,46435768.734349,6428126.62026057,40012854.5268012
2024-11-13 00:18:06.622000,46714136.2960369,6692932.30013783,40026470.1765805
2024-11-13 00:18:18.622000,46991584.3092804,6981287.05048173,40015637.2165755
2024-11-13 00:18:30.622000,47547149.8296662,7485537.99778956,40066875.9441446
2024-11-13 00:18:42.622000,48274293.7830709,8201460.78303956,40078078.4983865
2024-11-13 00:18:54.622000,48997979.5040839,8895947.39057486,40107306.5696626
2024-11-13 00:19:06.622000,49579667.7574108,9462802.3160731,40122193.6780967
2024-11-13 00:19:18.622000,50056882.1185816,9909765.36927596,40152400.8617019
2024-11-13 00:19:30.622000,50502562.2498295,10343643.1210875,40164328.7250183
2024-11-13 00:19:42.622000,50833120.6888647,10652652.9307878,40185807.0245414
2024-11-13 00:19:54.622000,51170079.1478685,10972213.2686701,40203330.6294564
2024-11-13 00:20:06.622000,51338673.0576046,11138106.5881037,40205967.0970576
2024-11-13 00:20:30.622,51763748.4090442,11555536.2503499,40213609.3426164
2024-11-13 00:20:42.622,51986338.8044075,11750866.2352182,40240970.4178648
2024-11-13 00:20:54.630,52225519.353303,11978215.4468588,40252741.0815952
2024-11-13 00:21:06.622,52498734.6476267,12246379.8442691,40257746.4696479
2024-11-13 00:21:18.623,52938466.7678351,12672365.375586,40271643.3613925
2024-11-13 00:21:30.622,53047517.3014108,12761919.1422982,40291017.4005223
2024-11-13 00:21:42.623,53064027.4602856,12785697.3197815,40283816.9576296
2024-11-13 00:21:54.641,53207472.6288476,12932111.5440608,40280829.971873
2024-11-13 00:22:06.622,53338244.2065463,13052913.4637859,40290774.8069998
2024-11-13 00:22:18.622,53401787.7303739,13125287.6388466,40281985.5259271
2024-11-13 00:22:30.639,53460056.3367075,13177510.9600096,40287950.8324161
2024-11-13 00:22:42.622,53513802.0107054,13228195.3810243,40291078.274653
2024-11-13 00:22:54.641,53514346.1710564,13234247.1354197,40285548.6156453
2024-11-13 00:23:06.622,53526236.2644466,13246773.0175557,40284936.2670321
2024-11-13 00:23:18.630,53502827.1725723,13227569.9829494,40280702.6252957
2024-11-13 00:23:30.622,53507813.4210891,13206430.8264886,40306753.5674912
2024-11-13 00:23:42.623,53486221.1055865,13180465.7855464,40311177.3155951
2024-11-13 00:23:54.622,53423751.4375464,13126761.9423216,40302388.0506458
2024-11-13 00:24:06.622,53324103.6191695,13046732.3226612,40282829.1464077
2024-11-13 00:24:18.622,53261032.6550663,12977462.9193922,40289133.7659763
2024-11-13 00:24:30.638,53170469.2711431,12894507.15757,40281414.4495868
2024-11-13 00:24:42.622,53055174.9291741,12781107.3872008,40279536.4271743
2024-11-13 00:24:54.622,52939463.4192587,12673803.3801312,40271097.206781
2024-11-13 00:25:06.622,52844880.7111481,12579948.6619778,40270515.386583
2024-11-13 00:25:18.622,52723089.2699057,12466705.4608836,40261918.8796377
2024-11-13 00:25:30.622,52632638.5542086,12385788.9159391,40252335.0632141
2024-11-13 00:25:42.622,52545580.9066264,12297546.5875338,40253554.2213532
2024-11-13 00:25:54.630,52438261.5842158,12206799.6217568,40236948.7644526
2024-11-13 00:26:06.624,52348852.1371134,12106261.0013438,40248037.942872
2024-11-13 00:26:18.622,52213763.1947269,12005740.5249623,40213517.7435035
2024-11-13 00:26:30.622,52135239.4406886,11896689.8914465,40243972.9162595
2024-11-13 00:26:42.622,52009314.7456699,11777412.7414827,40237439.8307764
2024-11-13 00:26:54.622,51891522.9322882,11667963.6745853,40229080.5331947
2024-11-13 00:27:06.622,51793865.0983529,11567141.9411331,40232240.9834596
2024-11-13 00:27:18.622,51693360.7788534,11458678.8298446,40240214.2598345
2024-11-13 00:27:30.622,51575762.2349031,11341509.2980196,40239775.5913153
2024-11-13 00:27:42.630,51458609.8828004,11210255.734929,40253871.2903474
2024-11-13 00:27:54.622,51313362.1393985,11080474.9622343,40238407.7650892
2024-11-13 00:28:06.622,51188520.5889734,10949742.4137541,40244282.2196543
2024-11-13 00:28:18.622,51050183.0888127,10828480.4973011,40227287.9896359
2024-11-13 00:28:30.622,50920347.5757193,10715468.0571902,40210327.0226126
2024-11-13 00:28:42.622,50802690.864313,10586683.9861582,40221369.577403
2024-11-13 00:28:54.622,50677597.9831625,10457684.6426425,40225354.6374957
2024-11-13 00:29:06.622,50557669.701025,10331533.1266302,40231656.4728497
2024-11-13 00:29:18.647,50429740.9662229,10208505.2985749,40226741.7729025
2024-11-13 00:29:30.622,50289598.1698703,10086387.1692353,40208694.357169
2024-11-13 00:29:42.622,50210532.9564693,9977427.45832933,40238669.5169336
2024-11-13 00:29:54.622,50083102.4472375,9871220.198974,40217428.3408503
2024-11-13 00:30:06.622,49971827.5871222,9768673.33314718,40208691.3834585
2024-11-13 00:30:18.622,49867684.5994234,9675426.03181695,40197880.5018373
2024-11-13 00:30:30.622,49791909.1444683,9590924.65098193,40206421.6498936
2024-11-13 00:30:42.622,49691798.1743538,9506925.20393646,40190489.3888922
2024-11-13 00:30:54.622,49612890.3260502,9420761.31247458,40197607.540041
2024-11-13 00:31:06.622,49540045.8360108,9345089.72771424,40200506.3472671
2024-11-13 00:31:18.622,49410402.3127589,9264477.32298025,40151440.7514122
2024-11-13 00:31:30.622,49337053.7145552,9195130.40984177,40147386.6666115
2024-11-13 00:31:42.622,49254345.3012762,9119001.5640637,40140845.0218683
2024-11-13 00:31:54.622,49178895.1718798,9050634.36451682,40133776.5708981
2024-11-13 00:32:06.622,49130737.040455,8992004.55602068,40144204.1218611
2024-11-13 00:32:18.622,49058023.0945099,8947145.86717486,40116371.6191805
2024-11-13 00:32:30.622,49020796.4897693,8893974.65093847,40132281.7533779
2024-11-13 00:32:42.622,48976366.6932228,8845022.66460148,40136843.2410742
2024-11-13 00:32:54.622,48930276.6842022,8786410.55164473,40149441.1847848
2024-11-13 00:33:06.622,48858169.1820821,8734541.054475,40129126.6486945
2024-11-13 00:33:18.622,48793662.6678558,8685198.01060336,40114019.0273027
2024-11-13 00:33:30.622,48759150.0358007,8632875.76690553,40131765.8933922
2024-11-13 00:33:42.622,48677632.912527,8570770.62031592,40112455.2706513
2024-11-13 00:33:54.622,48628680.7785081,8521528.87207195,40112651.1188891
2024-11-13 00:34:06.622,48563986.2381842,8484060.14933915,40085488.7306173
2024-11-13 00:34:18.622,48526755.2360091,8437279.9297292,40095108.2778482
2024-11-13 00:34:30.622,48505651.4090516,8389057.98128159,40122226.3935126
2024-11-13 00:34:42.630,48426473.3207689,8339312.5359171,40092766.8690148
2024-11-13 00:34:54.622,48386770.5881765,8296359.70199729,40095960.4299397
2024-11-13 00:35:06.622,48357051.4285635,8274770.13949002,40087907.3601213
2024-11-13 00:35:18.622,48356003.434937,8289491.692065,40072027.4988012
2024-11-13 00:35:30.622,48394470.044812,8307217.74086514,40092943.1812032
2024-11-13 00:35:42.622,48344608.0019857,8267419.10796407,40082797.0407959
2024-11-13 00:35:54.622,48309235.553622,8215361.45980097,40099443.6322105
2024-11-13 00:36:06.622,48246350.376916,8167355.73444237,40084559.3545734
2024-11-13 00:36:18.622,48193592.0683402,8121950.64775681,40077217.8517502
2024-11-13 00:36:30.622,48125058.7341823,8063425.67742963,40067209.4859971
2024-11-13 00:36:42.622,48066155.9994208,8009256.82057929,40062485.2625845
2024-11-13 00:36:54.630,47954230.2415213,7929882.30751729,40029961.5965361
2024-11-13 00:37:06.622,47895112.4214091,7867627.41908906,40033083.4926582
