Flare_ID,NOAA_Region,GOES_Class,Start_Time_UTC,Peak_Time_UTC,End_Time_UTC,Preflare_Intensity,Flare_Peak_Intensity,Quiet_Sun_Intensity,Intensity_Ratio,Peak_Ratio,Flare_Contrast,Enhancement_QS,Fluence,FWHM,Box_Area,Preflare_level
20240710_152500.000,13738,M1.0,2024-07-10T15:25:00,2024-07-10T15:37:00,2024-07-10T15:46:00,663567134.2900368,665366857.3801183,2769.3539635153243,1.0027121944368251,0.9807518970444773,0.0027121944368251627,-0.019248102955522723,834987163.4508504,24920.995000123978,244976,0.9841475593135798
