date_time,Mean,Std,diff_count,Diff_error,Img_count,area
2024-10-08 23:56:11.641320,0.7606267516882042,141.25031355836438,0.0,2037.1036449463995,8495413.7265625,325
2024-10-08 23:57:48.633615,-4.204345127250155,118.52442928678832,0.0,890.8783230741657,1627026.001953125,73
2024-10-08 23:59:25.593910,-2.0085397739029025,109.27512032425624,0.0,703.8181513959235,1009673.630859375,40
2024-10-09 00:01:02.554080,-12.703726275793315,109.89394827992987,0.0,1268.8300944546318,3279243.3076171875,131
2024-10-09 00:02:39.513260,17.22995692492899,239.3584516359388,1824284.08984375,4712.28372417183,48715919.728027344,2687
2024-10-09 00:04:16.473555,22.710832722005907,255.03998937842306,2709308.2939453125,4611.328491886368,46616467.337890625,2373
2024-10-09 00:05:53.434850,3.059913849857984,189.11177443839892,0.0,2658.594098589457,14964871.6796875,777
2024-10-09 00:07:30.394145,-5.492617045689672,188.9753634093634,0.0,986.2589986915202,2041937.267578125,106
2024-10-09 00:09:07.354450,-12.309245151703252,186.18379760627286,0.0,0.0,0.0,0
2024-10-09 00:10:44.319620,-11.711152493275398,192.69871320833866,0.0,0.0,0.0,0
2024-10-09 00:12:21.407790,-9.225051257453492,201.645112414974,0.0,1072.7006406965465,2393155.39453125,88
2024-10-09 00:13:58.496085,-7.809916671369185,202.278475120637,0.0,1001.9432093807607,2084710.7890625,76
2024-10-09 00:15:35.583390,-12.607008633824277,201.86737081644915,0.0,1282.575345770425,3448064.14453125,154
2024-10-09 00:17:12.672685,-10.797182250813536,204.87436989095647,0.0,1272.880473840177,3374900.63671875,133
2024-10-09 00:18:49.760980,-7.421793352519609,208.4607277417784,0.0,1183.981252779618,2913710.94140625,109
2024-10-09 00:20:26.848285,-9.152421797114535,206.583278323905,0.0,1357.3972950112677,3841068.998046875,150
2024-10-09 00:22:03.937330,-1.7976487406655004,204.52767255980473,0.0,1430.8186445711224,4274888.392578125,166
2024-10-09 00:23:41.256250,-2.9332656170645,210.58172846023305,0.0,1567.3973623351158,5165020.556640625,240
2024-10-09 00:25:18.113920,-4.759212234072569,206.25791157945562,0.0,1224.5895963315054,3147566.658203125,149
2024-10-09 00:26:55.200225,1.22057822169554,218.60391464985966,0.0,2536.5798477908693,13561499.8984375,558
2024-10-09 00:28:32.288520,1.5023079961627448,212.94963418853078,0.0,2261.2631334048883,10753193.033203125,452
2024-10-09 00:30:09.376690,-0.8783101028911084,222.2942512634735,0.0,1933.8893118173357,7887363.1796875,375
2024-10-09 00:31:46.496985,18.064800707258808,228.73267381263264,0.0,1790.6397848566105,6775416.548828125,337
2024-10-09 00:33:23.585165,11.512604631040386,217.45445772558196,0.0,1893.7298043864348,7568433.6943359375,383
2024-10-09 00:35:00.673460,15.82560051163403,226.93289995069313,0.0,2140.1941125981093,9637696.505859375,454
2024-10-09 00:36:37.761755,6.626029381336644,212.955229725403,0.0,2553.8000643266278,13689218.458984375,661
2024-10-09 00:38:14.850060,22.2882380603051,210.7552843360665,0.0,1765.447208761516,6557677.857421875,321
2024-10-09 00:39:51.938230,3.28862178582849,225.9895777376509,0.0,1589.0127229943412,5299932.794921875,241
2024-10-09 00:41:28.961525,7.8332185918778094,212.84552349752937,0.0,2033.2133526399818,8688178.302734375,416
2024-10-09 00:43:05.985695,16.27941237326712,229.16582829450323,0.0,1231.6880958382635,3198970.904296875,144
2024-10-09 00:44:43.100000,4.897330850403476,240.67551669402062,0.0,2782.8568157353634,16391063.65234375,766
2024-10-09 00:46:20.342950,14.810488497639335,252.1723316202312,0.0,3170.7518699283764,21345409.294921875,986
2024-10-09 00:47:57.585900,10.352854428832082,248.55595398771987,0.0,2190.857131011938,10153659.87890625,465
2024-10-09 00:49:34.114760,11.177435434418674,259.8215524082419,0.0,2105.252548616681,9404269.421875,424
2024-10-09 00:51:11.139065,14.896390346669676,257.58631011578194,0.0,2705.1747602775276,15565970.296875,745
2024-10-09 00:52:48.196235,19.824287568421646,249.95604817266027,0.0,3010.284114206197,19242189.025390625,926
2024-10-09 00:54:25.219530,5.472426311532457,233.48741493867027,0.0,2122.220076701537,9552701.169921875,486
2024-10-09 00:56:02.275825,4.183006978537705,250.20296005705052,0.0,2312.1099580798386,11372897.9296875,567
2024-10-09 00:57:39.333130,12.110885390215,245.38528288473856,0.0,2492.201092243499,13161279.708984375,650
2024-10-09 01:04:40.291255,-1.6836709741737674,251.30892934327105,0.0,703.1368221228355,1051382.791015625,51
2024-10-09 01:06:17.347425,10.524289449429114,266.76180804412303,0.0,1694.1781991596436,6222233.25,365
2024-10-09 01:07:54.403720,6.883227056411414,278.32216568533056,0.0,2498.7599226662505,13631783.224609375,762
2024-10-09 01:09:31.395890,15.353858886819781,282.9820565586082,0.0,2766.512921552543,16825345.001953125,955
