Time,xrsa,xrsb,xrsa_quality,xrsb_quality,xrsa_primary_chan,xrsb_primary_chan
2024-11-12 22:30:00.080915,5.2275595e-08,1.532626e-06,0,0,1,1
2024-11-12 22:30:01.080914,5.443283e-08,1.5274816e-06,0,0,1,1
2024-11-12 22:30:02.080917,5.3370336e-08,1.5454993e-06,0,0,1,1
2024-11-12 22:30:03.080918,5.0118363e-08,1.531983e-06,0,0,1,1
2024-11-12 22:30:04.080926,4.042693e-08,1.5326382e-06,0,0,1,1
2024-11-12 22:30:05.080926,5.443283e-08,1.5171927e-06,0,0,1,1
2024-11-12 22:30:06.080929,4.6882512e-08,1.5403427e-06,0,0,1,1
2024-11-12 22:30:07.080930,5.766868e-08,1.5377705e-06,0,0,1,1
2024-11-12 22:30:08.080936,4.792888e-08,1.5396753e-06,0,0,1,1
2024-11-12 22:30:09.080937,5.8763426e-08,1.5371396e-06,0,0,1,1
2024-11-12 22:30:10.080937,5.3370336e-08,1.5480716e-06,0,0,1,1
2024-11-12 22:30:11.080938,5.119698e-08,1.5403427e-06,0,0,1,1
2024-11-12 22:30:12.080946,5.766868e-08,1.5236233e-06,0,0,1,1
2024-11-12 22:30:13.080949,5.766868e-08,1.5474163e-06,0,0,1,1
2024-11-12 22:30:14.080954,5.2275595e-08,1.5364844e-06,0,0,1,1
2024-11-12 22:30:15.080954,6.6313746e-08,1.5467855e-06,0,0,1,1
2024-11-12 22:30:16.080957,5.9825915e-08,1.5461303e-06,0,0,1,1
2024-11-12 22:30:17.080961,4.797725e-08,1.5255646e-06,0,0,1,1
2024-11-12 22:30:18.080961,4.903975e-08,1.5403427e-06,0,0,1,1
2024-11-12 22:30:19.080966,5.5511446e-08,1.5493456e-06,0,0,1,1
2024-11-12 22:30:20.080970,5.2259477e-08,1.521682e-06,0,0,1,1
2024-11-12 22:30:21.080973,5.766868e-08,1.5467733e-06,0,0,1,1
2024-11-12 22:30:22.080973,5.0134485e-08,1.5345674e-06,0,0,1,1
2024-11-12 22:30:23.080978,6.090453e-08,1.5409857e-06,0,0,1,1
2024-11-12 22:30:24.080980,4.797725e-08,1.5352105e-06,0,0,1,1
2024-11-12 22:30:25.080984,4.9055867e-08,1.552573e-06,0,0,1,1
2024-11-12 22:30:26.080987,5.8763426e-08,1.5165617e-06,0,0,1,1
2024-11-12 22:30:27.080990,6.092066e-08,1.5294229e-06,0,0,1,1
2024-11-12 22:30:28.080992,5.5511446e-08,1.5287677e-06,0,0,1,1
2024-11-12 22:30:29.080991,5.5511446e-08,1.5403427e-06,0,0,1,1
2024-11-12 22:30:30.080995,5.3354213e-08,1.5596345e-06,0,0,1,1
2024-11-12 22:30:31.081002,5.657394e-08,1.5396876e-06,0,0,1,1
2024-11-12 22:30:32.081003,4.5820016e-08,1.5339243e-06,0,0,1,1
