# Date,FullDiskIntensity,ROI_Intensity,OutsideROI_Intensity
2024-10-08 23:56:06.622000,52062668.639928356,3962537.675198507,48105654.30482343
2024-10-08 23:56:18.622000,52063831.06348564,3959479.8919739574,48109840.725707754
2024-10-08 23:56:30.622000,52080374.21646102,3958936.2313114987,48126967.18573377
2024-10-08 23:56:42.622000,52087377.81742992,3952238.3964048317,48140602.08592028
2024-10-08 23:56:54.622000,52091413.93892615,3955981.195422064,48141021.23461149
2024-10-08 23:57:06.622000,52095616.942046344,3953916.9251888203,48147099.5934546
2024-10-08 23:57:18.622000,52100652.8237376,3958582.5620186003,48147557.400881074
2024-10-08 23:57:30.622000,52109345.64908855,3952570.3922010027,48162229.301536866
2024-10-08 23:57:42.622000,52124559.515330695,3955314.4634791585,48174761.15061387
2024-10-08 23:57:54.622000,52133774.915255636,3952143.9556147424,48187011.57584004
2024-10-08 23:58:06.638000,52184056.51163842,3956540.3547938615,48233057.07458986
2024-10-08 23:58:18.622000,52199984.83166597,3953549.045429161,48251849.5025476
2024-10-08 23:58:30.622000,52207188.4113928,3953344.6176545625,48259361.96471295
2024-10-08 23:58:42.622000,52233684.65251255,3956705.4527728916,48282428.76659769
2024-10-08 23:58:54.622000,52271627.53754938,3955456.1340549323,48321607.180962645
2024-10-08 23:59:06.622000,52298344.37748166,3953035.767596462,48350829.53493231
2024-10-08 23:59:18.622000,52312383.45811008,3955631.259305684,48362263.817916624
2024-10-08 23:59:30.622000,52318188.57184423,3957344.6204007682,48366295.58295123
2024-10-08 23:59:42.622000,52355159.156972736,3962846.5959547493,48397740.748707935
2024-10-08 23:59:54.622000,52348908.312749825,3975730.017908945,48378606.480659544
2024-10-09 00:00:06.622000,52345323.41363071,3969652.770188768,48381141.625347026
2024-10-09 00:00:18.622000,52363010.57713324,3970020.539260739,48398435.45852745
2024-10-09 00:00:30.622000,52405588.14252005,3974800.2695822,48436323.27111455
2024-10-09 00:00:42.622000,52405859.93303879,3975545.9213784966,48435821.488259725
2024-10-09 00:00:54.622000,52442197.69551956,3975936.505441288,48471795.21122566
2024-10-09 00:01:06.622000,52461738.46045122,3973238.623338165,48494062.12456284
2024-10-09 00:01:18.622000,52454682.90964299,3971404.2627126067,48488778.54316526
