Time,AR_total,AR_count_Er,QS_total,QS_count_Er,AR_area,QS_area
2024-10-08T23:01:14.453,1119174177.64148,23655.593182601446,18544331.40869089,3045.023104074162,140620,3364
2024-10-08T23:02:51.414,1119005994.3195305,23653.815699792816,18600571.65660756,3049.6369994318634,140620,3364
2024-10-08T23:04:28.406,1119518791.6544406,23659.234895220518,18633431.178509258,3052.329534839682,140620,3364
2024-10-08T23:06:05.430,1119739591.6542761,23661.567907202138,18465742.720861256,3038.5640293452147,140620,3364
2024-10-08T23:07:42.423,1118897424.5722091,23652.66818534654,18616164.859570246,3050.9150151692397,140620,3364
2024-10-08T23:09:19.447,1119566983.5782619,23659.74411926576,18572986.856827065,3047.3748421245346,140620,3364
2024-10-08T23:10:56.437,1117340640.8575482,23636.207826738497,18374797.62811013,3031.0722218474216,140620,3364
2024-10-08T23:12:33.429,1118560900.3766031,23649.110980929105,18431569.772593446,3035.75112390603,140620,3364
2024-10-08T23:14:10.454,1118616752.4938302,23649.70139868398,18521389.237452663,3043.1389417386667,140620,3364
2024-10-08T23:15:47.414,1120710240.8357978,23671.821231538124,18349732.85618588,3029.004197437326,140620,3364
2024-10-08T23:17:24.374,1123930859.6904695,23705.81004406377,18467075.800294317,3038.673707416964,140620,3364
2024-10-08T23:19:01.365,1118628636.014638,23649.827018549608,18541530.297326334,3044.7931208315563,140620,3364
2024-10-08T23:20:38.327,1118834873.621686,23652.007035574017,18330329.777722146,3027.4023334966682,140620,3364
2024-10-08T23:22:15.287,1118231040.1000817,23645.623697632524,17941531.22832086,2995.123639210981,140620,3364
2024-10-08T23:23:52.278,1118248912.2127204,23645.812654809735,18234194.70447515,3019.45315450291,140620,3364
2024-10-08T23:25:29.239,1120979442.5317132,23674.664121500366,18031312.089304585,3002.6082069847694,140620,3364
2024-10-08T23:27:06.200,1119947694.395713,23663.76654714664,17903403.868132837,2991.939493717481,140620,3364
2024-10-08T23:28:43.159,1119111656.9226348,23654.932434089034,18246871.93828894,3020.5026020754344,140620,3364
2024-10-08T23:30:20.119,1118240685.6568308,23645.725677771352,18275677.0046912,3022.8857904898755,140620,3364
2024-10-08T23:31:57.795,1118687599.6474986,23650.45030911144,18293592.59591433,3024.3670904764795,140620,3364
2024-10-08T23:33:34.398,1117811913.7582111,23641.191951318902,18373875.794707082,3030.996188937482,140620,3364
2024-10-08T23:35:11.000,1117963335.76583,23642.793148926274,18553582.12788319,3045.782504372496,140620,3364
2024-10-08T23:36:47.960,1119501352.4334574,23659.050619514062,18509836.840368237,3042.1897409898875,140620,3364
2024-10-08T23:38:24.920,1117664880.0289586,23639.637053357637,18408897.397189274,3033.8834352352164,140620,3364
2024-10-08T23:40:01.881,1117847924.7597492,23641.572756055688,18666522.715330023,3055.0386834973156,140620,3364
2024-10-08T23:41:38.841,1119736848.2229495,23661.538921031206,18551339.767292216,3045.5984442546114,140620,3364
2024-10-08T23:43:15.801,1120210951.2704113,23666.547607017073,18488511.749282762,3040.436790107859,140620,3364
2024-10-08T23:44:52.761,1117456762.2117865,23637.436009556815,18732556.946004495,3060.437627693505,140620,3364
2024-10-08T23:46:29.754,1115894522.1436255,23620.90728722783,18488297.941756386,3040.4192097272035,140620,3364
2024-10-08T23:48:06.712,1114713975.3869777,23608.409258005693,18510072.815363824,3042.2091327983867,140620,3364
2024-10-08T23:49:43.676,1115305449.9117343,23614.671815544407,18473667.17565605,3039.2159495218543,140620,3364
2024-10-08T23:51:20.669,1114582755.3976917,23607.01966998049,18506991.87506748,3041.9559394464836,140620,3364
2024-10-08T23:52:57.657,1116921433.363541,23631.773456128307,18560626.872300345,3046.3606871396846,140620,3364
2024-10-08T23:54:34.649,1117113943.1420424,23633.809924999845,18459347.180568952,3038.0377861844436,140620,3364
2024-10-08T23:56:11.641,1116115431.3566074,23623.245240193053,18438506.55890733,3036.3223279905023,140620,3364
2024-10-08T23:57:48.634,1115484651.5432148,23616.568882282783,18597884.368871074,3049.416695769133,140620,3364
2024-10-08T23:59:25.594,1115488276.9889996,23616.607260453387,18289669.72443653,3024.042800989805,140620,3364
2024-10-09T00:01:02.554,1114663645.5920181,23607.87628729042,18440862.590497214,3036.5163090700844,140620,3364
2024-10-09T00:02:39.513,1120147921.136092,23665.88178302355,18529343.462333832,3043.792327207445,140620,3364
2024-10-09T00:04:16.474,1119472784.0567439,23658.748741815827,18544657.124727245,3045.0498456287414,140620,3364
2024-10-09T00:05:53.435,1117230615.49731,23635.04406064552,18383004.708965063,3031.7490586264776,140620,3364
2024-10-09T00:07:30.394,1114654677.4946573,23607.781317763187,18500844.911428392,3041.4507156477475,140620,3364
2024-10-09T00:09:07.354,1113314800.5653358,23593.58811801774,18580575.02222873,3047.997295129109,140620,3364
2024-10-09T00:10:44.320,1113100400.0677814,23591.31619969286,18717498.260963485,3059.207271578986,140620,3364
2024-10-09T00:12:21.408,1114274112.3912444,23603.750892509055,18666568.483835183,3055.0424288244494,140620,3364
2024-10-09T00:13:58.496,1114286001.84906,23603.876819805046,18626685.079484746,3051.776947901398,140620,3364
2024-10-09T00:15:35.583,1113512936.496012,23595.6874925908,18804002.3041282,3066.2682779013485,140620,3364
2024-10-09T00:17:12.673,1113604122.3176994,23596.653600857255,18586992.99606333,3048.523658762002,140620,3364
2024-10-09T00:18:49.761,1114817324.8572533,23609.503646384153,18821409.247777164,3067.6871782971257,140620,3364
2024-10-09T00:20:26.848,1115627715.4066455,23618.083277508416,18654229.489226475,3054.0325382374754,140620,3364
