Time,Total,Area,Exposure,Meas_exposure
2024-10-08 23:57:02.873410,1001834957.8019953,1001834957.8019953,305606,2000,1924.3000000000002
2024-10-08 23:58:39.865705,1002540083.4981056,1002540083.4981058,305606,2000,1924.3000000000002
2024-10-09 00:00:16.823000,1002069434.5915108,1002069434.5915108,305606,2000,1924.3000000000002
2024-10-09 00:01:53.783180,1001273706.0638638,1001273706.0638638,305606,2000,1924.3000000000002
2024-10-09 00:03:30.743475,1002435526.7201192,1002435526.7201194,305606,2000,1924.3000000000002
2024-10-09 00:05:07.703770,1000678959.0162878,1000678959.0162878,305606,2000,1921.6000000000004
2024-10-09 00:06:44.664065,1003219822.360688,1003219822.360688,305606,2000,1924.3000000000002
2024-10-09 00:08:21.624245,1003713810.8368624,1003713810.8368626,305606,2000,1924.3000000000002
2024-10-09 00:09:58.584540,1003049892.7017946,1003049892.7017946,305606,2000,1921.6000000000004
2024-10-09 00:11:35.613710,1004302557.9444003,1004302557.9444003,305606,2000,1924.3000000000002
2024-10-09 00:13:12.704005,1004589152.7668588,1004589152.7668588,305606,2000,1924.3000000000002
2024-10-09 00:14:49.790310,1005003276.1471174,1005003276.1471174,305606,2000,1924.3000000000002
2024-10-09 00:16:26.878605,1000689208.9783676,1000689208.9783676,305606,2000,1921.6000000000004
2024-10-09 00:18:03.966775,1003584074.0707004,1003584074.0707005,305606,2000,1924.3000000000002
2024-10-09 00:19:41.549450,1001021430.8247255,1001021430.8247256,305606,2000,1921.6000000000004
2024-10-09 00:21:18.143250,1002719449.5656734,1002719449.5656735,305606,2000,1924.3000000000002
2024-10-09 00:22:55.231545,1003149901.9940296,1003149901.9940296,305606,2000,1924.3000000000002
2024-10-09 00:24:32.319840,1001617578.5262678,1001617578.5262678,305606,2000,1924.3000000000002
2024-10-09 00:26:09.408135,1002787351.1537213,1002787351.1537213,305606,2000,1924.3000000000002
2024-10-09 00:27:46.496440,1001264366.1229949,1001264366.1229949,305606,2000,1924.3000000000002
2024-10-09 00:29:23.584485,1001601375.3005966,1001601375.3005966,305606,2000,1924.3000000000002
2024-10-09 00:31:00.708780,1001666810.6675974,1001666810.6675973,305606,2000,1924.3000000000002
2024-10-09 00:32:37.793085,1001072420.4130402,1001072420.4130402,305606,2000,1921.6000000000004
