# Date,FullDiskIntensity,ROI_Intensity,OutsideROI_Intensity
2024-11-01 00:16:06.646000,63486385.255873494,7392537.6854366185,56099264.02782141
2024-11-01 00:16:18.622000,63428668.34804887,7331216.207458111,56102956.85172443
2024-11-01 00:16:30.622000,63355364.12864368,7256222.791875864,56104688.79490677
2024-11-01 00:16:42.622000,63295243.0200049,7208102.620320672,56092592.707503825
2024-11-01 00:16:54.647000,63237978.3569229,7167764.356525071,56075811.09829085
2024-11-01 00:17:06.622000,63228976.40227414,7133909.820366053,56100551.98794259
2024-11-01 00:17:18.623000,63158508.43493777,7081955.54869153,56081897.633473895
2024-11-01 00:17:30.622000,63115970.17225315,7023955.206669634,56097510.02227326
2024-11-01 00:17:42.622000,63038165.46526981,6951097.459657542,56092559.61307093
2024-11-01 00:17:54.626000,62959223.852544956,6870620.372595181,56094068.200065576
2024-11-01 00:18:06.622000,62875268.37535181,6780310.03989261,56100380.99992141
2024-11-01 00:18:18.622000,62821043.51609167,6679189.696320553,56147306.129470296
2024-11-01 00:18:30.622000,62771888.0815612,6577422.503034517,56199843.42201834
2024-11-01 00:18:42.622000,62709405.368882276,6500455.393185995,56214303.000217184
2024-11-01 00:18:54.626000,62587299.40399056,6427427.25868409,56165375.46801857
2024-11-01 00:19:06.622000,62509939.70608007,6354719.231657583,56160728.629097596
2024-11-01 00:19:18.622000,62437048.140022635,6295835.476429163,56146597.40732518
2024-11-01 00:19:30.622000,62358384.31655366,6254893.923760795,56108910.983245604
2024-11-01 00:19:42.622000,62316393.01142344,6216050.725474535,56105805.623362735
2024-11-01 00:19:54.625000,62238014.38986815,6176010.6122778235,56067416.09443769
2024-11-01 00:20:06.622000,62185366.05545387,6144402.042202297,56046392.87918119
2024-11-01 00:20:18.622000,62132591.46646259,6115847.06235198,56022057.4395251
2024-11-01 00:20:30.622000,62077947.0420127,6085291.248246168,55998091.55436967
2024-11-01 00:20:42.622000,62043304.03558752,6064138.345665597,55984600.06784354
2024-11-01 00:20:54.630000,62023049.57509866,6043842.524332157,55984674.524983026
2024-11-01 00:21:06.622000,61948818.08059184,6021818.883821304,55932437.71524309
2024-11-01 00:21:18.622000,61927191.58326126,6004946.926545208,55927713.5098668
2024-11-01 00:21:30.622000,61905889.08538709,5989795.883190442,55921533.099603906
2024-11-01 00:21:42.622000,61911668.85974817,5972934.9497671155,55944166.91458773
2024-11-01 00:21:54.626000,61899641.201437406,5958468.583752301,55946530.464783415
2024-11-01 00:22:06.622000,61858995.75012617,5949005.650870521,55915338.98328456
2024-11-01 00:22:18.630000,61834031.53345707,5935079.798896302,55904362.67060858
2024-11-01 00:22:30.622000,61828520.56559745,5916175.277708735,55917735.54178843
2024-11-01 00:22:42.622000,61825989.59180803,5910097.656088406,55921384.22885887
2024-11-01 00:22:54.625000,61832078.96326245,5907699.69029148,55929746.08313868
2024-11-01 00:23:06.622000,61812420.8836759,5896807.492574441,55920931.93858781
2024-11-01 00:23:18.622000,61820318.66480557,5888347.006040766,55937355.01799337
2024-11-01 00:23:30.622000,61797730.96294458,5879995.449515478,55923071.990733564
2024-11-01 00:23:42.622000,61783557.04235257,5870812.522924773,55918047.209175974
2024-11-01 00:23:54.630000,61772518.52081675,5868070.422195333,55909773.54444824
2024-11-01 00:24:06.622000,61787475.679022394,5852271.8654379435,55940623.03070752
2024-11-01 00:24:18.622000,61790780.37044405,5846727.907476208,55949412.38401001
2024-11-01 00:24:30.622000,61798237.651894026,5845943.293359152,55957674.96360473
2024-11-01 00:24:42.622000,61801338.25613023,5837789.705562968,55968885.717339076
2024-11-01 00:24:54.622000,61757593.70461368,5832245.066948981,55930747.165169775
2024-11-01 00:25:06.622000,61767504.714233026,5829423.019246481,55943601.570606634
