Time,Total,Area,Exposure,Meas_exposure
2024-11-01 00:24:02.751695,1540671298.656118,1540671298.6561177,340896,2000,1932.4
2024-11-01 00:25:26.943960,1544193998.5434437,1544193998.5434437,340896,2000,1932.4
2024-11-01 00:26:51.137235,1550532734.8973298,1550532734.8973298,340896,2000,1932.4
2024-11-01 00:28:15.329510,1547039323.60004,1547039323.60004,340896,2000,1932.4
2024-11-01 00:29:39.520660,1544445056.2534122,1544445056.2534122,340896,2000,1927.0
2024-11-01 00:31:04.272810,1550278534.6665769,1550278534.6665769,340896,2000,1932.4
2024-11-01 00:32:33.745095,1551396297.1273546,1551396297.1273546,340896,2000,1927.0
2024-11-01 00:34:03.216380,1549076175.9674845,1549076175.9674845,340896,2000,1929.7000000000003
2024-11-01 00:35:32.689540,1550649483.7908878,1550649483.7908878,340896,2000,1932.4
2024-11-01 00:37:02.161825,1551580575.3600593,1551580575.360059,340896,2000,1927.0
2024-11-01 00:38:31.632985,1551449242.1564727,1551449242.1564727,340896,2000,1929.7000000000003
2024-11-01 00:40:01.106270,1550101737.4807515,1550101737.4807515,340896,2000,1929.7000000000003
2024-11-01 00:41:30.578680,1552248497.4989161,1552248497.4989161,340896,2000,1929.7000000000003
2024-11-01 00:43:00.498400,1549047919.6922836,1549047919.6922834,340896,2000,1929.7000000000003
2024-11-01 00:44:29.523125,1548671427.7516313,1548671427.7516313,340896,2000,1929.7000000000003
2024-11-01 00:45:58.993285,1548083964.0567503,1548083964.0567503,340896,2000,1929.7000000000003
2024-11-01 00:47:28.464570,1549537351.2402887,1549537351.240289,340896,2000,1924.3000000000002
2024-11-01 00:48:57.937720,1551905747.018177,1551905747.018177,340896,2000,1929.7000000000003
2024-11-01 00:50:27.409880,1552721437.3090532,1552721437.3090534,340896,2000,1927.0
2024-11-01 00:51:56.881165,1546824365.6370533,1546824365.637053,340896,2000,1929.7000000000003
2024-11-01 00:53:26.354450,1547167118.891303,1547167118.891303,340896,2000,1929.7000000000003
2024-11-01 00:54:55.826735,1550736301.2598605,1550736301.2598603,340896,2000,1932.4
2024-11-01 00:56:25.297895,1547259756.0171487,1547259756.0171485,340896,2000,1929.7000000000003
2024-11-01 00:57:54.771180,1550147763.2364924,1550147763.2364924,340896,2000,1927.0
2024-11-01 00:59:24.243465,1552429229.4142723,1552429229.4142728,340896,2000,1932.4
2024-11-01 01:00:53.620750,1549148204.4408946,1549148204.4408946,340896,2000,1932.4
2024-11-01 01:02:22.836035,1549491145.8651428,1549491145.8651428,340896,2000,1929.7000000000003
2024-11-01 01:03:52.250700,1553148723.0479581,1553148723.0479584,340896,2000,1929.7000000000003
2024-11-01 01:05:21.333345,1552019738.6182566,1552019738.6182566,340896,2000,1932.4
2024-11-01 01:06:50.580630,1551617239.2900822,1551617239.2900825,340896,2000,1929.7000000000003
2024-11-01 01:08:19.829915,1550676692.711668,1550676692.711668,340896,2000,1927.0
2024-11-01 01:09:49.782000,1551048579.6233835,1551048579.6233835,340896,2000,1932.4
2024-11-01 01:11:18.357360,1549727421.2005572,1549727421.2005572,340896,2000,1924.3000000000002
2024-11-01 01:12:47.606645,1547860168.0214448,1547860168.0214448,340896,2000,1929.7000000000003
2024-11-01 01:14:16.886805,1547322342.8768904,1547322342.8768904,340896,2000,1927.0
2024-11-01 01:15:46.134090,1546460899.8508391,1546460899.8508391,340896,2000,1929.7000000000003
2024-11-01 01:17:15.382240,1548639498.2140903,1548639498.2140903,340896,2000,1929.7000000000003
2024-11-01 01:18:44.631525,1545869325.7289562,1545869325.7289562,340896,2000,1929.7000000000003
2024-11-01 01:20:13.878810,1545642327.364505,1545642327.3645053,340896,2000,1929.7000000000003
2024-11-01 01:21:43.125095,1547331663.4747875,1547331663.4747875,340896,2000,1929.7000000000003
2024-11-01 01:23:12.342255,1546032662.121344,1546032662.1213443,340896,2000,1932.4
2024-11-01 01:24:41.557540,1547143600.630563,1547143600.630563,340896,2000,1929.7000000000003
2024-11-01 01:26:10.805825,1545646224.626717,1545646224.626717,340896,2000,1929.7000000000003
2024-11-01 01:27:40.269750,1548275624.3687234,1548275624.3687234,340896,2000,1929.7000000000003
2024-11-01 01:29:09.238260,1546846480.089038,1546846480.0890381,340896,2000,1929.7000000000003
2024-11-01 01:30:38.423545,1546960490.9943244,1546960490.9943247,340896,2000,1932.4
2024-11-01 01:32:07.511705,1544198118.6354609,1544198118.6354609,340896,2000,1932.4
2024-11-01 01:33:36.600990,1544486674.832311,1544486674.832311,340896,2000,1927.0
2024-11-01 01:35:05.688275,1545770662.0895839,1545770662.0895839,340896,2000,1929.7000000000003
2024-11-01 01:36:34.776435,1543964278.4687464,1543964278.4687464,340896,2000,1929.7000000000003
2024-11-01 01:38:03.865710,1546797052.957058,1546797052.9570582,340896,2000,1929.7000000000003
2024-11-01 01:39:32.952995,1545191654.530151,1545191654.530151,340896,2000,1929.7000000000003
2024-11-01 01:41:02.471550,1547563776.059895,1547563776.059895,340896,2000,1929.7000000000003
2024-11-01 01:42:31.130440,1547332515.4401383,1547332515.4401383,340896,2000,1932.4
2024-11-01 01:44:00.217600,1546427025.046272,1546427025.046272,340896,2000,1929.7000000000003
2024-11-01 01:45:29.305885,1549807059.865962,1549807059.865962,340896,2000,1929.7000000000003
2024-11-01 01:46:58.395170,1549578657.0047078,1549578657.0047078,340896,2000,1927.0
2024-11-01 01:48:27.482320,1547660359.6471503,1547660359.6471505,340896,2000,1929.7000000000003
2024-11-01 01:49:56.570730,1547251985.6770835,1547251985.6770837,340896,2000,1929.7000000000003
2024-11-01 01:51:25.659890,1547637727.7240453,1547637727.7240453,340896,2000,1929.7000000000003
2024-11-01 01:52:54.747175,1546347988.5175629,1546347988.5175629,340896,2000,1929.7000000000003
2024-11-01 01:54:23.835460,1546804017.6299362,1546804017.6299362,340896,2000,1927.0
2024-11-01 01:55:52.923620,1551107218.2544339,1551107218.2544339,340896,2000,1929.7000000000003
2024-11-01 01:57:22.990500,1548584349.0436118,1548584349.0436118,340896,2000,1924.3000000000002
2024-11-01 01:58:51.980550,1546257831.8567884,1546257831.8567886,340896,2000,1929.7000000000003
2024-11-01 02:00:20.155340,1542862207.0964944,1542862207.0964947,340896,2000,1929.7000000000003
2024-11-01 02:01:48.986500,1543576513.4679136,1543576513.4679136,340896,2000,1929.7000000000003
2024-11-01 02:03:17.819910,1545380976.557912,1545380976.557912,340896,2000,1929.7000000000003
2024-11-01 02:04:46.652195,1544948182.9059472,1544948182.9059472,340896,2000,1929.7000000000003
2024-11-01 02:06:15.484345,1546489844.0008583,1546489844.000858,340896,2000,1932.4
2024-11-01 02:07:44.316630,1548492694.5952315,1548492694.5952318,340896,2000,1929.7000000000003
2024-11-01 02:09:13.148790,1553298538.0182812,1553298538.0182815,340896,2000,1927.0
2024-11-01 02:10:41.981075,1552981182.3791683,1552981182.3791683,340896,2000,1932.4
2024-11-01 02:12:10.781235,1555794622.7001796,1555794622.7001796,340896,2000,1929.7000000000003
2024-11-01 02:13:39.581635,1573995238.7732654,1573995238.7732654,340896,2000,1927.0
2024-11-01 02:15:09.863795,1613058020.103953,1613058020.103953,340896,1500,1438.3000000000002
2024-11-01 02:16:26.605060,1611055576.0486748,1611055576.0486748,340896,1500,1432.9
2024-11-01 02:16:41.915090,1588209830.8097005,1588209830.8097003,340896,2000,1929.7000000000003
2024-11-01 02:18:02.818230,1571789089.8827758,1571789089.882776,340896,2000,1924.3000000000002
2024-11-01 02:18:18.620385,1569851479.9378111,1569851479.9378111,340896,2000,1929.7000000000003
2024-11-01 02:19:39.490525,1564564504.3027878,1564564504.3027878,340896,2000,1929.7000000000003
2024-11-01 02:19:55.292555,1562925150.6708763,1562925150.6708763,340896,2000,1929.7000000000003
2024-11-01 02:21:16.193830,1559272972.6093235,1559272972.6093235,340896,2000,1929.7000000000003
2024-11-01 02:21:31.995850,1559040126.1979237,1559040126.1979234,340896,2000,1929.7000000000003
2024-11-01 02:22:52.899125,1555512089.5076656,1555512089.5076656,340896,2000,1924.3000000000002
2024-11-01 02:23:08.701155,1554969977.0523636,1554969977.0523636,340896,2000,1929.7000000000003
2024-11-01 02:24:29.603420,1550264294.4028482,1550264294.4028482,340896,2000,1932.4
2024-11-01 02:24:45.405450,1549970998.80524,1549970998.8052402,340896,2000,1927.0
2024-11-01 02:26:06.306590,1548231352.3940501,1548231352.3940501,340896,2000,1929.7000000000003
