filter2_file,counts_under_contours,qs_mean_counts
2024-11-01T00:24:02.752,8819.938308457711,3619.23
2024-11-01T00:25:26.944,8892.197014925374,3612.33
2024-11-01T00:26:51.137,8872.234825870646,3634.485
2024-11-01T00:28:15.330,8822.129353233831,3656.5276
2024-11-01T00:29:39.521,8776.052736318408,3631.3125
2024-11-01T00:31:04.273,8911.333333333334,3666.1975
2024-11-01T00:32:33.745,8895.081592039802,3660.2266
2024-11-01T00:34:03.216,8852.62487562189,3647.6433
2024-11-01T00:35:32.690,8939.313432835821,3673.52
2024-11-01T00:37:02.162,8957.457711442787,3638.1016
2024-11-01T00:38:31.633,8946.419900497513,3644.7317
2024-11-01T00:40:01.106,8905.508457711443,3663.8623
2024-11-01T00:41:30.579,8754.969154228856,3656.2932
2024-11-01T00:43:00.498,8755.16815920398,3664.0044
2024-11-01T00:44:29.523,8848.512437810945,3649.8428
2024-11-01T00:45:58.993,8816.24776119403,3662.8713
2024-11-01T00:47:28.465,8775.076616915423,3645.6062
2024-11-01T00:48:57.938,8959.481592039801,3644.352
2024-11-01T00:50:27.410,8887.597014925374,3670.5
2024-11-01T00:51:56.881,8798.79800995025,3631.8389
2024-11-01T00:53:26.354,8744.470646766169,3652.9485
2024-11-01T00:54:55.827,8779.00895522388,3637.0957
2024-11-01T00:56:25.298,8698.830845771145,3647.5483
2024-11-01T00:57:54.771,8806.617910447761,3666.4478
2024-11-01T00:59:24.243,8821.758208955223,3656.263
2024-11-01T01:00:53.621,8794.294527363185,3650.6604
2024-11-01T01:02:22.836,9030.858706467661,3653.5312
2024-11-01T01:03:52.251,9174.057711442787,3686.417
2024-11-01T01:05:21.333,9229.565174129353,3647.935
2024-11-01T01:06:50.581,9145.953233830845,3648.5725
2024-11-01T01:08:19.830,8942.578109452736,3645.2688
2024-11-01T01:09:49.782,8913.617910447761,3654.2375
2024-11-01T01:11:18.357,8825.444776119402,3629.0088
2024-11-01T01:12:47.607,8751.766169154229,3654.7278
2024-11-01T01:14:16.887,8749.697512437811,3632.4905
2024-11-01T01:15:46.134,8720.581094527362,3654.1167
2024-11-01T01:17:15.382,8822.236815920398,3629.7795
2024-11-01T01:18:44.632,8847.307462686567,3624.6267
2024-11-01T01:20:13.879,8894.283582089553,3646.9963
2024-11-01T01:21:43.125,8798.332338308457,3621.8887
2024-11-01T01:23:12.342,8970.133333333333,3621.9514
2024-11-01T01:24:41.558,9016.56815920398,3638.8652
2024-11-01T01:26:10.806,8935.744278606966,3643.57
2024-11-01T01:27:40.270,9032.62487562189,3620.0823
2024-11-01T01:29:09.238,9252.84776119403,3635.4802
2024-11-01T01:30:38.424,9211.082587064677,3616.2214
2024-11-01T01:32:07.512,8985.337313432836,3640.0242
2024-11-01T01:33:36.601,9028.583084577114,3619.6914
2024-11-01T01:35:05.688,9133.348258706468,3603.519
2024-11-01T01:36:34.776,9140.36119402985,3627.542
2024-11-01T01:38:03.866,9045.073631840796,3610.1223
2024-11-01T01:39:32.953,8906.22985074627,3599.7249
2024-11-01T01:41:02.472,9266.019900497513,3611.5962
2024-11-01T01:42:31.130,9231.544278606965,3623.183
2024-11-01T01:44:00.218,9064.028855721393,3612.4658
2024-11-01T01:45:29.306,9549.537313432837,3613.6008
2024-11-01T01:46:58.395,9384.437810945274,3618.9482
2024-11-01T01:48:27.482,9249.931343283582,3631.1562
2024-11-01T01:49:56.571,9112.428855721393,3604.8481
2024-11-01T01:51:25.660,9042.13631840796,3631.1843
2024-11-01T01:52:54.747,8944.978109452737,3604.0364
2024-11-01T01:54:23.835,8872.734328358209,3646.8894
2024-11-01T01:55:52.924,9218.034825870647,3599.639
2024-11-01T01:57:22.991,9006.335323383084,3627.8223
2024-11-01T01:58:51.981,8844.95223880597,3639.7202
2024-11-01T02:00:20.155,8835.62487562189,3595.6904
2024-11-01T02:01:48.986,8722.31144278607,3632.4036
2024-11-01T02:03:17.820,8648.265671641791,3652.6995
2024-11-01T02:04:46.652,8778.605970149254,3623.2295
2024-11-01T02:06:15.484,8845.834825870646,3645.947
2024-11-01T02:07:44.317,9081.82487562189,3656.9167
2024-11-01T02:09:13.149,9465.68855721393,3667.2722
2024-11-01T02:10:41.981,9944.183084577115,3649.6853
2024-11-01T02:12:10.781,10379.583084577114,3660.4937
2024-11-01T02:13:39.582,13864.689552238806,3660.4658
2024-11-01T02:15:09.864,17842.971144278607,3741.7937
2024-11-01T02:16:26.605,18022.51343283582,3736.9094
2024-11-01T02:16:41.915,16637.34328358209,3650.37
2024-11-01T02:18:02.818,13615.611940298508,3634.4868
2024-11-01T02:18:18.620,13248.09353233831,3635.5933
2024-11-01T02:19:39.491,12205.098507462686,3649.806
2024-11-01T02:19:55.293,11959.307462686567,3644.2676
2024-11-01T02:21:16.194,11223.69054726368,3626.2927
2024-11-01T02:21:31.996,11209.87960199005,3627.448
2024-11-01T02:22:52.899,10912.689552238806,3636.3093
2024-11-01T02:23:08.701,10841.195024875622,3636.632
2024-11-01T02:24:29.603,10269.05671641791,3621.3613
2024-11-01T02:24:45.405,10203.109452736318,3622.8113
2024-11-01T02:26:06.307,9936.816915422885,3623.3977
2024-11-01T02:26:22.109,9910.563184079601,3622.4126
2024-11-01T02:27:43.118,9611.858706467661,3617.5103
2024-11-01T02:27:58.814,9598.509452736318,3616.7405
2024-11-01T02:29:19.716,9661.486567164178,3622.284
2024-11-01T02:29:35.518,9940.77014925373,3624.896
