date_time,intensity
2024-07-10T04:06:16.911,1.8166711276169913
2024-07-10T04:10:51.313,1.0694055401550993
2024-07-10T04:20:00.915,1.9315367862521802
2024-07-10T04:33:46.354,1.6853097720865051
2024-07-10T04:41:24.916,1.6977959218628162
2024-07-10T04:49:04.120,1.7348449244423683
2024-07-10T04:53:40.211,1.5059230804467525
2024-07-10T05:02:51.990,0.8677462663865082
2024-07-10T05:05:55.989,0.8337241618040722
2024-07-10T05:16:40.247,0.2572912625301221
2024-07-10T05:24:21.559,0.6942528371216141
2024-07-10T05:32:02.839,1.2091270689455058
2024-07-10T05:36:39.608,2.0257035665247427
2024-07-10T13:42:07.116,2.2898330230195114
2024-07-10T13:45:46.124,0.6020199162214083
2024-07-10T13:54:53.644,1.1285427344804189
2024-07-10T14:04:01.165,0.40284054802082553
2024-07-10T14:13:08.687,1.2524774050870113
2024-07-10T14:22:16.207,1.697380412419944
2024-07-10T14:31:23.727,0.8305142980213607
2024-07-10T14:35:02.735,0.9212819097228305
2024-07-10T14:38:41.744,1.0541281031195302
2024-07-10T14:45:59.762,0.44928899202434097
2024-07-10T14:49:38.767,0.5994217543799425
2024-07-10T14:56:56.785,0.6885304733107463
2024-07-10T15:00:35.791,0.6497367459900764
2024-07-10T15:07:53.809,1.5655306866900838
2024-07-10T15:11:32.851,1.3691744225656661
2024-07-10T15:14:20.583,1.1596201940400772
2024-07-10T15:20:49.415,1.0694091908425922
2024-10-08T23:59:25.593,0.05720732615953659
2024-10-09T00:02:39.513,1.2122411529331043
2024-10-09T00:17:12.672,0.10574902999773396
2024-10-09T00:22:03.937,0.11924519149099258
2024-10-09T00:26:55.200,0.2906141324208028
2024-10-09T00:30:09.376,0.2087068829874463
2024-10-09T00:36:37.761,0.18321106866691197
2024-10-09T00:41:28.961,0.2587505151832125
2024-10-09T00:46:20.342,0.5772850779454427
2024-10-09T00:51:11.139,0.4461257272618303
2024-10-09T00:56:02.275,0.3523139707109513
2024-10-09T01:11:08.484,0.7128010110656835
2024-11-01T00:23:37.280,0.013432635908768127
2024-11-01T00:26:43.619,0.05819755869319723
2024-11-01T00:36:54.678,0.42978744522652296
2024-11-01T00:45:50.899,0.025684845752817306
2024-11-01T00:48:49.843,0.13247429417134907
2024-11-01T00:53:18.260,0.05826992087829613
2024-11-01T00:57:46.677,0.24449188645593226
2024-11-01T01:03:43.959,0.40579542922134876
2024-11-01T01:12:39.511,0.018601380147797695
2024-11-01T01:15:38.440,0.04253687961209097
2024-11-01T01:21:35.350,0.19989274432810686
2024-11-01T01:24:33.495,0.2522313592387385
2024-11-01T01:29:01.176,0.5433108972829626
2024-11-01T01:33:28.538,0.24555339878697288
2024-11-01T01:40:53.979,0.5653109747657938
2024-11-01T01:45:21.243,0.9939628639927445
2024-11-01T01:51:17.596,0.5816655687408637
2024-11-01T01:55:44.861,1.1601674030197688
2024-11-01T02:01:40.956,0.373573422266949
2024-11-01T12:37:20.432,0.04924910551268685
2024-11-01T12:40:09.863,0.038163804856981884
2024-11-01T12:48:34.739,0.32089051454626993
2024-11-01T12:51:23.314,0.5639263419514541
2024-11-01T13:02:38.345,1.0361126288939537
2024-11-01T13:13:40.179,1.828269852538262
2024-11-01T13:19:18.484,0.7067713039675382
2024-11-01T13:24:56.724,0.038494243613816495
2024-11-01T13:37:38.965,0.021388994405838465
2024-11-01T13:41:53.429,0.023662393552611447
2024-11-01T13:47:35.312,0.14833259421086364
2024-11-01T13:53:14.360,0.07642826862446499
2024-11-01T13:56:03.958,0.11408915739989575
2024-11-01T14:00:18.358,0.019468737223823508
2024-11-01T14:07:23.735,0.6970072342540508
2024-11-01T14:14:29.112,0.7874997558910842
2024-11-12T22:24:40.142,0.23677389478113584
2024-11-12T22:27:54.637,0.587644637407017
2024-11-12T22:43:02.937,0.019649126710062362
2024-11-12T22:49:31.858,0.11607783543155925
2024-11-12T22:54:22.830,1.1981611641324283
2024-11-12T23:05:43.568,0.45859076580399805
2024-11-12T23:08:58.647,0.1617323224154075
2024-11-12T23:25:10.545,2.5435585695627476
2024-11-12T23:28:25.417,2.977433030412475
2024-11-12T23:41:23.266,0.31810537161949987
2024-11-12T23:46:14.771,0.3824266363936061
2024-11-12T23:55:58.260,1.4618159886305429
2024-11-13T00:04:04.501,0.8199378718622932
2024-11-13T15:11:26.400,1.4790474557881819
2024-11-13T15:16:17.344,0.045694260809502125
2024-11-13T15:19:31.361,0.10501034143301516
2024-11-13T15:27:36.384,0.3601012184537998
2024-11-13T15:41:05.155,0.4118764955072533
2024-11-13T15:52:23.907,0.5082789719273807
2024-11-13T15:55:37.860,0.6325985169799404
2024-11-13T16:08:33.636,1.1043288250135552
2024-11-13T16:26:20.267,1.4510092450364982
2024-11-13T16:31:11.239,1.0539679058851505
2024-11-13T16:39:16.134,1.29671451196863
2024-11-13T16:48:57.896,1.616734688827511
