date_time,temperature,emission_measure
2024-05-11 01:10:00,0.0,0.0
2024-05-11 01:11:00,0.0,3.6608368937074014e+43
2024-05-11 01:12:00,16.611406880967305,4.579192441205609e+47
2024-05-11 01:13:00,16.106269684186184,1.831639154469555e+48
2024-05-11 01:14:00,17.15827537281286,8.010900754780229e+48
2024-05-11 01:15:00,19.03641594771751,2.6736720514683827e+49
2024-05-11 01:16:00,20.1360231112526,5.421883195316918e+49
2024-05-11 01:17:00,20.51527919614778,8.300017839611325e+49
2024-05-11 01:18:00,20.3616662979725,9.439482974800075e+49
2024-05-11 01:19:00,18.90964366125949,9.062871434116236e+49
2024-05-11 01:20:00,16.389315360807657,7.58404847627577e+49
2024-05-11 01:21:00,12.608082408716214,6.457258362627556e+49
2024-05-11 01:22:00,4.264166607561314,3.762534183505882e+50
2024-05-11 01:23:00,0.0,0.0
2024-05-11 01:24:00,0.0,0.0
2024-05-11 01:25:00,0.0,0.0
2024-05-11 01:26:00,0.0,0.0
2024-05-11 01:27:00,0.0,0.0
2024-05-11 01:28:00,0.0,0.0
2024-05-11 01:29:00,0.0,0.0
2024-05-11 01:30:00,0.0,0.0
2024-05-11 01:31:00,0.0,0.0
2024-05-11 01:32:00,0.0,0.0
2024-05-11 01:33:00,0.0,0.0
2024-05-11 01:34:00,0.0,0.0
2024-05-11 01:35:00,0.0,0.0
2024-05-11 01:36:00,0.0,0.0
2024-05-11 01:37:00,0.0,0.0
2024-05-11 01:38:00,0.0,0.0
2024-05-11 01:39:00,0.0,0.0
2024-05-11 01:40:00,0.0,0.0
