Wavelength,Transmission,Interpolated_Intensity,Expected_Counts
3.972990128000000141e+02,3.378000000000000252e-04,1.182875196991784153e-08,3.995752415438247310e-12
3.973075574999999731e+02,2.785999999999999957e-04,1.206609373559742524e-08,3.361613714737442751e-12
3.973161122999999861e+02,2.617000000000000185e-04,1.230371604381755632e-08,3.219882488667054536e-12
3.973246570000000020e+02,2.387000000000000016e-04,1.254105780949871994e-08,2.993550499127344435e-12
3.973332416999999737e+02,2.218999999999999998e-04,1.277951063473923037e-08,2.835773409848635411e-12
3.973417863999999895e+02,2.191000000000000131e-04,1.301685240042039234e-08,2.851992360932108228e-12
3.973503412000000026e+02,2.123000000000000104e-04,1.325447470864052342e-08,2.813924980644383064e-12
3.973588859000000184e+02,1.999000000000000072e-04,1.349181647432168704e-08,2.697014113216905468e-12
3.973674406000000090e+02,1.864000000000000043e-04,1.370688604884042760e-08,2.554963559503855580e-12
3.973759853000000248e+02,1.578999999999999891e-04,1.390525104770665918e-08,2.195639140432881175e-12
3.973845400999999811e+02,1.680999999999999931e-04,1.410385051782135029e-08,2.370857272045768769e-12
3.973930847999999969e+02,1.651000000000000015e-04,1.430221551668758187e-08,2.361295781805119610e-12
3.974016394999999875e+02,1.555999999999999875e-04,1.450081266530554715e-08,2.256326450721542933e-12
3.974101842000000033e+02,1.515999999999999986e-04,1.469917766417177873e-08,2.228395333888441609e-12
3.974187390000000164e+02,1.545999999999999903e-04,1.489777713428779002e-08,2.303196344960892079e-12
3.974272836999999754e+02,1.439000000000000012e-04,1.509614213315269977e-08,2.172334852960673552e-12
3.974358684000000039e+02,1.465000000000000102e-04,1.529543573102851149e-08,2.240781334595677220e-12
3.974444131000000198e+02,1.353000000000000090e-04,1.549380072989474141e-08,2.096311238754758559e-12
3.974529678999999760e+02,1.214999999999999988e-04,1.569240020000943417e-08,1.906626624301146277e-12
3.974615125999999918e+02,1.276999999999999869e-04,1.586244125560696692e-08,2.025633748341009579e-12
3.974700672999999824e+02,1.261000000000000022e-04,1.601595073103720471e-08,2.019611387183791740e-12
3.974786119999999983e+02,1.186999999999999985e-04,1.616928076186384130e-08,1.919293626433237900e-12
3.974871668000000113e+02,1.100000000000000039e-04,1.632279203174052469e-08,1.795507123491457879e-12
3.974957115000000272e+02,1.286000000000000088e-04,1.647612206256716128e-08,2.118829297246136986e-12
3.975042662000000178e+02,1.010000000000000020e-04,1.662963153799739907e-08,1.679592785337737266e-12
3.975128108999999768e+02,1.184999999999999937e-04,1.678296156882301327e-08,1.988780945905527131e-12
3.975213656999999898e+02,1.034000000000000061e-04,1.693647283869969666e-08,1.751231291521548713e-12
3.975299104000000057e+02,1.078000000000000047e-04,1.708980286952633325e-08,1.842280749334938841e-12
3.975384650999999963e+02,1.006000000000000058e-04,1.724331234495657104e-08,1.734677221902631132e-12
3.975470098999999777e+02,1.078000000000000047e-04,1.739664417022863084e-08,1.875358241550646501e-12
3.975555246000000125e+02,1.029999999999999964e-04,1.754943586724344475e-08,1.807591894326074809e-12
3.975640793000000031e+02,1.112999999999999949e-04,1.770294534267368254e-08,1.970337816639580758e-12
3.975726240000000189e+02,9.679999999999999477e-05,1.782971203115200802e-08,1.725916124615514259e-12
3.975811787000000095e+02,1.082000000000000008e-04,1.794116862199058579e-08,1.941234444899381335e-12
3.975897234999999910e+02,1.023999999999999954e-04,1.805249622873266564e-08,1.848575613822224861e-12
3.975982781999999816e+02,9.280000000000000597e-05,1.816395281957124672e-08,1.685614821656211718e-12
3.976068228999999974e+02,8.169999999999999366e-05,1.827527912344411289e-08,1.493090304385383870e-12
3.976153775999999880e+02,7.590000000000000175e-05,1.838673571428269397e-08,1.395553240714056412e-12
3.976239224000000263e+02,6.640000000000000123e-05,1.849806332102551497e-08,1.228271404516094312e-12
3.976324771000000169e+02,6.839999999999999563e-05,1.860951991186409274e-08,1.272891161971503791e-12
3.976410217999999759e+02,9.200000000000000007e-05,1.872084621573622107e-08,1.722317851847732310e-12
3.976495765999999890e+02,7.569999999999999689e-05,1.883230410944475367e-08,1.425605421084967697e-12
3.976580913000000237e+02,7.669999999999999409e-05,1.894323955241974719e-08,1.452946473670594506e-12
3.976666460000000143e+02,7.339999999999999520e-05,1.905469614325832496e-08,1.398614696915160891e-12
3.976751906999999733e+02,6.870000000000000293e-05,1.916602244713045329e-08,1.316705742117862102e-12
3.976837454999999864e+02,9.990000000000000236e-05,1.927748034083898589e-08,1.925820286049814790e-12
3.976922902000000022e+02,7.679999999999999652e-05,1.938880664471185537e-08,1.489060350313870329e-12
3.977008448999999928e+02,6.389999999999999467e-05,1.949288584895123632e-08,1.245595405747983801e-12
3.977093896000000086e+02,6.409999999999999953e-05,1.956993693472750110e-08,1.254432957516032873e-12
3.977179143000000181e+02,7.140000000000000079e-05,1.964680767225092974e-08,1.402782067798716435e-12
3.977264590999999996e+02,7.009999999999999630e-05,1.972385965976815027e-08,1.382642562149747291e-12
3.977350137999999902e+02,7.409999999999999866e-05,1.980100091967057835e-08,1.467254168147589782e-12
3.977435585000000060e+02,4.679999999999999915e-05,1.987805200544684314e-08,9.302928338549121969e-13
3.977521133000000191e+02,7.569999999999999689e-05,1.995519416709073651e-08,1.510608198448768702e-12
3.977606279999999970e+02,6.679999999999999740e-05,2.003197473048749230e-08,1.338135911996564525e-12
3.977691826999999876e+02,6.430000000000000440e-05,2.010911599038992039e-08,1.293016158182072051e-12
3.977777274000000034e+02,5.440000000000000093e-05,2.018616707616618517e-08,1.098127488943440519e-12
3.977862822000000165e+02,6.430000000000000440e-05,2.026330923781008185e-08,1.302930783991188328e-12
3.977948268999999755e+02,7.239999999999999799e-05,2.034036032358583378e-08,1.472642087427614292e-12
3.978033515999999850e+02,5.030000000000000291e-05,2.041723106110926242e-08,1.026986722373796044e-12
3.978118963000000008e+02,6.849999999999999806e-05,2.049428214688552721e-08,1.403858327061658497e-12
3.978204511000000139e+02,5.470000000000000144e-05,2.057142430852942388e-08,1.125256909676559564e-12
3.978289957999999729e+02,5.789999999999999791e-05,2.064847539430517582e-08,1.195546725330269649e-12
3.978375105000000076e+02,6.839999999999999563e-05,2.072525595770244447e-08,1.417607507506847050e-12
3.978460651999999982e+02,5.860000000000000137e-05,2.080239721760487255e-08,1.219020476951645476e-12
3.978546099999999797e+02,5.970000000000000100e-05,2.087944920512209308e-08,1.246503117545788983e-12
3.978631346999999892e+02,7.160000000000000565e-05,2.093309077236046333e-08,1.498809299301009312e-12
3.978716794000000050e+02,6.360000000000000093e-05,2.098458234047482071e-08,1.334619436854198629e-12
3.978802340999999956e+02,5.280000000000000269e-05,2.103613417000032342e-08,1.110707884176017130e-12
3.978887788999999771e+02,3.229999999999999907e-05,2.108762634072858496e-08,6.811303308055332347e-13
3.978973035999999865e+02,5.989999999999999909e-05,2.113899738602029765e-08,1.266225943422615837e-12
3.979058483000000024e+02,4.690000000000000158e-05,2.119048895413465503e-08,9.938339319489153782e-13
3.979144031000000155e+02,3.470000000000000319e-05,2.124204138627440600e-08,7.370988361037219481e-13
3.979229177999999933e+02,3.710000000000000054e-05,2.129335217015462926e-08,7.899833655127367441e-13
3.979314724999999839e+02,4.669999999999999672e-05,2.134490399968013527e-08,9.968070167850623091e-13
3.979400171999999998e+02,5.599999999999999916e-05,2.139639556779448934e-08,1.198198151796491318e-12
3.979485419000000093e+02,5.979999999999999666e-05,2.144776661308620534e-08,1.282576443462555081e-12
3.979570866999999907e+02,5.929999999999999806e-05,2.149925878381446688e-08,1.274906045880197887e-12
3.979656114000000002e+02,4.890000000000000276e-05,2.155062982910617957e-08,1.053825798643292289e-12
3.979741561000000161e+02,5.700000000000000314e-05,2.160212139722053695e-08,1.231320919641570618e-12
3.979827108999999723e+02,5.239999999999999975e-05,2.165367382935994382e-08,1.134652508658461006e-12
3.979912256000000070e+02,5.349999999999999938e-05,2.170498461324051118e-08,1.161216676808367344e-12
3.979997703000000229e+02,4.780000000000000313e-05,2.175647618135486525e-08,1.039959561468762547e-12
3.980083250000000135e+02,2.202859999999999980e-09,2.180802801088037126e-08,4.804003258404793451e-17
3.980168396999999914e+02,1.615400000000000026e-09,2.185933879476059452e-08,3.531157588905626197e-17
3.980253945000000044e+02,1.656480000000000054e-09,2.191089122690034549e-08,3.629495309953588642e-17
3.980339091999999823e+02,1.332000000000000157e-09,2.196220201078056875e-08,2.925365307835972311e-17
3.980424638999999729e+02,1.516540000000000018e-09,2.201049668294023472e-08,3.337979863954618472e-17
3.980509786000000076e+02,1.622129999999999857e-09,2.204396766999098589e-08,3.575818127652247280e-17
3.980595334000000207e+02,1.064249999999999918e-09,2.207759628873516284e-08,2.349608185028639560e-17
3.980680780999999797e+02,1.268730000000000022e-09,2.211118520473338032e-08,2.805312400480138153e-17
3.980766027999999892e+02,1.391199999999999911e-09,2.214469550143329024e-08,3.080770038159399373e-17
3.980851476000000275e+02,1.306400000000000162e-09,2.217828481052831175e-08,2.897371127647418704e-17
3.980936722999999802e+02,1.945450000000000142e-09,2.221179510722799668e-08,4.321193679135670835e-17
3.981022169999999960e+02,1.245280000000000067e-09,2.224538402322643585e-08,2.770173181644341732e-17
3.981107417000000055e+02,1.099560000000000078e-09,2.227889431992634245e-08,2.449698103841821013e-17
3.981192864999999870e+02,8.401399999999999546e-10,2.231248362902114228e-08,1.874560999608582123e-17
3.981278012000000217e+02,9.056700000000001409e-10,2.234595461607189345e-08,2.023806071713783626e-17
3.981363559000000123e+02,1.461179999999999911e-09,2.237958284171949137e-08,3.270059885666368582e-17
3.981448705999999902e+02,2.056999999999999824e-09,2.241305382877002085e-08,4.610365172577992945e-17
3.981534254000000033e+02,2.024039999999999971e-09,2.244668244751419780e-08,4.543298314106663610e-17
3.981619400999999812e+02,9.343600000000000697e-10,2.248015343456472729e-08,2.100455616311989977e-17
3.981704947999999717e+02,1.787599999999999907e-09,2.251378166021232189e-08,4.024563609579554473e-17
3.981790095000000065e+02,1.191870000000000145e-09,2.254725264726307306e-08,2.687339401269344111e-17
3.981875643000000196e+02,9.414900000000000234e-10,2.258088126600725001e-08,2.125967390313316693e-17
3.981960789999999974e+02,9.233500000000000219e-10,2.261435225305777950e-08,2.088096215286090111e-17
3.982046336999999880e+02,8.091000000000000287e-10,2.264798047870537741e-08,1.832448100532052154e-17
3.982131484000000228e+02,1.393800000000000088e-09,2.268145146575612859e-08,3.161340705297089708e-17
3.982216731999999979e+02,5.787300000000000271e-10,2.271496215555239255e-08,1.314583004828283624e-17
3.982302179000000137e+02,1.226609999999999965e-09,2.274855107155083502e-08,2.790360022987496753e-17
3.982387426000000232e+02,6.734800000000000359e-10,2.278206136825074163e-08,1.534326269028950948e-17
3.982472874000000047e+02,9.405300000000000598e-10,2.281565067734554146e-08,2.145880393156380482e-17
3.982558020999999826e+02,8.780200000000000348e-10,2.284912166439607095e-08,2.006198580377303838e-17
3.982643567999999732e+02,8.208199999999999635e-10,2.287815773773647628e-08,1.877884943428885446e-17
3.982728715000000079e+02,5.668200000000000134e-10,2.289967356164879835e-08,1.297999296821377179e-17
3.982813962999999831e+02,1.056400000000000198e-09,2.292121490728475260e-08,2.421397142805561582e-17
3.982899409999999989e+02,3.260599999999999576e-10,2.294280653829737898e-08,7.480731499877242595e-18
3.982984657000000084e+02,5.772299999999999805e-10,2.296434763124308950e-08,1.325571038318244782e-17
3.983069803999999863e+02,9.576400000000000142e-10,2.298586345515526599e-08,2.201218227919489051e-17
3.983155351999999993e+02,6.547199999999999890e-10,2.300748060789167014e-08,1.506345770359883507e-17
3.983240498999999772e+02,6.259399999999999085e-10,2.302899643180384993e-08,1.441477002652330067e-17
3.983326046000000247e+02,7.920600000000000545e-10,2.305061333185000374e-08,1.825746879562511664e-17
3.983411193000000026e+02,5.992499999999999728e-10,2.307212915576218353e-08,1.382597339659048736e-17
3.983496440999999777e+02,6.350000000000000819e-10,2.309367050139814109e-08,1.466448076838782135e-17
3.983581887999999935e+02,3.850000000000000664e-10,2.311526213241076416e-08,8.899375920978145252e-18
3.983667035000000283e+02,8.853600000000000322e-10,2.313677795632308624e-08,2.048437773141020760e-17
3.983752281999999809e+02,9.077400000000001141e-10,2.315831904926865118e-08,2.102173253378312844e-17
3.983837429999999813e+02,1.299539999999999836e-09,2.317983512587122028e-08,3.012312293947468317e-17
3.983922976999999719e+02,3.974599999999999903e-10,2.320145202591723512e-08,9.221649122221063746e-18
3.984008124000000066e+02,6.521199999999999153e-10,2.322296784982955719e-08,1.514416179423084978e-17
3.984093371000000161e+02,9.453599999999999284e-10,2.324450894277526440e-08,2.197442897414202281e-17
3.984178818999999976e+02,7.525899999999999830e-10,2.326610082647813782e-08,1.750983482099918266e-17
3.984264066000000071e+02,6.025999999999999664e-10,2.328764191942384834e-08,1.403313302064481090e-17
3.984349212999999850e+02,3.807599999999999859e-10,2.330915774333602483e-08,8.875194902352624415e-18
3.984434459999999945e+02,7.492500000000000752e-10,2.333069883628173536e-08,1.748052610308409213e-17
3.984519907999999759e+02,8.496299999999999911e-10,2.335229071998460877e-08,1.984080676442052158e-17
3.984605055000000107e+02,6.005999999999999733e-10,2.337380654389693085e-08,1.403830821026449503e-17
3.984690302000000202e+02,4.837500000000000097e-10,2.339534763684263806e-08,1.131749941932262622e-17
3.984775448999999981e+02,3.348000000000000226e-10,2.341686346075481786e-08,7.839965886660714043e-18
3.984860997000000111e+02,4.515599999999999896e-10,2.343848061349122200e-08,1.058388030582809647e-17
3.984946143999999890e+02,3.798000000000000223e-10,2.345999643740339849e-08,8.910106646925811188e-18
3.985031390999999985e+02,4.303600000000000007e-10,2.348153753034910570e-08,1.010551449156104080e-17
3.985116538999999989e+02,1.957000000000000066e-10,2.350305360695167811e-08,4.599547590880443236e-18
3.985201786000000084e+02,3.443999999999999688e-10,2.352459469989738533e-08,8.101870414644658181e-18
3.985287233000000242e+02,3.858200000000000180e-10,2.354618633091001172e-08,9.084589610191701116e-18
3.985372479999999769e+02,4.040000000000000525e-10,2.356772742385557665e-08,9.521361879237654444e-18
3.985457627999999772e+02,5.378100000000000278e-10,2.358924350045814576e-08,1.268653104698139674e-17
3.985542775000000120e+02,2.754800000000000144e-10,2.361075932437046783e-08,6.504291978677576787e-18
3.985628022000000215e+02,3.436799999999999961e-10,2.363230041731617504e-08,8.121949007423223349e-18
3.985713468999999805e+02,5.252500000000000215e-10,2.365389204832865916e-08,1.242420679838462944e-17
3.985798717000000124e+02,3.778799999999999917e-10,2.367543339396475898e-08,8.946472770911403692e-18
3.985883863999999903e+02,3.857000000000000226e-10,2.369694921787693547e-08,9.139913313335134013e-18
3.985969110999999998e+02,4.899399999999999646e-10,2.371849031082264600e-08,1.162063714288444680e-17
3.986054257999999777e+02,3.458700000000000164e-10,2.374000613473482249e-08,8.210955921820733832e-18
3.986139506000000097e+02,2.124000000000000110e-10,2.376154748037092231e-08,5.046952684830784431e-18
3.986224652999999876e+02,2.124000000000000110e-10,2.378306330428310211e-08,5.051522645829730817e-18
3.986309800000000223e+02,4.457100000000000046e-10,2.380457912819542419e-08,1.060993896322798258e-17
3.986395347999999785e+02,5.759399999999999778e-10,2.382619628093168274e-08,1.372245948603979328e-17
3.986480495000000133e+02,1.840399999999999921e-10,2.384771210484400482e-08,4.388932935775490171e-18
3.986565742000000228e+02,2.889099999999999877e-10,2.386925319778971534e-08,6.896065941373426266e-18
3.986650889000000006e+02,0.000000000000000000e+00,2.389076902170189183e-08,0.000000000000000000e+00
3.986736136999999758e+02,7.165600000000000567e-10,2.391231036733784938e-08,1.713460511681961074e-17
3.986821284000000105e+02,3.695999999999999955e-10,2.393382619125017146e-08,8.845942160286063084e-18
3.986906531000000200e+02,4.792900000000000065e-10,2.395536728419587867e-08,1.148156798564224238e-17
3.986991677999999979e+02,1.943999999999999956e-11,2.397688310810805847e-08,4.661106076216206337e-19
3.987076825999999983e+02,7.727999999999999059e-11,2.399839918471062757e-08,1.854596288994436894e-18
3.987162073000000078e+02,1.927800000000000053e-10,2.401994027765633479e-08,4.630564086726588003e-18
3.987247219999999857e+02,4.751999999999999720e-10,2.404145610156851458e-08,1.142449993946535747e-17
3.987332466999999951e+02,2.417800000000000171e-10,2.406299719451422180e-08,5.817951461689648796e-18
3.987417614999999955e+02,2.245099999999999826e-10,2.408451327111679090e-08,5.407214074498430097e-18
3.987502862000000050e+02,1.294800000000000016e-10,2.410605436406249811e-08,3.121251919058812457e-18
3.987588008999999829e+02,1.663200000000000264e-10,2.412757018797467791e-08,4.012897473663948888e-18
3.987673255999999924e+02,3.997599999999999720e-10,2.414911128092038513e-08,9.653848725660732817e-18
3.987758403999999928e+02,2.174399999999999750e-10,2.417062735752295754e-08,5.255661212619791081e-18
3.987843551000000275e+02,2.879999999999999877e-10,2.419214318143527630e-08,6.967337236253359755e-18
3.987928797999999802e+02,7.151999999999998929e-11,2.421368427438084124e-08,1.731762699303717558e-18
3.988013945000000149e+02,7.008000000000000512e-11,2.423520009829316332e-08,1.698402822888385063e-18
3.988099192999999900e+02,5.299199999999999650e-10,2.425674144392912087e-08,1.285413242596691894e-17
3.988184340000000248e+02,2.545399999999999813e-10,2.427825726784144294e-08,6.179787604956360307e-18
3.988269586999999774e+02,1.544400000000000116e-10,2.429979836078700788e-08,3.752860858839945458e-18
3.988354734999999778e+02,1.677899999999999965e-10,2.432131443738957699e-08,4.080873349449597318e-18
3.988439882000000125e+02,3.835999999999999988e-10,2.434283026130189906e-08,9.337909688235407881e-18
3.988525129000000220e+02,1.972799999999999898e-10,2.436437135424760627e-08,4.806603180765967642e-18
3.988610275999999999e+02,2.815200000000000267e-10,2.438588717815978607e-08,6.865114958395543810e-18
3.988695523999999750e+02,0.000000000000000000e+00,2.440742852379574362e-08,0.000000000000000000e+00
3.988780671000000098e+02,0.000000000000000000e+00,2.442894434770806239e-08,0.000000000000000000e+00
3.988865918000000192e+02,2.572800000000000152e-10,2.445048544065377291e-08,6.290620894171402968e-18
3.988951064999999971e+02,2.999900000000000156e-10,2.447200126456594940e-08,7.341355659357139199e-18
3.989036312999999723e+02,0.000000000000000000e+00,2.449354261020190695e-08,0.000000000000000000e+00
3.989121160000000259e+02,4.679999999999999607e-11,2.451498262701392471e-08,1.147301186944251489e-18
3.989206307000000038e+02,2.799299999999999836e-10,2.453649845092610120e-08,6.868502011367742826e-18
3.989291554000000133e+02,2.438400000000000079e-10,2.455803954387181173e-08,5.988232362377702844e-18
3.989376702000000137e+02,2.755899999999999758e-10,2.457955562047438083e-08,6.773879733446534379e-18
3.989461949000000232e+02,1.199999999999999992e-10,2.460109671342008804e-08,2.952131605610410662e-18
3.989547096000000010e+02,1.340700000000000085e-10,2.462261253733226784e-08,3.301153662880137239e-18
3.989632343999999762e+02,1.306799999999999820e-10,2.464415388296822209e-08,3.220498029426286835e-18
3.989717491000000109e+02,2.783000000000000109e-10,2.466566970688054416e-08,6.864455879424855362e-18
3.989802338000000077e+02,2.407200000000000228e-10,2.468710972369241965e-08,5.942681052687239476e-18
3.989887585000000172e+02,1.813499999999999993e-10,2.470865081663812686e-08,4.480913825597324406e-18
3.989972733000000176e+02,1.813499999999999993e-10,2.473016689324069596e-08,4.484815766089200099e-18
3.990057980000000271e+02,3.300500000000000131e-10,2.475170798618640649e-08,8.169301220840824275e-18
3.990143127000000050e+02,1.504800000000000067e-10,2.477322381009858298e-08,3.727874718943635099e-18
3.990228073999999765e+02,3.452099999999999897e-10,2.479468909594384360e-08,8.559374622810773422e-18
3.990313221999999769e+02,0.000000000000000000e+00,2.481620517254641271e-08,0.000000000000000000e+00
3.990398369000000116e+02,3.973800000000000278e-10,2.483772099645873478e-08,9.870013569572773462e-18
3.990483616000000211e+02,6.479999999999999854e-11,2.485926208940444530e-08,1.610880183393407930e-18
3.990568762999999990e+02,1.046400000000000000e-10,2.488077791331662179e-08,2.603524600849451492e-18
3.990653710999999930e+02,1.972899999999999980e-10,2.490224345185227503e-08,4.912963610615935111e-18
3.990738858000000278e+02,2.311199999999999732e-10,2.492375927576459710e-08,5.760379243814712959e-18
3.990824104999999804e+02,2.035199999999999858e-10,2.494530036871016204e-08,5.076867531039891668e-18
3.990909252999999808e+02,3.400800000000000292e-10,2.496681644531273115e-08,8.490714936721954865e-18
3.990994099999999776e+02,7.488000000000000405e-11,2.498825646212460663e-08,1.871120643883890774e-18
3.991079346999999871e+02,2.853099999999999691e-10,2.500979755507031385e-08,7.135545340437109732e-18
3.991164494000000218e+02,0.000000000000000000e+00,2.503131337898263592e-08,0.000000000000000000e+00
3.991249741999999969e+02,9.791999999999999635e-11,2.505285472461859016e-08,2.453175534634652422e-18
3.991334588999999937e+02,1.209999999999999957e-10,2.507429474143046565e-08,3.033989663713086280e-18
3.991419836000000032e+02,5.939999999999999650e-11,2.509583583437617286e-08,1.490692648561944643e-18
3.991504982999999811e+02,0.000000000000000000e+00,2.511735165828835266e-08,0.000000000000000000e+00
3.991589831000000004e+02,4.655999999999999871e-11,2.513879192779061745e-08,1.170462152157931087e-18
3.991675078000000099e+02,0.000000000000000000e+00,2.516033302073632467e-08,0.000000000000000000e+00
3.991760224999999878e+02,0.000000000000000000e+00,2.518184884464850446e-08,0.000000000000000000e+00
3.991845172000000161e+02,1.118599999999999891e-10,2.520331413049390737e-08,2.819242718637048141e-18
3.991930320000000165e+02,6.696000000000000710e-11,2.522483020709647978e-08,1.689054630667180531e-18
3.992015567000000260e+02,0.000000000000000000e+00,2.524637130004218699e-08,0.000000000000000000e+00
3.992100414000000228e+02,3.311999999999999782e-11,2.526781131685405917e-08,8.368699108142063495e-19
3.992185561000000007e+02,0.000000000000000000e+00,2.528932714076623897e-08,0.000000000000000000e+00
3.992270808999999758e+02,1.956499999999999913e-10,2.531086848640219652e-08,4.952071419364589687e-18
3.992355655999999726e+02,5.192000000000000657e-11,2.533230850321406870e-08,1.315253457486874706e-18
3.992440902999999821e+02,1.067999999999999957e-10,2.535384959615977922e-08,2.707791136869864325e-18
3.992526050999999825e+02,1.452899999999999967e-10,2.537536567276234832e-08,3.686786878595641443e-18
3.992610897999999793e+02,7.307999999999999476e-11,2.539680568957422050e-08,1.855998559794083848e-18
3.992696144999999888e+02,1.909600000000000054e-10,2.541834678251992771e-08,4.853887501590005365e-18
3.992780991999999856e+02,1.937999999999999925e-10,2.543978679933180320e-08,4.930230681710503313e-18
3.992866240000000175e+02,1.019999999999999935e-11,2.546132814496790303e-08,2.597055470786725958e-19
3.992951386999999954e+02,0.000000000000000000e+00,2.548284396888008283e-08,0.000000000000000000e+00
3.993036334000000238e+02,1.004299999999999960e-10,2.550430925472548573e-08,2.561397778452080503e-18
3.993121481000000017e+02,1.601900000000000176e-10,2.552582507863766552e-08,4.088981919346968027e-18
3.993206329000000210e+02,1.518900000000000049e-10,2.554726534813993032e-08,3.880374133728974227e-18
3.993291575999999736e+02,1.967999999999999692e-11,2.556880644108549525e-08,5.031941107605624476e-19
3.993376423000000273e+02,1.466099999999999983e-10,2.559024645789751301e-08,3.751786033192354345e-18
3.993461669999999799e+02,5.913000000000000674e-11,2.561178755084307795e-08,1.514424997881351427e-18
3.993546817999999803e+02,1.439999999999999939e-10,2.563330362744564706e-08,3.691195722352172674e-18
3.993631765000000087e+02,0.000000000000000000e+00,2.565476891329104996e-08,0.000000000000000000e+00
3.993716911999999866e+02,1.524700000000000174e-10,2.567628473720322976e-08,3.914863133881376979e-18
3.993801758999999834e+02,5.615999999999999658e-11,2.569772475401510193e-08,1.443184222185487994e-18
3.993887007000000153e+02,6.468000000000000309e-11,2.571926609965120176e-08,1.663522131325439791e-18
3.993971854000000121e+02,5.544000000000000449e-11,2.574070611646307725e-08,1.427064747096713157e-18
3.994057101000000216e+02,1.016400000000000104e-10,2.576224720940878446e-08,2.618474806364309251e-18
3.994141948999999840e+02,2.735999999999999974e-11,2.578368747891090698e-08,7.054416894230024192e-19
3.994227096000000188e+02,8.999999999999999617e-12,2.580520330282322905e-08,2.322468297254090627e-19
3.994312042999999903e+02,1.864800000000000116e-10,2.582666858866848968e-08,4.816157158414900107e-18
3.994397190000000251e+02,1.087499999999999993e-10,2.584818441258081175e-08,2.810990054868163097e-18
3.994482138000000191e+02,0.000000000000000000e+00,2.586964995111646168e-08,0.000000000000000000e+00
3.994567284999999970e+02,6.132000000000000125e-11,2.589116577502864148e-08,1.587646285324756349e-18
3.994652131999999938e+02,7.775999999999999824e-11,2.591260579184051365e-08,2.014964226373518234e-18
3.994737079000000222e+02,0.000000000000000000e+00,2.593407107768591986e-08,0.000000000000000000e+00
3.994822227000000225e+02,1.704000000000000009e-11,2.595558715428848897e-08,4.422832051090758768e-19
3.994907173999999941e+02,0.000000000000000000e+00,2.597705244013374959e-08,0.000000000000000000e+00
3.994992320999999720e+02,5.879999999999999341e-11,2.599856826404592608e-08,1.528715813925900256e-18
3.995077269000000229e+02,1.274999999999999992e-10,2.602003380258172160e-08,3.317554309829169304e-18
3.995162416000000007e+02,7.992000000000000681e-11,2.604154962649390140e-08,2.081240646149392601e-18
3.995247262999999975e+02,0.000000000000000000e+00,2.606298964330577688e-08,0.000000000000000000e+00
3.995332210000000259e+02,8.227999999999999918e-11,2.608445492915117978e-08,2.146228951570558961e-18
3.995417358000000263e+02,2.447999999999999909e-11,2.610597100575374889e-08,6.390741702208517056e-19
3.995502304999999978e+02,0.000000000000000000e+00,2.612743629159900951e-08,0.000000000000000000e+00
3.995587451999999757e+02,0.000000000000000000e+00,2.614895211551118931e-08,0.000000000000000000e+00
3.995672298999999725e+02,3.168000000000000072e-11,2.617039213232306149e-08,8.290780227519946178e-19
3.995757247000000234e+02,4.745000000000000158e-11,2.619185767085885700e-08,1.242803646482252859e-18
3.995842394000000013e+02,1.164799999999999948e-10,2.621337349477103680e-08,3.053333744670930129e-18
3.995927340999999728e+02,1.338999999999999977e-10,2.623483878061629743e-08,3.512844912724522325e-18
3.996012188000000265e+02,1.081600000000000044e-10,2.625627879742831519e-08,2.839879114729846632e-18
3.996097336000000269e+02,5.439999999999999438e-11,2.627779487403088429e-08,1.429512041147279963e-18
3.996182282999999984e+02,8.379000000000000223e-11,2.629926015987614492e-08,2.203615008796022080e-18
3.996267129999999952e+02,5.354999999999999861e-11,2.632070017668801709e-08,1.409473494461643247e-18
3.996352378000000272e+02,0.000000000000000000e+00,2.634224152232411692e-08,0.000000000000000000e+00
3.996437225000000240e+02,5.185000000000000060e-11,2.636368153913599241e-08,1.366956887804201254e-18
3.996522072000000207e+02,1.271000000000000057e-10,2.638512155594786789e-08,3.353548949760974042e-18
3.996607318999999734e+02,0.000000000000000000e+00,2.640666264889342952e-08,0.000000000000000000e+00
3.996692166999999927e+02,2.257000000000000258e-11,2.642810291839569762e-08,5.964822828681909880e-19
3.996777114000000211e+02,0.000000000000000000e+00,2.644956820424110052e-08,0.000000000000000000e+00
3.996861961000000179e+02,3.781999999999999839e-11,2.647100822105297601e-08,1.001133530920223462e-18
3.996947208999999930e+02,3.842999999999999680e-11,2.649254956668893025e-08,1.018108679847855561e-18
3.997032055999999898e+02,6.047999999999999432e-11,2.651398958350080574e-08,1.603566090010128529e-18
3.997116902999999866e+02,0.000000000000000000e+00,2.653542960031267791e-08,0.000000000000000000e+00
3.997201850000000150e+02,2.831999999999999888e-11,2.655689488615808412e-08,7.520912631759969016e-19
3.997286998000000153e+02,1.415999999999999944e-11,2.657841096276065323e-08,3.763502992326908405e-19
3.997371845000000121e+02,2.123999999999999916e-11,2.659985097957252540e-08,5.649808348061204285e-19
3.997456791999999837e+02,1.542800000000000090e-10,2.662131626541778603e-08,4.107136673428656616e-18
3.997541638999999805e+02,1.367999999999999825e-11,2.664275628222966152e-08,3.644729059409017269e-19
3.997626887000000124e+02,0.000000000000000000e+00,2.666429762786576134e-08,0.000000000000000000e+00
3.997711734000000092e+02,1.367999999999999825e-11,2.668573764467763352e-08,3.650608909791899651e-19
