Wavelength,Transmission,Interpolated_Intensity,Expected_Counts
3.923735520000000179e+02,4.508999999999999629e-11,1.954027343769418979e-08,8.810709293056309925e-19
3.923822167000000150e+02,0.000000000000000000e+00,1.954401877802523454e-08,0.000000000000000000e+00
3.923908913999999868e+02,0.000000000000000000e+00,1.954776844088368603e-08,0.000000000000000000e+00
3.923995661999999811e+02,7.279999999999999676e-12,1.955151814696742327e-08,1.423350521099228446e-19
3.924082308999999782e+02,1.326000000000000126e-11,1.955526348729847132e-08,2.593027938415777597e-19
3.924168756000000258e+02,1.791999999999999796e-11,1.955900018257470259e-08,3.504972832717386147e-19
3.924255502999999976e+02,6.183000000000000776e-11,1.956274984543315739e-08,1.209564822943132331e-18
3.924342149999999947e+02,2.429999999999999945e-11,1.956649518576420214e-08,4.754658330140700781e-19
3.924428897000000234e+02,0.000000000000000000e+00,1.957024484862268010e-08,0.000000000000000000e+00
3.924515645000000177e+02,2.403000000000000000e-11,1.957399455470641733e-08,4.703630891495952531e-19
3.924602092000000084e+02,1.063999999999999990e-11,1.957773124998262544e-08,2.083070604998151290e-19
3.924688739000000055e+02,0.000000000000000000e+00,1.958147659031367350e-08,0.000000000000000000e+00
3.924775485999999773e+02,2.547999999999999563e-11,1.958522625317212499e-08,4.990315649308256734e-19
3.924862233000000060e+02,1.791999999999999796e-11,1.958897591603060295e-08,3.510344484152683780e-19
3.924948580000000220e+02,3.976000000000000022e-11,1.959270828877940432e-08,7.790060815618690739e-19
3.925035328000000163e+02,0.000000000000000000e+00,1.959645799486314155e-08,0.000000000000000000e+00
3.925122074999999882e+02,0.000000000000000000e+00,1.960020765772159304e-08,0.000000000000000000e+00
3.925208721999999852e+02,5.404000000000000157e-11,1.960395299805264110e-08,1.059397620014764742e-18
3.925295168999999760e+02,0.000000000000000000e+00,1.960768969332884921e-08,0.000000000000000000e+00
3.925381916000000047e+02,3.948000000000000222e-11,1.961143935618732717e-08,7.742596257822757291e-19
3.925468563000000017e+02,0.000000000000000000e+00,1.961518469651837523e-08,0.000000000000000000e+00
3.925555011000000150e+02,3.583999999999999592e-11,1.961892143501986577e-08,7.031421442311119020e-19
3.925641757999999868e+02,2.883999999999999747e-11,1.962267109787832057e-08,5.659178344628106790e-19
3.925728404999999839e+02,0.000000000000000000e+00,1.962641643820936532e-08,0.000000000000000000e+00
3.925814851999999746e+02,5.012000000000000373e-11,1.963015313348557674e-08,9.838632750502971604e-19
3.925901599000000033e+02,0.000000000000000000e+00,1.963390279634405139e-08,0.000000000000000000e+00
3.925988346999999976e+02,5.508000000000000522e-11,1.963765250242778862e-08,1.081641899833722687e-18
3.926074694000000136e+02,0.000000000000000000e+00,1.964138487517659330e-08,0.000000000000000000e+00
3.926161440999999854e+02,0.000000000000000000e+00,1.964513453803504479e-08,0.000000000000000000e+00
3.926248188000000141e+02,6.322000000000000244e-11,1.964888420089352275e-08,1.242202459180488521e-18
3.926334534999999732e+02,2.883999999999999747e-11,1.965261657364230095e-08,5.667814619838438973e-19
3.926421282000000019e+02,0.000000000000000000e+00,1.965636623650077891e-08,0.000000000000000000e+00
3.926508029999999962e+02,1.728000000000000069e-11,1.966011594258451284e-08,3.397268034878603949e-19
3.926594377000000122e+02,2.610000000000000228e-11,1.966384831533331752e-08,5.132264410301996296e-19
3.926681123999999841e+02,0.000000000000000000e+00,1.966759797819176901e-08,0.000000000000000000e+00
3.926767871000000127e+02,4.290000000000000178e-11,1.967134764105024697e-08,8.439008138010556000e-19
3.926854217999999719e+02,0.000000000000000000e+00,1.967508001379902517e-08,0.000000000000000000e+00
3.926940966000000230e+02,3.639999999999999838e-12,1.967882971988278888e-08,7.163094018037334676e-20
3.927027413000000138e+02,1.530000000000000145e-11,1.968256641515899699e-08,3.011432661519326715e-19
3.927114060000000109e+02,3.839999999999999794e-11,1.968631175549004174e-08,7.559543714108175932e-19
3.927200806999999827e+02,0.000000000000000000e+00,1.969006141834849653e-08,0.000000000000000000e+00
3.927287253999999734e+02,7.290000000000000158e-11,1.969379811362470464e-08,1.435677882483241062e-18
3.927373901000000274e+02,0.000000000000000000e+00,1.969754345395577586e-08,0.000000000000000000e+00
3.927460348000000181e+02,9.270000000000000042e-11,1.970128014923198728e-08,1.826308669833805112e-18
3.927547096000000124e+02,0.000000000000000000e+00,1.970502985531572121e-08,0.000000000000000000e+00
3.927633443000000284e+02,3.770000000000000294e-12,1.970876222806452588e-08,7.430203359980327411e-20
3.927720190000000002e+02,3.450000000000000365e-11,1.971251189092297737e-08,6.800816602368428255e-19
3.927806636999999910e+02,0.000000000000000000e+00,1.971624858619918879e-08,0.000000000000000000e+00
3.927893283999999881e+02,3.060000000000000290e-11,1.971999392653023354e-08,6.034318141518252140e-19
3.927980031999999824e+02,0.000000000000000000e+00,1.972374363261397077e-08,0.000000000000000000e+00
3.928066478999999731e+02,8.060000000000000795e-12,1.972748032789017888e-08,1.590034914427948651e-19
3.928153126000000270e+02,3.533999999999999765e-11,1.973122566822125010e-08,6.973015151149389241e-19
3.928239573000000178e+02,3.810000000000000285e-11,1.973496236349746152e-08,7.519020660492533228e-19
3.928326319999999896e+02,0.000000000000000000e+00,1.973871202635591301e-08,0.000000000000000000e+00
3.928412668000000281e+02,0.000000000000000000e+00,1.974244444233000012e-08,0.000000000000000000e+00
3.928499414999999999e+02,0.000000000000000000e+00,1.974619410518845161e-08,0.000000000000000000e+00
3.928585861999999906e+02,0.000000000000000000e+00,1.974993080046466303e-08,0.000000000000000000e+00
3.928672609000000193e+02,0.000000000000000000e+00,1.975368046332314099e-08,0.000000000000000000e+00
3.928758955999999785e+02,2.047999999999999674e-11,1.975741283607191919e-08,4.046318148827528432e-19
3.928845403000000260e+02,2.280000000000000140e-11,1.976114953134815377e-08,4.505542093147379442e-19
3.928932151000000204e+02,0.000000000000000000e+00,1.976489923743188770e-08,0.000000000000000000e+00
3.929018497999999795e+02,7.039999999999999729e-11,1.976863161018066591e-08,1.391711665356718738e-18
3.929105245000000082e+02,1.664000000000000018e-11,1.977238127303914387e-08,3.290124243833713341e-19
3.929191592000000242e+02,3.295999999999999527e-11,1.977611364578794854e-08,6.518207057651706935e-19
3.929278338999999960e+02,0.000000000000000000e+00,1.977986330864640003e-08,0.000000000000000000e+00
3.929364787000000092e+02,2.387000000000000068e-11,1.978360004714789389e-08,4.722345331254202385e-19
3.929451533999999810e+02,2.431999999999999977e-11,1.978734971000634538e-08,4.812283449473542765e-19
3.929537880999999970e+02,1.632000000000000155e-11,1.979108208275515005e-08,3.229904595905640683e-19
3.929624327999999878e+02,2.847999999999999820e-11,1.979481877803135816e-08,5.637564387983330480e-19
3.929711075000000164e+02,5.146000000000000247e-11,1.979856844088983612e-08,1.018834331968191032e-18
3.929797421999999756e+02,0.000000000000000000e+00,1.980230081363861433e-08,0.000000000000000000e+00
3.929884170000000267e+02,2.758999999999999856e-11,1.980605051972237472e-08,5.464489338391402914e-19
3.929970617000000175e+02,5.644000000000000104e-11,1.980978721499858614e-08,1.118064390414520146e-18
3.930056963999999766e+02,3.679999999999999829e-11,1.981351958774736435e-08,7.291375208291030091e-19
3.930143711000000053e+02,2.758999999999999856e-11,1.981726925060584231e-08,5.467584586242151778e-19
3.930230157999999960e+02,0.000000000000000000e+00,1.982100594588205041e-08,0.000000000000000000e+00
3.930316505999999777e+02,0.000000000000000000e+00,1.982473836185611437e-08,0.000000000000000000e+00
3.930403253000000063e+02,1.632000000000000155e-11,1.982848802471459233e-08,3.236009245633421630e-19
3.930489699999999971e+02,6.732000000000000638e-11,1.983222471999080043e-08,1.335105368149780731e-18
3.930576047000000131e+02,2.541000000000000260e-11,1.983595709273960511e-08,5.040316697265134368e-19
3.930662793999999849e+02,4.127999999999999859e-11,1.983970675559805660e-08,8.189830948710877258e-19
3.930749241999999981e+02,5.236000000000000711e-11,1.984344349409955046e-08,1.039002701351052577e-18
3.930835589000000141e+02,2.541000000000000260e-11,1.984717586684835182e-08,5.043167387766166652e-19
3.930922335999999859e+02,8.840000000000000299e-12,1.985092552970680662e-08,1.754821816826081655e-19
3.931008782999999767e+02,8.084999999999999739e-11,1.985466222498301473e-08,1.605249440889876649e-18
3.931095129999999926e+02,0.000000000000000000e+00,1.985839459773181941e-08,0.000000000000000000e+00
3.931181877999999870e+02,4.686000000000000026e-11,1.986214430381555664e-08,9.307400820767970600e-19
3.931268324999999777e+02,4.420000000000000149e-12,1.986588099909176475e-08,8.780719401598560799e-20
3.931354671999999937e+02,0.000000000000000000e+00,1.986961337184056943e-08,0.000000000000000000e+00
3.931441419000000224e+02,0.000000000000000000e+00,1.987336303469904408e-08,0.000000000000000000e+00
3.931527765999999815e+02,3.944000000000000158e-11,1.987709540744782559e-08,7.839526428697422845e-19
3.931614212999999722e+02,0.000000000000000000e+00,1.988083210272403370e-08,0.000000000000000000e+00
3.931700660999999855e+02,4.211999999999999905e-11,1.988456884122552756e-08,8.375380395924192392e-19
3.931787307999999825e+02,9.099999999999999595e-12,1.988831418155657230e-08,1.809836590521648028e-19
3.931873754999999733e+02,8.783999999999999083e-11,1.989205087683278372e-08,1.747317749020991394e-18
3.931960202000000208e+02,4.175999999999999977e-11,1.989578757210901830e-08,8.308480890112725883e-19
3.932046548999999800e+02,0.000000000000000000e+00,1.989951994485779651e-08,0.000000000000000000e+00
3.932132996000000276e+02,0.000000000000000000e+00,1.990325664013403108e-08,0.000000000000000000e+00
3.932219744000000219e+02,0.000000000000000000e+00,1.990700634621776501e-08,0.000000000000000000e+00
3.932306090999999810e+02,2.807999999999999829e-11,1.991073871896654653e-08,5.590935432285806194e-19
3.932392537999999718e+02,0.000000000000000000e+00,1.991447541424275463e-08,0.000000000000000000e+00
3.932478985000000193e+02,2.849000000000000321e-11,1.991821210951898921e-08,5.674698630001960568e-19
3.932565632999999821e+02,4.772999999999999958e-11,1.992195749307529324e-08,9.508750311444836812e-19
3.932652079999999728e+02,1.403999999999999914e-11,1.992569418835150466e-08,2.797567464044551192e-19
3.932738527000000204e+02,0.000000000000000000e+00,1.992943088362773923e-08,0.000000000000000000e+00
3.932824873999999795e+02,4.735999999999999853e-11,1.993316325637651744e-08,9.440346118219919019e-19
3.932911321000000271e+02,3.330000000000000391e-11,1.993689995165275202e-08,6.638987683900367617e-19
3.932997768000000178e+02,0.000000000000000000e+00,1.994063664692896013e-08,0.000000000000000000e+00
3.933084415999999806e+02,0.000000000000000000e+00,1.994438203048526746e-08,0.000000000000000000e+00
3.933170863000000281e+02,0.000000000000000000e+00,1.994811872576150204e-08,0.000000000000000000e+00
3.933257310000000189e+02,1.976000000000000143e-11,1.995185542103771015e-08,3.942486631197051778e-19
3.933343656999999780e+02,0.000000000000000000e+00,1.995558779378648835e-08,0.000000000000000000e+00
3.933430104000000256e+02,6.877999999999999410e-11,1.995932448906272293e-08,1.372802338357734049e-18
3.933516551999999820e+02,0.000000000000000000e+00,1.996306122756419032e-08,0.000000000000000000e+00
3.933602898999999979e+02,9.620000000000001418e-12,1.996679360031299499e-08,1.920805544350110351e-19
3.933689345999999887e+02,1.924000000000000284e-11,1.997053029558920641e-08,3.842330028871363645e-19
3.933776093000000174e+02,0.000000000000000000e+00,1.997427995844768106e-08,0.000000000000000000e+00
3.933862439999999765e+02,3.914000000000000003e-11,1.997801233119645927e-08,7.819394026430294490e-19
3.933948887999999897e+02,7.239999999999999039e-11,1.998174906969795312e-08,1.446678632646131593e-18
3.934035334999999804e+02,0.000000000000000000e+00,1.998548576497416454e-08,0.000000000000000000e+00
3.934121681999999964e+02,9.048000000000000705e-11,1.998921813772296591e-08,1.808624457101174024e-18
3.934208128999999872e+02,0.000000000000000000e+00,1.999295483299917732e-08,0.000000000000000000e+00
3.934294476000000031e+02,1.520999999999999840e-11,1.999668720574797869e-08,3.041496123994267074e-19
3.934380924000000164e+02,6.200000000000000562e-11,2.000042394424947255e-08,1.240026284543467388e-18
3.934467371000000071e+02,4.119999999999999731e-11,2.000416063952568396e-08,8.241714183484581603e-19
3.934553718000000231e+02,0.000000000000000000e+00,2.000789301227448533e-08,0.000000000000000000e+00
3.934640165000000138e+02,3.599999999999999847e-11,2.001162970755069675e-08,7.204186694718250432e-19
3.934726612000000046e+02,0.000000000000000000e+00,2.001536640282690485e-08,0.000000000000000000e+00
3.934812959000000205e+02,0.000000000000000000e+00,2.001909877557570953e-08,0.000000000000000000e+00
3.934899406999999769e+02,6.911999999999998982e-11,2.002283551407717692e-08,1.383978390733014233e-18
3.934985854000000245e+02,4.640000000000000262e-11,2.002657220935341149e-08,9.292329505139984322e-19
3.935072200999999836e+02,0.000000000000000000e+00,2.003030458210218970e-08,0.000000000000000000e+00
3.935158647999999744e+02,0.000000000000000000e+00,2.003404127737840112e-08,0.000000000000000000e+00
3.935245095000000219e+02,6.006000000000001025e-11,2.003777797265463569e-08,1.203468945037637630e-18
3.935331443000000036e+02,0.000000000000000000e+00,2.004151038862869634e-08,0.000000000000000000e+00
3.935417889999999943e+02,4.255000000000000428e-11,2.004524708390490776e-08,8.529252634201539145e-19
3.935504336999999850e+02,0.000000000000000000e+00,2.004898377918111586e-08,0.000000000000000000e+00
3.935590684000000010e+02,2.687999999999999532e-11,2.005271615192992054e-08,5.390170101638761716e-19
3.935677130999999918e+02,7.740000000000001189e-11,2.005645284720612865e-08,1.552369450373754599e-18
3.935763478999999734e+02,3.648999999999999497e-11,2.006018526318019260e-08,7.319961602534451487e-19
3.935849926000000210e+02,1.092200000000000116e-10,2.006392195845642718e-08,2.191381556302611271e-18
3.935936373000000117e+02,5.504000000000000458e-11,2.006765865373263529e-08,1.104523932301444326e-18
3.936022720000000277e+02,4.386000000000000415e-11,2.007139102648143997e-08,8.803312104214759722e-19
3.936109167000000184e+02,4.386000000000000415e-11,2.007512772175764807e-08,8.804951018762904663e-19
3.936195614999999748e+02,6.063000000000000156e-11,2.007886446025911877e-08,1.217381552225510430e-18
3.936281961999999908e+02,1.922800000000000071e-10,2.008259683300792013e-08,3.861481719050763274e-18
3.936368408999999815e+02,6.271999999999999124e-11,2.008633352828413155e-08,1.259814838893980514e-18
3.936454855999999722e+02,4.531999999999999834e-11,2.009007022356033966e-08,9.104819825317545587e-19
3.936541204000000107e+02,5.060000000000000492e-11,2.009380263953442677e-08,1.016746413560442065e-18
3.936627351000000203e+02,0.000000000000000000e+00,2.009752636722839481e-08,0.000000000000000000e+00
3.936713798000000111e+02,1.195999999999999993e-11,2.010126306250460292e-08,2.404111062275550363e-19
3.936800145000000271e+02,0.000000000000000000e+00,2.010499543525340759e-08,0.000000000000000000e+00
3.936886592000000178e+02,0.000000000000000000e+00,2.010873213052961570e-08,0.000000000000000000e+00
3.936972938999999769e+02,0.000000000000000000e+00,2.011246450327839391e-08,0.000000000000000000e+00
3.937059386999999901e+02,4.840999999999999749e-11,2.011620124177988776e-08,9.738253021145643678e-19
3.937145833999999809e+02,2.295000000000000217e-11,2.011993793705609918e-08,4.617525756554375083e-19
3.937232180999999969e+02,0.000000000000000000e+00,2.012367030980490055e-08,0.000000000000000000e+00
3.937318328000000065e+02,1.080999999999999938e-10,2.012739403749886858e-08,2.175771295453627432e-18
3.937404774999999972e+02,6.579999999999999508e-11,2.013113073277507669e-08,1.324628402216599946e-18
3.937491122999999789e+02,8.740000000000000321e-11,2.013486314874914065e-08,1.759787039200674930e-18
3.937577570000000264e+02,6.110000000000000420e-12,2.013859984402537522e-08,1.230468450469950524e-19
3.937664017000000172e+02,0.000000000000000000e+00,2.014233653930158333e-08,0.000000000000000000e+00
3.937750363999999763e+02,3.023999999999999716e-11,2.014606891205036154e-08,6.092171239004028360e-19
3.937836510999999859e+02,1.861999999999999942e-11,2.014979263974432957e-08,3.751891389520394276e-19
3.937922958999999992e+02,2.447999999999999909e-11,2.015352937824582343e-08,4.933583991794577585e-19
3.938009306000000151e+02,8.134000000000000036e-11,2.015726175099462480e-08,1.639591670825902743e-18
3.938095753000000059e+02,8.672999999999999415e-11,2.016099844627083621e-08,1.748563395245069400e-18
3.938182100000000219e+02,6.500000000000000980e-12,2.016473081901964089e-08,1.310707503236276810e-19
3.938268246999999747e+02,0.000000000000000000e+00,2.016845454671358245e-08,0.000000000000000000e+00
3.938354694999999879e+02,1.215000000000000199e-10,2.017219128521507631e-08,2.450921241153632361e-18
3.938441042000000039e+02,8.900000000000000285e-11,2.017592365796387768e-08,1.795657205558785275e-18
3.938527488999999946e+02,1.106700000000000040e-10,2.017966035324008909e-08,2.233283011293080913e-18
3.938613636000000042e+02,0.000000000000000000e+00,2.018338408093405382e-08,0.000000000000000000e+00
3.938699983000000202e+02,8.415000000000001443e-11,2.018711645368285850e-08,1.698745849577412738e-18
3.938786430999999766e+02,4.576000000000000535e-11,2.019085319218432588e-08,9.239334420743548843e-19
3.938872878000000242e+02,0.000000000000000000e+00,2.019458988746056046e-08,0.000000000000000000e+00
3.938958925000000022e+02,0.000000000000000000e+00,2.019830929262709529e-08,0.000000000000000000e+00
3.939045371999999929e+02,1.012299999999999958e-10,2.020204598790330670e-08,2.045053115355451638e-18
3.939131719999999746e+02,0.000000000000000000e+00,2.020577840387736735e-08,0.000000000000000000e+00
3.939217866999999842e+02,0.000000000000000000e+00,2.020950213157133538e-08,0.000000000000000000e+00
3.939304313999999749e+02,4.028000000000000204e-11,2.021323882684754349e-08,8.141892599454190508e-19
3.939390660999999909e+02,2.052000000000000061e-11,2.021697119959634817e-08,4.148522490157170643e-19
3.939476808000000005e+02,0.000000000000000000e+00,2.022069492729031620e-08,0.000000000000000000e+00
3.939563256000000138e+02,1.431000000000000022e-10,2.022443166579180675e-08,2.894116171374807536e-18
3.939649602999999729e+02,6.155999999999999215e-11,2.022816403854058826e-08,1.245245778212558461e-18
3.939736050000000205e+02,2.754000000000000261e-11,2.023190073381682284e-08,5.571865462093153189e-19
3.939822096999999985e+02,2.804999999999999943e-11,2.023562013898335767e-08,5.676091448984831805e-19
3.939908543999999893e+02,1.142399999999999979e-10,2.023935683425956577e-08,2.312144124745812721e-18
3.939994690999999989e+02,1.209599999999999886e-10,2.024308056195353381e-08,2.448603024773899291e-18
3.940081038999999805e+02,5.252000000000000320e-11,2.024681297792759445e-08,1.063362617600757236e-18
3.940167486000000281e+02,0.000000000000000000e+00,2.025054967320382903e-08,0.000000000000000000e+00
3.940253632999999809e+02,0.000000000000000000e+00,2.025427340089777060e-08,0.000000000000000000e+00
3.940339979999999969e+02,4.255999999999999960e-11,2.025800577364657527e-08,8.621807257263982550e-19
3.940426428000000101e+02,4.408000000000000443e-11,2.026174251214806913e-08,8.931376099354869224e-19
3.940512474999999881e+02,0.000000000000000000e+00,2.026546191731460395e-08,0.000000000000000000e+00
3.940598921999999789e+02,9.735000000000001796e-11,2.026919861259081537e-08,1.973206484935716411e-18
3.940685068999999885e+02,4.560000000000000280e-11,2.027292234028478010e-08,9.244452587169861185e-19
3.940771416000000045e+02,5.015999999999999791e-11,2.027665471303358477e-08,1.017077000405764573e-18
3.940857864000000177e+02,0.000000000000000000e+00,2.028039145153507863e-08,0.000000000000000000e+00
3.940944011000000273e+02,1.829999999999999884e-10,2.028411517922904336e-08,3.711993077798914930e-18
3.941030357999999865e+02,5.339999999999999784e-11,2.028784755197782487e-08,1.083371059275615714e-18
3.941116504999999961e+02,0.000000000000000000e+00,2.029157127967178960e-08,0.000000000000000000e+00
3.941202852000000121e+02,8.819999999999999011e-11,2.029530365242059427e-08,1.790045782143496245e-18
3.941288999999999874e+02,1.278899999999999844e-10,2.029902742333981828e-08,2.596042617170929229e-18
3.941375446999999781e+02,0.000000000000000000e+00,2.030276411861602969e-08,0.000000000000000000e+00
3.941461494000000130e+02,3.100000000000000281e-11,2.030648352378258768e-08,6.295009892372603013e-19
3.941547941000000037e+02,4.863999999999999954e-11,2.031022021905879910e-08,9.878891114550198950e-19
3.941634389000000169e+02,0.000000000000000000e+00,2.031395695756029295e-08,0.000000000000000000e+00
3.941720435999999950e+02,1.751400000000000021e-10,2.031767636272682778e-08,3.558437838167976552e-18
3.941806882999999857e+02,7.409999999999999485e-11,2.032141305800303589e-08,1.505816707598024940e-18
3.941892930000000206e+02,0.000000000000000000e+00,2.032513246316959718e-08,0.000000000000000000e+00
3.941979377000000113e+02,7.409999999999999485e-11,2.032886915844580860e-08,1.506369204640834334e-18
3.942065524999999866e+02,8.580000000000001003e-12,2.033259292936503260e-08,1.744536473339519900e-19
3.942151872000000026e+02,0.000000000000000000e+00,2.033632530211383728e-08,0.000000000000000000e+00
3.942238019000000122e+02,6.140999999999999783e-11,2.034004902980780200e-08,1.249082410920497145e-18
3.942324466000000029e+02,2.622000000000000096e-11,2.034378572508401342e-08,5.334140617117028717e-19
3.942410512999999810e+02,1.062600000000000161e-10,2.034750513025054825e-08,2.162125895140423679e-18
3.942496661000000131e+02,5.168000000000000274e-11,2.035122890116979872e-08,1.051751509612455258e-18
3.942583007999999722e+02,8.831999999999999848e-11,2.035496127391857693e-08,1.797750179712488529e-18
3.942669154999999819e+02,1.145399999999999994e-10,2.035868500161254496e-08,2.331883780084701029e-18
3.942755601999999726e+02,0.000000000000000000e+00,2.036242169688875307e-08,0.000000000000000000e+00
3.942841649000000075e+02,1.632999999999999944e-10,2.036614110205531437e-08,3.325790841965632692e-18
3.942928097000000207e+02,1.750000000000000096e-11,2.036987784055680822e-08,3.564728622097441457e-19
3.943014243999999735e+02,7.415999999999999258e-11,2.037360156825074979e-08,1.510906292301475451e-18
3.943100590999999895e+02,0.000000000000000000e+00,2.037733394099955446e-08,0.000000000000000000e+00
3.943186737999999991e+02,5.396000000000000030e-11,2.038105766869351919e-08,1.099761871802702303e-18
3.943272784999999772e+02,8.945999999999999403e-11,2.038477707386005732e-08,1.823622157027520726e-18
3.943359232999999904e+02,0.000000000000000000e+00,2.038851381236154787e-08,0.000000000000000000e+00
3.943445380000000000e+02,9.071999999999999795e-11,2.039223754005551590e-08,1.849983789633836370e-18
3.943531727000000160e+02,5.475000000000000481e-11,2.039596991280432058e-08,1.116679352726036688e-18
3.943617874000000256e+02,0.000000000000000000e+00,2.039969364049828531e-08,0.000000000000000000e+00
3.943703921000000037e+02,0.000000000000000000e+00,2.040341304566482013e-08,0.000000000000000000e+00
3.943790369000000169e+02,1.875000000000000311e-11,2.040714978416631399e-08,3.826340584531184434e-19
3.943876516000000265e+02,0.000000000000000000e+00,2.041087351186028202e-08,0.000000000000000000e+00
3.943962563000000046e+02,2.888000000000000134e-11,2.041459291702681685e-08,5.895734434437344979e-19
3.944049009999999953e+02,7.676000000000000170e-11,2.041832961230302827e-08,1.567310981040380412e-18
3.944135158000000274e+02,1.747900000000000240e-10,2.042205338322227874e-08,3.569570710853422272e-18
3.944221205000000054e+02,7.877999999999999834e-11,2.042577278838881356e-08,1.609142380269270651e-18
3.944307651999999962e+02,0.000000000000000000e+00,2.042950948366502167e-08,0.000000000000000000e+00
3.944393698999999742e+02,0.000000000000000000e+00,2.043322888883155981e-08,0.000000000000000000e+00
3.944479845999999839e+02,1.698500000000000132e-10,2.043695261652552453e-08,3.471216401916860811e-18
3.944566293999999971e+02,1.027000000000000047e-11,2.044068935502701839e-08,2.099258796761274930e-19
3.944652340999999751e+02,5.103000000000000369e-11,2.044440876019355321e-08,1.043278179032677142e-18
3.944738487999999847e+02,0.000000000000000000e+00,2.044813248788752125e-08,0.000000000000000000e+00
3.944824835000000007e+02,1.066000000000000022e-11,2.045186486063632592e-08,2.180168794143832539e-19
3.944910982999999760e+02,1.539000000000000062e-10,2.045558863155554993e-08,3.148115090396399110e-18
3.944997129999999856e+02,5.291999999999999665e-11,2.045931235924951796e-08,1.082706810051484442e-18
3.945083177000000205e+02,3.191999999999999808e-11,2.046303176441607926e-08,6.531799739201611734e-19
3.945169624000000113e+02,2.217599999999999921e-10,2.046676845969228737e-08,4.538710573621361344e-18
3.945255670999999893e+02,4.300000000000000661e-11,2.047048786485882219e-08,8.802309781889294962e-19
3.945341819000000214e+02,7.482000000000000633e-11,2.047421163577807267e-08,1.531880514588915474e-18
3.945427965999999742e+02,3.182000000000000618e-11,2.047793536347201423e-08,6.516079032656795931e-19
3.945514312999999902e+02,0.000000000000000000e+00,2.048166773622081891e-08,0.000000000000000000e+00
3.945600459999999998e+02,1.664299999999999878e-10,2.048539146391478694e-08,3.409383701339337675e-18
3.945686607000000095e+02,8.800000000000000631e-11,2.048911519160875167e-08,1.803042136861570262e-18
3.945772655000000100e+02,2.545399999999999813e-10,2.049283464000057224e-08,5.216246129265745355e-18
3.945859102000000007e+02,2.767899999999999820e-10,2.049657133527678035e-08,5.673245979891259774e-18
3.945945148999999788e+02,1.583399999999999929e-10,2.050029074044331848e-08,3.246016035841794880e-18
3.946031295999999884e+02,2.038399999999999651e-10,2.050401446813728321e-08,4.179538309185103114e-18
3.946117444000000205e+02,0.000000000000000000e+00,2.050773823905653368e-08,0.000000000000000000e+00
3.946203490999999985e+02,1.800000000000000247e-10,2.051145764422307182e-08,3.692062375960153362e-18
3.946289638000000082e+02,0.000000000000000000e+00,2.051518137191703654e-08,0.000000000000000000e+00
3.946375985000000242e+02,1.564799999999999859e-10,2.051891374466584122e-08,3.210799622765310629e-18
3.946462131999999770e+02,1.212500000000000207e-10,2.052263747235978279e-08,2.488369793523624277e-18
3.946548280000000091e+02,0.000000000000000000e+00,2.052636124327903326e-08,0.000000000000000000e+00
3.946634326999999871e+02,9.998999999999999541e-11,2.053008064844556809e-08,2.052802764038072333e-18
3.946720473999999967e+02,4.950000000000000355e-11,2.053380437613953612e-08,1.016423316618907140e-18
3.946806520999999748e+02,1.393799999999999881e-10,2.053752378130607095e-08,2.862520064638440051e-18
3.946892968999999880e+02,2.172600000000000077e-10,2.054126051980756480e-08,4.462794260533391546e-18
3.946979115999999976e+02,7.725000000000000466e-11,2.054498424750152953e-08,1.587100033119493310e-18
3.947065162999999757e+02,1.555299999999999789e-10,2.054870365266806766e-08,3.195939879099464049e-18
3.947151309999999853e+02,0.000000000000000000e+00,2.055242738036203239e-08,0.000000000000000000e+00
3.947237357000000202e+02,0.000000000000000000e+00,2.055614678552859368e-08,0.000000000000000000e+00
3.947323504999999955e+02,4.028000000000000204e-11,2.055987055644782100e-08,8.281515860137182763e-19
3.947409652000000051e+02,1.187200000000000047e-10,2.056359428414178572e-08,2.441309913413312781e-18
3.947495698999999831e+02,0.000000000000000000e+00,2.056731368930832386e-08,0.000000000000000000e+00
3.947581845999999928e+02,0.000000000000000000e+00,2.057103741700228858e-08,0.000000000000000000e+00
3.947667893000000277e+02,0.000000000000000000e+00,2.057475682216884988e-08,0.000000000000000000e+00
3.947754340999999840e+02,1.130000000000000104e-10,2.057849356067031726e-08,2.325369772355746151e-18
3.947840487999999937e+02,8.475000000000000461e-11,2.058221728836428530e-08,1.744342915188873281e-18
3.947926534999999717e+02,1.724999999999999989e-10,2.058593669353082012e-08,3.551074079634066152e-18
3.948012681999999813e+02,0.000000000000000000e+00,2.058966042122478816e-08,0.000000000000000000e+00
3.948098729999999819e+02,1.616599999999999877e-10,2.059337986961660542e-08,3.329125789722219990e-18
3.948184876999999915e+02,0.000000000000000000e+00,2.059710359731057346e-08,0.000000000000000000e+00
3.948271024000000011e+02,4.636000000000000198e-11,2.060082732500454149e-08,9.550543547872105398e-19
3.948357070999999792e+02,9.150000000000000715e-11,2.060454673017107632e-08,1.885316025810653467e-18
3.948443217999999888e+02,2.607600000000000384e-10,2.060827045786504104e-08,5.373812604592888735e-18
3.948529265999999893e+02,2.926399999999999841e-10,2.061198990625686162e-08,6.031892726167007826e-18
3.948615412999999990e+02,6.300000000000000217e-11,2.061571363395082965e-08,1.298789958938902265e-18
3.948701560000000086e+02,3.033599999999999740e-10,2.061943736164479438e-08,6.255112518028563960e-18
3.948787606999999866e+02,3.225000000000000496e-11,2.062315676681133251e-08,6.650968057296655539e-19
