Date,Mean,Std,diff_count,Diff_error,Img_count,area
2024-11-01 12:31:43.279105,4.42507070452509,123.34504437535463,576485.4853515625,4077.8479715533244,34318791.57128906,1685
2024-11-01 12:33:07.568255,4.028950352822581,112.40740566626837,0.0,979.9019200660946,1968575.681640625,91
2024-11-01 12:34:31.855655,-5.315076164874552,90.7031623232495,0.0,475.5901129821837,460383.515625,20
2024-11-01 12:35:56.143805,-3.139273913530466,102.17254735838874,0.0,0.0,0.0,0
2024-11-01 12:37:20.432080,-7.959782426075269,114.88693085416921,0.0,625.3082556234015,804064.884765625,39
2024-11-01 12:38:44.721355,-10.018897709453405,141.37027062582186,0.0,483.698821380296,481993.322265625,20
2024-11-01 12:40:09.863000,-7.483478942652329,154.33527288395652,0.0,608.960108761239,770373.99609375,37
2024-11-01 12:41:33.296780,-10.457762796818997,150.4216741685076,0.0,0.0,0.0,0
2024-11-01 12:42:57.586180,-15.649225050403226,161.76158375877822,0.0,0.0,0.0,0
2024-11-01 12:44:21.873330,-12.974668878808243,161.61998274681272,0.0,0.0,0.0,0
2024-11-01 12:45:46.161605,-7.690370183691757,169.67021480609756,0.0,0.0,0.0,0
2024-11-01 12:47:10.450755,-6.060179351478495,162.0936156791903,0.0,451.02148223937877,422701.8515625,20
2024-11-01 12:48:34.739155,-3.066542758736559,169.77457311331372,0.0,2187.6475293443605,10059641.995117188,488
2024-11-01 12:49:59.263050,0.13429659498207885,174.0966438293053,0.0,1085.4198612272048,2465279.51171875,125
2024-11-01 12:51:23.314580,2.318415378584229,182.53810108925174,0.0,3020.292372419031,19286406.525390625,1111
2024-11-01 12:52:47.603730,-0.18337323588709678,177.6740775067898,0.0,2357.8600054235158,11652316.311523438,599
2024-11-01 12:54:11.889130,1.4381965445788532,182.8511590708281,0.0,2096.8015020068924,9280366.413085938,464
2024-11-01 12:55:36.177405,-0.5399515568996416,183.0930348368753,0.0,1840.2394814591642,7130266.361328125,349
2024-11-01 12:57:00.466555,-5.094415042562724,192.10929460897788,0.0,2522.8498074841964,13400320.4453125,662
2024-11-01 12:58:24.753830,-3.5477010528673834,194.05996319177038,0.0,2656.2227713218394,15017144.474609375,741
2024-11-01 12:59:49.419800,-5.013311351926523,203.58331947895275,1024734.9477539062,2709.379169637074,15724849.643554688,767
2024-11-01 13:01:13.490380,3.8032594086021505,209.30167878436242,1242220.3894042969,3219.6956574855108,22317210.2734375,1104
2024-11-01 13:02:38.345300,6.398328993055555,222.9747249785468,1757084.9946289062,3993.3289590020863,34447081.19921875,1656
2024-11-01 13:04:02.577805,10.167800739247312,210.21532076302933,1382075.8393554688,3912.1695607889087,32777039.264648438,1629
2024-11-01 13:05:27.123080,7.68462631608423,218.4752462432097,1317948.4936523438,4523.0818326008975,43611469.50390625,2058
2024-11-01 13:12:15.603310,27.32385472670251,339.8790573915113,4145015.6220703125,5078.3251175112355,57906796.638671875,2584
2024-11-01 13:13:40.179460,36.545558915770606,420.4239386178676,5160873.9755859375,5161.4141420545575,61349114.353515625,2590
2024-11-01 13:15:04.756735,14.741410450268818,280.29238652401665,2664393.6772460938,4070.6084245533766,36919447.07324219,1715
2024-11-01 13:16:29.333010,5.078422519041219,230.05235506360418,1650858.1235351562,3500.227990237576,26518228.473632812,1253
2024-11-01 13:17:53.908160,5.030451948924731,204.02498551451944,0.0,2715.1345642351316,15680903.86328125,752
2024-11-01 13:19:18.484435,-5.774564572132617,197.1000516176053,0.0,3404.8813275913844,24317728.071289062,1094
2024-11-01 13:20:43.617100,-1.1169494847670252,191.90187360407737,0.0,1782.945441061162,6656551.02734375,311
2024-11-01 13:22:07.636860,-3.698210685483871,190.71922655499299,0.0,1285.7495153264144,3465350.62890625,166
2024-11-01 13:23:32.179135,-6.113708277329749,189.8366919520836,0.0,634.5846624743276,838424.35546875,37
2024-11-01 13:24:56.724535,-9.662371891801076,191.60018370659634,0.0,825.6608193285053,1420219.6875,60
2024-11-01 13:26:21.273685,-17.3331303203405,197.92071641526374,0.0,594.5422908797416,740110.958984375,36
2024-11-01 13:27:45.811960,-13.353592629928315,202.7891968389552,0.0,0.0,0.0,0
