DateTime,Diff_count
2024-11-01 12:13:30.990790,20828604.77830196
2024-11-01 12:14:54.992065,19365410.755335055
2024-11-01 12:16:18.991340,2925358.3217750983
2024-11-01 12:17:42.991490,1768231.0046318446
2024-11-01 12:19:06.991890,2318159.6958649033
2024-11-01 12:20:30.992040,659982.0022810167
2024-11-01 12:21:54.992315,521845.01347126754
2024-11-01 12:23:18.992590,740080.3312652216
2024-11-01 12:24:42.991730,2854094.9925316293
2024-11-01 12:26:06.991130,15683594.660035785
2024-11-01 12:27:30.991280,11139624.675771834
2024-11-01 12:28:54.992555,7072236.371797346
2024-11-01 12:30:18.990830,4223932.314547503
2024-11-01 12:31:43.279105,2783887.7059732727
2024-11-01 12:33:07.568255,1896226.4210014527
2024-11-01 12:34:31.855655,1693557.0170037851
2024-11-01 12:35:56.143805,1603002.7214597664
2024-11-01 12:37:20.432080,1145433.4081339557
2024-11-01 12:38:44.721355,902457.9136186179
2024-11-01 12:40:09.863000,1164105.3515435613
2024-11-01 12:41:33.296780,956210.1829938302
2024-11-01 12:42:57.586180,996143.7195800387
2024-11-01 12:44:21.873330,1048991.0126423456
2024-11-01 12:45:46.161605,902798.4596182241
2024-11-01 12:47:10.450755,1239335.7821712014
2024-11-01 12:48:34.739155,1258648.808853937
2024-11-01 12:49:59.263050,1194634.902320659
2024-11-01 12:51:23.314580,2284071.076649106
2024-11-01 12:52:47.603730,1686489.2676605033
2024-11-01 12:54:11.889130,1179533.7037825908
2024-11-01 12:55:36.177405,1049344.9793115517
2024-11-01 12:57:00.466555,1234346.0192470853
2024-11-01 12:58:24.753830,822864.437679921
2024-11-01 12:59:49.419800,791304.7037352872
2024-11-01 13:01:13.490380,1396543.1538609688
2024-11-01 13:02:38.345300,1704392.3392699147
2024-11-01 13:04:02.577805,1693444.9826673572
2024-11-01 13:05:27.123080,2615120.4697818137
2024-11-01 13:12:15.603310,5112321.613407184
2024-11-01 13:13:40.179460,6697922.220069417
2024-11-01 13:15:04.756735,2860628.714051507
2024-11-01 13:16:29.333010,1306555.1515296507
2024-11-01 13:17:53.908160,639984.7985469783
2024-11-01 13:19:18.484435,1249241.186396604
2024-11-01 13:20:43.617100,882956.5437143657
2024-11-01 13:22:07.636860,1001797.3589389602
2024-11-01 13:23:32.179135,1068580.6698217408
2024-11-01 13:24:56.724535,653591.3808764694
2024-11-01 13:26:21.273685,544188.2031030114
2024-11-01 13:27:45.811960,609755.1277742614
2024-11-01 13:29:10.357235,533413.7134527949
2024-11-01 13:30:34.900385,417591.6604166875
2024-11-01 13:31:59.699670,347944.82783031644
2024-11-01 13:33:24.500945,299516.0865259992
2024-11-01 13:34:49.333220,346624.8921924017
2024-11-01 13:36:14.132370,743031.0658217923
2024-11-01 13:37:38.965645,579194.457420278
2024-11-01 13:39:03.797920,448847.19432738615
2024-11-01 13:40:28.597070,449136.1926586867
2024-11-01 13:41:53.429345,623787.9887547363
2024-11-01 13:43:18.266620,512202.67691554973
2024-11-01 13:44:45.366780,899815.1063863903
2024-11-01 13:46:10.198055,1038939.4188814724
2024-11-01 13:47:35.312050,1133999.589433113
2024-11-01 13:48:59.863480,1082906.8903852978
2024-11-01 13:50:24.694755,985181.9115468889
2024-11-01 13:51:49.528030,1244947.0370411095
2024-11-01 13:53:14.360180,906531.4640327449
2024-11-01 13:54:39.159455,896453.2276401098
2024-11-01 13:56:03.958730,1294760.2879352102
2024-11-01 13:57:28.759015,1058989.9073026238
2024-11-01 13:58:53.559165,1096199.9131072664
2024-11-01 14:00:18.358315,1113450.461010511
2024-11-01 14:01:43.446590,1163582.1197874593
2024-11-01 14:03:08.534865,1820110.0058349976
2024-11-01 14:04:33.622140,2427597.7987207132
2024-11-01 14:05:58.679290,2729615.320135945
2024-11-01 14:07:23.735565,2813484.141594137
2024-11-01 14:08:48.790850,2502081.671569705
2024-11-01 14:10:13.848000,2870966.050138438
2024-11-01 14:11:38.968275,2444164.3374338774
2024-11-01 14:13:04.235500,2681571.154262708
2024-11-01 14:14:29.112700,2929707.3572625415
2024-11-01 14:15:54.200975,2586817.423000471
2024-11-01 14:17:19.293125,2386610.66819035
2024-11-01 14:18:44.377400,2128710.562279868
2024-11-01 14:20:09.465685,2396260.2869784827
2024-11-01 14:21:34.553960,2136500.4261025647
2024-11-01 14:22:59.640985,3658274.3496985254
2024-11-01 14:24:24.730260,12212821.449696306
2024-11-01 14:25:15.194475,18576419.540332004
2024-11-01 14:25:33.242505,20912715.83888217
2024-11-01 14:25:51.294535,23533173.738701962
2024-11-01 14:26:10.746700,30078675.584454108
2024-11-01 14:26:30.202730,32673824.500448145
2024-11-01 14:26:49.657645,34133503.86757835
2024-11-01 14:27:09.113800,35647033.345348686
2024-11-01 14:27:28.569840,38573513.70778979
2024-11-01 14:27:48.268700,40880062.86587055
2024-11-01 14:28:07.483035,38019548.6204869
2024-11-01 14:28:26.938940,35546237.338389836
2024-11-01 14:28:46.392980,37673789.97798632
2024-11-01 14:29:05.851135,36006622.992321886
2024-11-01 14:29:25.305165,32617998.733440347
2024-11-01 14:29:44.763205,30896528.696523033
2024-11-01 14:30:04.217235,30188735.984064765
2024-11-01 14:30:23.674275,29426454.37525186
2024-11-01 14:30:43.160305,28635151.89461184
2024-11-01 14:31:02.648470,27153911.738107402
2024-11-01 14:31:22.136375,25225906.53002599
2024-11-01 14:31:41.623415,23410040.475726794
2024-11-01 14:32:01.112570,22155375.955975693
2024-11-01 14:32:20.600610,20800517.56712244
2024-11-01 14:32:40.886400,19541625.139288723
2024-11-01 14:32:59.576680,18174799.609478183
2024-11-01 14:33:19.647100,16806727.38966989
2024-11-01 14:33:38.552750,16520890.932803223
2024-11-01 14:33:58.279050,16152026.69114911
2024-11-01 14:35:34.738075,15491169.7301624
2024-11-01 14:37:11.441370,14112333.453505473
2024-11-01 14:38:48.146675,12900888.06062396
2024-11-01 14:40:24.850970,11761200.303777575
2024-11-01 14:42:01.554140,11908035.339881286
2024-11-01 14:43:38.259435,13246202.505566593
2024-11-01 14:45:14.931730,22898780.36319825
2024-11-01 14:46:51.602910,23841072.34672925
2024-11-01 14:48:28.280080,21483326.82428887
2024-11-01 14:50:04.979375,20575381.057787374
2024-11-01 14:51:41.683670,20527056.773912765
2024-11-01 14:53:18.388840,18842839.26437401
2024-11-01 14:54:55.921450,18867903.150045153
2024-11-01 14:56:31.829440,20430027.35270664
2024-11-01 14:58:08.533610,18833715.479569256
2024-11-01 14:59:45.236905,19523101.68424447
2024-11-01 15:01:21.938425,19695610.618848488
2024-11-01 15:02:58.643300,21919110.07277155
2024-11-01 15:04:35.474050,20679773.93878124
2024-11-01 15:06:12.531925,19637404.99489728
2024-11-01 15:07:49.588800,16929109.2434403
2024-11-01 15:09:26.642675,16461524.63872012
2024-11-01 15:11:03.700425,16620571.49165373
2024-11-01 15:12:40.756910,17279640.109792635
2024-11-01 15:14:17.813205,17089011.243781805
2024-11-01 15:15:54.901385,17313666.138225332
2024-11-01 15:17:31.956680,15654588.011978807
2024-11-01 15:19:09.138500,16608276.585381582
2024-11-01 15:20:46.701550,17053923.517229
2024-11-01 15:22:23.125450,17857337.82469965
2024-11-01 15:24:00.182620,16173250.348404998
2024-11-01 15:25:37.238915,17114613.599225614
2024-11-01 15:27:14.298095,15810064.49344539
2024-11-01 15:28:51.351390,16581766.012884855
2024-11-01 15:30:28.407560,16247615.520597171
2024-11-01 15:32:05.462855,15273296.67329373
2024-11-01 15:33:42.520160,17849302.69518427
2024-11-01 15:35:19.895330,16961246.593636297
2024-11-01 15:36:57.307625,16104091.502358591
2024-11-01 15:38:34.743805,16160069.256306615
2024-11-01 15:40:12.184100,15891342.371872894
2024-11-01 15:41:49.624395,15683346.951693393
2024-11-01 15:43:27.645750,15103531.273859603
2024-11-01 15:45:04.503745,14505506.415710188
2024-11-01 15:46:41.913040,15714630.105372634
2024-11-01 15:48:19.353345,14835723.220634595
2024-11-01 15:49:56.792640,14411730.855194252
2024-11-01 15:51:34.233685,16158083.231048878
2024-11-01 15:53:11.671990,15460233.869366765
2024-11-01 15:54:49.802850,14423052.471977135
2024-11-01 15:56:26.488580,14653031.756342739
2024-11-01 15:58:03.896760,15790005.451706586
2024-11-01 15:59:41.308930,13774932.176143128
