time_start,time_end,T,T_err,EM,EM_err,Flux,Flux_err,Index,Index_err,Ecut,Ecut_err
2024-11-01T13:15:40.000,2024-11-01T13:16:00.000,9.752941370090412,0.32950743417412376,59.53011328820945,16.120757527665535,0.2612373506112703,0.13828686881836955,3.088398400611564,0.27203116255726534,3.070194975245175,1.4087393820377228
