date_time,suit_coun,Mean,Std,diff_count,Diff_error,Img_count,area
2024-07-10 13:42:07,6105481.0380859375,-3.398505625879044,284.3029393258183,4633603.1708984375,6558.869198876339,92143011.37402344,3976.0
2024-07-10 13:54:53,4411979.092041016,-40.5414099859353,349.45889366643524,2849703.5698242188,5192.555514425026,58337244.6328125,2743.0
2024-07-10 14:02:11,2547988.279785156,-59.54508790436006,353.2469270285672,851205.1484375,4244.940164564446,38587022.28125,2035.0
2024-07-10 14:13:08,4222860.681152344,-49.20569971870605,427.1877977266965,1760730.0302734375,5178.9810711002265,57866550.55078125,2718.0
2024-07-10 14:22:16,5910895.541015625,-50.18601617440225,435.8627441092936,3064896.2607421875,5865.028561053446,74708015.58496094,3217.0
2024-07-10 14:31:23,3302654.631347656,-64.47290787623066,419.0516479386971,1922616.494140625,4335.179782470144,40890222.12402344,1770.0
2024-07-10 14:35:02,2560305.1171875,-64.17408579465541,412.1500821052547,1435697.0263671875,4146.294501393401,36943821.30175781,1709.0
2024-07-10 14:38:41,2139988.413085937,-76.24672995780591,430.2076095444872,938508.8447265624,3836.985013414056,31584896.399414062,1528.0
2024-07-10 14:45:59,1038104.2109375,,,,,,
2024-07-10 14:56:56,2536427.756347656,-68.75087552742616,478.1800628103873,901835.2646484376,3862.41388275635,32372909.759765625,1712.0
2024-07-10 15:11:32,5620464.026855469,-60.50807665260197,515.8500488469363,3110482.1669921875,5157.555244242383,58821216.22167969,2403.0
2024-07-10 15:14:01,4412733.054199219,-76.01395569620253,504.58961152654814,2833730.169921875,4500.260884500414,44917429.111328125,1803.0
2024-07-10 15:20:49,3828050.802734375,-84.4004641350211,509.6392844979496,1609807.03125,4782.052252036874,49564098.28515625,2200.0
