date_time,suit_coun,Mean,Std,diff_count,Diff_error,Img_count,area
2024-06-02 02:56:38,1216190.4658203125,0.6141486088817549,156.57975535952008,776699.7880859375,4147.18640762739,35614500.66503906,1627.0
2024-06-02 02:59:28,487038.3681640625,,,,,,
2024-06-02 03:02:17,290702.390625,,,,,,
2024-06-02 03:06:32,3379635.4921875,31.10493913857678,256.3807816699358,2291061.3046875,5035.304798914238,54088224.328125,1949.0
2024-06-02 03:16:28,4544206.184082031,50.42842763509898,281.7651873226604,1853830.4423828125,5807.345683229257,71994733.953125,2923.0
2024-06-02 03:19:19,2131460.4228515625,,,,,,
2024-06-02 03:30:40,4640012.13671875,76.56240302300695,276.27939495742413,2471374.455078125,6645.08709285888,92954377.08007812,3377.0
2024-06-02 03:37:46,2771851.34765625,,,,,,
2024-06-02 03:42:02,2217440.7060546875,,,,,,
2024-06-02 03:52:00,4537023.271484375,66.87965489566614,293.932882024623,2218674.0478515625,6387.496697880139,86137251.40234375,3074.0
2024-06-02 04:01:59,6788071.096191406,65.92734416800428,339.4802412474904,2942511.2900390625,7027.6337877716205,105563344.40625,4152.0
2024-06-02 04:10:31,3998311.471679688,,,,,,
2024-06-02 04:19:05,3461323.3134765625,,,,,,
2024-06-02 04:30:09,6283986.9052734375,105.51826511503478,352.4049767676412,1278673.861328125,6842.048714801924,99911248.13671876,3742.0
2024-06-02 04:35:52,7212124.312011719,,,,,,
2024-06-02 04:40:09,4689289.0615234375,,,,,,
2024-06-02 04:57:07,17314015.392089844,119.87799625468163,501.6433245073543,11637947.60986328,9555.801048957426,199940682.7666016,7043.0
2024-06-02 05:02:51,13958403.576171877,100.35189606741574,445.7879445673906,8379327.201171875,8999.324279863496,175934078.56445312,6441.0
