date_time,temperature,emission_measure,HOPE_trigger
2024-07-10 05:38:00,0.0,0.0,False
2024-07-10 05:39:00,0.0,0.0,False
2024-07-10 05:40:00,0.0,0.0,False
2024-07-10 05:41:00,0.0,0.0,False
2024-07-10 05:42:00,0.0,0.0,False
2024-07-10 05:43:00,0.0,0.0,False
2024-07-10 05:44:00,0.0,0.0,False
2024-07-10 05:45:00,11.216089189560714,1.8034689431349554e+46,False
2024-07-10 05:46:00,11.97367348378377,6.343436968542136e+46,True
2024-07-10 05:47:00,11.690813031485327,1.1510133973185417e+47,False
2024-07-10 05:48:00,10.604483261015082,1.7405433530656504e+47,False
2024-07-10 05:49:00,10.674144968884107,2.24891828418682e+47,False
2024-07-10 05:50:00,11.551903552410186,3.1969455547872072e+47,False
2024-07-10 05:51:00,12.332779467961982,4.102014570662884e+47,False
2024-07-10 05:52:00,12.343038802412194,5.3214534674123665e+47,False
2024-07-10 05:53:00,12.55211167227399,6.8527147419126365e+47,False
2024-07-10 05:54:00,13.899169742316841,9.125824814611684e+47,False
2024-07-10 05:55:00,15.32912503151644,1.418631037820461e+48,False
2024-07-10 05:56:00,16.026313917849674,2.0763374310328894e+48,False
2024-07-10 05:57:00,15.940498201398805,2.5256252986178562e+48,False
2024-07-10 05:58:00,14.513306623135474,2.4561365135598584e+48,False
2024-07-10 05:59:00,10.282984086368279,2.2689243182098356e+48,False
2024-07-10 06:00:00,0.0,0.0,False
2024-07-10 06:01:00,0.0,0.0,False
2024-07-10 06:02:00,0.0,0.0,False
2024-07-10 06:03:00,0.0,0.0,False
2024-07-10 06:04:00,0.0,0.0,False
2024-07-10 06:05:00,0.0,0.0,False
