date_time,temperature,emission_measure,HOPE_trigger
2024-06-02 08:40:00,2.811525924575948,7.453768218026076e+46,False
2024-06-02 08:41:00,20.073658574030386,1.3152948850282577e+46,False
2024-06-02 08:42:00,13.810881944942459,1.0263529358453842e+47,True
2024-06-02 08:43:00,12.816183703701876,6.924296787613533e+46,False
2024-06-02 08:44:00,13.675739973600963,5.690340553173581e+46,False
2024-06-02 08:45:00,14.193409843064064,8.913027245564256e+46,False
2024-06-02 08:46:00,13.245106732883416,2.600317703860565e+47,False
2024-06-02 08:47:00,14.88462816350303,9.240495898780674e+47,False
2024-06-02 08:48:00,16.4931964417061,3.492403306646292e+48,False
2024-06-02 08:49:00,15.760755441467797,5.6745251888321556e+48,False
2024-06-02 08:50:00,13.876906724265401,5.572806822756695e+48,False
2024-06-02 08:51:00,0.0,0.0,False
2024-06-02 08:52:00,0.0,0.0,False
2024-06-02 08:53:00,0.0,0.0,False
2024-06-02 08:54:00,0.0,0.0,False
2024-06-02 08:55:00,0.0,0.0,False
