date_time,temperature,emission_measure
2024-06-02 08:40:00,6.227279593072207,3.591494513690142e+48
2024-06-02 08:41:00,6.562812962559391,3.239452682008509e+48
2024-06-02 08:42:00,7.152634586347666,2.8805055736990958e+48
2024-06-02 08:43:00,6.784879504393757,3.128851910934752e+48
2024-06-02 08:44:00,7.090297052222565,2.8801329787454242e+48
2024-06-02 08:45:00,7.89175301726553,2.5673829777066707e+48
2024-06-02 08:46:00,8.356016115013201,2.557071194422975e+48
2024-06-02 08:47:00,11.495957472990101,2.5145779508790236e+48
2024-06-02 08:48:00,14.848061039011009,4.9241523465882693e+48
2024-06-02 08:49:00,14.697178106281228,7.260996412497558e+48
2024-06-02 08:50:00,13.276320888315844,7.961298728857536e+48
2024-06-02 08:51:00,12.10061651535502,7.501853608689057e+48
2024-06-02 08:52:00,11.43165794205292,6.777334647607413e+48
2024-06-02 08:53:00,10.937057203185363,6.414683131558264e+48
2024-06-02 08:54:00,10.508770059193289,6.0613800402858e+48
2024-06-02 08:55:00,10.366325287999178,5.893624564469349e+48
