filter2_file,counts_under_contours
2024-07-10T15:04:23.785,79862310
2024-07-10T15:05:55.343,77963050
2024-07-10T15:06:13.290,77489220
2024-07-10T15:07:44.847,77058776
2024-07-10T15:08:02.793,77099410
2024-07-10T15:09:34.385,77430060
2024-07-10T15:09:52.331,77219340
2024-07-10T15:11:23.890,77832776
2024-07-10T15:11:41.836,78005560
2024-07-10T15:13:13.393,78389190
2024-07-10T15:14:29.541,77395600
2024-07-10T15:16:06.791,75517304
2024-07-10T15:17:44.590,75777176
2024-07-10T15:19:21.188,74958070
2024-07-10T15:20:58.373,75256504
2024-07-10T15:22:35.557,74704090
2024-07-10T15:24:12.741,75784320
2024-07-10T15:25:49.926,77067704
2024-07-10T15:27:27.110,81374220
2024-07-10T15:29:04.296,87709100
2024-07-10T15:30:41.510,110963464
2024-07-10T15:32:18.949,129376790
2024-07-10T15:33:56.385,128992984
2024-07-10T15:35:28.135,131209256
2024-07-10T15:35:46.113,127522710
2024-07-10T15:37:17.862,111032210
2024-07-10T15:37:35.840,108752376
2024-07-10T15:39:07.592,99380210
2024-07-10T15:39:25.570,98580136
2024-07-10T15:40:57.320,94407500
2024-07-10T15:41:15.297,93505700
2024-07-10T15:42:47.473,89918840
2024-07-10T15:43:05.254,89188060
2024-07-10T15:44:36.777,86048720
2024-07-10T15:44:54.753,85589624
2024-07-10T15:46:26.504,84915130
2024-07-10T15:46:44.482,84821810
2024-07-10T15:48:16.233,83247176
2024-07-10T15:48:34.209,83315260
2024-07-10T15:50:05.930,83167304
2024-07-10T15:50:23.906,82518824
2024-07-10T15:51:55.657,81728250
2024-07-10T15:52:13.633,81364800
2024-07-10T15:53:45.354,79262024
2024-07-10T15:54:03.330,78764100
2024-07-10T15:55:35.486,78113840
2024-07-10T15:55:53.256,78158030
2024-07-10T15:57:24.714,76303500
2024-07-10T15:57:42.690,76211120
2024-07-10T15:59:14.377,75775810
2024-07-10T15:59:32.355,75428600
2024-07-10T16:01:04.405,74491384
