filter2_file,counts_under_contours
2024-07-10T13:31:01.128,86776630
2024-07-10T13:31:19.742,87000540
2024-07-10T13:32:50.632,85409464
2024-07-10T13:33:08.579,85135220
2024-07-10T13:34:40.137,83701970
2024-07-10T13:34:58.829,83421670
2024-07-10T13:36:29.641,83038370
2024-07-10T13:36:47.587,82902040
2024-07-10T13:38:19.146,81870020
2024-07-10T13:38:37.926,81802296
2024-07-10T13:40:08.650,82475140
2024-07-10T13:40:26.596,82309190
2024-07-10T13:41:58.154,82727160
2024-07-10T13:42:16.100,82247120
2024-07-10T13:43:47.659,80068390
2024-07-10T13:44:05.605,79840030
2024-07-10T13:45:37.163,79377330
2024-07-10T13:45:55.109,79538900
2024-07-10T13:47:26.667,78210660
2024-07-10T13:47:44.613,77990820
2024-07-10T13:49:16.171,78007176
2024-07-10T13:49:34.117,77681830
2024-07-10T13:51:05.676,78715420
2024-07-10T13:51:23.620,78451790
2024-07-10T13:52:55.181,78468670
2024-07-10T13:53:13.125,78598000
2024-07-10T13:54:44.684,78192160
2024-07-10T13:55:02.628,78269360
2024-07-10T13:56:34.188,76851820
2024-07-10T13:56:52.132,76763000
2024-07-10T13:58:23.693,76721260
2024-07-10T13:58:41.637,76794550
2024-07-10T14:00:13.196,76112056
2024-07-10T14:00:31.140,76049840
2024-07-10T14:02:02.700,76873700
2024-07-10T14:02:20.646,76884060
2024-07-10T14:03:52.203,76916010
2024-07-10T14:04:10.149,77059864
2024-07-10T14:05:41.707,77220824
2024-07-10T14:05:59.653,77527130
2024-07-10T14:07:31.213,76441464
2024-07-10T14:07:49.159,76262104
2024-07-10T14:09:20.716,76274730
2024-07-10T14:09:38.662,76054220
2024-07-10T14:11:10.220,76064850
2024-07-10T14:11:28.166,76293896
2024-07-10T14:12:59.725,76334220
2024-07-10T14:13:17.672,75915780
2024-07-10T14:14:49.233,75576190
2024-07-10T14:15:07.175,75809256
2024-07-10T14:16:38.734,76867840
2024-07-10T14:16:56.680,77453230
2024-07-10T14:18:28.241,77845830
2024-07-10T14:18:46.181,77970540
2024-07-10T14:20:17.742,79117624
2024-07-10T14:20:35.686,78839220
2024-07-10T14:22:07.251,79832376
2024-07-10T14:22:25.191,79949230
2024-07-10T14:23:56.751,79087100
2024-07-10T14:24:14.695,79134340
2024-07-10T14:25:46.259,79297200
2024-07-10T14:26:04.199,79547120
2024-07-10T14:27:35.759,78584790
2024-07-10T14:27:53.703,78706560
2024-07-10T14:29:25.260,77827030
2024-07-10T14:29:43.207,77804310
2024-07-10T14:31:14.766,77986500
2024-07-10T14:31:32.712,77979260
2024-07-10T14:33:04.269,79516770
2024-07-10T14:33:22.215,79931430
2024-07-10T14:34:53.773,79370870
2024-07-10T14:35:11.720,79124610
2024-07-10T14:36:43.279,78151430
2024-07-10T14:37:01.225,78140980
2024-07-10T14:38:32.782,78566080
2024-07-10T14:38:50.728,78471976
2024-07-10T14:40:22.287,79885496
2024-07-10T14:40:40.235,79996560
2024-07-10T14:42:11.792,78958780
2024-07-10T14:42:29.738,78781350
2024-07-10T14:44:01.295,77872670
2024-07-10T14:44:19.245,78125920
2024-07-10T14:45:50.800,77987624
2024-07-10T14:46:08.744,77307304
2024-07-10T14:47:40.304,76807610
2024-07-10T14:47:58.256,77304170
2024-07-10T14:49:29.808,77871340
2024-07-10T14:49:47.753,78040984
2024-07-10T14:51:19.313,76372264
2024-07-10T14:51:37.259,76118350
2024-07-10T14:53:08.817,76582680
2024-07-10T14:53:26.761,76959384
2024-07-10T14:54:58.322,76346940
2024-07-10T14:55:16.266,76336136
2024-07-10T14:56:47.825,76707740
2024-07-10T14:57:05.769,76575300
2024-07-10T14:58:37.326,77192370
2024-07-10T14:58:55.274,77111900
2024-07-10T15:00:26.829,78251150
2024-07-10T15:00:44.775,78589336
2024-07-10T15:02:16.333,79044830
2024-07-10T15:02:34.279,79248590
2024-07-10T15:04:05.839,80186536
