Date,FullDiskIntensity,ROI_Intensity,OutsideROI_Intensity,Exposure
2024-06-02 06:30:06.646000,49832194.4560313,8919021.92835794,40920829.6992909,2.90081
2024-06-02 06:30:18.630000,49773768.4720149,8890461.17166706,40891021.0158759,2.900807
2024-06-02 06:30:30.616000,49778997.3617686,8881737.39238771,40904942.65906,2.900807
2024-06-02 06:30:42.623000,49755237.5833947,8858252.49680004,40904709.1280962,2.900813
2024-06-02 06:30:54.615000,49764549.9015792,8839629.62069215,40932649.8460775,2.90081
2024-06-02 06:31:06.623000,49740229.9769858,8819340.23990524,40928617.2285553,2.900812
2024-06-02 06:31:18.615000,49730888.7730591,8803474.06653595,40935182.1975119,2.900808
2024-06-02 06:31:30.623000,49710716.0721605,8795505.80854802,40922928.1052782,2.900811
2024-06-02 06:31:42.616000,49745947.8503561,8802789.29373423,40950883.3062259,2.900806
2024-06-02 06:31:54.623000,49745762.2210609,8812297.3843186,40941220.5961641,2.900812
2024-06-02 06:32:06.638000,49828150.8171336,8883863.85738333,40952026.1747491,2.900811
2024-06-02 06:32:18.623000,49912157.5478824,8959772.22890044,40960154.8810383,2.900807
2024-06-02 06:32:30.616000,49987156.6641524,9036316.82802423,40958633.5374607,2.900804
2024-06-02 06:32:42.623000,50069345.5782102,9112950.37067297,40964179.2536899,2.900805
2024-06-02 06:32:54.615000,50137639.629248,9201694.5629268,40943696.0128681,2.900807
2024-06-02 06:33:06.623000,50207640.221373,9273201.99972008,40942132.6348608,2.900806
2024-06-02 06:33:18.615000,50266369.9217597,9314985.34201505,40959219.6381146,2.900808
2024-06-02 06:33:30.622000,50307146.7304466,9335530.88121279,40979453.6627541,2.900809
2024-06-02 06:33:42.616000,50292433.9967699,9349313.03551945,40950969.1275353,2.900805
2024-06-02 06:33:54.624000,50270920.3780464,9349283.37208116,40929429.3176246,2.900808
2024-06-02 06:34:06.616000,50265627.64474,9335553.40672675,40937819.6741939,2.900805
2024-06-02 06:34:18.622000,50237951.4687277,9309085.39339012,40936731.4646599,2.90081
2024-06-02 06:34:30.616000,50167898.0477164,9252278.6754587,40923411.683917,2.900808
2024-06-02 06:34:42.622000,50108973.7755825,9189577.52460694,40927189.9415611,2.900808
2024-06-02 06:34:54.615000,50046287.0874987,9125581.86354221,40928485.8120614,2.900809
2024-06-02 06:35:06.623000,49980060.7279075,9068631.91221205,40919241.8112471,2.900808
2024-06-02 06:35:18.615000,49901285.4349547,8995093.78076729,40913908.1249087,2.900808
2024-06-02 06:35:30.622000,49819448.2987332,8914529.70533393,40912708.1445211,2.900809
2024-06-02 06:35:42.616000,49713315.1476019,8814626.54038925,40906384.3913888,2.900809
2024-06-02 06:35:54.623000,49630258.5725165,8722421.41938927,40915641.8670503,2.900811
2024-06-02 06:36:06.624000,49555856.7738964,8648742.49003383,40914927.2686406,2.900812
2024-06-02 06:36:18.622000,49460415.1670845,8574597.83618909,40893613.0898701,2.900808
2024-06-02 06:36:30.615000,49377182.2353067,8507183.1660812,40877774.1389474,2.90081
2024-06-02 06:36:42.623000,49310161.4066972,8446699.52416723,40871238.3338579,2.900809
2024-06-02 06:36:54.624000,49266576.3240531,8406398.35301118,40868008.8899338,2.900809
2024-06-02 06:37:06.615000,49243039.9636516,8373570.01197252,40877236.0557099,2.900811
2024-06-02 06:37:18.622000,49242550.7798347,8355368.69567676,40894937.1674848,2.900807
2024-06-02 06:37:30.616000,49239473.4428983,8355578.41510256,40891663.9030669,2.900806
2024-06-02 06:37:42.622000,49237845.4554731,8372328.67532081,40873409.0639574,2.900808
2024-06-02 06:37:54.624000,49285436.284066,8418871.31330786,40874322.8172869,2.900805
2024-06-02 06:38:06.615000,49361022.1703746,8483051.61872141,40885800.0943186,2.900808
2024-06-02 06:38:18.622000,49456062.7742123,8568830.28148355,40895063.4116207,2.900809
2024-06-02 06:38:30.622000,49542163.9564438,8648430.59190081,40901583.5938068,2.900807
2024-06-02 06:38:42.622000,49637150.5023087,8718735.41353679,40926324.6146071,2.900806
2024-06-02 06:38:54.624000,49657931.4053661,8774219.61452146,40891502.7182063,2.90081
2024-06-02 06:39:06.616000,49720738.6902279,8813618.26524316,40914991.3300078,2.90081
2024-06-02 06:39:18.622000,49723408.8835218,8841555.57983997,40889616.6552158,2.900809
2024-06-02 06:39:30.622000,49716912.5695022,8849538.76628125,40875182.6646861,2.900807
2024-06-02 06:39:42.622000,49717983.2088047,8850549.12324368,40875224.3342023,2.900806
2024-06-02 06:39:54.616000,49723298.569468,8813844.68953316,40917374.4289955,2.900809
2024-06-02 06:40:06.623000,49667326.3681451,8774898.84711392,40900196.3936243,2.900807
2024-06-02 06:40:18.622000,49617694.9257948,8723145.16398701,40902465.4846286,2.900809
2024-06-02 06:40:30.622000,49565000.5998337,8663693.92761455,40909110.715512,2.900804
2024-06-02 06:40:42.616000,49490377.501977,8594916.03368167,40903368.2362764,2.900806
2024-06-02 06:40:54.624000,49485976.4789429,8546412.46136848,40947378.4001338,2.900805
2024-06-02 06:41:06.639000,49380742.2422397,8484042.18828911,40904468.9318999,2.900805
2024-06-02 06:41:18.615000,49340819.5311302,8433643.76440333,40914951.5393141,2.900805
2024-06-02 06:41:30.622000,49292557.5116416,8386822.41199337,40913672.2094978,2.900804
2024-06-02 06:41:42.622000,49275878.4377981,8349489.43447728,40934257.1694803,2.900803
2024-06-02 06:41:54.624000,49261288.9392044,8313786.79841865,40955271.7108774,2.900804
2024-06-02 06:42:06.615000,49221022.9773991,8280632.25164584,40948307.1434949,2.900807
2024-06-02 06:42:18.622000,49202551.2909171,8241252.9483185,40969253.3730281,2.900806
2024-06-02 06:42:30.638000,49193903.0717335,8207870.57385795,40994005.4571059,2.900805
2024-06-02 06:42:42.632000,49173702.9221848,8178599.83197791,41002917.4619908,2.900809
2024-06-02 06:42:54.623000,49325047.8314678,8325871.04981023,41007007.0083873,2.90081
2024-06-02 06:43:06.638000,49291341.8291242,8308152.65672438,40991075.2483187,2.900809
2024-06-02 06:43:18.630000,49247590.8453156,8246928.27175858,41008570.7095604,2.90081
2024-06-02 06:43:30.622000,49272506.143116,8242340.75471386,41038091.4558978,2.900808
2024-06-02 06:43:42.622000,49222241.1058432,8198022.00006964,41032092.7713614,2.900809
2024-06-02 06:43:54.623000,49190124.810182,8143070.63039398,41054857.5309268,2.900805
2024-06-02 06:44:06.623000,49173713.9535902,8114042.66878654,41067572.5289049,2.900809
2024-06-02 06:44:18.622000,49137900.1037641,8065749.22176909,41079985.2455004,2.90081
2024-06-02 06:44:30.616000,49118502.5408447,8033720.27163476,41092702.8237315,2.900807
2024-06-02 06:44:42.622000,49083448.732096,7997193.88819196,41094209.8606217,2.900811
2024-06-02 06:44:54.623000,49047326.4200943,7985630.22547832,41069634.664237,2.900811
2024-06-02 06:45:06.638000,48998436.2977488,7964310.6334511,41041993.8168952,2.900808
2024-06-02 06:45:18.615000,48964377.4868088,7934283.09235433,41037912.9111013,2.900806
2024-06-02 06:45:30.622000,48955259.0329112,7914451.45130203,41048592.9959539,2.900809
2024-06-02 06:45:42.622000,48933604.3841563,7898319.39986397,41043165.5445085,2.900809
2024-06-02 06:45:54.624000,48917863.5179326,7874072.9300753,41051569.8050818,2.900806
2024-06-02 06:46:06.623000,48912143.4138845,7867641.65971745,41052416.1035188,2.900807
2024-06-02 06:46:18.622000,48869947.9593272,7832836.91992024,41044955.7502599,2.900808
2024-06-02 06:46:30.622000,48829881.3090137,7814795.86736119,41022963.9307642,2.90081
2024-06-02 06:46:42.632000,48851967.0560641,7808865.60188251,41051009.5983635,2.900807
2024-06-02 06:46:54.624000,48858663.419753,7819725.96581778,41046884.2108021,2.900806
2024-06-02 06:47:06.624000,48877235.1123223,7814109.53166449,41071048.8984954,2.900805
2024-06-02 06:47:18.615000,48908128.2926194,7830740.83547814,41085270.7833616,2.900806
2024-06-02 06:47:30.622000,48965723.9854882,7871465.29031262,41102174.4316403,2.900804
2024-06-02 06:47:42.622000,49016479.2186996,7932847.60609555,41091498.3944112,2.900805
2024-06-02 06:47:54.615000,49042678.4831526,7943375.73763981,41107264.6705778,2.900806
2024-06-02 06:48:06.624000,49055271.2091988,7947544.21617448,41115621.3533829,2.900805
2024-06-02 06:48:18.622000,49079474.1459698,7965575.07312625,41121743.7918095,2.900805
2024-06-02 06:48:30.638000,49090810.0587355,7969038.21770669,41129568.9950572,2.900802
2024-06-02 06:48:42.616000,49114432.7178145,7973470.81241242,41148792.8350923,2.900805
2024-06-02 06:48:54.624000,49116947.8817087,7975603.32390492,41149253.3969019,2.900805
2024-06-02 06:49:06.638000,49144195.4905621,7997915.75097258,41154121.0112365,2.900805
2024-06-02 06:49:18.615000,49154234.0832976,7989151.28731507,41173028.8661251,2.900805
2024-06-02 06:49:30.622000,49142419.4318474,7973459.78099183,41176950.5361443,2.900805
2024-06-02 06:49:42.616000,49124422.0567815,7952527.64406006,41179772.2286649,2.900804
