filter2_file,total_counts_under_contours,qs_mean_counts,contour_area,QS_area
2024-06-01T08:13:11.470,32950454.329849903,2186.909974953738,11658,4056
2024-06-01T08:14:36.787,32905931.849732455,2181.646725046155,11658,4056
2024-06-01T08:16:00.720,32878022.418195494,2188.454809626252,11658,4056
2024-06-01T08:17:25.328,32754326.31425802,2173.66734978469,11658,4056
2024-06-01T08:18:49.967,32679099.88999729,2180.777885790636,11658,4056
2024-06-01T08:20:14.576,32776583.17152059,2178.1316341937695,11658,4056
2024-06-01T08:21:39.249,32774631.94384098,2183.616847581523,11658,4056
2024-06-01T08:23:03.888,32801527.031715594,2180.8190660547343,11658,4056
2024-06-01T08:24:28.528,32887930.553111423,2174.4652269462763,11658,4056
2024-06-01T08:25:53.169,32950186.45391849,2180.5982177357027,11658,4056
2024-06-01T08:27:17.810,32938291.713039078,2182.7875537951436,11658,4056
2024-06-01T08:28:42.449,32947449.383299276,2185.339619257055,11658,4056
2024-06-01T08:30:07.900,32934063.42683951,2172.947501573832,11658,4056
2024-06-01T08:31:31.539,32986074.239253093,2187.445061584029,11658,4056
2024-06-01T08:32:55.922,33079132.09630681,2169.686998078651,11658,4056
2024-06-01T08:34:20.307,33144205.792901985,2178.1493497700008,11658,4056
2024-06-01T08:35:44.723,33040306.762472726,2165.9181484810642,11658,4056
2024-06-01T08:37:09.107,32979645.162631627,2189.6152966388095,11658,4056
2024-06-01T08:38:33.491,33122875.89406277,2185.248134394338,11658,4056
2024-06-01T08:39:57.875,33079556.775747485,2173.0614914427524,11658,4056
2024-06-01T08:41:22.261,33183557.538084872,2189.8268261998105,11658,4056
2024-06-01T08:45:48.533,37458366.969203986,2184.8639409039592,11658,4056
2024-06-01T08:47:14.925,38549448.79071809,2216.414079126441,11658,4056
2024-06-01T08:48:41.654,36272900.097245365,2182.9793600053636,11658,4056
2024-06-01T08:50:10.346,35915083.74204427,2203.6712070500434,11658,4056
2024-06-01T08:51:38.899,35405427.92436715,2196.4855010936712,11658,4056
2024-06-01T08:53:07.594,35247157.20914523,2201.0723740602616,11658,4056
2024-06-01T08:54:36.181,34935784.17014852,2192.678159804178,11658,4056
2024-06-01T08:56:04.873,35204504.607671574,2209.169317724999,11658,4056
2024-06-01T08:57:35.785,34685530.64947342,2192.4799412749976,11658,4056
2024-06-01T08:59:06.697,34772502.17394899,2177.235092359661,11658,4056
2024-06-01T09:00:37.641,34349916.097458266,2192.768632263402,11658,4056
2024-06-01T09:02:08.554,34381920.964235224,2185.540294692637,11658,4056
2024-06-01T09:03:39.466,34226056.98844064,2179.8785588749433,11658,4056
2024-06-01T09:05:10.378,34359721.50231514,2195.170331580987,11658,4056
2024-06-01T09:06:41.289,34074753.934347644,2185.6431787712363,11658,4056
2024-06-01T09:08:12.207,34275110.97482896,2193.7092263671097,11658,4056
2024-06-01T09:09:43.147,34087709.00353192,2192.478904671881,11658,4056
2024-06-01T09:11:14.580,34111030.97996224,2195.503298490795,11658,4056
2024-06-01T09:12:44.971,33829153.51366328,2189.871086712836,11658,4056
2024-06-01T09:14:15.883,34062191.26141238,2190.6474774724848,11658,4056
2024-06-01T09:15:46.700,33812350.207863264,2187.7476608398124,11658,4056
2024-06-01T09:17:17.452,34010035.87556254,2194.5709269302347,11658,4056
2024-06-01T09:18:48.209,33732412.751658574,2204.7497025183384,11658,4056
2024-06-01T09:20:18.957,34075489.59608942,2216.4189230186767,11658,4056
2024-06-01T09:21:49.709,33598798.06155099,2195.297323240533,11658,4056
2024-06-01T09:23:20.494,33918560.813366376,2197.847830730605,11658,4056
2024-06-01T09:24:51.216,33587885.67638148,2204.345311241147,11658,4056
2024-06-01T09:26:21.933,33808338.149036415,2199.4679909707065,11658,4056
2024-06-01T09:27:52.655,33515178.976113506,2202.7975071081405,11658,4056
2024-06-01T09:29:23.375,33660880.596954405,2210.798357770478,11658,4056
2024-06-01T09:30:54.940,33428262.39683258,2202.1261444428974,11658,4056
2024-06-01T09:32:24.815,33730284.533085905,2214.0209994694387,11658,4056
2024-06-01T09:33:55.535,33363974.831308097,2218.9049785424554,11658,4056
2024-06-01T09:35:26.255,33509589.117317125,2220.69629035407,11658,4056
2024-06-01T09:36:56.975,33364051.258256387,2204.682835684331,11658,4056
2024-06-01T09:38:27.696,33533771.42629041,2237.04440147128,11658,4056
2024-06-01T09:39:58.413,33342424.324103545,2202.802074781019,11658,4056
2024-06-01T09:41:29.715,33537410.865627907,2217.8207224073876,11658,4056
2024-06-01T09:42:59.759,33239809.957754347,2220.237884982572,11658,4056
2024-06-01T09:44:30.415,33497356.278126795,2223.2326681197924,11658,4056
2024-06-01T09:46:00.943,33125161.508651666,2210.7430219347,11658,4056
2024-06-01T09:47:31.375,33482734.20302165,2220.4411770853367,11658,4056
2024-06-01T09:49:01.809,33141414.80097135,2224.9757318294487,11658,4056
2024-06-01T09:50:32.240,33321980.610669523,2222.0723785773844,11658,4056
2024-06-01T09:52:02.672,33038786.164042037,2227.9497880619174,11658,4056
2024-06-01T09:53:33.105,33247551.18116059,2228.0803708830763,11658,4056
2024-06-01T09:55:03.537,32913656.555123534,2223.4890414391048,11658,4056
2024-06-01T09:56:33.969,33308274.88707071,2235.1079706995056,11658,4056
2024-06-01T09:58:04.402,32954689.93485554,2239.0857216313093,11658,4056
2024-06-01T09:59:34.833,33116225.31763328,2228.678721776968,11658,4056
2024-06-01T10:01:05.265,32794956.06845583,2241.278714618901,11658,4056
2024-06-01T10:02:35.699,33013162.369874272,2235.697651366931,11658,4056
2024-06-01T10:04:06.162,32844291.273959737,2226.0270686166186,11658,4056
2024-06-01T10:05:36.594,33198020.002530128,2238.044607865388,11658,4056
2024-06-01T10:07:07.263,32827277.47213914,2225.1399951263293,11658,4056
2024-06-01T10:08:37.460,33170941.87540296,2229.66030432636,11658,4056
2024-06-01T10:10:07.891,32959686.305619113,2229.2954027949118,11658,4056
2024-06-01T10:11:38.323,33162109.93376813,2233.2900638717106,11658,4056
2024-06-01T10:13:08.756,33054393.900229547,2216.4616230906345,11658,4056
2024-06-01T10:14:39.187,33122230.966009494,2228.435568595898,11658,4056
2024-06-01T10:16:09.429,32949956.900676183,2216.35845756455,11658,4056
2024-06-01T10:17:39.605,33180817.855883628,2204.8789646198734,11658,4056
2024-06-01T10:19:09.781,32975047.293649778,2194.9976144464863,11658,4056
