date_time,Mean,Std,diff_count,Diff_error,Img_count,area,median,thresh_val
2024-07-10 13:38:28.108555,-3.1873753273395917,148.30607998369052,1361194.4953262066,5560.413008485989,63197580.14520662,2751,0.0,340.99332839140106
2024-07-10 13:40:17.611870,6.082692834926307,134.080849225708,2414568.8177834284,6274.151501775787,81144522.95225415,3489,0.0,340.99332839140106
2024-07-10 13:42:07.116195,10.972817027015955,168.97948423850207,3744190.634683143,6917.410084682428,99445315.19401544,4129,0.0,422.5352112676057
2024-07-10 13:43:56.621510,-5.551843343385928,114.51198249522179,592887.7469517324,3583.4144998169363,26274606.70194826,1149,0.0,340.99332839140106
2024-07-10 13:45:46.124835,-13.773347072930157,177.05908483665735,849664.3839860067,3539.3210197335757,25903250.945441846,1219,0.0,496.6641957005189
2024-07-10 13:47:35.629150,-36.58205469998204,219.5328469642321,712659.0392687796,2706.6839232823927,15364934.760379508,795,-19.0,670.3995552260934
2024-07-10 13:49:25.131465,-29.659109888413045,220.1819067952227,264871.76672583446,1485.406787403516,4677738.4148547035,300,-9.0,717.46404744255
2024-07-10 13:51:14.635665,-30.176049613810186,228.43663711862018,306946.5452720454,1649.7270241929205,5750145.053976903,332,-8.0,740.702742772424
2024-07-10 13:53:04.140980,-30.52989465258673,230.14234415113475,1391416.3892714237,3573.998070715278,26938340.808224477,1086,-15.0,763.3543365455894
2024-07-10 13:54:53.644305,-19.770202091822103,262.1187880527767,2870608.983421251,4790.416098006538,48766781.76750161,2170,-7.0,793.5930318754633
2024-07-10 13:56:43.147620,-27.854536745543296,268.84911851921527,2548726.050994947,4589.3150165025,44672350.69238564,2004,-9.0,799.0059303187546
2024-07-10 13:58:32.653070,-43.96722034720843,264.4052895320742,1448430.4284959927,3476.434074849048,25619618.18203911,1295,-19.0,789.0059303187546
2024-07-10 14:00:22.156385,-36.3235107821171,275.2811621915655,872922.2440421521,2528.0761450618725,13655260.234503945,868,-8.0,822.2446256486286
2024-07-10 14:02:11.661710,-38.915507782095034,276.59222573449887,880978.2864717748,2541.7592848778627,13802058.810997427,855,-13.0,846.896219421794
2024-07-10 14:04:01.165025,-40.48613907875373,271.7466563984253,1116393.4638169268,2800.4464908320765,16801394.55984431,1109,-12.0,766.3543365455894
2024-07-10 14:05:50.669225,-31.217608742921428,284.2008417330458,1048573.5512250856,2774.711637457874,16446622.893313395,962,-4.0,855.896219421794
2024-07-10 14:07:40.174540,-36.833460960322185,302.67163592993137,1188178.5346170876,3099.5947861549475,20403154.211334955,1096,-9.0,880.5478131949592
2024-07-10 14:09:29.677865,-34.82732856228985,308.71432207981184,1230543.4125441336,2867.2667905328544,17672981.108729288,1096,-7.0,867.7220163083766
2024-07-10 14:11:19.182180,-31.117281324547555,315.84939582792003,2086114.3593919002,4060.7219001796634,35065039.06058937,1665,-4.0,878.1349147516679
2024-07-10 14:13:08.687630,-26.02276172198745,341.7915770633025,3277899.7722039744,5032.262093424802,53925223.32604431,2517,-2.0,909.7865085248333
2024-07-10 14:14:58.190945,-37.043566496812474,342.2750345600179,2811369.658352763,4495.94445252007,43238402.698644735,2045,-5.0,899.3736100815419
2024-07-10 14:16:47.696270,-45.61266311832125,332.6900811601812,1781314.1417288166,3631.564144924828,28157830.41913601,1420,-7.0,912.1994069681245
2024-07-10 14:18:37.197585,-43.90218100343175,333.0820934617183,2518013.575128711,4530.939351862983,43576836.395649806,2015,-14.0,912.612305411416
2024-07-10 14:20:26.701910,-29.625977291849836,355.1956360059088,5009009.026372301,5794.403985965429,72159244.13151638,3097,-8.0,940.8510007412899
2024-07-10 14:22:16.207100,-29.2722078838815,361.7741801631532,5400921.958345326,5837.733898408989,73559196.09561215,3147,-13.0,883.9607116382506
2024-07-10 14:24:05.710425,-39.70390223457525,345.0279166788211,3504726.7035210626,4945.068990689907,52412141.34888685,2276,-12.0,929.4381022979985
2024-07-10 14:25:55.214740,-53.990867579908674,334.6675661727081,2093820.610107692,4056.623832989504,35006214.4548646,1613,-20.0,928.8510007412899
2024-07-10 14:27:44.719065,-44.44394023905638,339.6608458022017,2188466.3475766387,4031.7024385323157,34697715.45331148,1548,-8.0,955.6767976278725
2024-07-10 14:29:34.222505,-48.56769430027322,338.0567231879976,2397241.322790872,4091.0933059100053,35871330.19811419,1642,-14.0,927.4381022979985
2024-07-10 14:31:23.727830,-40.481919509912366,339.80086667504526,2537607.188721263,4088.421230215451,35967983.50007411,1553,-9.0,954.6767976278725
2024-07-10 14:33:13.236145,-37.45730483312377,333.26260466279047,2003899.383029621,3846.3539084070494,31592776.160465993,1485,-7.0,964.0896960711638
2024-07-10 14:35:02.735460,-40.02171864709089,358.67016157984057,2772782.725750009,4296.980416887551,39700864.13198023,1832,-7.0,941.8510007412899
2024-07-10 14:36:52.244785,-45.22313924577176,368.4109521106712,2274294.8604855416,3993.351843317642,34168012.749542356,1649,-9.0,984.3283914010378
2024-07-10 14:38:41.744100,-51.89531750758672,390.3235755233873,3032341.9248638116,4603.898674848652,45424107.94141016,2097,-9.0,976.9154929577466
2024-07-10 14:40:31.255425,-53.60670088960738,397.5710980060376,2818603.468349303,4461.354225902733,42625966.526309654,1924,-5.0,995.7412898443292
2024-07-10 14:42:20.753740,-54.144807787452216,388.2941139012366,1320028.3950530936,3015.377941807273,19505036.658928826,1072,-10.0,1035.218680504077
