Date,FullDiskIntensity,ROI_Intensity,OutsideROI_Intensity,Exposure
2024-10-31 23:30:06.622000,65064873.68445366,8315304.342849934,56755432.56994385,2.900791
2024-10-31 23:30:18.616000,65007576.20938565,8301122.00430848,56712299.507272325,2.900791
2024-10-31 23:30:30.630000,64977620.24220291,8278692.260145595,56704770.52638401,2.900791
2024-10-31 23:30:42.622000,64968089.38254752,8264931.966809043,56708932.3942788,2.9007899999999998
2024-10-31 23:30:54.626000,64908022.673815526,8242325.627733953,56671427.89673576,2.900791
2024-10-31 23:31:06.616000,64875447.03339436,8225170.384619363,56656080.58494411,2.9007899999999998
2024-10-31 23:31:18.622000,64813902.98084521,8206462.519839439,56613185.10694336,2.9007879999999995
2024-10-31 23:31:30.622000,64785915.290001936,8184346.959157003,56607346.06526289,2.900791
2024-10-31 23:31:42.622000,64755777.30350101,8171649.732779783,56589817.053348556,2.900791
2024-10-31 23:31:54.626000,64726240.03160515,8153489.063163073,56578525.941009924,2.900793
2024-10-31 23:32:06.622000,64712224.79929619,8138438.054159002,56579604.466642216,2.900792
2024-10-31 23:32:18.630000,64664149.65292238,8120434.005609502,56549499.58494094,2.900792
2024-10-31 23:32:30.622000,64664265.48335766,8110076.144721856,56559946.38705568,2.9007919999999996
2024-10-31 23:32:42.622000,64684784.25367426,8087932.567358352,56602492.216778114,2.900791
2024-10-31 23:32:54.625000,64678457.23565936,8075140.83217934,56609072.07098197,2.9007929999999997
2024-10-31 23:33:06.622000,64664072.89048846,8064041.864457614,56605848.751546994,2.9007899999999998
2024-10-31 23:33:18.622000,64616692.05627565,8050639.256230969,56571851.903944895,2.9007929999999997
2024-10-31 23:33:30.622000,64640719.252341606,8044800.209598076,56601745.04186791,2.9007899999999998
2024-10-31 23:33:42.622000,64611717.07588824,8027655.205888598,56589918.891116634,2.900792
2024-10-31 23:33:54.647000,64620520.6167975,8018652.160273582,56607674.46109509,2.9007899999999998
2024-10-31 23:34:06.622000,64608540.012520716,8008287.39185712,56606035.86882479,2.900792
2024-10-31 23:34:18.622000,64596670.56215721,7997743.373356914,56604607.7103134,2.9007899999999998
2024-10-31 23:34:30.622000,64599736.485941425,7987502.042544213,56617988.040515795,2.9007940000000003
2024-10-31 23:34:42.622000,64574419.87375168,7982795.037629392,56597312.93981538,2.900791
2024-10-31 23:34:54.625000,64577265.99399957,7970554.2384818485,56612376.41732893,2.900791
2024-10-31 23:35:06.622000,64575268.90060753,7966777.360535551,56614129.998245314,2.9007929999999997
2024-10-31 23:35:18.622000,64556747.260748096,7956752.500696361,56605715.95619403,2.900792
2024-10-31 23:35:30.622000,64547635.64408317,7955318.378786469,56597955.72930133,2.9007899999999998
2024-10-31 23:35:42.622000,64510734.999269165,7949150.438914614,56567227.15727291,2.900792
