time,mode,thresh_area,thresho_tot,exposure,shutter_angle
2024-07-10 03:30:32.270290,3311,9846,36580064.0,2000,1.669921875
2024-07-10 03:32:03.469450,3319,8845,32849014.0,2000,1.58203125
2024-07-10 03:33:34.669735,3306,8890,33036574.0,2000,1.669921875
2024-07-10 03:35:05.870905,3308,9653,35838388.0,2000,1.669921875
2024-07-10 03:36:37.701900,3332,7962,29535398.0,2000,1.669921875
2024-07-10 03:38:08.270350,3282,7309,27168344.0,2000,1.669921875
2024-07-10 03:39:39.471510,3299,7676,28459652.0,2000,1.669921875
2024-07-10 03:41:10.670795,3312,7145,26468054.0,2000,1.669921875
2024-07-10 03:42:41.871090,3295,5739,21252942.0,2000,1.494140625
2024-07-10 03:44:13.721250,3298,6634,24564768.0,2000,1.93359375
2024-07-10 03:45:44.335410,3302,6794,25181512.0,2000,1.669921875
2024-07-10 03:47:15.758695,3325,6951,25778590.0,2000,1.669921875
2024-07-10 03:48:47.183990,3311,7053,26151296.0,2000,1.669921875
2024-07-10 03:50:18.606025,3318,8061,29921108.0,2000,1.669921875
2024-07-10 03:51:50.313100,3292,7433,27565938.0,2000,1.669921875
2024-07-10 03:53:21.454605,3300,7814,28986074.0,2000,1.58203125
2024-07-10 03:54:52.878765,3316,7637,28385230.0,2000,1.669921875
2024-07-10 03:56:24.301925,3298,7750,28771190.0,2000,1.669921875
2024-07-10 03:57:55.759210,3300,7727,28696696.0,2000,1.669921875
2024-07-10 03:59:27.183505,3283,7529,27972568.0,2000,1.669921875
2024-07-10 04:00:58.603180,3294,8233,30620188.0,2000,1.669921875
2024-07-10 04:02:30.609300,3289,8619,32060688.0,2000,1.58203125
2024-07-10 04:04:01.549680,3268,8909,33143032.0,2000,1.669921875
2024-07-10 04:05:33.530500,3304,9643,35885404.0,2000,1.669921875
2024-07-10 04:07:04.495055,3275,9279,34506180.0,2000,1.669921875
2024-07-10 04:08:35.951805,3277,8601,32025936.0,2000,1.669921875
2024-07-10 04:10:07.407430,3273,8788,32688748.0,2000,1.93359375
2024-07-10 04:11:38.897180,3299,9201,34180240.0,2000,1.669921875
2024-07-10 04:13:10.385340,3288,8227,30601182.0,2000,1.669921875
2024-07-10 04:14:41.872625,3279,7663,28499668.0,2000,1.669921875
2024-07-10 04:16:13.488920,3290,9089,33772464.0,2000,1.845703125
2024-07-10 04:17:45.200955,3300,8777,32632594.0,2000,1.845703125
2024-07-10 04:19:16.912240,3278,9614,35783236.0,2000,1.93359375
2024-07-10 04:20:48.625410,3284,9308,34651516.0,2000,1.93359375
2024-07-10 04:22:20.337695,3293,10031,37287724.0,2000,1.845703125
2024-07-10 04:23:52.489800,3253,8565,31833442.0,2000,1.669921875
2024-07-10 04:25:23.762140,3295,9565,35561176.0,2000,1.93359375
2024-07-10 04:26:55.474435,3273,10101,37531672.0,2000,1.93359375
2024-07-10 04:28:27.217595,3262,9632,35767164.0,2000,1.93359375
