time,mode,thresh_area,thresho_tot,exposure,shutter_angle
2024-07-10 03:30:16.877260,66643,114812,8724921344.0,350,1.669921875
2024-07-10 03:31:48.774200,67361,115409,8770607104.0,350,1.669921875
2024-07-10 03:33:19.277715,67403,114338,8688761856.0,350,1.669921875
2024-07-10 03:34:50.477875,74443,115038,8744089600.0,350,1.669921875
2024-07-10 03:36:21.678160,67617,115992,8814141440.0,350,1.58203125
2024-07-10 03:37:52.878320,75038,114930,8735758336.0,350,1.58203125
2024-07-10 03:39:24.784900,68146,113524,8624951296.0,350,1.669921875
2024-07-10 03:40:55.278775,74979,114037,8662702080.0,350,1.669921875
2024-07-10 03:42:26.479060,66808,113064,8591614976.0,350,1.669921875
2024-07-10 03:43:57.679095,67172,111618,8486901760.0,350,1.669921875
2024-07-10 03:45:28.878380,67850,111729,8498163712.0,350,1.669921875
2024-07-10 03:47:00.302675,68090,110969,8441846784.0,350,1.669921875
2024-07-10 03:48:31.726835,67578,112322,8532206080.0,350,1.669921875
2024-07-10 03:50:03.150995,68831,113003,8585182208.0,350,1.669921875
2024-07-10 03:51:34.573290,66651,115019,8744480768.0,350,1.669921875
2024-07-10 03:53:05.999575,68694,116564,8857926656.0,350,1.669921875
2024-07-10 03:54:37.421735,74030,115710,8793071616.0,350,1.669921875
2024-07-10 03:56:08.845895,74870,115887,8806393856.0,350,1.669921875
2024-07-10 03:57:40.302180,68252,113817,8651944960.0,350,1.669921875
2024-07-10 03:59:11.726475,67933,113958,8664659968.0,350,1.669921875
2024-07-10 04:00:43.147055,68841,115769,8802679808.0,350,1.669921875
2024-07-10 04:02:14.603805,70309,115010,8745521152.0,350,1.669921875
2024-07-10 04:03:46.925550,68943,113151,8601483264.0,350,1.669921875
2024-07-10 04:05:17.549180,68247,111201,8461619712.0,350,1.669921875
2024-07-10 04:06:49.419300,68578,112121,8525467648.0,350,1.669921875
2024-07-10 04:08:20.494680,68514,115164,8753807360.0,350,1.669921875
2024-07-10 04:09:51.951305,70137,116529,8865074176.0,350,1.669921875
2024-07-10 04:11:23.440055,74449,119385,9082301440.0,350,1.669921875
2024-07-10 04:12:54.928310,73443,117634,8950174720.0,350,1.669921875
