filter2_file,flare_tot_count,flare_tot_area,plage_tot_count,plage_tot_area,qs_threshold,qs_smpl1,qs_smpl2
2024-06-01T07:11:22.224,2921704.9336811374,180,985527402.1983298,94364,3894.9219562834296,3789.7394995174905,3760.1600143652468
2024-06-01T07:12:47.807,3216487.227867529,199,998185596.6966368,95668,3887.6869348134896,3742.2296845518204,3858.814838252811
2024-06-01T07:14:12.135,3108480.2892775284,193,1002648052.2837403,96401,3866.8970930815717,3788.7526897186644,3747.4589052872097
2024-06-01T07:15:37.191,2317861.1439906177,144,986286395.0150833,94450,3909.0781966521295,3742.590166058023,3782.7768234560635
2024-06-01T07:17:02.247,2126272.984840704,133,999565861.6970059,95591,3894.660301947862,3783.863300982021,3837.1434616399256
2024-06-01T07:18:27.303,1696946.677491343,106,991047796.0042235,94435,3911.607019459612,3845.6327004721456,3841.8840408381693
2024-06-01T07:19:52.360,63906.36538156509,4,955379831.2294253,90253,3987.519548394392,3850.9371067646034,3803.0922953271115
2024-06-01T07:21:17.416,251138.16352385003,16,1009715595.3022224,96350,3897.5489639798666,3689.037501232251,3803.4880612499164
2024-06-01T07:22:42.472,425006.47892204777,27,1006234684.733584,95792,3896.3918771661406,3784.988461882104,3871.150553410514
2024-06-01T07:24:07.528,110949.00809169194,7,979092314.8126396,92914,3934.0359493638916,3801.7685914311223,3799.3325338224536
2024-06-01T07:25:32.585,617157.8938336023,39,1001697445.6249236,95409,3909.3204379632602,3720.996552842704,3853.3706427581506
2024-06-01T07:26:57.641,63095.823610392545,4,990851231.9538778,94131,3927.108064232087,3818.7061660887957,3862.254709598358
2024-06-01T07:28:22.697,611170.6809540298,39,1008011365.87346,96680,3866.132164208045,3721.27000727689,3811.161462958349
2024-06-01T07:29:47.753,610822.6355672478,39,1009569651.7745888,96716,3876.4210440325764,3703.8970224705527,3782.017555939259
2024-06-01T07:31:12.650,31470.034663424973,2,990063084.8765224,94558,3911.680704956845,3791.32681872128,3817.3302825031387
2024-06-01T07:32:37.419,15764.40925492945,1,991779378.8509306,94432,3924.9870811855617,3795.7273624083027,3879.8223815726346
2024-06-01T07:34:02.191,315932.0626407757,20,990997478.9975096,94460,3920.224953712052,3758.278570109633,3789.9613374339588
2024-06-01T07:35:26.954,62610.916976497654,4,999610713.4646734,95562,3905.31485362374,3788.9717112003814,3800.0482763762184
2024-06-01T07:36:51.723,62662.98053766477,4,1006297383.319205,96123,3906.846815462673,3791.211667077767,3880.293803787351
2024-06-01T07:38:16.491,110779.72608576535,7,989275422.2328779,94107,3940.566628487351,3768.5197578310504,3893.054042952259
2024-06-01T07:39:41.259,180585.7542691624,11,1007617638.3786023,96817,3879.036432818619,3758.2607657163785,3785.7398422467363
2024-06-01T07:41:06.277,0.0,0,974830786.0164223,93070,3941.167793966338,3864.999790424858,3892.1219958770457
2024-06-01T07:42:30.828,0.0,0,964392790.6937706,91607,3962.95489997923,3802.6774572949835,3908.544440507103
2024-06-01T07:43:55.596,0.0,0,991362772.29938,94634,3914.1615450673394,3785.818594497535,3887.493233893978
2024-06-01T07:45:20.364,0.0,0,982195228.7947613,93590,3930.791681454773,3790.963011163537,3857.710361724504
2024-06-01T07:46:45.133,15590.26950701201,1,1008343838.3409439,96415,3887.485120378056,3717.3536317835187,3913.695159179951
2024-06-01T07:48:09.901,0.0,0,991323452.4028492,94236,3926.230873186925,3832.9984303373394,3894.0991077568924
2024-06-01T07:49:34.668,0.0,0,965117712.7635186,91190,3985.147715829434,3854.8357535240166,3927.4178785473923
2024-06-01T07:50:59.437,0.0,0,974557228.7940673,92398,3954.401913944485,3814.9219310361204,3858.215913399389
2024-06-01T07:52:24.205,0.0,0,987843948.136688,93631,3952.214757212662,3846.5344940848922,3910.8874589962206
2024-06-01T07:53:48.973,0.0,0,1003125116.8478277,95152,3930.057817979314,3823.9084842671496,3914.5791975004167
2024-06-01T07:55:13.742,658450.5096690236,41,998737779.924345,94374,3944.0269828403484,3744.67367113187,3927.544263410362
2024-06-01T07:56:38.510,3509892.0554869496,216,1008488530.8584712,95500,3923.545552396265,3753.3673240128524,3942.690674019056
2024-06-01T07:58:03.278,3891624.3302753735,244,1024657612.7705361,97311,3892.3929931871094,3678.1587085306915,3925.790654954015
2024-06-01T07:59:28.454,15830.027125643395,1,1003524489.9631532,94660,3945.694329447307,3765.3710112036474,3991.965957531954
2024-06-01T08:00:52.813,469909.82424089505,30,1027100581.6005961,97770,3890.001506987353,3704.8839936986806,3934.2321569845603
2024-06-01T08:02:17.392,267918.5153099629,17,1012046718.664786,95957,3924.90697192973,3756.4554699993228,3975.457214437768
2024-06-01T08:03:41.997,15869.450984983403,1,1005122227.0294538,94991,3945.9370174333767,3762.102646270999,3982.455658823702
2024-06-01T08:05:06.573,1632558.6621227388,104,1018923829.6547775,97292,3892.162346786092,3752.343608283423,3880.8956438733157
2024-06-01T08:06:31.150,1311604.1183585387,83,1014866810.2653869,96552,3913.0879238399084,3772.721145999283,3913.5102998897187
2024-06-01T08:07:55.727,110435.46687310324,7,1000284868.5128351,95029,3925.593629634032,3817.422458684615,3959.2023750217186
2024-06-01T08:09:20.302,0.0,0,982165004.2344205,92913,3964.1923793268247,3807.12999247998,3984.9416129469314
2024-06-01T08:10:44.879,1980337.2909302735,127,1034611550.4378167,98984,3863.4402575780173,3734.5394464604906,3916.5316473570647
2024-06-01T08:12:09.455,47500.23704568829,3,1004407612.6972458,95001,3944.955043231454,3754.1382572540147,4025.1979085581133
2024-06-01T08:13:34.624,0.0,0,994765100.8130511,94270,3958.156851934773,3739.4697692301515,4066.690629486715
2024-06-01T08:14:58.703,682979.5952978978,43,1000485222.717872,95226,3924.0296747871835,3766.1319523360917,3952.765229357512
2024-06-01T08:16:23.344,31552.303357326608,2,997140507.7922581,94560,3936.73437062279,3815.3079078948185,3920.2924093747724
2024-06-01T08:17:47.951,94239.3954903455,6,998153917.0745296,95172,3917.7644728217033,3748.1116077777697,3976.6952655315804
2024-06-01T08:19:12.559,31596.73216233284,2,991364767.9524032,94142,3938.6760572146572,3811.26665287971,3968.3734779030774
2024-06-01T08:20:37.205,298503.3706077758,19,1006562713.0329858,95775,3907.362373119189,3765.613011006005,3872.789272000204
2024-06-01T08:22:01.873,15787.920369225367,1,1002604428.3352882,95360,3914.4137794689664,3797.692133575323,3871.277905807012
2024-06-01T08:23:26.512,0.0,0,997243571.3698643,94349,3954.0649772378,3754.6035816930953,3974.5875223913126
2024-06-01T08:24:51.152,250439.47987490165,16,1024505894.5216174,97757,3890.767722006128,3717.2839141201475,3922.6292660533427
2024-06-01T08:26:15.793,0.0,0,1009329469.9929854,96317,3917.87448470585,3701.418334212205,3954.443410981665
2024-06-01T08:27:40.433,0.0,0,986617247.2475369,93754,3954.2584757514546,3813.1062652301443,3915.266473388725
2024-06-01T08:29:05.727,31643.143963836665,2,995327101.6220435,94447,3950.734464469568,3790.193771406595,3925.4728747786894
2024-06-01T08:30:29.714,15666.403338180797,1,1004646629.3099722,96046,3909.300991283954,3767.704737946801,3903.335897536169
2024-06-01T08:31:54.992,414083.2867128704,26,993432803.8985765,94464,3938.2376115262596,3759.0326586985975,4004.8975480862728
2024-06-01T08:33:18.482,1725425.7173743276,107,1006632824.749329,95788,3924.7266581202534,3675.9339882007766,4034.224947395298
2024-06-01T08:34:42.867,1443400.2396159414,88,975112698.7276922,91627,4009.894972070233,3755.7603635335236,4089.6583188803224
