filter2_file,flare_tot_count,flare_tot_area,plage_tot_count,plage_tot_area,qs_threshold,qs_smpl1,qs_smpl2
2024-06-01T07:10:22.791,0.0,0,277988128.8188934,21126,6001.469868163894,6509.678653490499,6987.550138446108
2024-06-01T07:11:22.224,0.0,0,324659005.4644221,25023,5871.617231789547,6265.911359353827,6789.583949257672
2024-06-01T07:11:47.846,0.0,0,294725168.71907306,22546,5967.060905964791,6583.6899844638865,6790.239808995079
2024-06-01T07:12:47.807,0.0,0,177073460.0261996,12981,6402.205811521351,7312.37685153101,7174.699146875359
2024-06-01T07:13:12.903,0.0,0,153861710.45782563,11186,6471.101130492821,7405.440402266096,7295.290099032858
2024-06-01T07:14:12.135,0.0,0,220628964.0457708,16436,6232.427844508978,7345.1189500100645,6576.88415562716
2024-06-01T07:14:37.959,0.0,0,171555939.4289805,12609,6376.819814662925,7715.64769247279,6569.974027171591
2024-06-01T07:15:37.191,0.0,0,192049332.62619963,14221,6309.599929651568,7268.430281751091,6939.048368123367
2024-06-01T07:16:03.152,0.0,0,143686774.5342087,10447,6482.049553750771,7599.67127835592,7013.432856728674
2024-06-01T07:17:02.247,0.0,0,85752128.90121195,6046,6781.930843247791,8052.449672352703,7381.470339562557
2024-06-01T07:17:28.713,0.0,0,63546377.3864123,4416,6931.366434396529,8687.243053689388,7171.054025449905
2024-06-01T07:18:27.303,0.0,0,165280834.2925832,11985,6463.5822739567,7091.457539057705,7527.379707784615
2024-06-01T07:18:53.128,0.0,0,154007110.36208874,11149,6490.593728288583,7154.148852123637,7563.525575686226
2024-06-01T07:19:52.360,0.0,0,239936199.2664518,18004,6166.0266644673475,6612.795495562631,7153.717936236278
2024-06-01T07:20:18.188,0.0,0,247024199.03291705,18616,6134.34707473337,6584.443082657817,7123.976435346846
2024-06-01T07:21:17.416,0.0,0,59335298.751734115,4131,6953.306952290125,8494.776405762435,7492.374133980282
2024-06-01T07:21:43.240,0.0,0,11503265.9962898,772,7317.535202686679,9781.486146279613,7266.911730336187
2024-06-01T07:22:42.472,0.0,0,142120906.2861976,10253,6558.273031021209,7342.9563469257855,7477.767044800256
2024-06-01T07:23:08.296,0.0,0,141506524.51367718,10240,6539.088767940615,7349.511429996192,7474.558740133916
2024-06-01T07:24:07.528,0.0,0,289352020.51869667,21996,6030.893028586995,6191.1035609818055,7159.980222533058
2024-06-01T07:24:33.352,0.0,0,294495760.9344495,22430,6009.594769240226,6252.439170337067,7080.217042409133
2024-06-01T07:25:32.585,0.0,0,95274474.03771469,6733,6750.85270488889,8004.8466787013,7421.019123702889
2024-06-01T07:25:58.409,0.0,0,78223386.37274495,5497,6825.694513472598,8120.514170559325,7525.759182086792
2024-06-01T07:26:57.641,0.0,0,181033727.85150638,13282,6397.605468503876,7013.918872756581,7429.460877699784
2024-06-01T07:27:23.465,0.0,0,231127110.33353376,17292,6200.235990369595,6585.084212855795,7346.84007217852
2024-06-01T07:28:22.697,0.0,0,176854897.66235188,12989,6394.3628233636255,7037.223325433966,7439.712384973072
2024-06-01T07:28:48.521,0.0,0,75749499.64570716,5307,6826.310315534397,8353.47572597662,7397.180124501652
2024-06-01T07:29:47.753,0.0,0,200613021.73526675,14855,6309.244283331267,6615.786304458788,7470.875920905109
2024-06-01T07:30:13.577,0.0,0,251673678.6504325,19008,6113.709624022174,6231.227155538021,7329.413884018678
2024-06-01T07:31:12.650,0.0,0,276120501.37683696,20990,6034.476137169101,6289.9737792215055,7161.140735731598
2024-06-01T07:31:38.410,0.0,0,412558895.0277072,32811,5590.5247994783795,5321.224939796023,6836.091253687885
2024-06-01T07:32:37.419,0.0,0,93047034.98512694,6602,6747.556889978339,8002.34967743798,7442.127154307427
2024-06-01T07:33:03.183,0.0,0,40233229.021541156,2765,7092.270464894296,9111.413505412016,7377.220280812002
2024-06-01T07:34:02.191,0.0,0,194955392.6604326,14404,6325.872786383689,6679.697794998051,7487.548946943995
2024-06-01T07:34:27.946,0.0,0,341466828.3279824,26615,5803.364932497789,5665.804676472714,7086.174225635788
2024-06-01T07:35:26.954,0.0,0,17015341.37043256,1158,7211.637184316322,9428.644179701541,7393.852994603694
2024-06-01T07:35:52.715,0.0,0,12784440.4520006,864,7278.022571932015,9369.203993844369,7779.421386226249
2024-06-01T07:36:51.723,0.0,0,47109767.926078446,3260,7009.254546197245,8648.74039313948,7496.130164740041
2024-06-01T07:37:17.483,0.0,0,28047119.41495397,1917,7156.381526579383,9267.010823789204,7430.530450100634
2024-06-01T07:38:16.491,0.0,0,79527613.87125318,5612,6777.629542875672,7915.644209163717,7575.170126517493
2024-06-01T07:38:42.251,0.0,0,118178042.67851357,8523,6589.6379617568555,7555.938843721816,7468.051387994292
2024-06-01T07:39:41.259,0.0,0,122146924.33787397,8835,6587.57310208453,7260.931983198059,7569.173115430962
2024-06-01T07:40:07.186,0.0,0,124371233.94534047,9030,6566.624901289902,7235.800582796951,7550.688594360696
2024-06-01T07:41:06.277,0.0,0,131788255.2981345,9603,6509.346822738879,7126.311560510344,7457.579566141908
2024-06-01T07:41:31.788,0.0,0,167602828.61773923,12381,6361.839166696325,6867.2388315430835,7343.7982281304
2024-06-01T07:42:30.828,0.0,0,203407776.16299173,15155,6269.633185644234,6976.828795793217,7031.907752416386
2024-06-01T07:42:56.586,0.0,0,154830016.38586077,11310,6457.178333483712,7317.057452990726,7200.079580708525
2024-06-01T07:43:55.596,0.0,0,117627757.53508691,8472,6613.323606143626,7523.349819611755,7341.0881322692
2024-06-01T07:44:21.355,0.0,0,80027139.82895955,5686,6758.488570454688,7823.6510658777315,7417.156507395581
2024-06-01T07:45:20.364,0.0,0,102309637.63053027,7344,6668.817900763633,7593.885922758815,7439.637429471419
2024-06-01T07:45:46.122,0.0,0,43995396.74133272,3069,6960.672992780317,8262.458773963728,7554.3123560183
2024-06-01T07:46:45.133,0.0,0,49931285.2118385,3464,6970.953464665974,8273.015850850046,7547.806593482261
2024-06-01T07:47:10.891,0.0,0,60423968.837638415,4211,6896.570920967551,8147.094061048925,7470.942935172852
2024-06-01T07:48:09.901,0.0,0,163572844.85161954,11912,6461.432808003192,7083.4619878272815,7329.829733542141
2024-06-01T07:48:35.659,0.0,0,158435582.66504326,11538,6470.178069682763,7134.040026216556,7354.326848199527
2024-06-01T07:49:34.668,0.0,0,264455736.94045117,20035,6089.974729708279,6290.295654590104,7030.9458227705945
2024-06-01T07:50:00.426,0.0,0,284318744.5098568,21710,6012.715276410159,6187.600884543695,6976.5053678016
2024-06-01T07:50:59.437,0.0,0,337203686.6473824,26062,5861.8553708958825,5764.704859181595,6917.74276714315
2024-06-01T07:51:25.199,0.0,0,367968178.3503914,28731,5753.14226364424,5595.15217143561,6889.212839359334
2024-06-01T07:52:24.205,0.0,0,188281367.66604897,13804,6377.161663063959,6900.292144948071,7290.737909895625
2024-06-01T07:52:49.963,0.0,0,122631868.26318242,8750,6635.9659023259455,7522.025711957238,7426.575538369462
2024-06-01T07:53:48.973,0.0,0,104053009.24964428,7330,6761.899413995497,7961.230604281823,7402.163937785175
2024-06-01T07:54:14.731,0.0,0,64081555.003314696,4426,6976.307245194598,8643.586426615244,7364.5455692457135
2024-06-01T07:55:13.742,0.0,0,155660187.61976242,11142,6573.786280666983,7445.146141836167,7342.995170022246
2024-06-01T07:55:39.500,0.0,0,152827367.38876644,10922,6585.048227865412,7547.045421827113,7328.7201410936395
2024-06-01T07:56:38.510,0.0,0,192811439.14849925,13941,6434.48505201632,7149.85226661973,7218.699080748057
2024-06-01T07:57:04.268,0.0,0,185671968.85627842,13425,6446.151721445959,7124.5823632020165,7268.368127450738
2024-06-01T07:58:03.278,0.0,0,115316855.44590917,8033,6778.373490846156,8079.812605318248,7364.209551609721
2024-06-01T07:58:29.353,0.0,0,101978465.83441333,7076,6836.943347954354,8305.946576012,7394.286038878414
2024-06-01T07:59:28.454,0.0,0,195051138.4569141,14152,6420.822485192114,7116.5139147924365,7273.041723443027
2024-06-01T07:59:53.804,0.0,0,267466180.67003158,19972,6145.780802742843,6523.365487245749,7083.8287654670785
2024-06-01T08:00:52.813,0.0,0,66699099.99180417,4575,7031.910465519156,8365.89201390583,7571.0933502925855
2024-06-01T08:01:18.542,0.0,0,55701988.43846423,3810,7077.521587537699,8684.224143932335,7459.057745800679
2024-06-01T08:02:17.392,0.0,0,48868059.66279317,3331,7108.461292728051,8884.400359876723,7481.16694731221
2024-06-01T08:02:43.118,0.0,0,61273544.01076015,4209,7015.056581153914,8625.496018130438,7507.467368261557
2024-06-01T08:03:41.997,0.0,0,35174758.95159294,2376,7205.88762216171,8935.314029203151,7547.502777786274
2024-06-01T08:04:07.725,0.0,0,58871868.295567796,4052,7022.321227775329,8469.708563307384,7566.567165283621
2024-06-01T08:05:06.573,0.0,0,87229949.55422214,6083,6858.381093923413,7922.428214557686,7593.120366775453
2024-06-01T08:05:32.301,0.0,0,177679716.39481723,12885,6464.623827323194,7271.634163772351,7223.118033410967
2024-06-01T08:06:31.150,0.0,0,100533626.9859775,7034,6809.664016406018,7882.724131729665,7457.888996401378
2024-06-01T08:06:56.878,0.0,0,135591481.48212942,9681,6638.940311815844,7633.569681366588,7347.632053793521
2024-06-01T08:07:55.727,0.0,0,82498595.29285154,5793,6850.07906891076,8023.194381743261,7496.794238842072
2024-06-01T08:08:21.454,0.0,0,90746886.77012506,6415,6788.413237420381,7871.74428775884,7509.69951426147
2024-06-01T08:09:20.302,0.0,0,151559523.26928064,10896,6542.264354575986,7497.155234380713,7240.057107739374
2024-06-01T08:09:46.299,0.0,0,144912120.4058283,10353,6576.582448642319,7579.425465333656,7260.9810091922955
2024-06-01T08:10:44.879,0.0,0,49159522.42053139,3330,7158.82405723885,8778.43557798504,7532.5143820163175
2024-06-01T08:11:10.607,0.0,0,17375804.086604565,1158,7378.434163550103,9457.913367541993,7457.548943412307
2024-06-01T08:12:09.455,0.0,0,17159789.476996634,1144,7366.621563685915,9442.687539129805,7471.20795124796
2024-06-01T08:12:35.187,0.0,0,11769421.704588985,781,7420.3431298955775,9764.695771823852,7370.038911404087
2024-06-01T08:13:34.624,0.0,0,22309929.65214337,1496,7311.901272600143,9415.557552984359,7392.177576619237
2024-06-01T08:13:59.790,0.0,0,25330607.53339199,1704,7270.765642111402,9371.711666470834,7399.210051046573
2024-06-01T08:14:58.703,0.0,0,85801357.46714741,5988,6863.202234343405,8022.555338790279,7490.337432265635
2024-06-01T08:15:24.431,0.0,0,71796200.32500555,4979,6938.8418756601195,8217.585478957088,7525.360610338753
2024-06-01T08:16:23.344,0.0,0,178913444.79446718,12944,6457.960317208089,7352.200216745039,7108.84982293884
2024-06-01T08:16:49.719,0.0,0,192590568.81672314,14068,6378.480180803676,7171.095809368834,7139.409700141237
2024-06-01T08:17:47.951,0.0,0,76577530.71117605,5330,6896.490489564213,8016.1740187736195,7506.489658375618
2024-06-01T08:18:13.679,0.0,0,155391187.32682198,11274,6479.233803421896,7326.692139658391,7212.514194596247
2024-06-01T08:19:12.559,0.0,0,90435662.77457954,6345,6830.135295954293,7848.341942612441,7591.374001998798
2024-06-01T08:19:38.287,0.0,0,173452934.3382842,12615,6462.075089823765,7121.98561238292,7384.228125594003
2024-06-01T08:20:37.205,0.0,0,177067346.85100985,12807,6480.439272295259,7395.0499266539255,6991.50287004358
2024-06-01T08:21:02.960,0.0,0,175752181.9398232,12742,6462.921238704388,7421.775743184254,6928.177449087647
2024-06-01T08:22:01.873,0.0,0,71136771.03788394,4911,6957.33597629538,8197.910140671027,7493.678842155128
2024-06-01T08:22:27.601,0.0,0,66268147.713270515,4580,6968.0979108981655,8277.380252910403,7485.110210206987
2024-06-01T08:23:26.512,0.0,0,82916352.02427816,5784,6871.3660708003445,8104.586308616768,7236.598833998813
2024-06-01T08:23:52.240,0.0,0,84028697.04766625,5875,6849.122079058702,8104.662600588696,7208.399726219345
2024-06-01T08:24:51.152,0.0,0,21227213.99949367,1431,7255.370109738072,9360.103255733491,7007.008773458529
2024-06-01T08:25:16.881,0.0,0,15900586.748734111,1070,7283.976284951835,9492.301203271563,6988.914333313363
2024-06-01T08:26:15.793,0.0,0,37471636.67889577,2577,7098.582133246276,9083.082887350696,6681.65175372094
2024-06-01T08:26:41.521,0.0,0,72014398.7906148,5063,6845.757084695234,8418.492325895424,6721.558366075893
2024-06-01T08:27:40.433,0.0,0,95040839.34017393,6719,6758.37337434388,7999.382739358311,7070.256195353123
2024-06-01T08:28:06.161,0.0,0,56513244.37749475,3921,6979.175255737352,8569.022272468517,7105.9222098084765
2024-06-01T08:29:05.727,0.0,0,277175563.81222737,20951,6076.54720780419,6807.944605367566,5982.45624538166
2024-06-01T08:29:30.801,0.0,0,281137815.8145446,21310,6057.0420071143135,6776.035460431729,5908.55882183137
2024-06-01T08:30:29.714,0.0,0,160842765.26587096,11744,6462.294521845802,7812.528578833602,6204.087374267223
2024-06-01T08:30:55.410,0.0,0,139444932.87880456,10126,6530.043055434934,7984.189325527065,6258.650311585794
2024-06-01T08:31:54.992,0.0,0,76626737.1966849,5357,6857.850277316672,8603.692121299222,6587.473501440056
2024-06-01T08:32:19.794,0.0,0,108898891.18869291,7746,6683.163640979391,8273.79911422408,6483.248774373112
2024-06-01T08:33:18.482,0.0,0,85087554.40483716,5956,6823.903478082223,8895.962972041307,6028.555890732312
2024-06-01T08:33:44.178,0.0,0,102702300.44618058,7254,6736.697893518379,8745.453171824141,5992.454360287127
2024-06-01T08:34:42.867,0.0,0,13572543.50094487,888,7401.892636406374,9706.553865446289,6945.347750784495
2024-06-01T08:35:08.561,0.0,0,17297754.86676228,1144,7339.05296666082,9581.567144318004,6947.44402188506
2024-06-01T08:36:07.284,0.0,0,52302361.7176125,3554,7063.989456561416,9062.50525427182,6683.697182055075
2024-06-01T08:36:32.980,0.0,0,73258339.10498255,5047,6922.420528012907,8762.138783086046,6661.3967801420995
2024-06-01T08:37:31.667,0.0,0,26166323.460195612,1727,7268.968625801831,9397.508069968106,6960.621424245255
2024-06-01T08:37:57.361,0.0,0,37509059.45351355,2500,7171.68373889237,9169.818144641755,7015.166846642014
2024-06-01T08:38:56.512,0.0,0,43652015.62707823,2881,7203.830968635432,9340.675269811476,6721.026756681451
2024-06-01T08:39:21.745,0.0,0,37128869.250324324,2420,7251.404413598917,9376.863408980264,6836.607794641162
2024-06-01T08:40:20.435,0.0,0,25884501.397940554,1612,7460.987114034045,9535.733319865858,7201.845120884516
2024-06-01T08:40:46.129,0.0,0,26958190.1540689,1697,7414.70179718174,9494.018697182815,7208.0254734549035
2024-06-01T08:41:44.821,0.0,0,58561570.70177822,3826,7145.1999868486455,9277.905378403346,6669.6838098383305
2024-06-01T08:41:59.812,0.0,0,37106722.323375516,2328,7390.494118473915,9594.525001988768,7191.861901725933
2024-06-01T08:42:14.798,0.0,0,36711169.31009393,2298,7405.0312395692135,9664.446423473119,7110.965726907871
2024-06-01T08:42:29.784,0.0,0,70726151.48429246,4588,7113.832136590462,9128.797994882232,6700.28012927483
2024-06-01T08:42:46.180,0.0,0,41255264.30012806,2512,7418.4333987175805,9720.835799297934,6986.545423512956
2024-06-01T08:43:02.576,0.0,0,76013134.73778716,4875,7161.9416359022025,9159.212223171478,6775.934639928777
2024-06-01T08:43:18.972,0.0,0,106460921.98191532,6857,6982.845836285006,9002.437946955986,6268.974915561564
2024-06-01T08:43:35.368,0.0,0,58664833.34871153,3434,7388.2207092073395,9524.86959220283,6954.697594425626
2024-06-01T08:43:51.764,0.0,0,70857448.5816004,4046,7365.708523699297,9414.128674101217,7083.532010875726
2024-06-01T08:44:08.160,0.0,0,101767848.1889515,5634,7248.71557161755,9341.516088368931,6621.123870946436
2024-06-01T08:44:24.556,0.0,0,114710078.08254631,5811,7347.57269310862,9530.846865870273,6768.328824384511
2024-06-01T08:44:40.952,23345041.34249526,832,257024141.93241677,15401,6617.505487382304,7994.188547556597,6238.452327890346
2024-06-01T08:44:57.347,0.0,0,0.0,0,,3957.5831174575505,5562.85588146425
2024-06-01T08:45:03.449,0.0,0,0.0,0,,3990.7210204709736,5582.649532304074
2024-06-01T08:46:29.783,0.0,0,0.0,0,,4003.6074001304078,5541.129392051687
2024-06-01T08:47:56.559,0.0,0,0.0,0,,3995.381580930126,5596.5868523963345
2024-06-01T08:49:22.904,0.0,0,0.0,0,,3964.9605012417646,5581.8847376344265
2024-06-01T08:50:53.836,0.0,0,0.0,0,,3986.4988630675834,5443.867518147583
2024-06-01T08:52:20.152,0.0,0,0.0,0,,3969.3203701442876,5230.296075383227
2024-06-01T08:53:51.114,0.0,0,0.0,0,,4035.507372163999,5085.966034676919
2024-06-01T08:55:17.431,0.0,0,0.0,0,,4066.7692805526503,5386.96604113307
2024-06-01T08:56:48.362,0.0,0,0.0,0,,3956.4963300347786,5792.002427481938
2024-06-01T08:58:19.275,0.0,0,0.0,0,,4029.920456764946,6200.652454897629
2024-06-01T08:59:50.191,0.0,0,0.0,0,,3982.6469502425,6234.2803808217495
2024-06-01T09:01:21.131,0.0,0,0.0,0,,3984.9420497042565,6150.966600229807
