filter2_file,flare_tot_count,flare_tot_area,plage_tot_count,plage_tot_area,qs_smpl1,qs_smpl2
2024-06-01T07:38:16.491,110779.72608576533,7,1036542229.4563268,98660,3768.5197578310504,3893.054042952259
2024-06-01T07:38:42.251,173623.04644433723,11,1042528126.4795976,99729,3764.03772306269,3845.9196823338307
2024-06-01T07:39:41.259,180585.75426916237,11,1060908331.655015,101957,3758.2607657163785,3785.7398422467363
2024-06-01T07:40:07.186,15595.819545671337,1,1053749808.679198,101370,3764.859999534654,3808.4773823421447
2024-06-01T07:41:06.277,0.0,0,1022934390.2778722,97703,3864.999790424858,3892.1219958770457
2024-06-01T07:41:31.788,0.0,0,1007434236.4795548,96034,3921.1548041012793,3898.8099969341934
2024-06-01T07:42:30.828,0.0,0,1014250200.1092726,96390,3802.6774572949835,3908.544440507103
2024-06-01T07:42:56.586,0.0,0,1035251110.965404,98801,3744.2570119731963,3906.0519596992317
2024-06-01T07:43:55.596,0.0,0,1043468550.5813845,99680,3785.818594497535,3887.493233893978
2024-06-01T07:44:21.355,31281.703363481633,2,1055741181.2382433,101289,3764.46341541824,3886.277570792207
2024-06-01T07:45:20.364,0.0,0,1024074043.2119908,97621,3790.963011163537,3857.710361724504
2024-06-01T07:45:46.122,0.0,0,1058721775.9652777,101781,3688.2549927526406,3884.119723828211
2024-06-01T07:46:45.133,15590.26950701201,1,1059285340.930168,101407,3717.3536317835187,3913.695159179951
2024-06-01T07:47:10.891,62482.50231639699,4,1050133659.2722219,100568,3777.9660220148953,3895.1746373471715
2024-06-01T07:48:09.901,0.0,0,1053921610.332016,100281,3832.9984303373394,3894.0991077568924
2024-06-01T07:48:35.659,0.0,0,1048710662.5181895,99741,3839.0315733898838,3915.7643051481464
2024-06-01T07:49:34.668,0.0,0,1028011028.4865861,97175,3854.8357535240166,3927.4178785473923
2024-06-01T07:50:00.426,0.0,0,1018845336.0886914,96365,3849.2281671350906,3905.0809704805392
2024-06-01T07:50:59.437,0.0,0,1042829420.4595388,98969,3814.9219310361204,3858.215913399389
2024-06-01T07:51:25.199,0.0,0,1026293476.5300004,97072,3851.3532218629753,3876.5640597647744
2024-06-01T07:52:24.205,0.0,0,1042396674.9338359,98829,3846.5344940848922,3910.8874589962206
2024-06-01T07:52:49.963,15908.001007000237,1,1050016759.1389896,99663,3798.7886809957286,3941.5659239691677
2024-06-01T07:53:48.973,0.0,0,1056740288.577326,100340,3823.9084842671496,3914.5791975004167
2024-06-01T07:54:14.731,15740.70847867095,1,1062795353.9962045,101174,3778.651696677762,3915.55708477392
2024-06-01T07:55:13.742,658450.5096690236,41,1059553918.5605209,100202,3744.67367113187,3927.544263410362
2024-06-01T07:55:39.500,1668657.3624215454,104,1065540896.5742422,100991,3735.3674332232627,3958.4385892222635
2024-06-01T07:56:38.510,3509892.055486949,216,1076947834.5788515,101994,3753.3673240128524,3942.690674019056
2024-06-01T07:57:04.268,2824720.938707661,175,1068417248.9282488,101230,3750.2456693080608,3955.613678365007
2024-06-01T07:58:03.278,3891624.330275373,244,1085403092.681143,103133,3678.1587085306915,3925.790654954015
2024-06-01T07:58:29.353,3723039.397265758,234,1088124717.12189,103566,3680.934610071913,3951.7909564755464
2024-06-01T07:59:28.454,15830.027125643395,1,1071145429.8359029,101215,3765.3710112036474,3991.965957531954
2024-06-01T07:59:53.804,61087.77570355683,3,1051667724.3021879,99320,3809.4493694445077,3950.718551033162
2024-06-01T08:00:52.813,469909.82424089505,30,1079678978.2491767,102843,3704.8839936986806,3934.2321569845603
2024-06-01T08:01:18.542,902654.9543040823,58,1085853105.0137222,103962,3703.6880372154765,3937.552479953366
2024-06-01T08:02:17.392,267918.5153099629,17,1060530714.6911995,100656,3756.4554699993228,3975.457214437768
2024-06-01T08:02:43.118,47460.37191177919,3,1042380366.0350748,98664,3807.375167668282,3980.588829633657
2024-06-01T08:03:41.997,15869.450984983403,1,1054241063.7953844,99771,3762.102646270999,3982.455658823702
2024-06-01T08:04:07.725,31434.06782247893,2,1054193732.0958772,100248,3766.883411498449,3935.4696193623176
2024-06-01T08:05:06.573,1632558.6621227385,104,1069754266.0948522,102128,3752.343608283423,3880.8956438733157
2024-06-01T08:05:32.301,143238.07266263405,9,1022760247.1154947,96713,3854.7623576489686,3898.1845476497674
2024-06-01T08:06:31.150,1311604.1183585385,83,1067824363.4902592,101599,3772.721145999283,3913.5102998897187
2024-06-01T08:06:56.878,110981.64534781814,7,1042366051.8216833,98763,3810.1601709106594,3928.7033038946392
2024-06-01T08:07:55.727,110435.46687310326,7,1053449750.8033428,100175,3817.422458684615,3959.2023750217186
2024-06-01T08:08:21.454,63056.02504138129,4,1047237451.9066144,99834,3826.602164140349,3948.301476682852
2024-06-01T08:09:20.302,0.0,0,1036963446.540686,98138,3807.12999247998,3984.9416129469314
2024-06-01T08:09:46.299,380085.80051922624,24,1047163420.230321,99401,3777.746609399689,3973.844839096504
2024-06-01T08:10:44.879,1980337.2909302735,127,1088123999.437665,104131,3734.5394464604906,3916.5316473570647
2024-06-01T08:11:10.607,345114.98269879055,22,1078131308.5124693,102866,3720.7696323953496,4013.527300934944
2024-06-01T08:12:09.455,47500.23704568829,3,1055178124.6420566,99991,3754.1382572540147,4025.1979085581133
2024-06-01T08:12:35.187,31569.837317285666,2,1060660504.3398117,100841,3720.731447090018,4049.8733403495116
2024-06-01T08:13:34.624,0.0,0,1047499792.9870417,99480,3739.4697692301515,4066.690629486715
2024-06-01T08:13:59.790,0.0,0,1034835706.2539327,98121,3753.849400155975,4091.1775479595453
2024-06-01T08:14:58.703,682979.5952978979,43,1048505789.2501613,99854,3766.1319523360917,3952.765229357512
2024-06-01T08:15:24.431,946985.6955363952,60,1055449134.4895859,100830,3795.5985647517714,3931.751604650448
2024-06-01T08:16:23.344,31552.303357326608,2,1053197993.9974891,99949,3815.3079078948185,3920.2924093747724
2024-06-01T08:16:49.719,47260.89612754883,3,1041704001.8671966,99219,3855.0226632660415,3909.931500791271
2024-06-01T08:17:47.951,94239.3954903455,6,1053451079.4093766,100540,3748.1116077777697,3976.6952655315804
2024-06-01T08:18:13.679,0.0,0,1026352392.2119219,97816,3812.2373998783833,3936.103599958697
2024-06-01T08:19:12.559,31596.73216233284,2,1046663090.6553763,99474,3811.26665287971,3968.3734779030774
2024-06-01T08:19:38.287,31571.57577911944,2,1031810852.1057155,98084,3891.2801624000103,3906.046442785668
2024-06-01T08:20:37.205,298503.3706077758,19,1053726862.813801,100364,3765.613011006005,3872.789272000204
2024-06-01T08:21:02.960,548597.3905533095,35,1055720411.2653029,100853,3760.13779468503,3855.2001240200307
2024-06-01T08:22:01.873,15787.920369225367,1,1047016327.3112273,99673,3797.692133575323,3871.277905807012
2024-06-01T08:22:27.601,0.0,0,1039855826.3887098,98908,3802.902402406541,3920.061095765699
2024-06-01T08:23:26.512,0.0,0,1047316143.0417722,99249,3754.6035816930953,3974.5875223913126
2024-06-01T08:23:52.240,0.0,0,1058183575.1217549,100752,3735.4422269780425,3954.8925963608212
2024-06-01T08:24:51.152,250439.47987490165,16,1061246786.0431299,101487,3717.2839141201475,3922.6292660533427
2024-06-01T08:25:16.881,172198.70457867658,11,1056701281.4549271,101241,3721.0828513170595,3931.310048198399
2024-06-01T08:26:15.793,0.0,0,1043912726.8814268,99861,3701.418334212205,3954.443410981665
2024-06-01T08:26:41.521,0.0,0,1029056821.4967325,98578,3737.3690852211685,3919.3376903690178
2024-06-01T08:27:40.433,0.0,0,1018278481.9373856,96883,3813.1062652301443,3915.266473388725
2024-06-01T08:28:06.161,0.0,0,1032671684.0642926,98610,3761.146629337606,3974.2462590177
2024-06-01T08:29:05.727,31643.143963836665,2,1016301430.5351136,96604,3790.193771406595,3925.4728747786894
2024-06-01T08:29:30.801,47328.3441250385,3,1023886619.2834707,97607,3781.981093263833,3902.4263599593723
2024-06-01T08:30:29.714,15666.403338180797,1,1022937478.3809509,97918,3767.704737946801,3903.335897536169
2024-06-01T08:30:55.410,0.0,0,1019393645.1221716,97732,3787.5819144892157,3923.600306842529
2024-06-01T08:31:54.992,414083.2867128704,26,1017551193.729016,96909,3759.0326586985975,4004.8975480862728
2024-06-01T08:32:19.794,930181.8343824527,58,1010872839.0491076,96198,3772.528221460009,3993.7463430633675
2024-06-01T08:33:18.482,1725425.7173743276,107,1026961706.8864213,97947,3675.9339882007766,4034.224947395298
2024-06-01T08:33:44.178,2478649.186940665,154,1029011960.9753908,98450,3706.18093623504,4013.138058340739
2024-06-01T08:34:42.867,1443400.2396159414,88,996526947.0779355,93847,3755.7603635335236,4089.6583188803224
2024-06-01T08:35:08.561,2042562.186627232,126,1019514646.2406281,97141,3775.8251684751626,3968.2930351677132
2024-06-01T08:36:07.284,3636465.600630717,224,1026882387.9504379,97837,3725.520244090349,3980.350752175136
2024-06-01T08:36:32.980,4164549.6718267403,257,1019648304.2535756,97188,3786.8339320490095,3960.18057853166
2024-06-01T08:37:31.667,4481190.742586354,273,1011059027.7843393,95891,3837.3602258750943,3973.0323122114137
2024-06-01T08:37:57.361,5530844.394237687,336,998165828.2649415,94482,3890.0180317614595,3962.179262370214
2024-06-01T08:38:56.512,9097071.646955093,553,1011217761.172426,95641,3814.697104592605,3990.960514789926
2024-06-01T08:39:21.745,11589771.88378506,706,1016567940.0619289,96436,3813.651777410008,3969.2070284660995
2024-06-01T08:40:20.435,16020633.710511968,964,1053032674.7826365,99771,3771.163574507459,3960.351874788047
2024-06-01T08:40:46.129,15022371.164188493,909,1046956731.0320708,99160,3800.159351064034,3946.3790144759846
2024-06-01T08:41:44.821,15639084.892525338,932,1036319848.0491792,97278,3798.0144808081495,4020.1922372833897
2024-06-01T08:41:59.812,17135840.230978925,1014,1021952260.6053164,95748,3843.0724186741936,4016.1657808351465
2024-06-01T08:42:14.798,16791864.25630224,990,1025811573.058379,95995,3830.1604469326985,4045.7538796265953
2024-06-01T08:42:29.784,21984226.68053354,1280,1020782733.6117746,95640,3868.912058276059,3955.337794806007
2024-06-01T08:42:46.180,24288781.998330496,1396,1031249839.6047509,96322,3794.2804765586684,4040.2732144107595
2024-06-01T08:43:02.576,27431599.9253269,1592,1049460579.0599159,98500,3799.2168411046823,3966.4795812068733
2024-06-01T08:43:18.972,34967843.23726405,1948,1044821069.1850028,97837,3769.8885737499754,3954.424406239148
2024-06-01T08:43:35.368,38417858.86901756,2094,1064730980.5471257,99627,3766.488976482232,3984.5926972749717
2024-06-01T08:43:51.764,49677181.37932544,2641,1070509224.3913841,99888,3788.5935316291893,3944.771225685108
2024-06-01T08:44:08.160,71397953.07707994,3599,1083066985.129948,99744,3731.6016816504734,3989.277596623433
2024-06-01T08:44:24.556,94755825.23146056,4487,1103681497.3243701,100242,3777.6212420524785,3977.1920510553023
2024-06-01T08:44:40.952,115349689.9387543,5318,1097616505.9938536,97837,3846.327412377564,3943.301497700435
2024-06-01T08:44:57.347,149745408.72354424,6799,1213856074.956255,107934,3738.8988218193476,3993.0190554782025
2024-06-01T08:45:03.449,169053104.60667664,7264,1232063542.1843107,108184,3761.238366565825,3958.180016476615
2024-06-01T08:46:29.783,257869411.75141433,10486,1300470612.7643023,108278,3814.674196204019,3926.840359991289
2024-06-01T08:47:56.559,206031400.8691872,8915,1290001490.511566,109407,3784.3558821160714,4029.305565912321
2024-06-01T08:49:22.904,181391048.82012007,8476,1263837577.0635912,110569,3704.273075139371,3988.588849137962
2024-06-01T08:50:53.836,156534107.34992337,7645,1212993487.6762383,106098,3901.429820086846,3914.258878471006
2024-06-01T08:52:20.152,157802465.58770546,7839,1232546389.5908232,108292,3809.5914574401004,3934.091358820375
2024-06-01T08:53:51.114,136986247.81236014,7022,1202069530.9806392,106021,3862.4725862584287,3883.8928715794787
2024-06-01T08:55:17.431,136845332.6299162,6961,1206715115.4489822,106070,3903.0355013109897,3922.2192798136202
2024-06-01T08:56:48.362,130069391.53537995,6835,1209626287.2712107,107983,3840.9900601425916,3942.906862616991
2024-06-01T08:58:19.275,118798700.08718802,6358,1208283242.4118667,108572,3891.818345761452,3891.2600377451504
2024-06-01T08:59:50.191,106638846.69307946,5808,1206412587.613033,109288,3824.6079648225996,3952.6198916266194
2024-06-01T09:01:21.131,86610780.07482912,4714,1179136757.0599182,106833,3914.476678974902,3896.5634173283743
2024-06-01T09:02:52.437,76094499.38863824,4165,1175348333.4226813,107504,3793.526325581011,3992.33957364688
2024-06-01T09:04:22.956,69009781.92024584,3764,1175702760.7303681,107854,3792.7121355686913,3980.502938998775
2024-06-01T09:05:53.867,76457528.33559139,4106,1185859390.9373255,108276,3795.497999252785,4017.5734385405085
2024-06-01T09:07:24.780,73409682.95083345,4041,1213244428.9959376,112166,3732.2546571468138,3929.146019820455
2024-06-01T09:08:55.725,67880427.60819642,3745,1205201700.811318,111791,3787.990487285036,3945.7235852533804
2024-06-01T09:10:26.637,60532108.946371615,3339,1182445479.9657805,109050,3766.349399536141,3975.278446416792
2024-06-01T09:11:57.549,59460151.635634385,3276,1169615374.023033,107680,3740.7916656684297,3958.68193410441
2024-06-01T09:13:28.461,58817718.78064723,3242,1181523285.5671031,109100,3770.4856586874066,3937.871503361531
2024-06-01T09:14:59.375,52785219.62945211,2958,1173201594.059286,108614,3695.8639766876604,3955.075607892626
2024-06-01T09:16:30.126,38402180.17536629,2086,1088007178.9113955,97790,3684.5297139899853,4032.523807361529
2024-06-01T09:18:00.879,34980661.33638354,1906,1074624312.4080784,96901,3567.8007572426245,4002.8755948451744
2024-06-01T09:19:31.631,24560110.262341034,1326,1012207342.0727533,89843,3573.836245810834,4104.9990224195835
2024-06-01T09:21:02.382,26128010.51714571,1427,1034694782.4592978,92675,3632.522151582457,4059.6830903908813
2024-06-01T09:22:33.167,28026121.46927914,1570,1079498159.1741805,98092,3570.680838144991,3992.7992557463617
2024-06-01T09:24:03.920,28896158.73805648,1647,1111723695.6703234,102349,3662.2694109789186,4041.0194723510244
2024-06-01T09:25:34.639,24455286.771637417,1394,1087203422.0493345,99645,3675.0682949284883,3971.137735962363
2024-06-01T09:27:05.359,28920448.368731063,1661,1120135405.5396688,103795,3631.2848355868546,3926.4632202056237
2024-06-01T09:28:36.806,21969130.609653734,1266,1088967619.5129323,100284,3694.7532435675826,4095.023318183021
2024-06-01T09:30:06.800,22006460.08504515,1265,1085728935.7151117,100148,3562.1669763415416,3939.7077256878974
2024-06-01T09:31:37.520,17932967.369811073,1024,1057121458.9769236,96271,3611.3169882125576,3969.3839033083013
2024-06-01T09:33:08.241,12211351.24901822,696,1028011691.4069214,93062,3559.752862774179,4016.9053995145246
2024-06-01T09:34:38.961,5383652.60163395,300,970588276.6474658,86293,3557.058845962372,4150.309807762091
2024-06-01T09:36:09.681,959240.5575065707,53,921335703.1678386,81046,3540.6852844524765,4248.935871170192
2024-06-01T09:37:40.402,578256.6014482013,33,969643634.9743389,86539,3597.4528156106953,4026.7303801140233
2024-06-01T09:39:11.122,0.0,0,901420644.6057651,78938,3513.946834017813,4236.429516145308
2024-06-01T09:40:41.809,465978.7970913228,26,922656746.9913303,81544,3547.8727999572648,4099.08856296882
2024-06-01T09:42:12.497,0.0,0,863136161.6954572,75185,3558.39451420846,4391.6553486172015
2024-06-01T09:43:43.153,0.0,0,895320862.0995024,78668,3503.9722679021193,4334.0723370028545
2024-06-01T09:45:13.809,0.0,0,868847847.3658961,76065,3499.624113271878,4423.072540019543
2024-06-01T09:46:44.241,0.0,0,885806218.3861104,78002,3557.4223769321284,4321.63201157989
2024-06-01T09:48:14.674,239194.48875090203,14,985691585.0824907,89650,3536.3435019618255,4065.0353696893235
2024-06-01T09:49:45.106,0.0,0,967208040.4745761,86849,3519.7486555335304,4198.6906137654805
2024-06-01T09:51:15.538,606974.3542137685,36,1016635887.8139639,93411,3517.4400266845046,3973.2162238041537
2024-06-01T09:52:45.970,33755.593743790116,2,1013692972.5651064,92793,3506.6379549218723,4017.2456223110275
2024-06-01T09:54:16.402,1384795.5892173639,81,1050848292.5847529,97376,3500.089408972727,3942.401587726248
2024-06-01T09:55:46.835,395893.92777907004,23,1032218175.4219892,95048,3494.379223188704,3916.7385502133898
2024-06-01T09:57:17.267,0.0,0,984651212.2323377,89635,3591.1601834424678,3846.6757630636343
2024-06-01T09:58:47.700,0.0,0,972272076.1992601,88090,3566.9203930582516,3947.3034692500723
2024-06-01T10:00:18.131,0.0,0,993398561.2487664,91029,3519.446260668698,3922.2131860710115
2024-06-01T10:01:48.564,0.0,0,976219323.5186833,88888,3625.730413834385,3882.251780244469
2024-06-01T10:03:18.997,0.0,0,960273898.0986052,87064,3562.600771614648,3913.9583399912317
2024-06-01T10:04:49.460,0.0,0,938504137.0508683,84258,3589.2648317431785,3980.2870318025957
2024-06-01T10:06:19.892,0.0,0,941801215.9350157,85009,3675.0186553787903,3919.859225113678
2024-06-01T10:07:50.325,0.0,0,880829515.5141083,77740,3506.0795192096207,4183.360794160104
2024-06-01T10:09:20.757,0.0,0,885860067.5869063,78340,3604.01863467972,4099.547806244671
2024-06-01T10:10:51.189,0.0,0,848867994.6341922,74218,3621.2824582538374,4150.341968848987
2024-06-01T10:12:21.622,0.0,0,915025985.6507933,82079,3541.7146479238786,4044.054324689798
2024-06-01T10:13:52.534,0.0,0,991015951.9846247,90717,3523.219650268326,3962.9615513593435
2024-06-01T10:15:22.423,0.0,0,1061757986.2495751,99590,3534.746400685135,3886.9497381928713
2024-06-01T10:16:52.599,113895.06085896857,7,1062640197.6690955,99714,3480.2268433687536,4036.845640970092
2024-06-01T10:18:22.774,3131346.3588351393,197,1123427423.359232,107401,3533.1455322599854,3966.563335222248
2024-06-01T10:19:52.951,0.0,0,1020782352.0399874,94513,3521.147731430962,4128.2003307104615
