time,exposure,region_1,region_2,region_3,region_4,region_5,region_6,region_7,region_8,region_9,region_10
2024-06-02 07:56:06.616,2.900804,2.1241e+07,2.563091e+06,1.738999e+07,7.484833e+06,3.429682e+06,1.850843e+06,1.883961e+06,2.344195e+06,1.696963e+06,2.702709e+06
2024-06-02 07:56:18.622,2.9008019999999997,2.1215424e+07,2.554456e+06,1.7390054e+07,7.482038e+06,3.430709e+06,1.845851e+06,1.883386e+06,2.345912e+06,1.697553e+06,2.702807e+06
2024-06-02 07:56:30.630,2.900803,2.1212632e+07,2.558747e+06,1.7386928e+07,7.484881e+06,3.426141e+06,1.842861e+06,1.881824e+06,2.347396e+06,1.701019e+06,2.708961e+06
2024-06-02 07:56:42.622,2.9008019999999997,2.1158492e+07,2.559265e+06,1.7374816e+07,7.497874e+06,3.430551e+06,1.840154e+06,1.879673e+06,2.343252e+06,1.697762e+06,2.710325e+06
2024-06-02 07:56:54.622,2.900803,2.116736e+07,2.555265e+06,1.7363672e+07,7.503821e+06,3.427644e+06,1.8369e+06,1.877629e+06,2.341671e+06,1.695842e+06,2.708934e+06
2024-06-02 07:57:06.622,2.900803,2.1168652e+07,2.557808e+06,1.7374884e+07,7.500749e+06,3.424837e+06,1.838062e+06,1.875053e+06,2.341126e+06,1.698783e+06,2.714067e+06
2024-06-02 07:57:18.622,2.900806,2.120514e+07,2.553777e+06,1.7383082e+07,7.496666e+06,3.415761e+06,1.850711e+06,1.874612e+06,2.34305e+06,1.698002e+06,2.709281e+06
2024-06-02 07:57:30.622,2.900801,2.1183444e+07,2.561354e+06,1.7383724e+07,7.500392e+06,3.41821e+06,1.858094e+06,1.877108e+06,2.335783e+06,1.703511e+06,2.704838e+06
2024-06-02 07:57:42.622,2.900805,2.12038e+07,2.559759e+06,1.7390896e+07,7.49344e+06,3.415846e+06,1.876686e+06,1.87937e+06,2.338568e+06,1.702058e+06,2.708469e+06
2024-06-02 07:57:54.622,2.900801,2.123744e+07,2.553429e+06,1.7414522e+07,7.491379e+06,3.416473e+06,1.876112e+06,1.878048e+06,2.336309e+06,1.706127e+06,2.707144e+06
2024-06-02 07:58:06.615,2.900801,2.1235534e+07,2.55452e+06,1.74199e+07,7.496902e+06,3.424346e+06,1.882924e+06,1.87934e+06,2.34033e+06,1.709629e+06,2.711299e+06
2024-06-02 07:58:18.622,2.9008030000000002,2.1251356e+07,2.543754e+06,1.7449404e+07,7.487689e+06,3.420581e+06,1.880298e+06,1.879968e+06,2.333668e+06,1.71072e+06,2.712269e+06
2024-06-02 07:58:30.622,2.900803,2.1266904e+07,2.551406e+06,1.7419732e+07,7.487196e+06,3.420357e+06,1.860217e+06,1.876737e+06,2.336908e+06,1.707293e+06,2.711886e+06
2024-06-02 07:58:42.622,2.900801,2.1309858e+07,2.552564e+06,1.7406366e+07,7.493657e+06,3.421184e+06,1.859552e+06,1.881106e+06,2.337486e+06,1.705523e+06,2.704763e+06
2024-06-02 07:58:54.622,2.900801,2.1326416e+07,2.554241e+06,1.7413468e+07,7.494466e+06,3.420934e+06,1.851962e+06,1.87755e+06,2.341657e+06,1.703987e+06,2.702571e+06
2024-06-02 07:59:06.622,2.900801,2.133678e+07,2.562783e+06,1.7413068e+07,7.491146e+06,3.419307e+06,1.850434e+06,1.87732e+06,2.342274e+06,1.707166e+06,2.713183e+06
2024-06-02 07:59:18.622,2.9008019999999997,2.1316824e+07,2.563798e+06,1.7393746e+07,7.501959e+06,3.416975e+06,1.856047e+06,1.87521e+06,2.337779e+06,1.706289e+06,2.712971e+06
2024-06-02 07:59:30.622,2.900801,2.1314016e+07,2.561518e+06,1.7393212e+07,7.497572e+06,3.418137e+06,1.855453e+06,1.873614e+06,2.342379e+06,1.699585e+06,2.711592e+06
2024-06-02 07:59:42.630,2.9008019999999997,2.1297984e+07,2.568544e+06,1.737766e+07,7.501187e+06,3.423512e+06,1.86034e+06,1.875228e+06,2.343947e+06,1.699111e+06,2.71219e+06
2024-06-02 07:59:54.622,2.9008,2.1322182e+07,2.577142e+06,1.7374048e+07,7.506204e+06,3.420333e+06,1.857364e+06,1.870727e+06,2.343622e+06,1.69886e+06,2.712487e+06
2024-06-02 08:00:06.622,2.900779,2.1302272e+07,2.57652e+06,1.737827e+07,7.495267e+06,3.421117e+06,1.853247e+06,1.871247e+06,2.343784e+06,1.69859e+06,2.713159e+06
2024-06-02 08:00:18.622,2.900801,2.1299872e+07,2.583607e+06,1.7381632e+07,7.504564e+06,3.417142e+06,1.852904e+06,1.871429e+06,2.342801e+06,1.698868e+06,2.714425e+06
2024-06-02 08:00:30.622,2.900804,2.129812e+07,2.595668e+06,1.7371008e+07,7.495598e+06,3.417027e+06,1.852946e+06,1.871854e+06,2.341895e+06,1.700826e+06,2.715768e+06
2024-06-02 08:00:42.622,2.900804,2.1295654e+07,2.593671e+06,1.7378256e+07,7.492961e+06,3.41825e+06,1.84945e+06,1.872919e+06,2.342857e+06,1.702285e+06,2.714563e+06
2024-06-02 08:00:54.622,2.900804,2.1299032e+07,2.603949e+06,1.7385842e+07,7.497599e+06,3.419463e+06,1.856486e+06,1.86899e+06,2.341046e+06,1.702838e+06,2.716562e+06
2024-06-02 08:01:06.616,2.900803,2.1339492e+07,2.585699e+06,1.738326e+07,7.499793e+06,3.418138e+06,1.860722e+06,1.866789e+06,2.336932e+06,1.703969e+06,2.719991e+06
2024-06-02 08:01:18.622,2.900804,2.1375922e+07,2.587585e+06,1.7364768e+07,7.494482e+06,3.415308e+06,1.866623e+06,1.86922e+06,2.337451e+06,1.703469e+06,2.716205e+06
2024-06-02 08:01:30.622,2.900802,2.145302e+07,2.582654e+06,1.7364588e+07,7.492064e+06,3.415498e+06,1.868648e+06,1.869754e+06,2.340321e+06,1.702046e+06,2.718293e+06
2024-06-02 08:01:42.622,2.900805,2.152253e+07,2.570744e+06,1.73441e+07,7.505312e+06,3.416336e+06,1.875114e+06,1.870025e+06,2.338188e+06,1.703763e+06,2.725366e+06
2024-06-02 08:01:54.622,2.900802,2.1600296e+07,2.563116e+06,1.7338116e+07,7.499339e+06,3.422472e+06,1.876666e+06,1.867804e+06,2.334013e+06,1.703397e+06,2.720412e+06
2024-06-02 08:02:06.622,2.900804,2.1702412e+07,2.567488e+06,1.7375154e+07,7.506147e+06,3.4165e+06,1.886218e+06,1.871138e+06,2.33347e+06,1.705269e+06,2.722329e+06
2024-06-02 08:02:18.622,2.900802,2.1797828e+07,2.562714e+06,1.7349832e+07,7.501598e+06,3.413798e+06,1.886678e+06,1.869744e+06,2.334011e+06,1.706654e+06,2.724287e+06
2024-06-02 08:02:30.622,2.900801,2.1887568e+07,2.557044e+06,1.7366756e+07,7.505975e+06,3.415948e+06,1.879595e+06,1.87071e+06,2.333482e+06,1.711362e+06,2.720024e+06
2024-06-02 08:02:42.622,2.900802,2.199926e+07,2.557611e+06,1.735592e+07,7.518031e+06,3.414076e+06,1.875669e+06,1.868702e+06,2.328642e+06,1.709997e+06,2.722031e+06
2024-06-02 08:02:54.615,2.900801,2.2141936e+07,2.5571e+06,1.735001e+07,7.512802e+06,3.414905e+06,1.874148e+06,1.865085e+06,2.327891e+06,1.714455e+06,2.725075e+06
2024-06-02 08:03:06.622,2.9008009999999995,2.2246816e+07,2.548958e+06,1.7350324e+07,7.499879e+06,3.417015e+06,1.876826e+06,1.861438e+06,2.327771e+06,1.710821e+06,2.720591e+06
2024-06-02 08:03:18.622,2.9008,2.231545e+07,2.545438e+06,1.7340932e+07,7.507346e+06,3.420866e+06,1.870375e+06,1.863317e+06,2.332119e+06,1.712188e+06,2.72769e+06
2024-06-02 08:03:30.622,2.900804,2.246694e+07,2.547329e+06,1.7355364e+07,7.507859e+06,3.410593e+06,1.870726e+06,1.862881e+06,2.340022e+06,1.709959e+06,2.73008e+06
2024-06-02 08:03:42.619,2.900804,2.2572476e+07,2.542387e+06,1.7343876e+07,7.502252e+06,3.416046e+06,1.87476e+06,1.865678e+06,2.335098e+06,1.711519e+06,2.724617e+06
2024-06-02 08:03:54.622,2.900804,2.2661434e+07,2.53784e+06,1.7316992e+07,7.503038e+06,3.414736e+06,1.87257e+06,1.863768e+06,2.336627e+06,1.70947e+06,2.723829e+06
2024-06-02 08:04:06.638,2.900804,2.27553e+07,2.533089e+06,1.7329164e+07,7.507639e+06,3.419057e+06,1.87495e+06,1.860805e+06,2.339708e+06,1.716627e+06,2.72372e+06
2024-06-02 08:04:18.622,2.900804,2.2890736e+07,2.527331e+06,1.7331346e+07,7.51239e+06,3.411591e+06,1.881692e+06,1.860459e+06,2.344059e+06,1.717116e+06,2.725504e+06
2024-06-02 08:04:30.622,2.900805,2.2999488e+07,2.527843e+06,1.732549e+07,7.50815e+06,3.410385e+06,1.885001e+06,1.85973e+06,2.34391e+06,1.713491e+06,2.733175e+06
2024-06-02 08:04:42.622,2.900802,2.3074802e+07,2.52374e+06,1.7335488e+07,7.515213e+06,3.419576e+06,1.887839e+06,1.861127e+06,2.343555e+06,1.709702e+06,2.724141e+06
2024-06-02 08:04:54.622,2.9008030000000002,2.3150678e+07,2.518477e+06,1.7337992e+07,7.513922e+06,3.413559e+06,1.889285e+06,1.862892e+06,2.343664e+06,1.70943e+06,2.723565e+06
2024-06-02 08:05:06.622,2.900801,2.3198438e+07,2.519231e+06,1.7322398e+07,7.506436e+06,3.413105e+06,1.886203e+06,1.860788e+06,2.342147e+06,1.71045e+06,2.727977e+06
2024-06-02 08:05:18.622,2.9008,2.327628e+07,2.517161e+06,1.7302276e+07,7.510501e+06,3.411451e+06,1.887519e+06,1.852407e+06,2.354593e+06,1.708408e+06,2.725405e+06
2024-06-02 08:05:30.633,2.900804,2.334246e+07,2.518355e+06,1.730053e+07,7.510308e+06,3.423905e+06,1.897521e+06,1.857273e+06,2.355733e+06,1.708073e+06,2.732768e+06
2024-06-02 08:05:42.622,2.9007979999999995,2.335881e+07,2.523057e+06,1.7311376e+07,7.507017e+06,3.412334e+06,1.900553e+06,1.85459e+06,2.364204e+06,1.705823e+06,2.731445e+06
2024-06-02 08:05:54.622,2.900801,2.3366912e+07,2.519159e+06,1.7319148e+07,7.50699e+06,3.411963e+06,1.90473e+06,1.852512e+06,2.364698e+06,1.707058e+06,2.732505e+06
2024-06-02 08:06:06.615,2.9008019999999997,2.3354656e+07,2.527786e+06,1.7332644e+07,7.506329e+06,3.417613e+06,1.914803e+06,1.858514e+06,2.363152e+06,1.70469e+06,2.730181e+06
2024-06-02 08:06:18.622,2.900802,2.3296188e+07,2.535086e+06,1.7335646e+07,7.501416e+06,3.416331e+06,1.937566e+06,1.855054e+06,2.356855e+06,1.703062e+06,2.728916e+06
2024-06-02 08:06:30.622,2.9008059999999998,2.3250278e+07,2.535557e+06,1.7353242e+07,7.510287e+06,3.418117e+06,1.928538e+06,1.857014e+06,2.355645e+06,1.704803e+06,2.730776e+06
2024-06-02 08:06:42.622,2.9008059999999998,2.3175192e+07,2.525107e+06,1.733205e+07,7.507987e+06,3.416224e+06,1.925307e+06,1.858776e+06,2.352402e+06,1.701705e+06,2.734904e+06
2024-06-02 08:06:54.622,2.9008019999999997,2.3117122e+07,2.522128e+06,1.7321924e+07,7.501219e+06,3.413179e+06,1.912517e+06,1.856666e+06,2.351198e+06,1.699388e+06,2.730124e+06
