date_time,helio_count
2024-11-13T15:11:01,0.25
2024-11-13T15:26:01,0.11666666666666667
2024-11-13T15:36:01,0.15
2024-11-13T15:45:01,0.18333333333333332
2024-11-13T15:56:01,0.16666666666666666
2024-11-13T16:06:01,0.2
2024-11-13T16:13:01,0.11666666666666667
2024-11-13T16:18:01,0.13333333333333333
2024-11-13T16:22:01,0.16666666666666666
2024-11-13T16:36:01,0.15
2024-11-13T16:40:01,0.15
2024-11-13T16:49:01,0.18333333333333332
2024-11-13T16:56:01,0.23333333333333334
2024-11-13T16:58:01,0.5
2024-11-13T17:07:01,86.31666666666666
