date_time,suit_count
2024-11-13T15:11:26,1572671.5080566406
2024-11-13T15:16:17,149263.61572265625
2024-11-13T15:19:31,112818.2841796875
2024-11-13T15:27:36,519070.4267578125
2024-11-13T15:34:04,710810.2749023438
2024-11-13T15:49:09,548309.84765625
2024-11-13T15:52:23,820073.2543945312
2024-11-13T15:55:37,1098520.419921875
2024-11-13T16:08:33,1995291.3212890625
2024-11-13T16:26:20,3873430.3247070312
2024-11-13T16:31:11,2791941.7368164062
2024-11-13T16:39:16,3652844.5927734375
2024-11-13T16:48:57,3737901.4150390625
2024-11-13T17:05:25,28210867.81201172
2024-11-13T17:07:28,25406965.27001953
2024-11-13T17:09:12,21351631.31201172
2024-11-13T17:11:17,16367839.333496094
2024-11-13T17:17:10,6936938.583984375
