filter2_file,counts_under_contours
2024-07-10T11:00:37.487,21424726.506003134
2024-07-10T11:02:12.721,21407366.818436988
2024-07-10T11:03:47.952,21392364.205082588
2024-07-10T11:05:23.184,21427286.6265276
2024-07-10T11:06:58.418,21351050.607948203
2024-07-10T11:08:33.650,21234834.62065605
2024-07-10T11:10:08.881,21153965.386257283
2024-07-10T11:11:44.114,21294135.462824725
2024-07-10T11:13:19.346,21297625.804866057
2024-07-10T11:14:54.578,21292249.88578787
2024-07-10T11:16:29.811,21315147.02458421
2024-07-10T11:18:05.433,21297605.889644798
2024-07-10T11:19:40.275,21296648.221938208
2024-07-10T11:21:15.508,21251753.884919096
2024-07-10T11:22:50.740,21239453.997199394
2024-07-10T11:24:25.971,21323632.156115822
2024-07-10T11:26:01.209,21284716.717164014
2024-07-10T11:27:36.437,21354844.69684932
2024-07-10T11:29:11.668,21236754.784163903
2024-07-10T11:30:46.962,21245256.121005263
2024-07-10T11:32:22.451,21237473.51370694
2024-07-10T11:33:57.938,21224534.394284733
2024-07-10T11:35:33.459,21149097.94187565
2024-07-10T11:37:08.979,21192419.990646515
2024-07-10T11:38:44.499,21213224.26854366
2024-07-10T11:40:20.201,21266187.741315044
2024-07-10T11:41:55.540,21220185.47264175
2024-07-10T11:43:31.597,21250718.893927895
2024-07-10T11:45:06.581,21324778.761269692
2024-07-10T11:46:42.101,21273451.0824529
2024-07-10T11:48:17.620,21215538.65589275
2024-07-10T11:49:53.142,21320545.403681684
2024-07-10T11:51:28.630,21286394.496654436
2024-07-10T11:53:04.117,21355953.49835228
2024-07-10T11:54:39.606,21431439.383366168
2024-07-10T11:56:15.948,21369596.988489468
2024-07-10T11:57:50.582,21485699.439581502
2024-07-10T12:12:45.143,21934948.62329365
2024-07-10T12:14:20.759,21817002.198940955
2024-07-10T12:15:56.344,21759065.143895306
2024-07-10T12:17:31.895,21680899.475598216
2024-07-10T12:19:07.480,21691200.19248602
2024-07-10T12:20:43.330,21576250.61501595
2024-07-10T12:22:18.616,21558628.725293364
2024-07-10T12:23:54.169,21524044.99504092
2024-07-10T12:25:29.722,21487184.724091034
2024-07-10T12:27:05.273,21504672.51670878
2024-07-10T12:28:40.825,21646893.9349148
2024-07-10T12:30:16.379,21671015.359838925
2024-07-10T12:31:52.153,21629324.28425998
2024-07-10T12:33:27.960,21643413.72520894
2024-07-10T12:35:03.768,21555728.757545073
2024-07-10T12:36:39.576,21548953.286058266
2024-07-10T12:38:15.385,21625772.904326737
2024-07-10T12:39:51.193,21526372.412642997
2024-07-10T12:41:27.590,21497572.189159438
2024-07-10T12:43:02.810,21499986.56936056
2024-07-10T12:44:38.618,21461259.885112114
2024-07-10T12:46:14.425,21487803.076767873
2024-07-10T12:47:50.238,21407409.86385186
2024-07-10T12:49:26.749,21343745.395243015
2024-07-10T12:51:01.882,21308959.45231087
2024-07-10T12:52:37.690,21307925.543808106
2024-07-10T12:54:13.532,21238001.68024321
2024-07-10T12:55:49.339,21359297.89582756
2024-07-10T12:57:26.873,21446285.581802193
2024-07-10T12:59:15.592,21461428.66177444
2024-07-10T13:01:05.918,21655475.255742513
2024-07-10T13:02:54.596,22022674.580524392
2024-07-10T13:04:44.102,21839886.63526221
2024-07-10T13:06:33.606,21744563.91839145
2024-07-10T13:08:20.729,20763770.745978698
2024-07-10T13:10:07.495,21632266.642229296
2024-07-10T13:11:57.000,21583669.600734368
2024-07-10T13:13:46.504,21529356.46197832
2024-07-10T13:15:36.849,21458217.060654372
2024-07-10T13:17:25.513,21446224.302048914
2024-07-10T13:19:15.171,21477951.88618724
2024-07-10T13:21:04.521,21429331.65740004
