date_time,suit_coun,Mean,Std,diff_count,Diff_error,Img_count,area
2024-06-02 06:56:40,305899.7749023437,-20.72753926839553,140.152335932597,59478.01171875,2638.145277857169,14225520.7890625,580.0
2024-06-02 06:59:34,156587.8046875,,,,,,
2024-06-02 07:02:28,3369643.3779296875,6.708791244992621,254.27217073229764,2686776.458984375,5059.617793404165,54569107.80859375,2602.0
2024-06-02 07:06:49,2088969.517089844,,,,,,
2024-06-02 07:19:26,1785350.5083007812,,,,,,
2024-06-02 07:22:20,2546789.493652344,,,,,,
2024-06-02 07:26:41,3977924.1416015625,,,,,,
2024-06-02 07:33:57,5319061.1455078125,38.77974449188277,300.4305543331819,1378264.677734375,6823.88946969607,98449996.13476562,3881.0
2024-06-02 07:39:46,4566793.59375,,,,,,
2024-06-02 07:44:08,3796775.903320313,,,,,,
2024-06-02 07:51:24,3340330.9169921875,,,,,,
2024-06-02 07:54:19,4820784.676269531,32.78060101728864,328.6336887034408,3961811.474609375,6216.6818500197705,82115051.125,3164.0
2024-06-02 07:58:41,4151461.619628906,,,,,,
2024-06-02 08:03:03,6559060.588378906,67.71615077482606,344.31658639235656,5001017.1455078125,7035.136481492908,105545351.21484376,4065.0
2024-06-02 08:07:26,5245116.133789063,,,,,,
2024-06-02 08:10:21,5403294.263671875,,,,,,
2024-06-02 08:19:06,7273444.2451171875,,,,,,
2024-06-02 08:26:24,17052274.76904297,130.10972419881932,480.2024873362023,8106797.23046875,9502.021004459497,197629081.10742188,7965.0
2024-06-02 08:30:46,11574498.08203125,140.04566927577483,474.0045117208449,4726588.2783203125,7731.054600369002,131112908.54980467,5045.0
2024-06-02 08:38:06,7057976.377929688,69.25794262597512,351.4366445238963,2240901.755859375,7205.119026500198,110885456.75,4202.0
2024-06-02 08:59:07,25286640.6171875,116.85355721589713,623.0342347129284,16209284.598632812,10717.47016311525,255014974.01171875,8527.0
2024-06-02 09:03:31,20334516.20703125,86.2995434060721,548.0919826231959,10985242.16796875,10217.291768851654,229120618.38671875,7843.0
