Wavlength,Inband,Outband
395.5583638,0.00003,0.0000301
395.5669785,0.000025,0.0000309
395.5755533,0.0000325,0.0000314
395.584138,0.0000459,0.0000313
395.5927427,0.0000422,0.0000318
395.6013274,0.0000249,0.0000323
395.6099422,0.0000534,0.0000326
395.6185169,0.0000447,0.0000332
395.6271316,0.0000298,0.0000334
395.6357063,0.0000421,0.0000341
395.644321,0.0000271,0.0000343
395.6528958,0.000036,0.0000349
395.6614805,0.0000371,0.0000352
395.6700952,0.0000409,0.000036
395.6786699,0.0000471,0.0000365
395.6872847,0.0000532,0.000037
395.6958594,0.0000324,0.0000379
395.7044441,0.0000447,0.0000383
395.7130488,0.0000481,0.0000386
395.7216335,0.0000348,0.0000397
395.7302083,0.0000347,0.00004
395.738823,0.0000557,0.0000406
395.7474077,0.0000638,0.0000408
395.7559824,0.0000332,0.0000414
395.7645972,0.0000307,0.0000421
395.7731719,0.0000443,0.0000426
395.7817566,0.0000577,0.0000433
395.7903613,0.0000494,0.000044
395.7989461,0.0000479,0.0000446
395.8075208,0.0000503,0.0000455
395.8161355,0.0000416,0.000046
395.8247202,0.0000354,0.0000466
395.8332949,0.000064,0.0000476
395.8418797,0.000061,0.0000479
395.8504844,0.0000674,0.000049
395.8590691,0.0000685,0.0000496
395.8676438,0.0000649,0.0000503
395.8762286,0.000056,0.000051
395.8848433,0.0000354,0.0000518
395.893418,0.0000465,0.0000528
395.9020027,0.0000587,0.0000536
395.9105775,0.000055,0.0000545
395.9191622,0.0000427,0.0000552
395.9277669,0.0000599,0.0000562
395.9363516,0.0000767,0.0000566
395.9449264,0.0000499,0.0000576
395.9535111,0.0000754,0.0000586
395.9620858,0.0000625,0.0000597
395.9707005,0.0000489,0.0000603
395.9792853,0.0000669,0.0000612
395.98786,0.0000621,0.0000623
395.9964447,0.000061,0.0000634
396.0050194,0.0000749,1
396.0136041,0.0000832,1
396.0222089,0.0000656,1
396.0307936,0.0000729,1
396.0393683,0.0000819,1
396.047953,0.0000687,1
396.0565378,0.0000697,1
396.0651125,0.0000746,1
396.0736972,0.0000893,1
396.0822719,0.0000789,1
396.0908567,0.0000828,1
396.0994314,0.000078,1
396.1080161,0.0000889,1
396.1166208,0.0000884,1
396.1252056,0.0000924,1
396.1337903,0.0000704,1
396.142365,0.0000788,1
396.1509497,0.0000739,1
396.1595245,0.0000932,1
396.1681092,0.0000975,1
396.1766839,0.0001048,1
396.1852686,0.0000921,1
396.1938433,0.0001396,1
396.2024281,0.0001183,1
396.2110028,0.0001127,1
396.2195875,0.0001192,1
396.2281622,0.0001324,1
396.236747,0.0001561,1
396.2453317,0.0001576,1
396.2539064,0.000157,1
396.2624911,0.0001408,1
396.2710359,0.0001519,1
396.2796206,0.0001671,1
396.2881953,0.0001729,1
396.29678,0.000188,1
396.3053548,0.0001757,1
396.3139395,0.0001866,1
396.3225142,0.0002038,1
396.3310989,0.0002008,1
396.3396837,0.0002193,1
396.3482584,0.0002225,1
396.3568431,0.0002213,1
396.3653878,0.0002352,1
396.3739725,0.0002504,1
396.3825473,0.0002615,1
396.391132,0.0002761,1
396.3997067,0.0002797,1
396.4082915,0.0003291,1
396.4168662,0.0003206,1
396.4254209,0.0003239,1
396.4339956,0.0003434,1
396.4425803,0.0003462,1
396.4511551,0.0003476,1
396.4597398,0.0003863,1
396.4682945,0.0003984,1
396.4768692,0.0004311,1
396.485454,0.0004395,1
396.4940287,0.0004629,1
396.5025834,0.0004668,1
396.5111581,0.0005046,1
396.5197429,0.0005523,1
396.5283176,0.0005802,1
396.5368723,0.0005894,1
396.545447,0.0006145,1
396.5540318,0.000616,1
396.5626065,0.0006948,1
396.5711612,0.0007297,1
396.5797359,0.0007449,1
396.5883207,0.0007966,1
396.5968654,0.0008529,1
396.6054501,0.0008791,1
396.6140348,0.0009105,1
396.6226096,0.0009802,1
396.6311643,0.0010487,1
396.639739,0.0011113,1
396.6482937,0.0011561,1
396.6568684,0.0012953,1
396.6654532,0.001375,1
396.6739979,0.0014435,1
396.6825826,0.0015753,1
396.6911574,0.0017394,1
396.6997121,0.0019186,1
396.7082868,0.0021166,1
396.7168415,0.0023298,1
396.7254162,0.0026693,1
396.734001,0.0029965,1
396.7425457,0.0033511,1
396.7511304,0.0038254,1
396.7596751,0.004477,1
396.7682599,0.0052124,1
396.7768446,0.0060782,1
396.7853893,0.0072564,1
396.7939741,0.0090474,1
396.8025188,0.0111029,1
396.8111035,0.0132503,1
396.8196482,0.016941,1
396.8282329,0.022033,1
396.8367777,0.0279346,1
396.8453624,0.0350999,1
396.8539071,0.0461609,1
396.8624918,0.0597407,1
396.8710366,0.0722852,1
396.8796213,0.0876756,1
396.888166,0.1059917,1
396.8967507,0.1201663,1
396.9052955,0.1304487,1
396.9138802,0.1407853,1
396.9224249,0.1492318,1
396.9309796,0.1516376,1
396.9395544,0.1522092,1
396.9481091,0.1508547,1
396.9566838,0.1437728,1
396.9652385,0.1262565,1
396.9737833,0.1073939,1
396.982368,0.0897873,1
396.9909127,0.0702986,1
396.9994974,0.0528534,1
397.0080422,0.0407782,1
397.0165969,0.0316457,1
397.0251716,0.0235022,1
397.0337263,0.0175844,1
397.0422711,0.0138977,1
397.0508558,0.0112749,1
397.0594005,0.0087662,1
397.0679552,0.0067855,1
397.07654,0.0057995,1
397.0850847,0.0047532,1
397.0936394,0.003941,1
397.1022141,0.0033091,1
397.1107689,0.0028661,1
397.1193136,0.0024762,1
397.1278983,0.0021113,1
397.136443,0.0018356,1
397.1449978,0.0016641,1
397.1535425,0.0014783,1
397.1621272,0.0012954,1
397.1706719,0.001158,1
397.1792267,0.001069,1
397.1877714,0.0009534,1
397.1963561,0.0008291,1
397.2049008,0.0007649,1
397.2134556,0.000716,1
397.2220003,0.00065,1
397.230585,0.0005976,1
397.2391297,0.0005394,1
397.2476845,0.0005094,1
397.2562292,0.0004736,1
397.2647839,0.0004114,1
397.2733286,0.0003818,1
397.2819134,0.0003693,1
397.2904581,0.0003389,1
397.2990128,0.0003378,1
397.3075575,0.0002786,1
397.3161123,0.0002617,1
397.324657,0.0002387,1
397.3332417,0.0002219,1
397.3417864,0.0002191,1
397.3503412,0.0002123,1
397.3588859,0.0001999,1
397.3674406,0.0001864,1
397.3759853,0.0001579,1
397.3845401,0.0001681,1
397.3930848,0.0001651,1
397.4016395,0.0001556,1
397.4101842,0.0001516,1
397.418739,0.0001546,1
397.4272837,0.0001439,1
397.4358684,0.0001465,1
397.4444131,0.0001353,1
397.4529679,0.0001215,1
397.4615126,0.0001277,1
397.4700673,0.0001261,1
397.478612,0.0001187,1
397.4871668,0.00011,1
397.4957115,0.0001286,1
397.5042662,0.000101,1
397.5128109,0.0001185,1
397.5213657,0.0001034,1
397.5299104,0.0001078,1
397.5384651,0.0001006,1
397.5470099,0.0001078,1
397.5555246,0.000103,1
397.5640793,0.0001113,1
397.572624,0.0000968,1
397.5811787,0.0001082,1
397.5897235,0.0001024,1
397.5982782,0.0000928,1
397.6068229,0.0000817,1
397.6153776,0.0000759,1
397.6239224,0.0000664,1
397.6324771,0.0000684,1
397.6410218,0.000092,1
397.6495766,0.0000757,1
397.6580913,0.0000767,1
397.666646,0.0000734,1
397.6751907,0.0000687,1
397.6837455,0.0000999,1
397.6922902,0.0000768,1
397.7008449,0.0000639,1
397.7093896,0.0000641,1
397.7179143,0.0000714,1
397.7264591,0.0000701,1
397.7350138,0.0000741,1
397.7435585,0.0000468,1
397.7521133,0.0000757,1
397.760628,0.0000668,1
397.7691827,0.0000643,1
397.7777274,0.0000544,1
397.7862822,0.0000643,1
397.7948269,0.0000724,1
397.8033516,0.0000503,1
397.8118963,0.0000685,1
397.8204511,0.0000547,1
397.8289958,0.0000579,1
397.8375105,0.0000684,1
397.8460652,0.0000586,1
397.85461,0.0000597,1
397.8631347,0.0000716,1
397.8716794,0.0000636,1
397.8802341,0.0000528,1
397.8887789,0.0000323,1
397.8973036,0.0000599,1
397.9058483,0.0000469,1
397.9144031,0.0000347,1
397.9229178,0.0000371,1
397.9314725,0.0000467,1
397.9400172,0.000056,1
397.9485419,0.0000598,1
397.9570867,0.0000593,1
397.9656114,0.0000489,1
397.9741561,0.000057,1
397.9827109,0.0000524,1
397.9912256,0.0000535,1
397.9997703,0.0000478,1
398.008325,0.0000527,0.0000418
398.0168397,0.0000394,0.000041
398.0253945,0.0000406,0.0000408
398.0339092,0.0000333,0.00004
398.0424639,0.0000382,0.0000397
398.0509786,0.0000417,0.0000389
398.0595334,0.0000275,0.0000387
398.0680781,0.0000333,0.0000381
398.0766028,0.000037,0.0000376
398.0851476,0.0000355,0.0000368
398.0936723,0.0000533,0.0000365
398.102217,0.0000344,0.0000362
398.1107417,0.0000308,0.0000357
398.1192865,0.0000238,0.0000353
398.1278012,0.0000261,0.0000347
398.1363559,0.0000426,0.0000343
398.1448706,0.0000605,0.000034
398.1534254,0.0000606,0.0000334
398.1619401,0.0000284,0.0000329
398.1704948,0.0000545,0.0000328
398.1790095,0.0000369,0.0000323
398.1875643,0.0000297,0.0000317
398.196079,0.0000295,0.0000313
398.2046337,0.0000261,0.000031
398.2131484,0.000046,0.0000303
398.2216732,0.0000191,0.0000303
398.2302179,0.0000413,0.0000297
398.2387426,0.0000226,0.0000298
398.2472874,0.0000321,0.0000293
398.2558021,0.0000307,0.0000286
398.2643568,0.0000286,0.0000287
398.2728715,0.0000201,0.0000282
398.2813963,0.000038,0.0000278
398.289941,0.0000119,0.0000274
398.2984657,0.0000213,0.0000271
398.3069804,0.0000356,0.0000269
398.3155352,0.0000248,0.0000264
398.3240499,0.0000238,0.0000263
398.3326046,0.0000307,0.0000258
398.3411193,0.0000235,0.0000255
398.3496441,0.000025,0.0000254
398.3581888,0.0000154,0.000025
398.3667035,0.0000357,0.0000248
398.3752282,0.0000369,0.0000246
398.383743,0.0000537,0.0000242
398.3922977,0.0000167,0.0000238
398.4008124,0.0000274,0.0000238
398.4093371,0.0000404,0.0000234
398.4178819,0.0000323,0.0000233
398.4264066,0.0000262,0.000023
398.4349213,0.0000167,0.0000228
398.443446,0.0000333,0.0000225
398.4519908,0.0000381,0.0000223
398.4605055,0.0000273,0.000022
398.4690302,0.0000225,0.0000215
398.4775449,0.0000155,0.0000216
398.4860997,0.0000213,0.0000212
398.4946144,0.000018,0.0000211
398.5031391,0.0000203,0.0000212
398.5116539,0.0000095,0.0000206
398.5201786,0.0000168,0.0000205
398.5287233,0.0000191,0.0000202
398.537248,0.0000202,0.00002
398.5457628,0.0000273,0.0000197
398.5542775,0.0000142,0.0000194
398.5628022,0.0000179,0.0000192
398.5713469,0.0000275,0.0000191
398.5798717,0.0000201,0.0000188
398.5883864,0.0000203,0.000019
398.5969111,0.0000262,0.0000187
398.6054258,0.0000189,0.0000183
398.6139506,0.0000118,0.000018
398.6224653,0.0000118,0.000018
398.63098,0.0000249,0.0000179
398.6395348,0.0000331,0.0000174
398.6480495,0.0000107,0.0000172
398.6565742,0.0000167,0.0000173
398.6650889,0,0.0000171
398.6736137,0.0000424,0.0000169
398.6821284,0.0000224,0.0000165
398.6906531,0.0000287,0.0000167
398.6991678,0.0000012,0.0000162
398.7076826,0.0000048,0.0000161
398.7162073,0.0000119,0.0000162
398.724722,0.0000297,0.000016
398.7332467,0.0000154,0.0000157
398.7417615,0.0000143,0.0000157
398.7502862,0.0000083,0.0000156
398.7588009,0.0000108,0.0000154
398.7673256,0.0000263,0.0000152
398.7758404,0.0000144,0.0000151
398.7843551,0.0000192,0.000015
398.7928798,0.0000048,0.0000149
398.8013945,0.0000048,0.0000146
398.8099193,0.0000368,0.0000144
398.818434,0.0000178,0.0000143
398.8269587,0.0000108,0.0000143
398.8354735,0.0000119,0.0000141
398.8439882,0.0000274,0.000014
398.8525129,0.0000144,0.0000137
398.8610276,0.0000204,0.0000138
398.8695524,0,0.0000137
398.8780671,0,0.0000135
398.8865918,0.0000192,0.0000134
398.8951065,0.0000229,0.0000131
398.9036313,0,0.0000129
398.912116,0.0000036,0.000013
398.9206307,0.0000217,0.0000129
398.9291554,0.0000192,0.0000127
398.9376702,0.0000217,0.0000127
398.9461949,0.0000096,0.0000125
398.9547096,0.0000109,0.0000123
398.9632344,0.0000108,0.0000121
398.9717491,0.000023,0.0000121
398.9802338,0.0000204,0.0000118
398.9887585,0.0000155,0.0000117
398.9972733,0.0000155,0.0000117
399.005798,0.0000287,0.0000115
399.0143127,0.0000132,0.0000114
399.0228074,0.0000311,0.0000111
399.0313222,0,0.0000113
399.0398369,0.0000358,0.0000111
399.0483616,0.000006,0.0000108
399.0568763,0.0000096,0.0000109
399.0653711,0.0000181,0.0000109
399.0738858,0.0000216,0.0000107
399.0824105,0.0000192,0.0000106
399.0909253,0.0000327,0.0000104
399.09941,0.0000072,0.0000104
399.1079347,0.0000277,0.0000103
399.1164494,0,0.0000101
399.1249742,0.0000096,0.0000102
399.1334589,0.0000121,0.00001
399.1419836,0.000006,0.0000099
399.1504983,0,0.0000098
399.1589831,0.0000048,0.0000097
399.1675078,0,0.0000096
399.1760225,0,0.0000095
399.1845172,0.0000119,0.0000094
399.193032,0.0000072,0.0000093
399.2015567,0,0.0000093
399.2100414,0.0000036,0.0000092
399.2185561,0,0.0000091
399.2270809,0.0000215,0.0000091
399.2355656,0.0000059,0.0000088
399.2440903,0.000012,0.0000089
399.2526051,0.0000167,0.0000087
399.2610898,0.0000084,0.0000087
399.2696145,0.0000217,0.0000088
399.2780992,0.0000228,0.0000085
399.286624,0.0000012,0.0000085
399.2951387,0,0.0000085
399.3036334,0.0000121,0.0000083
399.3121481,0.0000193,0.0000083
399.3206329,0.0000183,0.0000083
399.3291576,0.0000024,0.0000082
399.3376423,0.0000181,0.0000081
399.346167,0.0000073,0.0000081
399.3546818,0.000018,0.000008
399.3631765,0,0.0000079
399.3716912,0.0000193,0.0000079
399.3801759,0.0000072,0.0000078
399.3887007,0.0000084,0.0000077
399.3971854,0.0000072,0.0000077
399.4057101,0.0000132,0.0000077
399.4141949,0.0000036,0.0000076
399.4227096,0.0000012,0.0000075
399.4312043,0.0000252,0.0000074
399.439719,0.0000145,0.0000075
399.4482138,0,0.0000073
399.4567285,0.0000084,0.0000073
399.4652132,0.0000108,0.0000072
399.4737079,0,0.0000072
399.4822227,0.0000024,0.0000071
399.4907174,0,0.000007
399.4992321,0.0000084,0.000007
399.5077269,0.000017,0.0000075
399.5162416,0.0000108,0.0000074
399.5247263,0,0.0000069
399.533221,0.0000121,0.0000068
399.5417358,0.0000036,0.0000068
399.5502305,0,0.0000066
399.5587452,0,0.0000066
399.5672299,0.0000048,0.0000066
399.5757247,0.0000073,0.0000065
399.5842394,0.0000182,0.0000064
399.5927341,0.0000206,0.0000065
399.6012188,0.0000169,0.0000064
399.6097336,0.0000085,0.0000064
399.6182283,0.0000133,0.0000063
399.626713,0.0000085,0.0000063
399.6352378,0,0.0000062
399.6437225,0.0000085,0.0000061
399.6522072,0.0000205,0.0000062
399.6607319,0,0.0000062
399.6692167,0.0000037,0.0000061
399.6777114,0,0.0000063
399.6861961,0.0000061,0.0000062
399.6947209,0.0000061,0.0000063
399.7032056,0.0000096,0.0000063
399.7116903,0,0.0000059
399.720185,0.0000048,0.0000059
399.7286998,0.0000024,0.0000059
399.7371845,0.0000036,0.0000059
399.7456792,0.0000266,0.0000058
399.7541639,0.0000024,0.0000057
399.7626887,0,0.0000056
399.7711734,0.0000024,0.0000057
399.7796581,0.0000121,0.0000058
399.7881528,0.0000241,0.0000057
399.7966376,0,0.0000054
399.8051623,0.0000133,0.0000055
399.813647,0.0000048,0.0000054
399.8221317,0,0.0000054
399.8306265,0,0.0000054
399.8391112,0.0000157,0.0000053
399.8476059,0,0.0000053
399.8561207,0,0.0000052
399.8646054,0.0000072,0.0000054
399.8731001,0.0000146,0.0000053
399.8815848,0.0000122,0.0000053
399.8900796,0,0.0000053
399.8985643,0.0000109,0.0000052
399.907049,0.0000024,0.0000052
399.9155437,0.000017,0.0000051
399.9240285,0.0000048,0.0000051
399.9325232,0.0000085,0.000005
399.9410379,0.0000205,0.0000051
399.9495227,0.0000109,0.000005
399.9580174,0.0000109,0.0000051
399.9665021,0,0.000005
399.9749968,0.000006,0.0000049
399.9834816,0.0000193,0.0000048
399.9919663,0.0000085,0.000005
400.000461,0,0.0000049
400.0089457,0,0.0000049
400.0174405,0,0.0000047
400.0259252,0.0000158,0.0000049
400.0344099,0.0000205,0.0000047
400.0429046,0.0000122,0.0000047
400.0513894,0.0000182,0.0000047
400.0598741,0.0000109,0.0000047
400.0683688,0.0000037,0.0000046
400.0768536,0,0.0000046
400.0853483,0.0000182,0.0000047
400.093833,0.0000061,0.0000046
400.1023177,0.0000207,0.0000045
400.1108125,0,0.0000045
400.1192972,0,0.0000046
400.1277619,0.000021,0.0000047
400.1362466,0.0000049,0.0000045
400.1447314,0.0000183,0.0000042
400.1532261,0.0000271,0.0000046
400.1617108,0,0.0000045
400.1701955,0.0000062,0.0000046
400.1786903,0.000011,0.0000045
400.187175,0.0000074,0.0000045
400.1956697,0.0000061,0.0000044
400.2041244,0.0000111,0.0000044
400.2126092,0.0000147,0.0000044
400.2211039,0.0000258,0.0000044
400.2295886,0.0000037,0.0000044
400.2380834,0.0000037,0.0000043
400.2465681,0.0000049,0.0000044
400.2550228,0.0000074,0.0000044
400.2635175,0.0000012,0.0000043
400.2720023,0.0000012,0.0000042
400.280487,0,0.0000042
400.2889817,0.0000025,0.0000043
400.2974364,0.0000184,0.0000045
400.3059312,0.0000073,0.0000042
400.3144159,0.0000098,0.0000042
400.3229006,0.0000123,0.0000043
400.3313954,0.0000025,0.0000043
400.3398501,0,0.0000041
400.3483348,0.0000208,0.0000041
400.3568295,0.000016,0.000004
400.3652843,0.0000074,0.0000041
400.373779,0.0000012,0.000004
400.3822637,0.0000024,0.000004
400.3907484,0,0.000004
400.3992132,0.0000134,0.0000039
400.4076979,0.000011,0.0000039
400.4161826,0.0000073,0.0000039
400.4246473,0,0.0000039
400.4331321,0.0000024,0.0000037
400.4416268,0.0000183,0.0000039
400.4500815,0.0000171,0.0000038
400.4585663,0.000011,0.0000038
400.467061,0.0000061,0.0000038
400.4755157,0,0.0000038
400.4840004,0.0000233,0.0000039
400.4924952,0,0.0000039
400.5009499,0.000022,0.0000039
400.5094446,0,0.0000038
400.5178993,0.0000085,0.0000038
400.5263841,0.0000098,0.0000037
400.5348788,0,0.0000036
400.5433335,0,0.0000037
400.5518183,0.0000061,0.0000037
400.560283,0,0.0000036
400.5687677,0.0000319,0.0000037
400.5772524,0.0000012,0.0000037
400.5857172,0,0.0000036
400.5942019,0,0.0000037
400.6026666,0.0000232,0.0000037
400.6111514,0,0.0000035
400.6196061,0.0000012,0.0000036
400.6281008,0.0000049,0.0000035
400.6365555,0.0000073,0.0000035
400.6450403,0.0000098,0.0000036
400.653505,0,0.0000036
400.6619897,0.0000171,0.0000034
400.6704444,0,0.0000035
400.6789392,0.0000172,0.0000036
400.6873939,0.0000136,0.0000035
400.6958886,0,0.0000035
400.7043433,0,0.0000034
400.7128281,0.0000025,0.0000035
400.7212928,0.0000197,0.0000035
400.7297475,0.0000149,0.0000036
400.7382323,0,0.0000035
400.746697,0.0000111,0.0000038
400.7551817,0.0000173,0.0000045
400.7636364,0,0.0000042
400.7721312,0,0.0000034
400.7805859,0,0.0000035
400.7890406,0,0.0000031
400.7975353,0.0000025,0.0000036
400.8059901,0.0000025,0.0000035
400.8144548,0.0000025,0.0000036
400.8229395,0,0.0000034
400.8313942,0.000005,0.0000029
400.839889,0.0000037,0.000003
400.8483437,0,0.0000032
400.8567984,0.0000049,0.0000034
400.8652932,0,0.0000035
400.8737479,0,0.0000034
400.8822026,0.0000062,0.0000034
400.8906673,0.0000074,0.0000033
400.8991521,0.0000123,0.0000033
400.9076068,0.000016,0.0000035
400.9160715,0,0.0000035
400.9245563,0.0000037,0.0000034
400.933011,0,0.0000033
400.9414757,0,0.0000034
400.9499304,0,0.0000034
400.9584252,0.0000012,0.0000033
400.9668799,0,0.0000033
400.9753346,0.000011,0.0000033
400.9837993,0,0.0000033
400.9922841,0,0.0000034
401.0007388,0.000011,0.0000034
401.0092035,0,0.0000033
401.0176582,0.0000049,0.0000033
401.026113,0.0000099,0.0000033
401.0346077,0.000016,0.0000034
401.0430624,0.0000123,0.0000035
401.0515171,0,0.0000033
401.0599819,0,0.0000033
401.0684366,0.0000062,0.0000033
401.0768913,0.0000185,0.0000032
401.0853861,0.0000136,0.0000033
401.0938408,0.0000049,0.0000032
401.1022955,0.0000147,0.0000032
401.1107602,0,0.0000033
401.119215,0,0.0000033
401.1276697,0,0.0000032
401.1361344,0,0.0000031
401.1445891,0.0000258,0.0000032
401.1530839,0.0000074,0.0000033
401.1615386,0,0.0000033
401.1699933,0,0.0000033
401.1784581,0.0000074,0.0000033
401.1869128,0,0.0000033
401.1953675,0.0000074,0.0000033
401.2038322,0,0.0000033
401.212287,0.0000149,0.0000033
401.2207417,0.0000012,0.0000031
401.2292064,0,0.0000033
401.2376611,0.0000099,0.0000033
401.2461159,0.0000025,0.0000032
401.2545806,0.0000099,0.0000033
401.2630353,0.0000161,0.0000033
401.27149,0,0.0000033
401.2799548,0,0.0000032
401.2884095,0.0000098,0.0000032
401.2968642,0,0.0000033
401.305329,0,0.0000031
401.3137837,0.0000235,0.0000033
401.3222384,0.0000147,0.0000032
401.3307031,0,0.0000028
401.3391579,0.0000086,0.0000028
401.3476126,0.0000037,0.000003
401.3560773,0.0000025,0.0000028
401.3645321,0.000016,0.000003
401.3729868,0.0000074,0.0000029
401.3814215,0.0000098,0.0000029
401.3898762,0,0.000003
401.398331,0,0.0000029
401.4067957,0.0000049,0.0000029
401.4152504,0,0.0000028
401.4237051,0,0.0000028
401.4321699,0.0000061,0.0000027
401.4406246,0,0.0000028
401.4490493,0.0000246,0.0000026
401.457514,0,0.0000028
401.4659688,0.0000049,0.0000027
401.4744235,0,0.0000029
401.4828882,0,0.0000027
401.491343,0,0.0000027
401.4997677,0.0000012,0.0000028
401.5082324,0,0.0000026
401.5166871,0.0000242,0.0000027
401.5251419,0,0.0000027
401.5336066,0,0.0000028
401.5420313,0.0000171,0.0000028
401.550486,0.0000061,0.0000027
401.5589408,0.0000183,0.0000027
401.5674055,0,0.0000025
401.5758302,0.0000086,0.0000026
401.5842849,0.0000061,0.0000026
401.5927497,0.0000012,0.0000027
401.6012044,0.0000049,0.0000027
401.6096291,0.0000123,0.0000026
401.6180939,0.0000173,0.0000027
401.6265486,0,0.0000025
401.6349733,0.0000222,0.0000027
401.643438,0.0000148,0.0000027
401.6518928,0.000011,0.0000026
401.6603475,0.0000073,0.0000027
401.6687822,0,0.0000027
401.677237,0.0000024,0.0000026
401.6856917,0,0.0000027
401.6941264,0.0000208,0.0000027
401.7025811,0.0000012,0.0000025
401.7110058,0,0.0000026
401.7194706,0.0000037,0.0000026
401.7279253,0.0000196,0.0000026
401.73635,0,0.0000026
401.7448148,0.0000123,0.0000026
401.7532695,0.000022,0.0000026
401.7616942,0.0000012,0.0000025
401.7701489,0.0000085,0.0000025
401.7785837,0.0000012,0.0000025
401.7870384,0,0.0000025
401.7954631,0.0000122,0.0000025
401.8039279,0,0.0000026
401.8123826,0,0.0000026
401.8208073,0.0000172,0.0000025
401.829272,0.0000208,0.0000026
401.8376968,0,0.0000026
401.8461515,0,0.0000027
401.8545862,0.0000061,0.0000025
401.8630409,0,0.0000026
401.8714657,0,0.0000025
401.8799304,0.0000099,0.0000026
401.8883551,0.000017,0.0000026
401.8968099,0,0.0000024
401.9052346,0,0.0000026
401.9136993,0.0000098,0.0000025
401.922124,0.0000123,0.0000025
401.9305788,0.0000074,0.0000028
401.9390135,0.000011,0.0000027
401.9474382,0.0000271,0.0000028
401.9558929,0.0000025,0.0000027
401.9643277,0.0000025,0.0000029
401.9727824,0.0000086,0.0000046
401.9812071,0,0.0000025
401.9896719,0,0.0000025
401.9980966,0.0000148,0.0000024
402.0065213,0.0000172,0.0000025
402.014976,0,0.0000024
402.0234108,0,0.0000025
402.0318355,0.0000037,0.0000025
402.0402902,0.0000159,0.0000025
402.0487249,0,0.0000025
402.0571797,0,0.0000024
402.0656044,0.0000024,0.0000024
402.0740391,0.0000012,0.0000024
402.0824938,0.0000073,0.0000024
402.0909186,0.0000061,0.0000025
402.0993433,0.0000122,0.0000026
402.107808,0.0000061,0.0000024
402.1162328,0,0.0000024
402.1246575,0,0.0000024
402.1330922,0.0000037,0.0000023
402.1415469,0.0000036,0.0000023
402.1499717,0.0000073,0.0000024
402.1584064,0,0.0000024
402.1668611,0.0000159,0.0000023
402.1752858,0.0000086,0.0000023
402.1837106,0.0000159,0.0000023
402.1921453,0.0000123,0.0000024
402.20057,0.000011,0.0000022
402.2090247,0.0000049,0.0000024
402.2174595,0,0.0000023
402.2258842,0.0000037,0.0000022
402.2343089,0,0.0000023
402.2427737,0.0000244,0.0000024
402.2511984,0,0.0000023
402.2596231,0,0.0000023
402.2680478,0,0.0000024
402.2764826,0.0000158,0.0000024
402.2849073,0,0.0000023
402.293362,0,0.0000023
402.3017967,0,0.0000023
402.3102215,0.0000037,0.0000023
402.3186462,0.0000183,0.0000024
402.3270709,0.0000122,0.0000023
402.3355056,0,0.0000022
402.3439304,0.0000147,0.0000023
402.3523551,0.0000025,0.0000024
402.3608198,0.0000098,0.0000023
402.3692446,0.0000171,0.0000023
402.3776693,0,0.0000022
402.386104,0.0000012,0.0000022
402.3945287,0,0.0000022
402.4029535,0.0000123,0.0000023
402.4113782,0,0.0000022
402.4198129,0.0000012,0.0000023
402.4282376,0.0000012,0.0000022
402.4366624,0.0000235,0.0000022
402.4450971,0,0.0000024
402.4535218,0,0.0000022
402.4619465,0.0000037,0.0000022
402.4703713,0,0.0000023
402.478806,0.0000136,0.0000022
402.4872307,0.0000049,0.0000023
402.4956554,0.0000124,0.0000022
402.5040902,0.0000074,0.0000022
402.5125149,0.0000087,0.0000023
402.5209396,0,0.0000022
402.5293644,0,0.0000022
402.5377991,0,0.0000022
402.5462238,0,0.0000022
402.5546485,0.0000062,0.0000025
402.5630833,0.0000136,0.0000021
402.571508,0.0000086,0.0000023
402.5799327,0.0000074,0.0000024
402.5883575,0.0000012,0.0000021
402.5967922,0.0000025,0.0000022
402.6051869,0.0000012,0.0000022
402.6136116,0.0000236,0.0000025
402.6220363,0.0000074,0.0000022
402.6304711,0,0.0000022
402.6388958,0.0000259,0.0000022
402.6473205,0.0000037,0.0000021
402.6557553,0.0000112,0.0000022
402.66418,0,0.0000021
402.6725747,0,0.0000021
402.6809994,0.0000258,0.0000021
402.6894342,0.0000012,0.0000021
402.6978589,0.0000111,0.0000021
402.7062836,0.0000012,0.0000023
402.7146883,0.0000209,0.0000023
402.7231131,0,0.0000021
402.7315378,0.0000012,0.0000021
402.7399625,0.0000049,0.000002
402.7483973,0.0000111,0.0000021
402.756792,0,0.0000021
402.7652167,0.0000173,0.0000022
402.7736414,0.0000123,0.0000021
402.7820762,0.0000098,0.0000021
402.7904709,0.0000135,0.000002
402.7988956,0.0000074,0.0000021
402.8073303,0,0.000002
402.8157551,0.0000098,0.000002
402.8241498,0,0.0000022
402.8325745,0.0000037,0.000002
402.8410093,0.0000061,0.000002
402.849404,0.0000111,0.0000021
402.8578287,0.0000061,0.0000021
402.8662534,0.0000073,0.0000018
402.8746581,0,0.0000011
402.8830829,0,0.0000015
402.8915076,0,0.0000022
402.8999023,0.0000012,0.0000021
402.9083371,0,0.000002
402.9167618,0.0000098,0.0000021
402.9251565,0,0.000002
402.9335912,0,0.0000021
402.942016,0.0000024,0.0000019
402.9504107,0.0000098,0.0000018
402.9588354,0.000011,0.0000019
402.9672401,0,0.0000018
402.9756649,0,0.000002
402.9840896,0.0000124,0.0000021
