Wavlength,Inband,Outband
390.1487051,0.0000039,0.0000018
390.1574098,0,0.0000017
390.1661445,0,0.0000016
390.1748492,0.0000065,0.0000013
390.1835439,0,0.0000016
390.1922786,0.0000209,0.0000017
390.2009833,0,0.0000018
390.2097181,0,0.0000016
390.2184228,0,0.0000018
390.2271175,0,0.0000018
390.2358522,0,0.0000018
390.2445569,0.0000104,0.0000017
390.2532616,0.0000117,0.0000018
390.2619863,0,0.0000017
390.270691,0,0.0000018
390.2793957,0.0000131,0.0000017
390.2881305,0.0000156,0.0000018
390.2968252,0.0000078,0.0000017
390.3055299,0.0000078,0.000002
390.3142646,0.0000325,0.000002
390.3229693,0,0.0000018
390.331664,0.0000091,0.0000017
390.3403687,0,0.0000017
390.3491034,0.0000103,0.0000017
390.3578082,0,0.0000018
390.3665129,0.0000181,0.0000018
390.3752376,0,0.0000023
390.3839423,0.0000156,0.0000023
390.392647,0.0000103,0.0000022
390.4013517,0.0000168,0.0000019
390.4100764,0.0000039,0.0000017
390.4187811,0.0000064,0.0000017
390.4274859,0.0000103,0.0000018
390.4361906,0.0000052,0.0000018
390.4448853,0.000027,0.0000017
390.45362,0.0000065,0.0000016
390.4623247,0.0000077,0.0000009
390.4710294,0.0000051,0.0000019
390.4797241,0.0000051,0.0000023
390.4884288,0,0.0000022
390.4971636,0,0.0000021
390.5058683,0.0000129,0.0000019
390.514573,0,0.0000018
390.5232677,0.0000206,0.0000018
390.5319724,0.0000168,0.0000019
390.5406771,0.0000052,0.0000024
390.5493818,0,0.0000041
390.5581065,0.000013,0.0000017
390.5668113,0.0000026,0.0000018
390.575516,0.0000129,0.000002
390.5842207,0.0000168,0.0000018
390.5929154,0.0000077,0.0000019
390.6016201,0.0000194,0.0000019
390.6103248,0.0000064,0.0000018
390.6190295,0,0.0000019
390.6277242,0.0000141,0.0000018
390.6364289,0.0000051,0.0000019
390.6451637,0.0000013,0.0000019
390.6538684,0.0000141,0.0000018
390.6625631,0.0000064,0.0000018
390.6712678,0.0000038,0.0000018
390.6799725,0.0000205,0.0000018
390.6886772,0.0000218,0.0000027
390.6973719,0,0.0000019
390.7060767,0.0000142,0.000002
390.7147814,0.0000103,0.0000021
390.7234861,0.0000115,0.0000028
390.7321808,0,0.0000022
390.7408855,0,0.0000021
390.7495902,0.0000078,0.0000019
390.7582949,0.0000142,0.0000018
390.7669897,0,0.000002
390.7756944,0.0000078,0.000002
390.7843991,0.0000013,0.0000019
390.7931038,0.0000091,0.0000019
390.8017985,0.0000259,0.000002
390.8105032,0,0.000002
390.8192079,0.0000195,0.000002
390.8279127,0,0.0000019
390.8365774,0,0.000002
390.8452821,0,0.0000019
390.8539868,0.0000026,0.0000019
390.8626915,0,0.0000017
390.8713862,0.0000013,0.0000019
390.8800909,0.0000013,0.0000019
390.8887956,0.000018,0.000002
390.8975004,0,0.000002
390.9061951,0,0.000002
390.9148998,0.0000026,0.0000019
390.9235745,0.0000065,0.000002
390.9322792,0,0.000002
390.9409739,0.0000078,0.0000019
390.9496786,0,0.000002
390.9583834,0.0000181,0.000002
390.9670881,0,0.0000019
390.9757828,0.0000026,0.000002
390.9844575,0,0.000002
390.9931622,0.0000013,0.0000021
391.0018669,0,0.0000019
391.0105616,0,0.000002
391.0192664,0.0000193,0.0000021
391.0279411,0,0.000002
391.0366358,0,0.000002
391.0453405,0.0000013,0.000002
391.0540452,0.0000309,0.000002
391.0627499,0.0000078,0.000002
391.0714146,0,0.000002
391.0801193,0,0.0000021
391.0888241,0,0.0000021
391.0975288,0.0000052,0.0000023
391.1061935,0.0000026,0.0000019
391.1148982,0.000009,0.0000019
391.1236029,0.0000104,0.000002
391.1323076,0,0.0000021
391.1409723,0.0000129,0.0000021
391.1496771,0,0.0000021
391.1583818,0.0000117,0.000002
391.1670565,0.0000246,0.000002
391.1757512,0.0000026,0.000002
391.1844559,0.0000103,0.0000021
391.1931306,0,0.0000019
391.2018253,0,0.000002
391.2105301,0.0000245,0.000002
391.2192048,0,0.0000021
391.2279095,0.0000065,0.000002
391.2366042,0.0000156,0.000002
391.2452789,0.000013,0.0000021
391.2539836,0.0000026,0.0000021
391.2626884,0.0000091,0.000002
391.2713531,0,0.0000022
391.2800578,0.0000065,0.0000021
391.2887625,0.0000091,0.0000021
391.2974372,0,0.0000021
391.3061319,0,0.0000021
391.3148066,0,0.0000022
391.3235114,0.0000052,0.0000021
391.3322061,0.0000118,0.0000022
391.3408808,0.0000092,0.0000021
391.3495855,0,0.0000023
391.3582602,0,0.0000022
391.3669549,0,0.0000021
391.3756296,0.0000078,0.0000021
391.3843344,0.0000118,0.0000021
391.3930091,0.0000091,0.0000021
391.4017038,0.0000026,0.0000021
391.4103785,0.0000091,0.0000021
391.4190832,0.0000183,0.0000022
391.4277779,0.0000092,0.0000024
391.4364526,0.0000223,0.0000035
391.4451574,0,0.0000024
391.4538321,0,0.0000021
391.4625268,0,0.0000021
391.4712015,0,0.0000022
391.4798762,0.0000197,0.0000021
391.4885809,0,0.0000022
391.4972456,0.0000066,0.0000023
391.5059504,0.0000013,0.0000024
391.5146251,0.0000079,0.0000026
391.5233198,0.0000184,0.0000035
391.5319945,0.0000091,0.0000024
391.5406992,0.0000026,0.0000021
391.5493739,0.0000222,0.0000016
391.5580387,0.0000066,0.0000023
391.5667434,0.0000013,0.0000023
391.5754181,0.0000183,0.0000023
391.5841128,0,0.0000022
391.5927875,0.0000026,0.0000023
391.6014622,0.0000013,0.0000023
391.610167,0.0000274,0.0000023
391.6188317,0.0000013,0.0000023
391.6275364,0.0000052,0.0000023
391.6362111,0,0.0000023
391.6448758,0,0.0000024
391.6535805,0.0000053,0.0000023
391.6622552,0.0000156,0.0000022
391.67093,0.0000208,0.0000023
391.6796247,0,0.0000022
391.6882994,0.0000105,0.0000023
391.6969741,0.0000144,0.0000023
391.7056788,0.0000091,0.0000023
391.7143435,0.0000299,0.0000023
391.7230183,0.0000052,0.0000026
391.731723,0.0000013,0.0000025
391.7403877,0.0000013,0.0000022
391.7490624,0.0000066,0.0000024
391.7577371,0.0000118,0.0000023
391.7664418,0.0000105,0.0000023
391.7751066,0,0.0000023
391.7837813,0,0.0000024
391.792486,0.0000013,0.0000022
391.8011507,0.0000169,0.0000023
391.8098254,0.0000052,0.0000023
391.8185001,0.0000026,0.0000024
391.8271648,0,0.0000023
391.8358696,0.0000091,0.0000023
391.8445443,0.0000092,0.0000023
391.853219,0.0000118,0.0000023
391.8618837,0,0.0000024
391.8705884,0.0000157,0.0000024
391.8792632,0.0000209,0.0000024
391.8879279,0,0.0000025
391.8966026,0.0000052,0.0000024
391.9052773,0,0.0000024
391.913952,0,0.0000025
391.9226467,0.0000013,0.0000025
391.9313214,0.0000209,0.0000023
391.9399962,0.0000013,0.0000024
391.9486609,0.0000091,0.0000024
391.9573356,0.0000078,0.0000023
391.9660103,0,0.0000024
391.974685,0.0000116,0.0000024
391.9833797,0.0000258,0.0000024
391.9920545,0.0000103,0.0000023
392.0007292,0.0000154,0.0000023
392.0093939,0,0.0000025
392.0180686,0.0000013,0.0000023
392.0267433,0,0.0000025
392.035408,0,0.0000024
392.0440828,0.0000026,0.0000024
392.0527575,0,0.0000024
392.0614322,0.0000052,0.0000025
392.0700969,0.0000103,0.0000024
392.0787716,0.0000039,0.0000024
392.0874463,0,0.0000024
392.096111,0.0000026,0.0000025
392.1047858,0,0.0000024
392.1134905,0.0000155,0.0000025
392.1221652,0.000009,0.0000024
392.1308299,0.0000154,0.0000025
392.1395046,0,0.0000028
392.1481794,0.0000091,0.0000028
392.1568441,0,0.0000025
392.1655188,0.0000116,0.0000025
392.1741635,0,0.0000026
392.1828282,0.0000013,0.0000025
392.1915029,0.000014,0.0000024
392.2001776,0.0000089,0.0000025
392.2088424,0,0.0000025
392.2175171,0,0.0000025
392.2261918,0,0.0000026
392.2348665,0,0.0000025
392.2435312,0,0.0000025
392.252206,0.0000076,0.0000026
392.2608807,0.0000076,0.0000025
392.2695454,0.0000154,0.0000025
392.2782201,0,0.0000027
392.2868948,0,0.0000025
392.2955595,0.0000218,0.0000026
392.3042043,0.0000064,0.0000025
392.312879,0.0000219,0.0000027
392.3215437,0.0000026,0.0000027
392.3302184,0,0.0000024
392.3388931,0.0000026,0.0000012
392.3475679,0.0000065,0.0000028
392.3562326,0,0.0000026
392.3648773,0.0000026,0.0000026
392.373552,0.0000167,0.0000027
392.3822167,0,0.0000027
392.3908914,0,0.0000028
392.3995662,0.0000026,0.0000028
392.4082309,0.0000051,0.0000026
392.4168756,0.0000064,0.0000028
392.4255503,0.0000229,0.0000027
392.434215,0.000009,0.0000027
392.4428897,0,0.0000028
392.4515645,0.0000089,0.0000027
392.4602092,0.0000038,0.0000028
392.4688739,0,0.0000027
392.4775486,0.0000091,0.0000028
392.4862233,0.0000064,0.0000028
392.494858,0.0000142,0.0000028
392.5035328,0,0.0000027
392.5122075,0,0.0000028
392.5208722,0.0000193,0.0000028
392.5295169,0,0.0000029
392.5381916,0.0000141,0.0000028
392.5468563,0,0.0000028
392.5555011,0.0000128,0.0000028
392.5641758,0.0000103,0.0000028
392.5728405,0,0.0000028
392.5814852,0.0000179,0.0000028
392.5901599,0,0.0000029
392.5988347,0.0000204,0.0000027
392.6074694,0,0.0000028
392.6161441,0,0.0000029
392.6248188,0.0000218,0.0000029
392.6334535,0.0000103,0.0000028
392.6421282,0,0.0000029
392.650803,0.0000064,0.0000027
392.6594377,0.000009,0.0000029
392.6681124,0,0.000003
392.6767871,0.0000143,0.000003
392.6854218,0,0.000003
392.6940966,0.0000013,0.0000028
392.7027413,0.0000051,0.000003
392.711406,0.0000128,0.000003
392.7200807,0,0.0000029
392.7287254,0.0000243,0.000003
392.7373901,0,0.0000029
392.7460348,0.0000309,0.000003
392.7547096,0,0.000003
392.7633443,0.0000013,0.0000029
392.772019,0.0000115,0.000003
392.7806637,0,0.0000029
392.7893284,0.0000102,0.000003
392.7980032,0,0.000003
392.8066479,0.0000026,0.0000031
392.8153126,0.0000114,0.0000031
392.8239573,0.0000127,0.000003
392.832632,0,0.000003
392.8412668,0,0.0000031
392.8499415,0,0.0000031
392.8585862,0,0.000003
392.8672609,0,0.0000032
392.8758956,0.0000064,0.0000032
392.8845403,0.0000076,0.000003
392.8932151,0,0.0000031
392.9018498,0.000022,0.0000032
392.9105245,0.0000052,0.0000032
392.9191592,0.0000103,0.0000032
392.9278339,0,0.0000031
392.9364787,0.0000077,0.0000031
392.9451534,0.0000076,0.0000032
392.9537881,0.0000051,0.0000032
392.9624328,0.0000089,0.0000032
392.9711075,0.0000166,0.0000031
392.9797422,0,0.0000032
392.988417,0.0000089,0.0000031
392.9970617,0.0000166,0.0000034
393.0056964,0.0000115,0.0000032
393.0143711,0.0000089,0.0000031
393.0230158,0,0.0000033
393.0316506,0,0.0000032
393.0403253,0.0000051,0.0000032
393.04897,0.0000204,0.0000033
393.0576047,0.0000077,0.0000033
393.0662794,0.0000129,0.0000032
393.0749242,0.0000154,0.0000034
393.0835589,0.0000077,0.0000033
393.0922336,0.0000026,0.0000034
393.1008783,0.0000245,0.0000033
393.109513,0,0.0000034
393.1181878,0.0000142,0.0000033
393.1268325,0.0000013,0.0000034
393.1354672,0,0.0000034
393.1441419,0,0.0000035
393.1527766,0.0000116,0.0000034
393.1614213,0,0.0000035
393.1700661,0.0000117,0.0000036
393.1787308,0.0000026,0.0000035
393.1873755,0.0000244,0.0000036
393.1960202,0.0000116,0.0000036
393.2046549,0,0.0000036
393.2132996,0,0.0000036
393.2219744,0,0.0000036
393.2306091,0.0000078,0.0000036
393.2392538,0,0.0000035
393.2478985,0.0000077,0.0000037
393.2565633,0.0000129,0.0000037
393.265208,0.0000039,0.0000036
393.2738527,0,0.0000037
393.2824874,0.0000128,0.0000037
393.2911321,0.000009,0.0000037
393.2997768,0,0.0000038
393.3084416,0,0.0000038
393.3170863,0,0.0000036
393.325731,0.0000052,0.0000038
393.3343657,0,0.0000038
393.3430104,0.0000181,0.0000038
393.3516552,0,0.000004
393.3602899,0.0000026,0.0000037
393.3689346,0.0000052,0.0000037
393.3776093,0,0.0000039
393.386244,0.0000103,0.0000038
393.3948888,0.0000181,0.000004
393.4035335,0,0.0000039
393.4121682,0.0000232,0.0000039
393.4208129,0,0.0000038
393.4294476,0.0000039,0.0000039
393.4380924,0.0000155,0.000004
393.4467371,0.0000103,0.000004
393.4553718,0,0.0000041
393.4640165,0.000009,0.000004
393.4726612,0,0.000004
393.4812959,0,0.000004
393.4899407,0.0000192,0.0000036
393.4985854,0.0000116,0.000004
393.5072201,0,0.000004
393.5158648,0,0.0000039
393.5245095,0.0000154,0.0000039
393.5331443,0,0.0000037
393.541789,0.0000115,0.0000037
393.5504337,0,0.0000041
393.5590684,0.0000064,0.0000042
393.5677131,0.000018,0.0000043
393.5763479,0.0000089,0.0000041
393.5849926,0.0000254,0.0000043
393.5936373,0.0000128,0.0000043
393.602272,0.0000102,0.0000043
393.6109167,0.0000102,0.0000043
393.6195615,0.0000141,0.0000043
393.6281962,0.0000437,0.0000044
393.6368409,0.0000128,0.0000049
393.6454856,0.0000103,0.0000044
393.6541204,0.0000115,0.0000044
393.6627351,0,0.0000045
393.6713798,0.0000026,0.0000046
393.6800145,0,0.0000044
393.6886592,0,0.0000046
393.6972939,0,0.0000045
393.7059387,0.0000103,0.0000047
393.7145834,0.0000051,0.0000045
393.7232181,0,0.0000047
393.7318328,0.000023,0.0000047
393.7404775,0.000014,0.0000047
393.7491123,0.000019,0.0000046
393.757757,0.0000013,0.0000047
393.7664017,0,0.0000047
393.7750364,0.0000063,0.0000048
393.7836511,0.0000038,0.0000049
393.7922959,0.0000051,0.0000048
393.8009306,0.0000166,0.0000049
393.8095753,0.0000177,0.0000049
393.81821,0.0000013,0.000005
393.8268247,0,0.000005
393.8354695,0.0000243,0.000005
393.8441042,0.0000178,0.000005
393.8527489,0.0000217,0.0000051
393.8613636,0,0.0000051
393.8699983,0.0000165,0.0000051
393.8786431,0.0000088,0.0000052
393.8872878,0,0.0000052
393.8958925,0,0.0000054
393.9045372,0.0000191,0.0000053
393.913172,0,0.0000054
393.9217867,0,0.0000053
393.9304314,0.0000076,0.0000053
393.9390661,0.0000038,0.0000054
393.9476808,0,0.0000054
393.9563256,0.0000265,0.0000054
393.9649603,0.0000114,0.0000054
393.973605,0.0000051,0.0000054
393.9822097,0.0000051,0.0000055
393.9908544,0.0000204,0.0000056
393.9994691,0.0000216,0.0000056
394.0081039,0.0000101,0.0000052
394.0167486,0,0.0000056
394.0253633,0,0.0000057
394.033998,0.0000076,0.0000056
394.0426428,0.0000076,0.0000058
394.0512475,0,0.0000059
394.0598922,0.0000165,0.0000059
394.0685069,0.0000076,0.000006
394.0771416,0.0000088,0.0000057
394.0857864,0,0.000006
394.0944011,0.0000305,0.000006
394.1030358,0.0000089,0.000006
394.1116505,0,0.0000062
394.1202852,0.000014,0.0000063
394.1289,0.0000203,0.0000063
394.1375447,0,0.0000062
394.1461494,0.000005,0.0000062
394.1547941,0.0000076,0.0000064
394.1634389,0,0.0000063
394.1720436,0.0000278,0.0000063
394.1806883,0.0000114,0.0000065
394.189293,0,0.0000065
394.1979377,0.0000114,0.0000065
394.2065525,0.0000013,0.0000066
394.2151872,0,0.0000067
394.2238019,0.0000089,0.0000069
394.2324466,0.0000038,0.0000069
394.2410513,0.0000154,0.0000069
394.2496661,0.0000076,0.0000068
394.2583008,0.0000128,0.0000069
394.2669155,0.0000166,0.0000069
394.2755602,0,0.000007
394.2841649,0.000023,0.0000071
394.2928097,0.0000025,0.000007
394.3014244,0.0000103,0.0000072
394.3100591,0,0.0000071
394.3186738,0.0000076,0.0000071
394.3272785,0.0000126,0.0000071
394.3359233,0,0.0000071
394.344538,0.0000126,0.0000072
394.3531727,0.0000075,0.0000073
394.3617874,0,0.0000075
394.3703921,0,0.0000074
394.3790369,0.0000025,0.0000075
394.3876516,0,0.0000078
394.3962563,0.0000038,0.0000076
394.404901,0.0000101,0.0000076
394.4135158,0.0000227,0.0000077
394.4221205,0.0000101,0.0000078
394.4307652,0,0.000008
394.4393699,0,0.0000074
394.4479846,0.0000215,0.0000079
394.4566294,0.0000013,0.0000079
394.4652341,0.0000063,0.0000081
394.4738488,0,0.0000081
394.4824835,0.0000013,0.0000082
394.4910983,0.000019,0.0000081
394.499713,0.0000063,0.0000084
394.5083177,0.0000038,0.0000084
394.5169624,0.0000264,0.0000084
394.5255671,0.000005,0.0000086
394.5341819,0.0000087,0.0000086
394.5427966,0.0000037,0.0000086
394.5514313,0,0.0000085
394.560046,0.0000187,0.0000089
394.5686607,0.00001,0.0000088
394.5772655,0.0000286,0.0000089
394.5859102,0.0000311,0.0000089
394.5945149,0.0000174,0.0000091
394.6031296,0.0000224,0.0000091
394.6117444,0,0.0000091
394.6203491,0.00002,0.000009
394.6289638,0,0.000007
394.6375985,0.0000163,0.0000096
394.6462132,0.0000125,0.0000097
394.654828,0,0.0000099
394.6634327,0.0000101,0.0000099
394.6720474,0.000005,0.0000099
394.6806521,0.0000138,0.0000101
394.6892969,0.0000213,0.0000102
394.6979116,0.0000075,0.0000103
394.7065163,0.0000151,0.0000103
394.715131,0,0.0000104
394.7237357,0,0.0000106
394.7323505,0.0000038,0.0000106
394.7409652,0.0000112,0.0000106
394.7495699,0,0.0000108
394.7581846,0,0.0000109
394.7667893,0,0.0000111
394.7754341,0.00001,0.0000113
394.7840488,0.0000075,0.0000113
394.7926535,0.000015,0.0000115
394.8012682,0,0.0000117
394.809873,0.0000137,0.0000118
394.8184877,0,0.000012
394.8271024,0.0000038,0.0000122
394.8357071,0.0000075,0.0000122
394.8443218,0.0000212,0.0000123
394.8529266,0.0000236,0.0000124
394.8615413,0.000005,0.0000126
394.870156,0.0000237,0.0000128
394.8787607,0.0000025,0.0000129
394.8873755,0.0000249,0.0000129
394.8959802,0.0000113,0.000013
394.9045949,0.0000339,0.0000133
394.9132096,0.0000149,0.0000133
394.9218143,0.0000125,0.0000135
394.9304291,0.000025,0.0000136
394.9390338,0,0.0000138
394.9476485,0.0000112,0.0000139
394.9562632,0.0000249,0.0000141
394.964868,0.0000213,0.0000142
394.9734527,0.0000037,0.0000144
394.9820574,0.0000113,0.0000143
394.9906721,0.0000299,0.0000146
394.9992768,0,0.0000147
395.0078916,0.0000125,0.0000148
395.0165063,0.0000012,0.000015
395.025111,0.0000275,0.0000154
395.0337257,0.000015,0.0000155
395.0423305,0.0000037,0.0000156
395.0509152,0.000005,0.0000157
395.0595299,0.0000124,0.0000158
395.0681346,0.0000075,0.000016
395.0767493,0.0000074,0.000016
395.0853541,0.0000374,0.0000162
395.0939688,0.0000338,0.0000165
395.1025835,0.0000186,0.0000165
395.1111582,0.0000286,0.0000169
395.1197729,0.0000235,0.0000169
395.1283777,0.0000198,0.000017
395.1369924,0.0000211,0.0000173
395.1455971,0.0000049,0.0000174
395.1541818,0.0000482,0.0000175
395.1627966,0.0000261,0.0000179
395.1714013,0.0000161,0.0000179
395.180016,0.0000296,0.0000181
395.1885907,0.0000235,0.0000183
395.1972054,0.0000333,0.0000183
395.2058202,0.0000087,0.0000186
395.2144249,0.0000148,0.0000186
395.2230096,0.0000136,0.0000191
395.2316143,0.0000297,0.0000193
395.2402291,0.000031,0.0000194
395.2488338,0.0000187,0.0000197
395.2574185,0.0000125,0.0000201
395.2660332,0.0000236,0.00002
395.274638,0.0000037,0.0000204
395.2832227,0.0000222,0.0000204
395.2918274,0.0000271,0.0000204
395.3004421,0.0000025,0.0000209
395.3090168,0.0000135,0.0000208
395.3176316,0.0000196,0.0000212
395.3262463,0.0000283,0.0000215
395.334821,0.0000234,0.0000219
395.3434357,0.0000258,0.0000219
395.3520405,0.0000258,0.0000222
395.3606252,0.0000306,0.0000224
395.3692399,0.0000321,0.0000227
395.3778446,0.0000293,0.0000228
395.3864293,0.0000135,0.0000232
395.3950341,0.0000197,0.0000236
395.4036188,0.0000185,0.0000238
395.4122235,0.000032,0.0000241
395.4208382,0.0000382,0.0000245
395.429423,0.0000284,0.0000249
395.4380277,0.0000172,0.0000251
395.4466124,0.0000357,0.0000254
395.4552171,0.0000185,0.0000259
395.4638018,0.0000422,0.0000263
395.4724066,0.0000249,0.0000266
395.4809913,0.0000198,0.0000267
395.489606,0.0000263,0.0000272
395.4982108,0.0000349,0.0000277
395.5067955,0.0000337,0.0000279
395.5154002,0.0000299,0.0000284
395.5239849,0.0000362,0.0000286
395.5325896,0.0000399,0.000029
395.5411744,0.0000187,0.0000295
395.5497891,0.0000262,0.0000298
