3.950000000000000000e+02,3.437200831138368805e-05
3.950000999999999749e+02,3.433021927637269240e-05
3.950002000000000066e+02,3.428843024133793917e-05
3.950002999999999815e+02,3.424664120632694352e-05
3.950004000000000133e+02,3.420485217129219028e-05
3.950004999999999882e+02,3.416306313628119463e-05
3.950006000000000199e+02,3.412127410124644818e-05
3.950006999999999948e+02,3.407948506623545253e-05
3.950008000000000266e+02,3.403769603122445687e-05
3.950009000000000015e+02,3.399590699618970364e-05
3.950009999999999764e+02,3.395411796117870799e-05
3.950011000000000081e+02,3.391232892614395476e-05
3.950011999999999830e+02,3.387053989113295911e-05
3.950013000000000147e+02,3.382875085609820588e-05
3.950013999999999896e+02,3.374494991125675066e-05
3.950015000000000214e+02,3.356850731888664211e-05
3.950015999999999963e+02,3.339206472661682227e-05
3.950017000000000280e+02,3.321562213434700920e-05
3.950018000000000029e+02,3.303917954197690065e-05
3.950018999999999778e+02,3.286273694970708080e-05
3.950020000000000095e+02,3.268629435733697226e-05
3.950020999999999844e+02,3.250985176506715919e-05
3.950022000000000162e+02,3.233340917269704386e-05
3.950022999999999911e+02,3.215696658042723079e-05
3.950024000000000228e+02,3.198052398805711547e-05
3.950024999999999977e+02,3.180408139578730240e-05
3.950025999999999726e+02,3.162763880351748933e-05
3.950027000000000044e+02,3.145119621114737400e-05
3.950027999999999793e+02,3.127475361887756093e-05
3.950029000000000110e+02,3.109831102650745238e-05
3.950029999999999859e+02,3.092186843423763254e-05
3.950031000000000176e+02,3.074542584186752399e-05
3.950031999999999925e+02,3.056898324959770414e-05
3.950033000000000243e+02,3.039254065732789107e-05
3.950033999999999992e+02,3.021609806495777914e-05
3.950034999999999741e+02,3.003965547268796607e-05
3.950036000000000058e+02,2.986321288031785413e-05
3.950036999999999807e+02,2.968677028804803767e-05
3.950038000000000125e+02,2.951032769567792574e-05
3.950038999999999874e+02,2.933388510340811267e-05
3.950040000000000191e+02,2.915744251103800073e-05
3.950040999999999940e+02,2.898099991876818427e-05
3.950042000000000257e+02,2.880455732649836781e-05
3.950043000000000006e+02,2.862811473412825588e-05
3.950043999999999755e+02,2.845167214185844281e-05
3.950045000000000073e+02,2.827522954948833087e-05
3.950045999999999822e+02,2.809878695721851441e-05
3.950047000000000139e+02,2.792234436484840586e-05
3.950047999999999888e+02,2.774590177257858941e-05
3.950049000000000206e+02,2.756945918020847747e-05
3.950049999999999955e+02,2.739301658793866101e-05
3.950051000000000272e+02,2.721657399566884455e-05
3.950052000000000021e+02,2.704013140329873601e-05
3.950052999999999770e+02,2.686368881102891955e-05
3.950054000000000087e+02,2.668724621865880761e-05
3.950054999999999836e+02,2.651080362638899454e-05
3.950056000000000154e+02,2.633436103401888261e-05
3.950056999999999903e+02,2.615791844174906615e-05
3.950058000000000220e+02,2.598147584937895421e-05
3.950058999999999969e+02,2.580503325710913775e-05
3.950059999999999718e+02,2.562859066483932468e-05
3.950061000000000035e+02,2.545214807246921275e-05
3.950061999999999784e+02,2.527570548019939629e-05
3.950063000000000102e+02,2.509926288782928774e-05
3.950063999999999851e+02,2.492282029555947128e-05
3.950065000000000168e+02,2.474637770318935935e-05
3.950065999999999917e+02,2.456993511091954289e-05
3.950067000000000235e+02,2.439349251854943095e-05
3.950067999999999984e+02,2.421704992627961788e-05
3.950068999999999733e+02,2.404060733400980142e-05
3.950070000000000050e+02,2.386416474163968949e-05
3.950070999999999799e+02,2.368772214936987642e-05
3.950072000000000116e+02,2.351127955699976109e-05
