time,mode,thresh_area,thresho_tot,exposure,shutter_angle
2024-11-01 12:15:16.768105,31420,77155,2516173505.329059,900,1.58203125
2024-11-01 12:16:40.768380,31571,78012,2544382998.675948,900,1.58203125
2024-11-01 12:18:04.768655,31798,77799,2538900998.574963,900,1.58203125
2024-11-01 12:19:28.768930,31641,75741,2469608287.6657634,900,1.58203125
2024-11-01 12:20:52.769080,32004,74189,2416956574.8611736,900,1.58203125
2024-11-01 12:22:16.769355,31598,74042,2411777164.3653293,900,1.58203125
2024-11-01 12:23:40.769620,31465,74068,2415035226.1388445,900,1.58203125
2024-11-01 12:25:04.767895,31275,77456,2526018162.732392,900,1.58203125
2024-11-01 12:26:28.768170,31559,79050,2579448872.6088037,900,1.58203125
2024-11-01 12:27:52.768445,31656,78631,2566642911.6985717,900,1.58203125
2024-11-01 12:29:16.768595,32063,77498,2528691712.8258924,900,1.58203125
2024-11-01 12:30:40.863995,31629,76004,2480047444.361392,900,1.58203125
2024-11-01 12:32:05.152145,31429,76844,2507535740.0492964,900,1.58203125
2024-11-01 12:33:29.440420,31498,75971,2477956727.8645897,900,1.58203125
2024-11-01 12:34:53.728695,31391,75103,2449654621.216108,900,1.58203125
2024-11-01 12:36:18.169700,31610,76492,2495739123.453587,900,1.494140625
2024-11-01 12:37:42.305120,31305,76756,2505462667.2600117,900,1.58203125
2024-11-01 12:39:06.593520,31582,75882,2474311741.864791,900,1.58203125
2024-11-01 12:40:30.881670,31656,78229,2549668688.938013,900,1.58203125
2024-11-01 12:41:55.169945,31507,79499,2593114631.144091,900,1.58203125
2024-11-01 12:43:19.458095,28354,78264,2555731557.344967,900,1.58203125
2024-11-01 12:44:43.746495,31997,79299,2588632929.5730705,900,1.58203125
2024-11-01 12:46:08.346450,31991,78208,2552652704.114419,900,1.58203125
2024-11-01 12:47:32.322920,31651,78446,2560993985.758991,900,1.58203125
2024-11-01 12:48:56.611070,31457,78525,2562862291.0509887,900,1.58203125
2024-11-01 12:50:20.899470,28944,78188,2554000170.5519476,900,1.58203125
2024-11-01 12:51:45.185620,31547,79105,2583346003.465228,900,1.58203125
2024-11-01 12:53:09.473895,31933,82027,2677689987.7917223,900,1.58203125
2024-11-01 12:54:33.762045,32171,81970,2673521477.6428194,900,1.58203125
2024-11-01 12:55:58.504450,31014,77485,2525584899.110264,900,1.58203125
2024-11-01 12:57:22.338720,31853,77246,2516946295.872346,900,1.58203125
2024-11-01 12:58:46.626870,32150,79104,2576022189.0698857,900,1.58203125
2024-11-01 13:00:10.915145,31578,78911,2570247881.0703273,900,1.58203125
2024-11-01 13:01:35.426295,31306,75728,2466705969.2029657,900,1.58203125
2024-11-01 13:02:59.972695,31655,75291,2454153435.0845714,900,1.494140625
2024-11-01 13:04:24.514970,31818,75707,2466712540.690543,900,1.58203125
2024-11-01 13:05:49.591200,32007,79596,2593570784.154936,900,1.58203125
2024-11-01 13:12:37.572225,31913,83485,2721205789.6401396,900,1.58203125
2024-11-01 13:14:02.148625,31380,80652,2630268133.4584274,900,1.58203125
2024-11-01 13:15:26.724900,31372,81226,2651274098.1259537,900,1.494140625
2024-11-01 13:16:51.301050,31977,81217,2651384127.6828136,900,1.494140625
