time,mode,thresh_area,thresho_tot,exposure,shutter_angle
2024-11-01 00:24:24.958500,60038,105463,6978229356.9598675,350,180.966796875
2024-11-01 00:25:48.288000,60325,105755,7003461295.475012,350,180.966796875
2024-11-01 00:27:12.480275,60987,105685,6998006948.946098,350,180.966796875
2024-11-01 00:28:36.672550,56172,106483,7046674226.255031,350,180.966796875
2024-11-01 00:30:00.864700,66253,105561,6994797747.608536,350,180.966796875
2024-11-01 00:31:27.407985,61749,104502,6925932527.6066,350,180.966796875
2024-11-01 00:32:56.880270,59992,105208,6964795025.880859,350,180.966796875
2024-11-01 00:34:26.352420,61380,104595,6924142211.042739,350,180.966796875
2024-11-01 00:35:55.824705,60945,104027,6886084101.278751,350,180.966796875
2024-11-01 00:37:25.296865,61092,103990,6889114589.775527,350,180.966796875
2024-11-01 00:38:54.769150,59423,103825,6877088959.7348795,350,180.966796875
2024-11-01 00:40:24.241435,61644,105019,6953813291.266235,350,180.966796875
2024-11-01 00:41:53.713595,61945,105163,6966121338.846535,350,180.966796875
2024-11-01 00:43:23.185880,55050,104414,6916614202.767607,350,180.966796875
2024-11-01 00:44:52.658040,63035,105615,6987872410.027583,350,180.966796875
2024-11-01 00:46:22.130325,59882,106185,7016147407.879995,350,180.966796875
2024-11-01 00:47:51.602610,56031,107019,7087712484.297588,350,180.966796875
2024-11-01 00:49:21.747700,60750,105431,6983049122.874615,350,180.966796875
2024-11-01 00:50:50.547055,60429,106448,7053962067.268119,350,180.966796875
2024-11-01 00:52:20.193300,60050,105852,7008599073.330353,350,180.966796875
2024-11-01 00:53:49.491615,56877,105554,6992730464.867838,350,180.966796875
2024-11-01 00:55:18.968775,60333,107806,7135147552.050997,350,180.966796875
2024-11-01 00:56:48.436060,61601,105104,6963537060.830392,350,180.966796875
2024-11-01 00:58:17.906345,60968,105830,7012405687.303701,350,180.966796875
2024-11-01 00:59:47.378505,61682,105649,7004485552.696722,350,180.966796875
2024-11-01 01:01:16.659665,60890,106104,7032106455.961161,350,180.966796875
2024-11-01 01:02:45.875950,60812,105863,7017813092.295185,350,180.966796875
2024-11-01 01:04:15.922350,61166,107576,7131686235.133097,350,180.966796875
2024-11-01 01:05:44.372520,61520,107837,7147742811.476215,350,180.966796875
2024-11-01 01:07:13.620795,60352,107270,7117439940.227472,350,180.966796875
2024-11-01 01:08:42.868955,61272,108377,7192680041.418271,350,180.966796875
2024-11-01 01:10:12.149115,60334,108392,7193436669.5991745,350,180.966796875
2024-11-01 01:11:41.397400,56820,109072,7234963215.719999,350,180.966796875
2024-11-01 01:13:10.645685,60111,108546,7192691028.320576,350,180.966796875
2024-11-01 01:14:39.925845,60527,108141,7169375031.994516,350,180.966796875
2024-11-01 01:16:09.174130,60985,108732,7210842681.163681,350,180.966796875
2024-11-01 01:17:38.422405,65093,110681,7335609951.706061,350,180.966796875
2024-11-01 01:19:07.670690,60208,109984,7285797728.901722,350,180.966796875
2024-11-01 01:20:36.918850,58836,110800,7336818918.161007,350,180.966796875
2024-11-01 01:22:06.167135,58886,112526,7449113448.676815,350,180.966796875
2024-11-01 01:23:35.383420,59699,110856,7345035589.443319,350,180.966796875
2024-11-01 01:25:04.599580,60721,109650,7271328910.999404,350,180.966796875
2024-11-01 01:26:33.847865,59368,109827,7279762537.351831,350,180.966796875
2024-11-01 01:28:03.641500,55930,111076,7364128555.089783,350,180.966796875
2024-11-01 01:29:32.280310,62738,110303,7312457970.01844,350,180.966796875
2024-11-01 01:31:01.401585,60565,109430,7249359096.400623,350,180.966796875
2024-11-01 01:32:30.487870,59930,109858,7282804223.545669,350,180.966796875
2024-11-01 01:33:59.578030,60366,109093,7242650762.148588,350,180.966796875
2024-11-01 01:35:28.664315,60300,111313,7384061704.369551,350,180.966796875
2024-11-01 01:36:57.752600,63315,112439,7453819179.786058,350,180.966796875
2024-11-01 01:38:26.840760,59740,111454,7391935794.746055,350,180.966796875
2024-11-01 01:39:55.929035,59892,110908,7356785899.046133,350,180.966796875
2024-11-01 01:41:25.173200,61340,112018,7427462389.6219225,350,180.966796875
2024-11-01 01:42:54.105480,59939,112140,7442075246.81228,350,180.966796875
2024-11-01 01:44:23.193765,61011,112051,7439186233.748841,350,180.966796875
2024-11-01 01:45:52.282050,60263,110929,7362122657.909672,350,180.966796875
2024-11-01 01:47:21.370210,60508,111577,7397599735.939646,350,180.966796875
2024-11-01 01:48:50.458495,59662,110920,7351498596.04503,350,180.966796875
2024-11-01 01:50:19.546645,60707,109641,7280536157.096221,350,180.966796875
2024-11-01 01:51:48.634930,62056,110335,7322958042.173699,350,180.966796875
2024-11-01 01:53:17.723090,58175,111561,7401171869.7092,350,180.966796875
2024-11-01 01:54:46.811500,61169,110412,7324533928.187138,350,180.966796875
2024-11-01 01:56:15.899785,57675,112412,7451168141.925581,350,180.966796875
2024-11-01 01:57:44.991945,57778,112953,7493135654.221174,350,180.966796875
2024-11-01 01:59:14.762200,60093,112526,7473789023.559667,350,180.966796875
2024-11-01 02:00:43.373800,60720,112860,7498534101.178414,350,180.966796875
2024-11-01 02:02:11.869665,61754,112882,7483825447.112408,350,180.966796875
2024-11-01 02:03:40.701825,60748,112749,7478976888.826255,350,180.966796875
2024-11-01 02:05:09.534110,60120,114660,7606273224.057548,350,180.966796875
2024-11-01 02:06:38.366385,61294,115003,7630381241.450143,350,180.966796875
2024-11-01 02:08:07.196670,61345,114477,7595001694.078789,350,180.966796875
2024-11-01 02:09:36.308300,57480,113388,7526008745.315226,350,180.966796875
2024-11-01 02:11:04.861115,56937,113218,7512636855.041153,350,180.966796875
2024-11-01 02:12:33.661275,56766,113300,7521621100.916226,350,180.966796875
2024-11-01 02:15:31.107835,58327,119392,7952225832.466579,262,180.966796875
2024-11-01 02:17:04.417130,61155,113481,7525282599.530687,350,180.966796875
2024-11-01 02:18:41.121300,62930,115697,7674893083.727688,350,180.966796875
2024-11-01 02:20:17.793595,60991,115377,7650444260.695057,350,180.966796875
2024-11-01 02:21:54.497900,60684,113548,7536482418.475164,350,180.966796875
2024-11-01 02:23:31.202195,63338,113480,7525143643.556364,350,180.966796875
2024-11-01 02:25:07.906490,60426,113451,7525637103.700535,350,180.966796875
2024-11-01 02:26:44.610660,55739,113522,7537424798.866886,350,180.966796875
2024-11-01 02:28:21.314955,56771,114517,7601640726.783432,350,180.966796875
