time,cdte_counts,cdte_count_er
2024-10-09 00:00:40.282089,0.5326393218293919,0.09415821909804173
2024-10-09 00:01:40.282089,0.7323790675154138,0.11041029869359058
2024-10-09 00:02:40.282089,1.5313380502595018,0.15965302813658164
2024-10-09 00:03:40.282089,1.7310777959455237,0.16974614348218103
2024-10-09 00:04:40.282089,0.38283451256487544,0.07982651406829082
2024-10-09 00:05:40.282089,0.34954455495053843,0.0762768753247854
2024-10-09 00:06:40.282089,1.0819236224659523,0.13419610935835935
2024-10-09 00:07:40.282089,0.5825742582508974,0.0984730226112111
2024-10-09 00:08:40.282089,0.3994794913720439,0.08154340971400521
2024-10-09 00:09:40.282089,0.14980480926451648,0.04993493642150549
2024-10-09 00:10:40.282089,0.13315983045734797,0.047079109549020864
2024-10-09 00:11:40.282089,0.4161244701792124,0.08322489403584248
2024-10-09 00:12:40.282089,0.6990891099010769,0.1078717915797532
2024-10-09 00:13:40.282089,0.19973974568602196,0.05765989796984608
2024-10-09 00:14:40.282089,0.19973974568602196,0.05765989796984608
2024-10-09 00:15:40.282089,0.19973974568602196,0.05765989796984608
2024-10-09 00:16:40.282089,0.21638472449319046,0.06001432456825744
2024-10-09 00:17:40.282089,0.16644978807168495,0.05263604463588506
2024-10-09 00:18:40.282089,0.04993493642150549,0.02882994898492304
2024-10-09 00:19:40.282089,0.08322489403584248,0.03721930409687212
2024-10-09 00:20:40.282089,0.09986987284301098,0.04077170485700261
2024-10-09 00:21:40.282089,0.09986987284301098,0.04077170485700261
2024-10-09 00:22:40.282089,0.4161244701792124,0.08322489403584248
2024-10-09 00:23:40.282089,0.3661895337577069,0.07807187091907011
2024-10-09 00:24:40.282089,0.16644978807168495,0.05263604463588506
2024-10-09 00:25:40.282089,0.14980480926451648,0.04993493642150549
2024-10-09 00:26:40.282089,0.06657991522867399,0.03328995761433699
2024-10-09 00:27:40.282089,0.11651485165017947,0.04403847450170838
2024-10-09 00:28:40.282089,0.2829646397218644,0.06862900575812317
2024-10-09 00:29:40.282089,0.06657991522867399,0.03328995761433699
2024-10-09 00:30:40.282089,0.09986987284301098,0.04077170485700261
2024-10-09 00:31:40.282089,0.09986987284301098,0.04077170485700261
2024-10-09 00:32:40.282089,0.06657991522867399,0.03328995761433699
2024-10-09 00:33:40.282089,0.09986987284301098,0.04077170485700261
2024-10-09 00:34:40.282089,0.19973974568602196,0.05765989796984608
2024-10-09 00:35:40.282089,0.11651485165017947,0.04403847450170838
2024-10-09 00:36:40.282089,0.08322489403584248,0.03721930409687212
2024-10-09 00:37:40.282089,0.03328995761433699,0.023539554774510432
2024-10-09 00:38:40.282089,0.14980480926451648,0.04993493642150549
2024-10-09 00:39:40.282089,0.21638472449319046,0.06001432456825744
2024-10-09 00:40:40.282089,1.0153437072372782,0.13000144033416086
