1,2024-11-01T00:23:37.280,0.0134326359087681,tiny,,,,
2,2024-11-01T01:12:39.511,0.0186013801477977,tiny,0.28,,,
3,2024-11-01T14:00:18.358,0.0194687372238235,tiny,-,away ,,
4,2024-11-12T22:43:02.937,0.0196491267100624,tiny,0.1,away ,,
5,2024-11-01T13:37:38.965,0.0213889944058385,tiny,0.23,Flare region,,
6,2024-11-01T13:41:53.429,0.0236623935526114,tiny,-,Flare region and away,,
7,2024-11-01T00:45:50.899,0.0256848457528173,tiny,0.33,,,
8,2024-11-01T12:40:09.863,0.0381638048569819,tiny,0.86,away ,,
9,2024-11-01T13:24:56.724,0.0384942436138165,tiny,0.4,Flare region and away,,
10,2024-11-01T01:15:38.440,0.042536879612091,tiny,-,,,
11,2024-11-13T15:16:17.344,0.0456942608095021,tiny,-,away ,,
12,2024-11-01T12:37:20.432,0.0492491055126869,tiny,-,away ,,
13,2024-10-08T23:59:25.593,0.0572073261595366,tiny,,,,
14,2024-11-01T00:26:43.619,0.0581975586931972,tiny,0.26,,,
15,2024-11-01T00:53:18.260,0.0582699208782961,tiny,-,,,
16,2024-11-01T13:53:14.360,0.076428268624465,tiny,-,Flare region and away,,
17,2024-10-09T00:12:21.407,0.0767469343182562,tiny,-,,,
18,2024-11-13T15:19:31.361,0.105010341433015,tiny,-,away ,,
19,2024-10-09T00:17:12.672,0.105749029997734,tiny,-,,,
20,2024-11-01T13:56:03.958,0.114089157399896,tiny,1.38,away ,,
21,2024-11-12T22:49:31.858,0.116077835431559,tiny,-,away ,,
22,2024-10-09T00:22:03.937,0.119245191490993,tiny,0.53,,,
23,2024-11-01T00:48:49.843,0.132474294171349,tiny,0.28,,,
24,2024-11-01T13:47:35.312,0.148332594210864,slight,-,away ,,
25,2024-10-09T00:36:37.761,0.183211068666912,slight,-,,,
26,2024-10-09T01:20:50.469,0.18686838315784,slight,-,,,
27,2024-11-01T01:21:35.350,0.199892744328107,slight,-,,,
28,2024-11-12T22:24:40.142,0.236773894781136,slight,-,away ,,
29,2024-11-01T00:57:46.677,0.244491886455932,slight,-,,,
30,2024-11-01T01:33:28.538,0.245553398786973,slight,5.9,,,
31,2024-11-01T01:24:33.495,0.252231359238739,slight,0.4,,,
32,2024-10-09T00:41:28.961,0.258750515183213,slight,0.96,,,
33,2024-10-09T00:26:55.200,0.290614132420803,slight,0.25,,,
34,2024-07-10T05:15:07.991,0.292253691212121,spread tiny,-,Flare region and away,,
35,2024-11-12T23:41:23.266,0.3181053716195,tiny spread,-,Flare region and away,,
36,2024-11-01T12:48:34.739,0.32089051454627,single weak,-,Flare region,,
37,2024-10-09T00:56:02.275,0.352313970710951,spread weak,0.86,away ,,
38,2024-11-13T15:27:36.384,0.3601012184538,single weak,0.1,Flare region,,
39,2024-11-01T02:01:40.956,0.373573422266949,spread,-,away and flare region,,
40,2024-10-09T01:15:59.492,0.381575161800584,single weak,-,loop,, 
41,2024-11-12T23:46:14.771,0.382426636393606,slight spread,-,Flare region and away,,
42,2024-07-10T14:04:01.165,0.402840548020826,weak moderate,0.41,away ,,
43,2024-11-01T01:03:43.959,0.405795429221349,single strong,0.25,Flare region,,
44,2024-11-01T00:36:54.678,0.429787445226523,single weak,0.3,Flare region,,
45,2024-10-09T00:52:48.196,0.446656049045126,moderate spread,-,away ,,
46,2024-07-10T14:45:59.762,0.449288992024341,moderate spread,0.26,away ,,
47,2024-11-12T23:05:43.568,0.458590765803998,spread moderate,-,Flare region and away,,
48,2024-07-10T05:21:17.462,0.463031775883046,moderate small spread,-,Flare region and away,,
49,2024-11-13T15:34:04.258,0.470513325881534,spread,-,Flare region,,
50,2024-07-10T14:07:40.174,0.479464742807577,weak moderate spread,-,Flare region and away,,
51,2024-11-13T15:52:23.907,0.508278971927381,spread moderate,-,Flare region,,
52,2024-11-01T01:29:01.176,0.543310897282963,spread moderate,-,Flare region,,
53,2024-11-01T12:51:23.314,0.563926341951454,spread moderate,25.9,Flare region and away,,
54,2024-11-01T01:40:53.979,0.565310974765794,single strong,-,Flare region,,
55,2024-10-09T00:46:20.342,0.577285077945443,moderate spread,-,away ,,
56,2024-11-01T01:51:17.596,0.581665568740864,spread,-,away and spread,,
57,2024-11-12T22:27:54.637,0.587644637407017,moderate spread,0.1,away ,,
58,2024-07-10T14:49:38.767,0.599421754379943,moderate spread,-,Flare region and away,,
59,2024-11-13T15:55:37.860,0.63259851697994,single weak,0.16,Flare region,,
60,2024-07-10T15:00:35.791,0.649736745990076,small strong spread,0.4,Flare region and away,,
61,2024-07-10T14:56:56.785,0.688530473310746,moderate spread,-,Flare region and away,,
62,2024-07-10T05:24:21.559,0.694252837121614,single strong,0.28,Flare region and away,,
63,2024-11-01T14:07:23.735,0.697007234254051,moderate,0.5,slightly away,Clear nth,
64,2024-11-01T13:19:18.484,0.706771303967538,spread moderate,0.51,Flare region,Th_enough,
65,2024-10-09T01:11:08.484,0.712801011065684,Single moderate,0.68,away ,,
66,2024-11-01T14:14:29.112,0.787499755891084,strong and spread,0.4,Flare region,Clear nth,
67,2024-11-13T00:04:04.501,0.819937871862293,moderate single and spread,1.18,away ,,
68,2024-07-10T14:29:34.222,0.831899561062177,strong multiple and spread,0.2,Flare region and away,,
69,2024-07-10T05:05:55.989,0.833724161804072,moderate spread,-,away ,,
70,2024-07-10T05:02:51.990,0.867746266386508,moderate spread,-,Flare region and away,,
71,2024-07-10T14:35:02.735,0.921281909722831,strong multiple and spread,-,Flare region and away,,
72,2024-11-01T01:45:21.243,0.993962863992745,,0.5,,,
73,2024-11-01T13:02:38.345,1.03611262889395,single strong,-,Flare region,,
74,2024-07-10T14:38:41.744,1.05412810311953,strong and spread,-,Flare region and away,,
75,2024-07-10T04:10:51.313,1.0694055401551,single strong,-,Flare region,,
76,2024-07-10T15:20:49.415,1.06940919084259,Strong spread,-,Flare region and away,,
77,2024-11-13T16:08:33.636,1.10432882501356,strong and spread,-,Flare region,,
78,2024-07-10T13:54:53.644,1.12854273448042,single strong and spread,0.2,Flare region and away,,
79,2024-07-10T15:14:20.583,1.15962019404008,Strong spread,-,Flare region and away,,
80,2024-11-01T01:55:44.861,1.16016740301977,,1.53,,,
81,2024-11-12T22:54:22.830,1.19816116413243,Single moderate,0.54,away ,,
82,2024-07-10T05:32:02.839,1.20912706894551,moderate strong spread,-,Flare region and away,,
83,2024-10-09T00:02:39.513,1.2122411529331,strong two,1.68,away ,,
84,2024-07-10T14:13:08.687,1.25247740508701,strong multiple and spread,-,Flare region and away,,
85,2024-11-13T16:39:16.134,1.29671451196863,single strong,0.15,Flare region,,
86,2024-07-10T15:11:32.851,1.36917442256567,Strong spread,0.26,Flare region and away,,
87,2024-11-13T16:26:20.267,1.4510092450365,spread strong,-,Flare region and away,,
88,2024-11-12T23:55:58.260,1.46181598863054,spread multiple moderate spots,0.3,Flare region and away,,
89,2024-11-13T15:11:26.400,1.47904745578818,Single moderate,0.25,away ,,
90,2024-07-10T04:53:40.211,1.50592308044675,moderate small spread,-,Flare region and away,,
91,2024-07-10T15:07:53.809,1.56553068669008,strong multiple and spread,0.26,Flare region and away,,
92,2024-11-13T16:48:57.896,1.61673468882751,Single strong spread,1.8,Flare region and away,,
93,2024-07-10T04:33:46.354,1.68530977208651,moderate multiple spread,0.25,Flare region and away,,
94,2024-07-10T14:22:16.207,1.69738041241994,strong multiple and spread,-,Flare region and away,,
95,2024-07-10T04:41:24.916,1.69779592186282,small strong spread,-,Flare region and away,,
96,2024-07-10T04:49:04.120,1.73484492444237,single strong,-,Flare region,,
97,2024-07-10T04:06:16.911,1.81667112761699,two strong spread,-,Flare region,,
98,2024-11-01T13:13:40.179,1.82826985253826,single strong,0.35,Flare region,Clear nth,
99,2024-07-10T04:20:00.915,1.93153678625218,strong and spread,0.51,Flare region and away,,
100,2024-07-10T05:36:39.608,2.02570356652474,Single strong spread,-,Flare region and away,,
101,2024-07-10T13:42:07.116,2.28983302301951,strong multiple and spread,0.33,Flare region and away,,
102,2024-11-12T23:25:10.545,2.54355856956275,one strong and few around,0.21,away ,,
103,2024-11-12T23:28:25.417,2.97743303041248,spread_multiple_events,0.56,away ,,
ID,date_time,intensity,Nature,X-ray,Position,,
