#0.95829199, 0.95652939, 1., 0.92546307, 0.92380995,0.88685412, 0.88459147
#0.91909557, 0.93199081, 1., 0.84154743, 0.8466702 ,0.77247836, 0.76929871
1.,0.99934966, 0.85153498, 0.84996874, 0.88859657, 0.82236332, 0.82089435, 0.78805553, 0.78604495
