Date,FullDiskIntensity,ROI_Intensity,OutsideROI_Intensity,Exposure
2024-11-12T22:15:42.622,45974124.8459463,5240781.17054925,40738040.00655,2.900775
2024-11-12T22:15:06.622,45946830.0712741,5231427.80808577,40720011.7210056,2.900775
2024-11-12T22:15:18.622,45983879.4804837,5236933.57809551,40751677.7412933,2.900775
2024-11-12T22:15:30.622,45948073.8768088,5236974.60161509,40715839.0430144,2.900775
2024-11-12T22:15:42.622,45974124.8459463,5240781.17054925,40738040.00655,2.900775
2024-11-12T22:15:54.646,45974131.0601025,5242534.41148162,40736282.98083,2.900776
2024-11-12T22:16:06.622,46007767.5713205,5250928.54399751,40761517.0826585,2.900778
2024-11-12T22:16:18.622,46001561.6505509,5265424.05707161,40740780.8321701,2.900777
2024-11-12T22:15:06.622,45946830.0712741,5231427.80808577,40720011.7210056,2.900775
2024-11-12T22:15:06.622,45946830.0712741,5231427.80808577,40720011.7210056,2.900775
2024-11-12T22:15:18.622,45983879.4804837,5236933.57809551,40751677.7412933,2.900775
2024-11-12T22:15:30.622,45948073.8768088,5236974.60161509,40715839.0430144,2.900775
2024-11-12T22:15:42.622,45974124.8459463,5240781.17054925,40738040.00655,2.900775
2024-11-12T22:15:54.646,45974131.0601025,5242534.41148162,40736282.98083,2.900776
2024-11-12T22:16:06.622,46007767.5713205,5250928.54399751,40761517.0826585,2.900778
2024-11-12T22:16:18.622,46001561.6505509,5265424.05707161,40740780.8321701,2.900777
2024-11-12T22:16:30.622,46027729.7925833,5277913.96724811,40754506.2895174,2.900779
2024-11-12T22:16:42.622,46025909.6275995,5284486.38725858,40746093.0268635,2.900775
2024-11-12T22:16:54.622,46037165.9041698,5282592.56054499,40759280.7030668,2.900777
2024-11-12T22:17:06.622,46057745.8874826,5285769.88656147,40776613.7222497,2.900778
2024-11-12T22:17:18.646,46023132.4387448,5288176.43560773,40739623.031776,2.900775
2024-11-12T22:17:30.630,46071677.3718481,5294942.80151242,40781407.4578664,2.900776
2024-11-12T22:17:42.622,46065227.26121,5299751.68756277,40770046.4116388,2.900781
2024-11-12T22:17:54.622,46069042.1673082,5297443.30658879,40776222.1031737,2.900778
