1717290038.521,689073108.340117,170193.531797734
1717290125.304,689963591.731227,170193.531797734
1717290212.881,691735959.682517,170193.531797734
1717290472.441,690269202.706991,170193.531797734
1717290559.225,694204046.628552,170193.531797734
1717290732.793,697236727.949264,170193.531797734
1717290906.363,696826332.569761,170193.531797734
1717291079.93,700586244.601674,170193.531797734
1717291340.283,684493431.356659,170193.531797734
1717291427.67,682161027.087288,170193.531797734
1717291513.852,679817715.978867,170193.531797734
1717291948.123,678800203.881663,170193.531797734
1717292122.268,679064279.999198,170193.531797734
1717292209.34,680529605.535066,170193.531797734
1717292383.483,679371846.170074,170193.531797734
1717292470.56,690410770.925295,170193.531797734
1717292557.596,682242032.958388,170193.531797734
1717293227.613,683401415.414995,170193.531797734
1717293314.62,684554242.070305,170193.531797734
1717293401.63,685193989.982129,170193.531797734
1717293488.638,683098878.107432,170193.531797734
1717293575.645,685280506.643465,170193.531797734
1717293749.981,685004857.478131,170193.531797734
1717293837.245,691495185.942534,170193.531797734
1717294011.774,684846847.169733,170193.531797734
1717294360.895,684535711.37667,170193.531797734
1717294535.519,688703879.593106,170193.531797734
1717294622.816,681655625.343196,170193.531797734
1717294797.408,683195991.776373,170193.531797734
1717295059.296,685212064.780105,170193.531797734
1717295146.593,685493404.880428,170193.531797734
1717295233.889,684158268.785829,170193.531797734
1717295321.216,688048747.975139,170193.531797734
1717295408.513,686456074.331432,170193.531797734
1717295496.615,688666549.351134,170193.531797734
1717295583.552,695355071.315135,170193.531797734
1717295846.207,693197418.860615,170193.531797734
1717296021.344,690904332.906525,170193.531797734
1717296196.448,689789483.639733,170193.531797734
1717296284.525,688831936.719429,170193.531797734
1717296371.553,691890782.785875,170193.531797734
1717296459.104,689235501.575851,170193.531797734
1717296721.761,690141997.362903,170193.531797734
1717296809.282,693082117.719009,170193.531797734
1717296896.802,700137418.258898,170193.531797734
1717296984.354,702411090.164879,170193.531797734
1717297071.906,698013815.60019,170193.531797734
1717297246.978,702956922.120994,170193.531797734
1717297510.435,694741127.115726,170193.531797734
1717297598.243,695331926.590929,170193.531797734
1717298037.284,696028458.651977,170193.531797734
1717298125.92,699096882.51913,170193.531797734
1717298212.9,711041950.522786,170193.531797734
1717298947.62,714218650.01185,170193.531797734
